,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50
1536,52.0,52.0,53.0,51.0,53.0,51.0,50.0,52.0,52.0,55.0,51.0,53.0,51.0,53.0,53.0,53.0,53.0,51.0,52.0,52.0,53.0,51.0,52.0,52.0,53.0,52.0,57.0,54.0,53.0,52.0,54.0,52.0,54.0,54.0,52.0,53.0,54.0,53.0,52.0,50.0,51.0,53.0,53.0,51.0,52.0,49.0,52.0,51.0,52.0,52.0,52.0
1537,53.0,52.0,50.0,51.0,53.0,51.0,52.0,54.0,51.0,51.0,53.0,54.0,53.0,53.0,51.0,53.0,53.0,52.0,50.0,52.0,54.0,53.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,52.0,55.0,54.0,54.0,51.0,53.0,53.0,52.0,53.0,53.0,54.0,51.0,53.0,50.0,53.0,51.0,53.0,53.0,52.0,50.0,55.0,54.0
1538,53.0,52.0,54.0,54.0,52.0,51.0,53.0,52.0,52.0,53.0,54.0,55.0,52.0,51.0,52.0,51.0,53.0,51.0,55.0,52.0,50.0,53.0,51.0,52.0,53.0,51.0,51.0,50.0,53.0,53.0,53.0,53.0,51.0,51.0,51.0,52.0,54.0,53.0,54.0,51.0,54.0,52.0,54.0,52.0,52.0,50.0,53.0,51.0,52.0,55.0,53.0
1539,55.0,52.0,52.0,52.0,53.0,49.0,54.0,52.0,52.0,52.0,53.0,53.0,51.0,52.0,52.0,51.0,53.0,53.0,53.0,52.0,51.0,53.0,54.0,51.0,54.0,58.0,54.0,54.0,51.0,49.0,53.0,53.0,53.0,53.0,54.0,54.0,53.0,52.0,52.0,51.0,55.0,54.0,53.0,53.0,53.0,51.0,50.0,51.0,52.0,55.0,53.0
1540,53.0,52.0,51.0,53.0,53.0,53.0,54.0,54.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,51.0,51.0,53.0,54.0,50.0,53.0,54.0,52.0,53.0,52.0,55.0,51.0,54.0,52.0,53.0,53.0,52.0,53.0,53.0,53.0,54.0,52.0,54.0,52.0,52.0,52.0,52.0,51.0,54.0,53.0,54.0,53.0,52.0,54.0,53.0
1541,53.0,51.0,52.0,52.0,53.0,52.0,54.0,53.0,53.0,53.0,52.0,53.0,54.0,52.0,54.0,51.0,54.0,51.0,54.0,53.0,52.0,51.0,52.0,51.0,52.0,49.0,54.0,50.0,53.0,53.0,52.0,54.0,54.0,52.0,51.0,52.0,53.0,54.0,52.0,51.0,52.0,51.0,52.0,52.0,53.0,51.0,53.0,52.0,51.0,51.0,54.0
1542,52.0,52.0,52.0,51.0,52.0,50.0,55.0,51.0,52.0,54.0,52.0,51.0,52.0,52.0,51.0,50.0,54.0,53.0,54.0,54.0,52.0,52.0,53.0,53.0,54.0,53.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0,54.0,53.0,52.0,55.0,52.0,51.0,51.0,51.0,50.0,53.0,52.0,53.0,53.0,53.0,53.0,51.0,53.0,54.0
1543,53.0,51.0,54.0,52.0,53.0,52.0,55.0,52.0,54.0,54.0,50.0,52.0,53.0,52.0,52.0,51.0,52.0,53.0,53.0,53.0,52.0,52.0,51.0,52.0,53.0,57.0,54.0,52.0,53.0,52.0,54.0,53.0,50.0,52.0,52.0,51.0,55.0,54.0,51.0,53.0,52.0,53.0,52.0,53.0,54.0,52.0,54.0,53.0,50.0,52.0,54.0
1544,52.0,52.0,53.0,50.0,50.0,53.0,50.0,55.0,55.0,53.0,53.0,52.0,53.0,54.0,53.0,54.0,50.0,54.0,54.0,52.0,53.0,54.0,52.0,52.0,53.0,53.0,54.0,55.0,53.0,52.0,55.0,54.0,52.0,53.0,52.0,50.0,51.0,53.0,50.0,53.0,53.0,52.0,51.0,50.0,52.0,52.0,52.0,53.0,51.0,52.0,54.0
1545,52.0,51.0,52.0,53.0,52.0,51.0,51.0,52.0,52.0,53.0,53.0,54.0,51.0,52.0,52.0,50.0,54.0,52.0,54.0,53.0,53.0,53.0,53.0,52.0,52.0,50.0,51.0,53.0,53.0,52.0,55.0,52.0,51.0,54.0,52.0,51.0,50.0,52.0,52.0,55.0,54.0,51.0,53.0,50.0,52.0,52.0,53.0,52.0,52.0,55.0,53.0
1546,51.0,53.0,52.0,53.0,51.0,52.0,54.0,52.0,51.0,52.0,52.0,52.0,51.0,53.0,55.0,53.0,55.0,51.0,54.0,52.0,51.0,53.0,53.0,52.0,54.0,54.0,50.0,51.0,50.0,53.0,54.0,53.0,52.0,55.0,52.0,51.0,55.0,52.0,54.0,51.0,50.0,53.0,54.0,51.0,50.0,51.0,52.0,51.0,53.0,51.0,51.0
1547,53.0,53.0,52.0,53.0,53.0,51.0,51.0,53.0,54.0,53.0,50.0,52.0,52.0,52.0,52.0,53.0,50.0,54.0,53.0,53.0,52.0,54.0,53.0,54.0,54.0,53.0,53.0,53.0,51.0,52.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,54.0,54.0,51.0,51.0,49.0,53.0,52.0,53.0,53.0,51.0,53.0,50.0,53.0,54.0
1548,52.0,53.0,53.0,53.0,53.0,54.0,52.0,52.0,53.0,53.0,51.0,52.0,52.0,53.0,53.0,54.0,52.0,55.0,54.0,52.0,52.0,51.0,51.0,53.0,52.0,51.0,53.0,50.0,52.0,54.0,52.0,51.0,52.0,52.0,54.0,53.0,48.0,53.0,53.0,52.0,52.0,52.0,52.0,51.0,53.0,50.0,53.0,53.0,52.0,55.0,52.0
1549,51.0,53.0,51.0,50.0,51.0,52.0,51.0,52.0,53.0,54.0,53.0,53.0,51.0,51.0,50.0,52.0,56.0,52.0,53.0,53.0,52.0,52.0,56.0,54.0,53.0,53.0,52.0,53.0,54.0,53.0,53.0,52.0,51.0,51.0,52.0,53.0,52.0,53.0,52.0,54.0,52.0,55.0,53.0,50.0,50.0,51.0,53.0,52.0,52.0,53.0,52.0
1550,54.0,53.0,55.0,54.0,51.0,54.0,53.0,53.0,51.0,53.0,52.0,54.0,53.0,51.0,51.0,52.0,51.0,51.0,54.0,52.0,53.0,51.0,50.0,51.0,54.0,55.0,53.0,51.0,51.0,52.0,50.0,51.0,52.0,50.0,52.0,53.0,55.0,54.0,52.0,51.0,52.0,51.0,54.0,51.0,53.0,51.0,52.0,52.0,50.0,52.0,51.0
1551,53.0,52.0,54.0,51.0,53.0,55.0,51.0,54.0,54.0,54.0,50.0,53.0,53.0,52.0,53.0,53.0,50.0,52.0,54.0,51.0,54.0,53.0,52.0,52.0,54.0,52.0,54.0,52.0,55.0,55.0,54.0,53.0,53.0,6.0,53.0,53.0,53.0,54.0,52.0,51.0,53.0,54.0,52.0,53.0,54.0,53.0,52.0,52.0,51.0,54.0,55.0
1552,52.0,55.0,52.0,52.0,52.0,52.0,51.0,53.0,53.0,51.0,52.0,52.0,53.0,52.0,52.0,56.0,53.0,53.0,53.0,52.0,54.0,52.0,52.0,52.0,53.0,50.0,53.0,53.0,52.0,54.0,54.0,52.0,52.0,-62.0,53.0,51.0,53.0,53.0,52.0,54.0,54.0,54.0,54.0,53.0,53.0,53.0,51.0,53.0,53.0,54.0,54.0
1553,51.0,53.0,55.0,53.0,52.0,53.0,56.0,56.0,54.0,50.0,50.0,54.0,54.0,53.0,53.0,52.0,53.0,52.0,53.0,53.0,53.0,54.0,55.0,52.0,53.0,53.0,52.0,51.0,52.0,53.0,53.0,51.0,51.0,-45.0,53.0,52.0,53.0,53.0,54.0,51.0,53.0,54.0,53.0,53.0,52.0,51.0,54.0,51.0,53.0,54.0,54.0
1554,54.0,52.0,53.0,50.0,54.0,53.0,52.0,53.0,52.0,57.0,52.0,51.0,52.0,52.0,52.0,54.0,51.0,52.0,54.0,51.0,53.0,52.0,50.0,51.0,53.0,52.0,51.0,53.0,51.0,54.0,53.0,53.0,52.0,10.0,54.0,52.0,52.0,53.0,52.0,53.0,51.0,51.0,51.0,53.0,52.0,51.0,51.0,54.0,53.0,53.0,51.0
1555,54.0,52.0,54.0,53.0,55.0,53.0,51.0,52.0,52.0,54.0,53.0,54.0,53.0,51.0,52.0,54.0,51.0,55.0,54.0,52.0,54.0,52.0,52.0,53.0,53.0,49.0,52.0,52.0,52.0,49.0,52.0,51.0,54.0,36.0,54.0,52.0,53.0,50.0,52.0,52.0,54.0,52.0,53.0,53.0,54.0,52.0,53.0,53.0,51.0,53.0,54.0
1556,52.0,53.0,51.0,53.0,53.0,51.0,53.0,52.0,52.0,51.0,47.0,54.0,53.0,53.0,53.0,51.0,52.0,51.0,54.0,52.0,53.0,53.0,53.0,52.0,53.0,51.0,51.0,52.0,53.0,52.0,54.0,53.0,52.0,39.0,54.0,52.0,52.0,51.0,54.0,52.0,52.0,52.0,53.0,53.0,52.0,54.0,54.0,52.0,53.0,53.0,54.0
1557,52.0,52.0,51.0,53.0,53.0,52.0,52.0,52.0,52.0,54.0,53.0,52.0,53.0,53.0,51.0,53.0,52.0,52.0,53.0,51.0,52.0,53.0,54.0,53.0,52.0,53.0,51.0,53.0,52.0,55.0,53.0,52.0,53.0,45.0,53.0,52.0,50.0,53.0,51.0,52.0,53.0,53.0,54.0,50.0,53.0,53.0,52.0,53.0,52.0,53.0,53.0
1558,52.0,51.0,52.0,54.0,52.0,53.0,52.0,52.0,52.0,55.0,52.0,52.0,53.0,52.0,55.0,53.0,52.0,53.0,54.0,53.0,53.0,52.0,51.0,54.0,53.0,53.0,51.0,54.0,51.0,53.0,53.0,52.0,53.0,52.0,50.0,52.0,52.0,52.0,54.0,52.0,50.0,51.0,53.0,52.0,55.0,52.0,53.0,52.0,50.0,53.0,50.0
1559,52.0,53.0,51.0,51.0,53.0,49.0,53.0,55.0,52.0,51.0,53.0,53.0,52.0,52.0,54.0,52.0,54.0,49.0,53.0,53.0,54.0,53.0,51.0,53.0,54.0,49.0,53.0,53.0,53.0,49.0,55.0,54.0,52.0,42.0,53.0,54.0,50.0,53.0,53.0,51.0,55.0,52.0,53.0,51.0,52.0,52.0,53.0,53.0,50.0,52.0,57.0
1560,54.0,54.0,53.0,51.0,53.0,52.0,51.0,54.0,51.0,51.0,52.0,54.0,52.0,52.0,53.0,55.0,53.0,51.0,53.0,54.0,53.0,51.0,54.0,52.0,54.0,50.0,52.0,51.0,53.0,55.0,52.0,52.0,53.0,45.0,53.0,53.0,55.0,54.0,51.0,52.0,52.0,53.0,54.0,52.0,54.0,54.0,53.0,52.0,51.0,52.0,55.0
1561,54.0,52.0,52.0,52.0,52.0,55.0,50.0,54.0,52.0,53.0,51.0,53.0,51.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,54.0,54.0,50.0,53.0,53.0,56.0,53.0,53.0,52.0,54.0,52.0,51.0,52.0,51.0,53.0,53.0,56.0,52.0,53.0,52.0,52.0,54.0,51.0,51.0,53.0,52.0,54.0,54.0,52.0,51.0,50.0
1562,53.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,55.0,53.0,53.0,51.0,51.0,52.0,52.0,51.0,52.0,52.0,53.0,51.0,54.0,48.0,53.0,52.0,54.0,52.0,54.0,54.0,51.0,53.0,52.0,54.0,44.0,54.0,52.0,56.0,54.0,53.0,52.0,52.0,54.0,52.0,53.0,53.0,52.0,54.0,52.0,51.0,55.0,50.0
1563,53.0,51.0,50.0,50.0,51.0,54.0,54.0,52.0,52.0,50.0,50.0,55.0,52.0,50.0,53.0,53.0,53.0,53.0,52.0,52.0,50.0,53.0,56.0,54.0,53.0,48.0,54.0,51.0,53.0,51.0,51.0,53.0,54.0,48.0,53.0,56.0,55.0,55.0,53.0,50.0,52.0,53.0,52.0,51.0,53.0,51.0,54.0,52.0,52.0,54.0,56.0
1564,53.0,52.0,54.0,49.0,53.0,51.0,51.0,53.0,53.0,50.0,53.0,55.0,53.0,51.0,51.0,51.0,54.0,51.0,52.0,54.0,56.0,53.0,55.0,53.0,55.0,52.0,54.0,51.0,52.0,52.0,55.0,54.0,52.0,56.0,54.0,53.0,55.0,54.0,54.0,55.0,53.0,52.0,51.0,51.0,53.0,53.0,54.0,53.0,52.0,53.0,54.0
1565,52.0,52.0,54.0,52.0,53.0,52.0,54.0,52.0,52.0,54.0,52.0,52.0,53.0,53.0,53.0,51.0,52.0,53.0,51.0,55.0,55.0,52.0,48.0,52.0,54.0,54.0,58.0,51.0,54.0,51.0,52.0,54.0,53.0,52.0,52.0,53.0,54.0,53.0,53.0,52.0,52.0,52.0,54.0,52.0,54.0,54.0,52.0,53.0,52.0,53.0,51.0
1566,52.0,52.0,49.0,52.0,53.0,51.0,53.0,50.0,52.0,52.0,52.0,52.0,52.0,53.0,54.0,53.0,53.0,52.0,54.0,52.0,52.0,55.0,51.0,55.0,53.0,52.0,55.0,52.0,54.0,51.0,52.0,52.0,52.0,48.0,54.0,52.0,56.0,52.0,54.0,53.0,54.0,54.0,54.0,51.0,52.0,53.0,52.0,51.0,53.0,52.0,53.0
1567,53.0,53.0,54.0,52.0,53.0,52.0,55.0,52.0,51.0,47.0,52.0,53.0,51.0,53.0,54.0,52.0,53.0,53.0,53.0,54.0,54.0,52.0,54.0,54.0,51.0,50.0,54.0,50.0,52.0,53.0,53.0,54.0,51.0,49.0,50.0,51.0,52.0,57.0,50.0,53.0,53.0,52.0,53.0,51.0,52.0,53.0,52.0,51.0,51.0,51.0,57.0
1568,52.0,54.0,52.0,51.0,52.0,52.0,55.0,53.0,53.0,53.0,51.0,54.0,54.0,51.0,55.0,50.0,54.0,51.0,53.0,53.0,54.0,52.0,54.0,51.0,54.0,54.0,56.0,53.0,53.0,55.0,53.0,52.0,52.0,56.0,51.0,54.0,53.0,56.0,50.0,52.0,50.0,54.0,52.0,53.0,52.0,51.0,53.0,53.0,54.0,52.0,51.0
1569,53.0,51.0,49.0,53.0,55.0,52.0,52.0,52.0,54.0,54.0,50.0,53.0,53.0,52.0,52.0,51.0,52.0,51.0,52.0,52.0,54.0,53.0,48.0,53.0,52.0,53.0,54.0,52.0,51.0,53.0,53.0,54.0,52.0,50.0,51.0,53.0,54.0,52.0,51.0,54.0,54.0,55.0,52.0,52.0,52.0,51.0,51.0,53.0,53.0,54.0,51.0
1570,50.0,52.0,53.0,53.0,52.0,51.0,57.0,50.0,51.0,51.0,51.0,53.0,53.0,53.0,52.0,52.0,53.0,54.0,52.0,51.0,50.0,51.0,53.0,52.0,55.0,52.0,54.0,51.0,53.0,54.0,52.0,54.0,55.0,52.0,53.0,54.0,54.0,52.0,52.0,53.0,55.0,52.0,51.0,53.0,53.0,54.0,53.0,53.0,52.0,52.0,56.0
1571,51.0,52.0,54.0,52.0,53.0,52.0,55.0,53.0,52.0,50.0,52.0,51.0,54.0,52.0,53.0,52.0,50.0,52.0,52.0,53.0,52.0,53.0,57.0,51.0,54.0,52.0,53.0,52.0,51.0,52.0,53.0,52.0,52.0,54.0,53.0,54.0,53.0,51.0,54.0,52.0,51.0,53.0,52.0,52.0,51.0,54.0,52.0,53.0,53.0,52.0,51.0
1572,52.0,50.0,49.0,54.0,54.0,53.0,50.0,52.0,51.0,54.0,50.0,52.0,53.0,52.0,53.0,54.0,53.0,52.0,53.0,55.0,52.0,54.0,54.0,55.0,54.0,53.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,57.0,52.0,51.0,52.0,53.0,53.0,52.0,51.0,52.0,53.0,51.0,54.0,53.0,52.0,54.0,53.0,53.0,50.0
1573,51.0,52.0,51.0,52.0,51.0,53.0,51.0,53.0,53.0,55.0,51.0,53.0,54.0,51.0,53.0,53.0,53.0,53.0,51.0,54.0,52.0,54.0,49.0,52.0,52.0,55.0,53.0,51.0,54.0,53.0,53.0,51.0,54.0,48.0,51.0,52.0,50.0,54.0,52.0,50.0,52.0,52.0,54.0,53.0,53.0,53.0,54.0,53.0,54.0,52.0,52.0
1574,53.0,53.0,53.0,53.0,53.0,54.0,53.0,54.0,53.0,51.0,53.0,54.0,53.0,54.0,51.0,53.0,54.0,51.0,53.0,51.0,53.0,53.0,52.0,52.0,51.0,50.0,49.0,53.0,53.0,53.0,54.0,52.0,53.0,52.0,51.0,52.0,52.0,54.0,53.0,54.0,53.0,53.0,54.0,50.0,53.0,52.0,51.0,53.0,53.0,53.0,55.0
1575,51.0,54.0,51.0,53.0,53.0,53.0,54.0,53.0,50.0,51.0,53.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0,54.0,52.0,52.0,57.0,52.0,54.0,51.0,49.0,51.0,51.0,52.0,53.0,52.0,53.0,56.0,52.0,53.0,52.0,54.0,52.0,51.0,52.0,52.0,50.0,53.0,54.0,53.0,53.0,51.0,51.0,52.0,52.0
1576,53.0,54.0,50.0,52.0,51.0,54.0,51.0,54.0,54.0,57.0,51.0,51.0,54.0,51.0,51.0,55.0,53.0,53.0,53.0,56.0,52.0,52.0,50.0,54.0,54.0,54.0,51.0,52.0,54.0,54.0,52.0,52.0,51.0,51.0,53.0,53.0,51.0,55.0,53.0,51.0,54.0,52.0,52.0,53.0,51.0,51.0,52.0,51.0,53.0,55.0,50.0
1577,53.0,53.0,51.0,54.0,52.0,54.0,53.0,55.0,53.0,54.0,51.0,53.0,52.0,52.0,53.0,54.0,52.0,51.0,51.0,52.0,52.0,51.0,51.0,53.0,53.0,51.0,53.0,52.0,51.0,52.0,52.0,51.0,54.0,48.0,52.0,55.0,51.0,53.0,54.0,54.0,53.0,51.0,52.0,53.0,53.0,52.0,53.0,53.0,52.0,54.0,52.0
1578,52.0,53.0,53.0,52.0,52.0,52.0,51.0,53.0,53.0,49.0,51.0,52.0,51.0,52.0,53.0,52.0,53.0,53.0,51.0,54.0,53.0,52.0,55.0,52.0,53.0,50.0,53.0,51.0,53.0,53.0,52.0,53.0,54.0,54.0,52.0,53.0,53.0,55.0,52.0,51.0,50.0,54.0,51.0,53.0,51.0,52.0,53.0,52.0,56.0,52.0,55.0
1579,53.0,54.0,50.0,54.0,53.0,55.0,51.0,52.0,54.0,53.0,52.0,52.0,52.0,52.0,51.0,54.0,53.0,52.0,51.0,57.0,53.0,52.0,51.0,53.0,53.0,54.0,53.0,51.0,50.0,51.0,52.0,53.0,49.0,57.0,52.0,52.0,54.0,55.0,51.0,51.0,54.0,53.0,52.0,52.0,54.0,54.0,52.0,51.0,54.0,55.0,51.0
1580,53.0,53.0,51.0,53.0,52.0,54.0,51.0,52.0,50.0,54.0,53.0,52.0,52.0,54.0,53.0,53.0,51.0,54.0,54.0,54.0,51.0,52.0,52.0,52.0,54.0,48.0,54.0,50.0,54.0,53.0,52.0,52.0,51.0,48.0,52.0,51.0,52.0,55.0,54.0,53.0,52.0,51.0,53.0,54.0,56.0,51.0,53.0,53.0,51.0,53.0,51.0
1581,52.0,53.0,52.0,52.0,53.0,51.0,49.0,53.0,54.0,51.0,52.0,52.0,53.0,51.0,52.0,53.0,52.0,53.0,53.0,55.0,52.0,52.0,53.0,54.0,53.0,50.0,52.0,54.0,53.0,52.0,52.0,54.0,53.0,50.0,53.0,53.0,52.0,51.0,54.0,53.0,52.0,53.0,53.0,50.0,51.0,52.0,54.0,52.0,53.0,52.0,55.0
1582,52.0,51.0,52.0,53.0,53.0,52.0,51.0,53.0,52.0,51.0,51.0,51.0,52.0,54.0,53.0,53.0,54.0,52.0,51.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,50.0,52.0,52.0,53.0,53.0,53.0,54.0,55.0,52.0,51.0,54.0,51.0,51.0,54.0,52.0,52.0,56.0,51.0,53.0,53.0,51.0,53.0,51.0,53.0,52.0
1583,53.0,51.0,51.0,52.0,53.0,53.0,54.0,52.0,53.0,54.0,53.0,52.0,51.0,50.0,52.0,53.0,52.0,52.0,53.0,55.0,52.0,53.0,51.0,53.0,52.0,52.0,54.0,52.0,53.0,53.0,54.0,52.0,53.0,57.0,54.0,53.0,51.0,53.0,53.0,52.0,51.0,53.0,52.0,50.0,54.0,50.0,53.0,52.0,53.0,52.0,51.0
1584,54.0,53.0,54.0,53.0,55.0,53.0,50.0,53.0,53.0,53.0,52.0,51.0,51.0,52.0,53.0,54.0,53.0,51.0,51.0,50.0,54.0,52.0,51.0,53.0,52.0,49.0,52.0,52.0,51.0,51.0,53.0,52.0,52.0,49.0,53.0,52.0,52.0,52.0,51.0,52.0,51.0,54.0,53.0,50.0,49.0,53.0,53.0,52.0,53.0,54.0,52.0
1585,53.0,54.0,53.0,54.0,52.0,50.0,52.0,53.0,51.0,53.0,52.0,50.0,52.0,53.0,53.0,53.0,52.0,53.0,52.0,51.0,52.0,52.0,53.0,53.0,53.0,51.0,52.0,52.0,53.0,53.0,52.0,50.0,51.0,52.0,52.0,51.0,52.0,52.0,53.0,51.0,54.0,52.0,53.0,51.0,54.0,54.0,51.0,52.0,52.0,53.0,53.0
1586,53.0,53.0,53.0,53.0,51.0,52.0,52.0,55.0,52.0,51.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0,54.0,54.0,54.0,54.0,53.0,53.0,54.0,50.0,53.0,53.0,51.0,53.0,53.0,54.0,56.0,55.0,50.0,53.0,53.0,54.0,53.0,52.0,55.0,50.0,51.0,54.0,52.0,53.0,52.0,54.0,52.0,52.0
1587,53.0,53.0,48.0,54.0,54.0,56.0,51.0,54.0,52.0,56.0,53.0,51.0,53.0,52.0,51.0,53.0,52.0,52.0,52.0,52.0,54.0,52.0,52.0,53.0,54.0,54.0,52.0,51.0,53.0,52.0,53.0,53.0,53.0,51.0,52.0,53.0,54.0,54.0,55.0,54.0,52.0,54.0,53.0,50.0,53.0,51.0,53.0,52.0,53.0,53.0,53.0
1588,53.0,52.0,54.0,52.0,54.0,51.0,52.0,52.0,54.0,55.0,53.0,52.0,53.0,51.0,53.0,50.0,53.0,52.0,54.0,54.0,54.0,52.0,52.0,52.0,55.0,50.0,53.0,52.0,54.0,54.0,53.0,53.0,55.0,49.0,54.0,55.0,53.0,53.0,53.0,52.0,51.0,52.0,56.0,53.0,52.0,51.0,53.0,50.0,52.0,54.0,52.0
1589,53.0,53.0,53.0,52.0,53.0,51.0,50.0,52.0,53.0,51.0,53.0,53.0,52.0,51.0,53.0,53.0,53.0,51.0,52.0,53.0,53.0,51.0,53.0,54.0,51.0,51.0,52.0,53.0,53.0,50.0,51.0,53.0,53.0,54.0,55.0,52.0,54.0,54.0,52.0,49.0,53.0,53.0,51.0,52.0,54.0,51.0,52.0,53.0,52.0,53.0,54.0
1590,53.0,52.0,50.0,53.0,52.0,54.0,52.0,55.0,52.0,53.0,52.0,54.0,53.0,51.0,49.0,51.0,53.0,53.0,53.0,55.0,52.0,52.0,56.0,53.0,53.0,55.0,54.0,52.0,53.0,49.0,52.0,53.0,51.0,54.0,54.0,53.0,52.0,54.0,55.0,53.0,54.0,51.0,53.0,51.0,55.0,50.0,53.0,52.0,53.0,52.0,54.0
1591,53.0,52.0,52.0,53.0,53.0,52.0,51.0,54.0,53.0,54.0,51.0,51.0,51.0,51.0,52.0,53.0,53.0,51.0,52.0,53.0,52.0,52.0,53.0,51.0,55.0,51.0,51.0,53.0,53.0,53.0,52.0,53.0,54.0,53.0,53.0,52.0,52.0,51.0,53.0,53.0,52.0,53.0,52.0,49.0,51.0,52.0,52.0,53.0,53.0,52.0,51.0
1592,52.0,51.0,55.0,54.0,53.0,49.0,53.0,51.0,53.0,53.0,51.0,53.0,52.0,54.0,57.0,54.0,53.0,53.0,53.0,48.0,51.0,52.0,53.0,52.0,52.0,50.0,53.0,53.0,51.0,52.0,52.0,52.0,52.0,51.0,54.0,53.0,53.0,52.0,54.0,52.0,52.0,53.0,53.0,49.0,52.0,55.0,52.0,54.0,52.0,51.0,53.0
1593,52.0,53.0,51.0,53.0,52.0,53.0,54.0,52.0,53.0,50.0,53.0,52.0,54.0,53.0,51.0,52.0,53.0,53.0,54.0,51.0,52.0,54.0,53.0,51.0,52.0,55.0,56.0,51.0,51.0,51.0,52.0,52.0,52.0,54.0,51.0,51.0,55.0,52.0,54.0,52.0,51.0,52.0,54.0,49.0,52.0,52.0,51.0,51.0,52.0,50.0,54.0
1594,50.0,52.0,51.0,54.0,55.0,53.0,53.0,54.0,52.0,55.0,51.0,53.0,51.0,53.0,50.0,55.0,51.0,52.0,52.0,54.0,54.0,52.0,53.0,52.0,53.0,56.0,51.0,54.0,53.0,51.0,56.0,51.0,52.0,54.0,51.0,51.0,54.0,52.0,53.0,54.0,54.0,52.0,53.0,51.0,53.0,50.0,52.0,53.0,51.0,53.0,50.0
1595,52.0,50.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,54.0,53.0,52.0,51.0,53.0,55.0,50.0,53.0,53.0,52.0,53.0,53.0,51.0,53.0,52.0,54.0,55.0,54.0,53.0,53.0,51.0,53.0,51.0,54.0,52.0,52.0,54.0,51.0,52.0,53.0,52.0,52.0,53.0,51.0,52.0,53.0,55.0,51.0
1596,53.0,52.0,52.0,52.0,52.0,54.0,54.0,53.0,52.0,48.0,51.0,52.0,53.0,54.0,55.0,53.0,52.0,50.0,51.0,50.0,53.0,53.0,53.0,52.0,53.0,51.0,51.0,55.0,51.0,54.0,54.0,53.0,53.0,53.0,52.0,52.0,55.0,54.0,54.0,52.0,53.0,52.0,52.0,50.0,54.0,51.0,52.0,53.0,54.0,54.0,53.0
1597,55.0,54.0,53.0,55.0,55.0,52.0,54.0,52.0,54.0,53.0,52.0,54.0,53.0,53.0,50.0,51.0,53.0,52.0,52.0,55.0,51.0,53.0,54.0,51.0,53.0,56.0,52.0,52.0,52.0,52.0,54.0,52.0,54.0,55.0,52.0,51.0,53.0,52.0,53.0,51.0,51.0,54.0,52.0,53.0,55.0,52.0,53.0,52.0,53.0,54.0,48.0
1598,51.0,50.0,51.0,52.0,52.0,54.0,51.0,54.0,50.0,54.0,54.0,53.0,52.0,53.0,51.0,51.0,52.0,52.0,54.0,54.0,53.0,55.0,54.0,52.0,53.0,55.0,54.0,53.0,54.0,54.0,53.0,52.0,51.0,53.0,53.0,52.0,51.0,53.0,55.0,51.0,50.0,53.0,55.0,52.0,52.0,53.0,53.0,51.0,53.0,53.0,46.0
1599,53.0,55.0,51.0,53.0,54.0,52.0,53.0,52.0,53.0,50.0,53.0,51.0,50.0,52.0,56.0,53.0,53.0,53.0,52.0,49.0,54.0,54.0,53.0,52.0,52.0,51.0,54.0,52.0,52.0,51.0,54.0,52.0,53.0,52.0,53.0,53.0,53.0,55.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,53.0,54.0,52.0,52.0,53.0,55.0
1600,54.0,52.0,53.0,52.0,53.0,52.0,53.0,54.0,52.0,50.0,51.0,52.0,53.0,51.0,53.0,52.0,51.0,53.0,52.0,53.0,48.0,52.0,53.0,50.0,54.0,52.0,51.0,51.0,53.0,51.0,51.0,52.0,53.0,53.0,51.0,54.0,52.0,54.0,52.0,52.0,52.0,49.0,52.0,52.0,54.0,51.0,52.0,51.0,51.0,53.0,55.0
1601,53.0,51.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0,52.0,53.0,53.0,53.0,51.0,53.0,53.0,51.0,52.0,54.0,51.0,53.0,53.0,54.0,53.0,56.0,51.0,53.0,53.0,53.0,54.0,55.0,51.0,56.0,52.0,52.0,52.0,53.0,52.0,50.0,50.0,53.0,53.0,50.0,53.0,49.0,51.0,51.0,54.0,52.0,47.0
