,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50
557,53.0,53.0,52.0,51.0,53.0,50.0,53.0,51.0,51.0,51.0,52.0,52.0,52.0,52.0,54.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,50.0,55.0,53.0,52.0,51.0,53.0,51.0,56.0,53.0,51.0,53.0,52.0,52.0,47.0,53.0,52.0,52.0,51.0,51.0,52.0,51.0,54.0,52.0,52.0,52.0,52.0,53.0,54.0
558,51.0,53.0,52.0,54.0,52.0,51.0,53.0,54.0,52.0,54.0,52.0,51.0,53.0,50.0,53.0,52.0,53.0,55.0,53.0,52.0,52.0,53.0,52.0,49.0,54.0,53.0,54.0,51.0,54.0,53.0,50.0,51.0,52.0,51.0,54.0,52.0,45.0,52.0,53.0,51.0,51.0,51.0,53.0,51.0,51.0,51.0,52.0,50.0,52.0,53.0,53.0
559,53.0,52.0,53.0,53.0,53.0,52.0,53.0,52.0,55.0,52.0,52.0,54.0,52.0,51.0,54.0,51.0,53.0,49.0,52.0,52.0,54.0,53.0,50.0,56.0,51.0,54.0,48.0,53.0,53.0,53.0,52.0,55.0,53.0,53.0,52.0,53.0,49.0,52.0,53.0,53.0,53.0,51.0,52.0,50.0,52.0,56.0,55.0,53.0,53.0,53.0,50.0
560,54.0,51.0,55.0,50.0,50.0,51.0,53.0,52.0,50.0,54.0,54.0,52.0,52.0,49.0,52.0,52.0,54.0,50.0,54.0,52.0,53.0,53.0,52.0,56.0,53.0,51.0,50.0,52.0,53.0,54.0,51.0,55.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,51.0,52.0,52.0,49.0,51.0,54.0,53.0,51.0,52.0,51.0,55.0
561,52.0,53.0,55.0,54.0,52.0,53.0,51.0,50.0,50.0,53.0,52.0,50.0,55.0,51.0,52.0,51.0,52.0,53.0,53.0,53.0,55.0,53.0,53.0,50.0,53.0,54.0,53.0,49.0,53.0,53.0,54.0,55.0,52.0,54.0,54.0,54.0,50.0,52.0,52.0,51.0,52.0,53.0,51.0,50.0,52.0,53.0,55.0,51.0,51.0,53.0,52.0
562,53.0,53.0,53.0,52.0,54.0,50.0,51.0,52.0,53.0,52.0,50.0,51.0,52.0,50.0,52.0,51.0,53.0,52.0,52.0,53.0,52.0,53.0,53.0,49.0,53.0,52.0,49.0,51.0,52.0,53.0,52.0,53.0,51.0,54.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,51.0,55.0,53.0,51.0,53.0,52.0,51.0,52.0,51.0,54.0
563,52.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0,51.0,53.0,53.0,51.0,55.0,52.0,52.0,52.0,54.0,51.0,53.0,53.0,53.0,53.0,54.0,53.0,52.0,53.0,52.0,52.0,54.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0,51.0,53.0,54.0,53.0,51.0,51.0,51.0,51.0,53.0,53.0,53.0,52.0,51.0,53.0,55.0
564,51.0,51.0,54.0,52.0,51.0,53.0,54.0,51.0,53.0,50.0,50.0,53.0,53.0,53.0,54.0,52.0,53.0,54.0,51.0,51.0,54.0,53.0,52.0,54.0,53.0,52.0,54.0,53.0,51.0,55.0,52.0,53.0,54.0,55.0,51.0,52.0,51.0,53.0,55.0,53.0,53.0,52.0,52.0,50.0,53.0,52.0,54.0,52.0,53.0,51.0,55.0
565,54.0,53.0,53.0,53.0,55.0,51.0,51.0,52.0,53.0,54.0,51.0,51.0,53.0,52.0,53.0,50.0,53.0,50.0,54.0,52.0,54.0,51.0,53.0,49.0,55.0,53.0,51.0,52.0,53.0,53.0,53.0,52.0,53.0,54.0,52.0,54.0,52.0,54.0,54.0,52.0,51.0,51.0,53.0,53.0,52.0,53.0,52.0,55.0,53.0,52.0,54.0
566,53.0,53.0,53.0,53.0,53.0,52.0,55.0,52.0,52.0,53.0,52.0,53.0,54.0,53.0,52.0,52.0,53.0,48.0,53.0,51.0,55.0,54.0,52.0,50.0,53.0,54.0,52.0,53.0,54.0,54.0,51.0,53.0,53.0,52.0,53.0,53.0,55.0,53.0,53.0,54.0,55.0,50.0,54.0,52.0,53.0,51.0,54.0,51.0,51.0,51.0,51.0
567,53.0,53.0,52.0,50.0,53.0,50.0,53.0,53.0,50.0,52.0,50.0,53.0,53.0,51.0,54.0,51.0,53.0,51.0,52.0,54.0,51.0,54.0,52.0,55.0,53.0,54.0,51.0,53.0,53.0,54.0,52.0,53.0,52.0,53.0,51.0,53.0,50.0,52.0,52.0,54.0,53.0,51.0,54.0,54.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0
568,55.0,54.0,54.0,52.0,54.0,51.0,54.0,51.0,52.0,52.0,54.0,54.0,54.0,52.0,53.0,52.0,51.0,53.0,51.0,53.0,54.0,52.0,53.0,53.0,52.0,55.0,52.0,51.0,51.0,54.0,53.0,51.0,53.0,51.0,50.0,52.0,51.0,52.0,53.0,54.0,50.0,50.0,52.0,54.0,53.0,51.0,51.0,52.0,50.0,52.0,54.0
569,53.0,52.0,52.0,54.0,52.0,53.0,53.0,52.0,53.0,52.0,51.0,50.0,53.0,54.0,50.0,53.0,53.0,48.0,53.0,51.0,54.0,53.0,52.0,49.0,53.0,52.0,51.0,53.0,52.0,53.0,54.0,54.0,52.0,53.0,51.0,53.0,56.0,51.0,52.0,53.0,54.0,52.0,52.0,52.0,51.0,53.0,54.0,50.0,51.0,54.0,52.0
570,53.0,54.0,52.0,51.0,53.0,52.0,52.0,53.0,52.0,51.0,52.0,52.0,54.0,53.0,52.0,53.0,51.0,50.0,52.0,53.0,50.0,54.0,50.0,53.0,52.0,54.0,51.0,51.0,53.0,54.0,50.0,53.0,51.0,53.0,52.0,51.0,53.0,53.0,51.0,52.0,51.0,52.0,53.0,53.0,53.0,55.0,53.0,50.0,52.0,52.0,52.0
571,54.0,52.0,50.0,53.0,52.0,53.0,54.0,53.0,51.0,53.0,53.0,53.0,52.0,52.0,51.0,54.0,54.0,54.0,53.0,51.0,54.0,53.0,52.0,54.0,52.0,53.0,55.0,49.0,55.0,52.0,51.0,52.0,52.0,53.0,56.0,53.0,49.0,52.0,53.0,53.0,51.0,53.0,51.0,51.0,50.0,50.0,54.0,51.0,51.0,52.0,52.0
572,54.0,53.0,50.0,52.0,53.0,51.0,53.0,52.0,53.0,51.0,51.0,49.0,51.0,54.0,54.0,51.0,53.0,55.0,53.0,52.0,52.0,54.0,55.0,52.0,54.0,54.0,50.0,54.0,54.0,54.0,55.0,53.0,53.0,52.0,54.0,51.0,54.0,54.0,55.0,53.0,52.0,54.0,53.0,52.0,53.0,51.0,52.0,50.0,53.0,52.0,54.0
573,53.0,53.0,51.0,51.0,53.0,53.0,54.0,53.0,53.0,52.0,53.0,52.0,54.0,50.0,52.0,51.0,53.0,50.0,53.0,51.0,54.0,53.0,52.0,51.0,54.0,54.0,54.0,50.0,53.0,53.0,52.0,50.0,53.0,53.0,55.0,52.0,53.0,51.0,54.0,52.0,52.0,54.0,49.0,52.0,53.0,54.0,27.0,50.0,53.0,52.0,54.0
574,53.0,54.0,52.0,51.0,54.0,52.0,55.0,54.0,52.0,52.0,49.0,51.0,52.0,52.0,53.0,52.0,54.0,51.0,54.0,52.0,54.0,52.0,53.0,53.0,52.0,53.0,52.0,50.0,52.0,55.0,54.0,51.0,52.0,54.0,54.0,51.0,51.0,53.0,54.0,53.0,52.0,53.0,51.0,51.0,52.0,51.0,-88.0,51.0,49.0,51.0,51.0
575,54.0,52.0,53.0,53.0,52.0,51.0,52.0,53.0,54.0,50.0,51.0,50.0,52.0,53.0,54.0,52.0,52.0,55.0,53.0,55.0,52.0,53.0,53.0,55.0,52.0,52.0,54.0,51.0,54.0,51.0,52.0,50.0,54.0,52.0,54.0,54.0,51.0,54.0,52.0,53.0,53.0,51.0,54.0,53.0,53.0,54.0,-127.0,52.0,52.0,52.0,53.0
576,53.0,53.0,52.0,53.0,51.0,51.0,52.0,51.0,53.0,52.0,53.0,50.0,53.0,52.0,54.0,53.0,52.0,52.0,55.0,53.0,53.0,53.0,51.0,51.0,53.0,52.0,52.0,52.0,53.0,52.0,55.0,52.0,51.0,53.0,51.0,54.0,53.0,52.0,53.0,53.0,51.0,52.0,52.0,52.0,51.0,53.0,-49.0,51.0,53.0,52.0,52.0
577,53.0,52.0,52.0,52.0,53.0,51.0,51.0,52.0,55.0,52.0,51.0,52.0,52.0,52.0,55.0,50.0,52.0,51.0,53.0,54.0,54.0,53.0,51.0,53.0,51.0,52.0,51.0,54.0,51.0,54.0,53.0,54.0,53.0,54.0,52.0,52.0,51.0,52.0,52.0,53.0,52.0,51.0,49.0,52.0,52.0,52.0,16.0,52.0,52.0,52.0,53.0
578,52.0,53.0,52.0,51.0,53.0,50.0,52.0,52.0,53.0,52.0,54.0,53.0,54.0,51.0,54.0,53.0,53.0,57.0,52.0,55.0,52.0,53.0,53.0,54.0,52.0,53.0,54.0,53.0,55.0,54.0,52.0,52.0,52.0,54.0,54.0,53.0,53.0,53.0,55.0,52.0,52.0,54.0,55.0,52.0,53.0,52.0,35.0,53.0,51.0,52.0,52.0
579,53.0,52.0,52.0,53.0,53.0,53.0,53.0,55.0,52.0,54.0,51.0,49.0,51.0,54.0,51.0,52.0,52.0,55.0,51.0,50.0,52.0,52.0,52.0,54.0,53.0,54.0,53.0,52.0,53.0,56.0,54.0,52.0,53.0,53.0,54.0,53.0,53.0,51.0,53.0,53.0,53.0,54.0,56.0,52.0,52.0,54.0,37.0,53.0,53.0,51.0,52.0
580,52.0,51.0,51.0,53.0,52.0,50.0,53.0,54.0,52.0,52.0,52.0,51.0,55.0,51.0,49.0,52.0,52.0,51.0,53.0,54.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0,55.0,51.0,53.0,51.0,52.0,54.0,53.0,52.0,50.0,53.0,54.0,53.0,55.0,51.0,53.0,53.0,52.0,51.0,53.0,51.0,54.0,53.0
581,52.0,52.0,53.0,53.0,52.0,51.0,55.0,51.0,52.0,52.0,51.0,53.0,54.0,54.0,52.0,52.0,54.0,51.0,54.0,52.0,53.0,51.0,55.0,53.0,54.0,53.0,51.0,49.0,51.0,52.0,52.0,55.0,51.0,54.0,52.0,52.0,52.0,50.0,54.0,54.0,50.0,54.0,53.0,53.0,51.0,53.0,48.0,52.0,49.0,51.0,51.0
582,52.0,53.0,53.0,51.0,52.0,51.0,52.0,54.0,52.0,52.0,52.0,52.0,51.0,53.0,53.0,53.0,53.0,56.0,52.0,52.0,50.0,54.0,52.0,51.0,51.0,54.0,51.0,54.0,53.0,56.0,52.0,52.0,53.0,53.0,54.0,52.0,50.0,52.0,54.0,55.0,52.0,53.0,55.0,50.0,53.0,51.0,36.0,52.0,53.0,51.0,55.0
583,53.0,53.0,54.0,51.0,54.0,53.0,53.0,53.0,53.0,51.0,53.0,54.0,52.0,53.0,53.0,54.0,52.0,53.0,52.0,55.0,50.0,53.0,51.0,49.0,50.0,54.0,51.0,49.0,53.0,53.0,52.0,50.0,53.0,55.0,53.0,53.0,53.0,51.0,55.0,52.0,50.0,53.0,55.0,52.0,56.0,53.0,44.0,50.0,53.0,51.0,53.0
584,54.0,51.0,53.0,54.0,52.0,53.0,53.0,52.0,53.0,54.0,51.0,51.0,52.0,54.0,51.0,54.0,53.0,50.0,55.0,50.0,54.0,52.0,53.0,50.0,53.0,53.0,51.0,52.0,53.0,56.0,53.0,53.0,52.0,53.0,51.0,51.0,53.0,51.0,55.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,47.0,50.0,53.0,51.0,52.0
585,53.0,52.0,54.0,52.0,52.0,52.0,51.0,53.0,54.0,53.0,52.0,50.0,54.0,51.0,52.0,52.0,52.0,53.0,52.0,52.0,51.0,54.0,53.0,52.0,54.0,51.0,50.0,51.0,52.0,55.0,52.0,53.0,53.0,52.0,52.0,53.0,52.0,53.0,53.0,55.0,53.0,53.0,52.0,52.0,50.0,53.0,47.0,50.0,51.0,53.0,53.0
586,52.0,52.0,54.0,53.0,52.0,52.0,54.0,52.0,52.0,52.0,51.0,50.0,54.0,51.0,52.0,52.0,52.0,54.0,54.0,52.0,50.0,52.0,52.0,49.0,54.0,53.0,51.0,51.0,51.0,55.0,53.0,55.0,53.0,56.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0,52.0,56.0,52.0,51.0,53.0,52.0,51.0,51.0,55.0,53.0
587,51.0,54.0,54.0,52.0,53.0,54.0,53.0,53.0,53.0,53.0,51.0,51.0,53.0,52.0,52.0,51.0,53.0,51.0,53.0,53.0,53.0,52.0,51.0,51.0,53.0,53.0,51.0,53.0,53.0,54.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,52.0,53.0,52.0,49.0,52.0,52.0,50.0,52.0,52.0,54.0,54.0,53.0
588,53.0,53.0,55.0,52.0,55.0,51.0,54.0,53.0,51.0,55.0,50.0,52.0,53.0,51.0,52.0,51.0,53.0,49.0,53.0,53.0,52.0,54.0,52.0,54.0,52.0,51.0,51.0,53.0,55.0,54.0,52.0,53.0,52.0,51.0,53.0,52.0,50.0,53.0,54.0,53.0,51.0,53.0,51.0,52.0,51.0,54.0,54.0,53.0,52.0,52.0,52.0
589,52.0,53.0,53.0,51.0,52.0,51.0,54.0,52.0,51.0,52.0,51.0,51.0,52.0,50.0,55.0,52.0,52.0,53.0,51.0,51.0,50.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,56.0,55.0,54.0,52.0,55.0,51.0,51.0,51.0,52.0,52.0,53.0,52.0,51.0,55.0,53.0,54.0,53.0,51.0,53.0,52.0,51.0,52.0
590,54.0,54.0,52.0,50.0,54.0,53.0,52.0,54.0,53.0,53.0,52.0,50.0,52.0,52.0,54.0,55.0,52.0,55.0,52.0,53.0,52.0,51.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,54.0,52.0,54.0,50.0,53.0,52.0,52.0,53.0,53.0,52.0,54.0,51.0,52.0,52.0,51.0,52.0,52.0,52.0,53.0,50.0,52.0,54.0
591,53.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0,51.0,53.0,50.0,50.0,52.0,52.0,51.0,54.0,54.0,51.0,54.0,53.0,53.0,51.0,52.0,54.0,52.0,53.0,52.0,53.0,53.0,50.0,54.0,52.0,54.0,52.0,52.0,52.0,49.0,51.0,53.0,51.0,51.0,51.0,52.0,50.0,52.0
592,53.0,53.0,51.0,51.0,52.0,53.0,53.0,54.0,55.0,49.0,53.0,52.0,51.0,52.0,53.0,52.0,53.0,52.0,50.0,53.0,52.0,53.0,52.0,56.0,52.0,54.0,51.0,52.0,51.0,53.0,54.0,53.0,54.0,53.0,51.0,53.0,52.0,52.0,52.0,56.0,53.0,51.0,51.0,53.0,52.0,52.0,50.0,56.0,53.0,52.0,51.0
593,53.0,53.0,52.0,52.0,53.0,51.0,53.0,52.0,53.0,54.0,53.0,53.0,52.0,52.0,52.0,53.0,51.0,54.0,54.0,54.0,51.0,53.0,53.0,55.0,52.0,52.0,52.0,50.0,51.0,53.0,53.0,54.0,52.0,54.0,52.0,53.0,53.0,54.0,55.0,53.0,53.0,51.0,54.0,51.0,53.0,52.0,54.0,53.0,48.0,54.0,52.0
594,53.0,52.0,52.0,53.0,52.0,52.0,53.0,52.0,51.0,52.0,52.0,50.0,53.0,52.0,53.0,52.0,54.0,50.0,53.0,52.0,53.0,52.0,54.0,47.0,52.0,53.0,50.0,52.0,50.0,54.0,53.0,54.0,52.0,56.0,52.0,53.0,52.0,53.0,54.0,51.0,53.0,52.0,52.0,53.0,52.0,54.0,52.0,51.0,49.0,52.0,51.0
595,53.0,54.0,54.0,53.0,52.0,53.0,52.0,56.0,51.0,53.0,52.0,51.0,52.0,51.0,50.0,52.0,52.0,50.0,53.0,52.0,53.0,52.0,53.0,54.0,54.0,52.0,51.0,53.0,51.0,52.0,52.0,51.0,51.0,51.0,53.0,52.0,51.0,54.0,54.0,53.0,52.0,52.0,48.0,51.0,53.0,54.0,51.0,53.0,52.0,50.0,52.0
596,56.0,53.0,53.0,54.0,51.0,54.0,54.0,54.0,50.0,51.0,52.0,52.0,51.0,53.0,50.0,52.0,52.0,55.0,54.0,53.0,53.0,53.0,52.0,57.0,55.0,51.0,51.0,51.0,54.0,54.0,53.0,56.0,53.0,52.0,52.0,52.0,52.0,52.0,54.0,52.0,53.0,53.0,50.0,52.0,52.0,50.0,53.0,53.0,52.0,50.0,50.0
597,52.0,53.0,51.0,50.0,53.0,52.0,54.0,54.0,53.0,52.0,54.0,51.0,53.0,52.0,54.0,52.0,53.0,54.0,53.0,52.0,53.0,55.0,51.0,51.0,52.0,52.0,51.0,54.0,52.0,56.0,51.0,56.0,51.0,52.0,54.0,54.0,50.0,53.0,54.0,53.0,51.0,52.0,56.0,52.0,52.0,51.0,54.0,52.0,52.0,53.0,53.0
598,55.0,53.0,53.0,51.0,53.0,52.0,53.0,52.0,52.0,55.0,54.0,50.0,52.0,52.0,51.0,53.0,53.0,51.0,55.0,52.0,52.0,52.0,52.0,51.0,55.0,53.0,53.0,52.0,54.0,52.0,53.0,55.0,52.0,52.0,52.0,51.0,53.0,53.0,54.0,52.0,54.0,54.0,50.0,54.0,53.0,53.0,52.0,51.0,52.0,54.0,53.0
599,54.0,52.0,51.0,54.0,51.0,52.0,55.0,53.0,52.0,51.0,51.0,51.0,53.0,52.0,51.0,54.0,51.0,52.0,52.0,51.0,54.0,55.0,51.0,52.0,53.0,52.0,54.0,52.0,53.0,56.0,54.0,55.0,51.0,51.0,53.0,51.0,53.0,52.0,54.0,51.0,52.0,54.0,53.0,54.0,52.0,52.0,49.0,52.0,53.0,52.0,53.0
600,51.0,52.0,52.0,53.0,53.0,52.0,53.0,53.0,54.0,51.0,54.0,51.0,50.0,53.0,52.0,53.0,51.0,53.0,51.0,54.0,53.0,53.0,54.0,53.0,53.0,52.0,51.0,51.0,52.0,54.0,51.0,55.0,50.0,53.0,54.0,52.0,52.0,54.0,54.0,54.0,52.0,51.0,55.0,51.0,51.0,51.0,55.0,52.0,53.0,52.0,52.0
601,54.0,52.0,52.0,52.0,54.0,50.0,53.0,51.0,52.0,53.0,52.0,50.0,52.0,53.0,53.0,53.0,51.0,52.0,53.0,53.0,53.0,52.0,52.0,49.0,54.0,52.0,53.0,50.0,52.0,53.0,53.0,54.0,54.0,54.0,52.0,51.0,51.0,51.0,53.0,52.0,52.0,52.0,55.0,53.0,52.0,52.0,53.0,52.0,51.0,50.0,52.0
602,51.0,52.0,52.0,51.0,52.0,50.0,52.0,49.0,55.0,53.0,51.0,50.0,52.0,51.0,54.0,54.0,52.0,49.0,53.0,53.0,53.0,53.0,53.0,49.0,52.0,52.0,53.0,52.0,52.0,53.0,53.0,53.0,53.0,51.0,54.0,52.0,51.0,53.0,51.0,53.0,52.0,52.0,49.0,51.0,52.0,54.0,51.0,56.0,53.0,54.0,51.0
603,52.0,53.0,53.0,49.0,53.0,51.0,53.0,50.0,53.0,52.0,52.0,53.0,54.0,52.0,52.0,55.0,50.0,51.0,53.0,53.0,52.0,52.0,53.0,55.0,53.0,52.0,53.0,51.0,51.0,53.0,52.0,53.0,50.0,53.0,51.0,51.0,53.0,54.0,52.0,54.0,51.0,52.0,51.0,51.0,53.0,53.0,49.0,52.0,49.0,52.0,53.0
604,52.0,49.0,51.0,50.0,52.0,52.0,52.0,52.0,53.0,51.0,50.0,52.0,53.0,54.0,52.0,53.0,52.0,55.0,52.0,54.0,53.0,55.0,53.0,53.0,52.0,52.0,53.0,49.0,54.0,53.0,54.0,52.0,52.0,54.0,52.0,50.0,53.0,53.0,53.0,53.0,53.0,53.0,55.0,51.0,52.0,51.0,53.0,51.0,51.0,51.0,50.0
605,53.0,50.0,54.0,53.0,51.0,51.0,51.0,51.0,53.0,52.0,46.0,51.0,53.0,52.0,51.0,54.0,52.0,51.0,52.0,54.0,54.0,54.0,53.0,49.0,52.0,54.0,53.0,52.0,52.0,53.0,52.0,53.0,51.0,51.0,53.0,54.0,52.0,51.0,51.0,52.0,53.0,53.0,51.0,50.0,54.0,52.0,54.0,53.0,50.0,53.0,50.0
606,52.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,54.0,5.0,53.0,54.0,53.0,52.0,52.0,51.0,51.0,52.0,52.0,52.0,54.0,52.0,51.0,54.0,53.0,53.0,51.0,52.0,55.0,53.0,55.0,51.0,55.0,54.0,53.0,53.0,52.0,52.0,53.0,52.0,53.0,51.0,52.0,55.0,51.0,52.0,53.0,53.0,52.0,54.0
607,53.0,51.0,52.0,52.0,53.0,52.0,52.0,52.0,56.0,51.0,-39.0,53.0,53.0,54.0,53.0,51.0,53.0,52.0,50.0,54.0,51.0,53.0,51.0,55.0,54.0,52.0,53.0,50.0,52.0,55.0,54.0,52.0,52.0,53.0,53.0,53.0,50.0,53.0,53.0,52.0,54.0,52.0,52.0,53.0,52.0,54.0,51.0,53.0,52.0,52.0,50.0
608,53.0,50.0,55.0,53.0,52.0,51.0,54.0,50.0,54.0,53.0,-6.0,53.0,51.0,55.0,53.0,53.0,52.0,54.0,53.0,54.0,53.0,54.0,52.0,51.0,53.0,51.0,53.0,51.0,53.0,52.0,53.0,52.0,50.0,53.0,49.0,51.0,51.0,51.0,55.0,51.0,53.0,51.0,55.0,52.0,51.0,53.0,53.0,53.0,53.0,51.0,50.0
609,52.0,53.0,52.0,53.0,52.0,51.0,52.0,53.0,52.0,52.0,31.0,50.0,51.0,55.0,52.0,53.0,52.0,53.0,50.0,52.0,52.0,55.0,53.0,48.0,53.0,53.0,54.0,51.0,53.0,55.0,53.0,54.0,52.0,53.0,53.0,50.0,53.0,54.0,52.0,52.0,52.0,52.0,55.0,53.0,49.0,51.0,52.0,52.0,53.0,52.0,52.0
610,52.0,52.0,54.0,52.0,51.0,51.0,53.0,53.0,54.0,52.0,43.0,50.0,51.0,51.0,52.0,51.0,52.0,52.0,50.0,51.0,52.0,50.0,55.0,54.0,54.0,53.0,53.0,51.0,51.0,53.0,50.0,52.0,51.0,50.0,53.0,52.0,52.0,54.0,53.0,54.0,52.0,50.0,52.0,50.0,51.0,53.0,52.0,51.0,51.0,53.0,52.0
611,53.0,52.0,53.0,54.0,52.0,53.0,53.0,51.0,54.0,52.0,42.0,53.0,54.0,56.0,53.0,50.0,53.0,54.0,52.0,52.0,53.0,53.0,52.0,52.0,53.0,52.0,51.0,50.0,52.0,55.0,52.0,53.0,51.0,53.0,53.0,52.0,51.0,51.0,53.0,54.0,51.0,53.0,54.0,53.0,54.0,52.0,51.0,53.0,52.0,52.0,51.0
612,53.0,51.0,53.0,52.0,51.0,53.0,50.0,54.0,53.0,53.0,49.0,51.0,53.0,54.0,53.0,54.0,53.0,53.0,52.0,52.0,51.0,55.0,53.0,49.0,53.0,54.0,52.0,52.0,54.0,53.0,52.0,52.0,52.0,53.0,52.0,54.0,51.0,50.0,52.0,54.0,53.0,53.0,56.0,52.0,51.0,53.0,51.0,53.0,53.0,53.0,52.0
613,54.0,53.0,53.0,53.0,52.0,51.0,52.0,52.0,52.0,55.0,54.0,52.0,53.0,52.0,52.0,53.0,53.0,49.0,51.0,54.0,53.0,53.0,52.0,52.0,53.0,51.0,52.0,51.0,53.0,52.0,52.0,54.0,51.0,54.0,53.0,51.0,52.0,52.0,52.0,53.0,52.0,55.0,50.0,52.0,54.0,53.0,54.0,52.0,51.0,52.0,52.0
614,54.0,51.0,52.0,51.0,54.0,52.0,50.0,55.0,52.0,52.0,45.0,51.0,53.0,53.0,53.0,52.0,53.0,50.0,50.0,53.0,53.0,55.0,52.0,55.0,54.0,53.0,52.0,52.0,53.0,53.0,52.0,54.0,52.0,54.0,53.0,51.0,53.0,52.0,52.0,53.0,52.0,55.0,51.0,52.0,53.0,54.0,53.0,52.0,51.0,51.0,53.0
615,53.0,52.0,52.0,52.0,53.0,52.0,50.0,52.0,53.0,54.0,45.0,51.0,52.0,55.0,53.0,53.0,51.0,52.0,53.0,51.0,51.0,50.0,52.0,53.0,54.0,53.0,50.0,53.0,52.0,54.0,52.0,51.0,51.0,52.0,54.0,53.0,53.0,53.0,51.0,54.0,54.0,50.0,55.0,53.0,52.0,54.0,52.0,53.0,51.0,54.0,53.0
616,51.0,52.0,53.0,51.0,52.0,51.0,52.0,51.0,52.0,54.0,49.0,54.0,50.0,53.0,53.0,51.0,51.0,53.0,54.0,54.0,53.0,50.0,52.0,49.0,53.0,51.0,53.0,52.0,53.0,55.0,51.0,54.0,52.0,54.0,51.0,52.0,52.0,54.0,55.0,52.0,50.0,52.0,49.0,52.0,53.0,52.0,55.0,53.0,51.0,52.0,51.0
617,52.0,53.0,52.0,52.0,52.0,51.0,51.0,52.0,53.0,53.0,51.0,52.0,51.0,50.0,50.0,51.0,52.0,51.0,50.0,52.0,53.0,55.0,52.0,53.0,55.0,52.0,53.0,53.0,53.0,52.0,50.0,52.0,51.0,53.0,53.0,53.0,52.0,52.0,52.0,54.0,51.0,53.0,49.0,53.0,52.0,53.0,53.0,52.0,52.0,50.0,51.0
618,54.0,51.0,53.0,51.0,52.0,52.0,53.0,52.0,53.0,52.0,50.0,54.0,51.0,52.0,54.0,53.0,52.0,51.0,54.0,52.0,51.0,53.0,53.0,56.0,53.0,53.0,53.0,51.0,53.0,55.0,52.0,53.0,52.0,52.0,51.0,53.0,51.0,51.0,53.0,52.0,52.0,53.0,50.0,53.0,52.0,54.0,54.0,51.0,53.0,53.0,51.0
619,52.0,53.0,53.0,51.0,54.0,51.0,53.0,54.0,53.0,53.0,51.0,51.0,54.0,52.0,53.0,54.0,52.0,51.0,52.0,53.0,52.0,55.0,54.0,50.0,53.0,52.0,52.0,50.0,51.0,55.0,53.0,51.0,52.0,54.0,53.0,53.0,50.0,54.0,51.0,52.0,54.0,54.0,55.0,53.0,52.0,51.0,55.0,51.0,51.0,51.0,54.0
620,52.0,51.0,50.0,53.0,51.0,51.0,52.0,52.0,52.0,51.0,55.0,51.0,50.0,53.0,50.0,53.0,52.0,53.0,51.0,54.0,55.0,51.0,52.0,52.0,54.0,52.0,52.0,51.0,51.0,53.0,51.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,54.0,56.0,53.0,53.0,50.0,50.0,56.0,49.0,54.0,50.0,52.0,53.0,52.0
621,53.0,52.0,50.0,54.0,52.0,52.0,52.0,52.0,51.0,52.0,53.0,53.0,53.0,53.0,54.0,52.0,53.0,51.0,52.0,52.0,53.0,53.0,53.0,55.0,54.0,51.0,52.0,50.0,53.0,56.0,50.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,54.0,52.0,54.0,53.0,51.0,55.0,53.0,51.0,51.0,52.0
622,53.0,53.0,53.0,52.0,53.0,51.0,51.0,53.0,53.0,53.0,53.0,51.0,50.0,52.0,51.0,53.0,54.0,52.0,53.0,52.0,52.0,54.0,51.0,54.0,53.0,53.0,52.0,55.0,52.0,52.0,53.0,54.0,51.0,49.0,52.0,53.0,52.0,52.0,53.0,53.0,52.0,52.0,55.0,52.0,49.0,53.0,53.0,54.0,49.0,51.0,55.0
