,peak_X0,peak_Y0
event_0,104.0,49.2
event_1,104.0,36.0
event_2,104.0,58.8
event_3,104.0,61.2
event_4,104.0,52.79999999999999
event_5,105.0,111.6
event_6,103.0,24.0
event_7,105.0,55.19999999999999
event_8,105.0,63.59999999999999
event_9,104.0,53.99999999999999
event_10,104.0,74.39999999999999
event_11,104.0,40.8
event_12,104.0,28.8
event_13,104.0,49.2
event_14,105.0,67.2
event_15,104.0,32.4
event_16,105.0,81.6
event_17,104.0,38.4
event_18,104.0,28.8
event_19,105.0,43.2
event_20,104.0,41.99999999999999
event_21,105.0,92.4
event_22,104.0,51.6
event_23,105.0,68.39999999999999
event_24,104.0,79.19999999999999
event_25,104.0,26.399999999999995
event_26,105.0,110.39999999999998
event_27,103.0,20.4
event_28,105.0,75.59999999999998
event_29,103.0,31.2
event_30,105.0,49.2
event_31,104.0,133.2
event_32,104.0,45.6
event_33,104.0,45.6
event_34,105.0,49.2
event_35,104.0,82.8
event_36,104.0,52.79999999999999
event_37,103.0,22.8
event_38,104.0,72.0
event_39,104.0,64.8
event_40,104.0,25.2
event_41,105.0,82.8
event_42,104.0,32.4
event_43,103.0,44.39999999999999
event_44,103.0,27.599999999999994
event_45,103.0,30.0
event_46,105.0,45.6
event_47,104.0,38.4
event_48,105.0,69.6
event_49,103.0,22.8
event_50,102.0,25.2
event_51,103.0,28.8
event_52,103.0,21.6
event_53,105.0,122.4
event_54,102.0,22.8
event_55,105.0,69.6
event_56,105.0,63.59999999999999
event_57,104.0,32.4
event_58,104.0,57.6
event_59,104.0,33.6
event_60,104.0,62.4
event_61,104.0,45.6
event_62,103.0,21.6
event_63,104.0,41.99999999999999
event_64,104.0,44.39999999999999
event_65,105.0,60.0
event_66,105.0,129.6
event_67,105.0,65.99999999999999
event_68,103.0,26.399999999999995
event_69,105.0,99.6
event_70,104.0,47.99999999999999
event_71,102.0,20.4
event_72,104.0,78.0
event_73,104.0,22.8
event_74,105.0,69.6
event_75,102.0,24.0
event_76,105.0,75.59999999999998
event_77,102.0,24.0
event_78,105.0,58.8
event_79,104.0,33.6
event_80,104.0,83.99999999999999
event_81,104.0,39.6
event_82,105.0,82.8
event_83,102.0,21.6
event_84,104.0,61.2
event_85,103.0,28.8
