,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99,event_100,event_101,event_102,event_103,event_104,event_105,event_106,event_107,event_108,event_109,event_110,event_111,event_112,event_113,event_114,event_115,event_116,event_117,event_118,event_119,event_120,event_121,event_122,event_123,event_124,event_125,event_126,event_127,event_128,event_129,event_130,event_131,event_132,event_133,event_134,event_135,event_136,event_137,event_138,event_139,event_140,event_141,event_142,event_143,event_144,event_145,event_146,event_147,event_148,event_149,event_150,event_151,event_152,event_153,event_154,event_155,event_156,event_157,event_158,event_159,event_160,event_161,event_162,event_163,event_164,event_165,event_166,event_167,event_168,event_169,event_170,event_171,event_172,event_173,event_174,event_175,event_176,event_177,event_178,event_179,event_180,event_181,event_182,event_183,event_184,event_185,event_186,event_187,event_188,event_189,event_190,event_191,event_192,event_193,event_194,event_195,event_196,event_197,event_198,event_199,event_200,event_201,event_202,event_203
0,2.4,-1.2,1.2,-1.2,2.4,1.2,2.4,0.0,1.2,3.6,3.6,2.4,0.0,0.0,2.4,1.2,1.2,0.0,1.2,1.2,0.0,1.2,2.4,4.8,2.4,-1.2,2.4,0.0,-1.2,2.4,1.2,2.4,0.0,2.4,4.8,1.2,1.2,1.2,2.4,1.2,2.4,2.4,3.6,1.2,1.2,3.6,-1.2,2.4,1.2,1.2,3.6,0.0,2.4,2.4,3.6,1.2,1.2,2.4,0.0,-1.2,3.6,1.2,3.6,1.2,2.4,0.0,2.4,-2.4,1.2,2.4,1.2,3.6,2.4,0.0,2.4,3.6,1.2,1.2,-1.2,0.0,1.2,0.0,2.4,2.4,3.6,2.4,1.2,2.4,2.4,1.2,1.2,-1.2,1.2,2.4,1.2,-1.2,0.0,1.2,2.4,2.4,0.0,2.4,1.2,2.4,2.4,2.4,0.0,0.0,1.2,2.4,0.0,1.2,0.0,2.4,2.4,1.2,1.2,0.0,1.2,0.0,1.2,1.2,2.4,-1.2,1.2,0.0,0.0,1.2,0.0,2.4,0.0,0.0,2.4,1.2,2.4,1.2,1.2,1.2,3.6,0.0,0.0,1.2,1.2,1.2,1.2,1.2,-2.4,1.2,1.2,1.2,2.4,2.4,0.0,-1.2,2.4,3.6,2.4,1.2,2.4,4.8,1.2,3.6,2.4,3.6,4.8,3.6,1.2,3.6,2.4,4.8,2.4,-1.2,1.2,1.2,1.2,2.4,-2.4,1.2,3.6,-2.4,2.4,0.0,-1.2,1.2,1.2,2.4,3.6,3.6,0.0,2.4,2.4,3.6,1.2,3.6,-2.4,4.8,1.2,1.2,1.2,1.2,1.2,2.4,1.2,4.8
1,2.4,1.2,0.0,1.2,2.4,1.2,2.4,2.4,3.6,4.8,2.4,2.4,0.0,0.0,2.4,3.6,3.6,0.0,1.2,-1.2,2.4,-2.4,1.2,1.2,1.2,1.2,1.2,0.0,1.2,1.2,1.2,2.4,2.4,0.0,3.6,2.4,2.4,4.8,2.4,1.2,3.6,-1.2,1.2,3.6,3.6,1.2,1.2,3.6,2.4,0.0,0.0,2.4,0.0,4.8,-1.2,2.4,2.4,1.2,0.0,2.4,2.4,1.2,2.4,3.6,4.8,2.4,0.0,0.0,1.2,0.0,-1.2,3.6,3.6,2.4,1.2,2.4,3.6,3.6,0.0,0.0,1.2,3.6,2.4,4.8,0.0,0.0,1.2,-1.2,1.2,2.4,2.4,2.4,2.4,-1.2,1.2,1.2,1.2,-1.2,0.0,1.2,1.2,1.2,2.4,1.2,-1.2,1.2,-1.2,2.4,1.2,2.4,2.4,1.2,1.2,1.2,1.2,0.0,3.6,2.4,1.2,0.0,1.2,-1.2,2.4,-1.2,0.0,1.2,1.2,3.6,1.2,1.2,-1.2,2.4,2.4,4.8,2.4,0.0,1.2,1.2,2.4,1.2,3.6,4.8,1.2,3.6,2.4,1.2,0.0,2.4,2.4,1.2,0.0,2.4,3.6,-1.2,2.4,2.4,0.0,1.2,0.0,1.2,3.6,2.4,1.2,1.2,2.4,3.6,2.4,2.4,1.2,3.6,0.0,2.4,2.4,3.6,4.8,0.0,2.4,4.8,1.2,1.2,2.4,0.0,1.2,1.2,0.0,2.4,2.4,1.2,0.0,1.2,1.2,2.4,1.2,1.2,-1.2,3.6,1.2,2.4,1.2,1.2,3.6,1.2,0.0,2.4
2,2.4,2.4,2.4,3.6,3.6,1.2,1.2,1.2,-1.2,0.0,0.0,2.4,-1.2,1.2,1.2,2.4,2.4,0.0,1.2,1.2,2.4,0.0,1.2,2.4,2.4,3.6,0.0,0.0,1.2,1.2,2.4,1.2,-1.2,2.4,1.2,4.8,1.2,-1.2,2.4,2.4,0.0,0.0,3.6,-1.2,2.4,2.4,2.4,0.0,2.4,2.4,2.4,-1.2,2.4,3.6,0.0,2.4,0.0,1.2,1.2,3.6,2.4,1.2,2.4,2.4,1.2,3.6,1.2,3.6,3.6,2.4,1.2,2.4,1.2,3.6,0.0,1.2,2.4,2.4,1.2,1.2,1.2,1.2,2.4,0.0,1.2,-1.2,2.4,2.4,0.0,0.0,0.0,3.6,0.0,0.0,0.0,1.2,2.4,-2.4,1.2,0.0,3.6,1.2,-1.2,2.4,1.2,3.6,1.2,0.0,0.0,3.6,2.4,2.4,1.2,0.0,1.2,0.0,1.2,2.4,0.0,2.4,0.0,1.2,1.2,2.4,0.0,1.2,1.2,3.6,2.4,2.4,2.4,0.0,3.6,3.6,-1.2,2.4,0.0,1.2,2.4,0.0,2.4,1.2,2.4,3.6,3.6,2.4,1.2,2.4,1.2,1.2,0.0,2.4,3.6,1.2,1.2,1.2,0.0,2.4,2.4,1.2,2.4,1.2,2.4,1.2,0.0,1.2,1.2,2.4,2.4,1.2,2.4,2.4,1.2,3.6,2.4,3.6,4.8,-1.2,1.2,4.8,1.2,1.2,1.2,2.4,2.4,2.4,4.8,0.0,0.0,2.4,2.4,1.2,2.4,2.4,1.2,4.8,0.0,-1.2,4.8,2.4,2.4,2.4,0.0,2.4
3,2.4,0.0,3.6,1.2,2.4,0.0,1.2,2.4,1.2,4.8,2.4,2.4,2.4,1.2,1.2,1.2,0.0,2.4,2.4,2.4,2.4,1.2,2.4,1.2,-1.2,-1.2,3.6,1.2,-1.2,3.6,0.0,1.2,1.2,1.2,1.2,3.6,0.0,0.0,-1.2,0.0,2.4,-1.2,0.0,2.4,1.2,3.6,-1.2,1.2,1.2,2.4,2.4,0.0,3.6,2.4,2.4,3.6,2.4,3.6,2.4,3.6,1.2,0.0,1.2,3.6,2.4,1.2,1.2,2.4,0.0,1.2,2.4,1.2,1.2,3.6,2.4,2.4,2.4,2.4,1.2,2.4,2.4,2.4,2.4,4.8,2.4,-1.2,2.4,2.4,1.2,1.2,1.2,1.2,0.0,0.0,4.8,0.0,1.2,1.2,2.4,3.6,0.0,3.6,2.4,3.6,3.6,0.0,2.4,2.4,2.4,0.0,2.4,2.4,2.4,2.4,3.6,2.4,1.2,0.0,1.2,3.6,2.4,2.4,1.2,2.4,0.0,2.4,0.0,3.6,1.2,0.0,2.4,1.2,3.6,1.2,3.6,1.2,2.4,-1.2,3.6,1.2,4.8,4.8,1.2,3.6,2.4,1.2,1.2,2.4,2.4,-1.2,1.2,2.4,3.6,1.2,4.8,1.2,2.4,2.4,3.6,1.2,1.2,2.4,0.0,3.6,2.4,1.2,2.4,2.4,3.6,3.6,1.2,-1.2,1.2,1.2,1.2,3.6,1.2,2.4,1.2,1.2,3.6,2.4,3.6,0.0,2.4,4.8,4.8,1.2,0.0,1.2,1.2,3.6,2.4,2.4,2.4,1.2,2.4,2.4,0.0,2.4,1.2,0.0,2.4,1.2
4,2.4,4.8,0.0,-1.2,2.4,1.2,1.2,0.0,1.2,1.2,1.2,2.4,1.2,2.4,4.8,1.2,1.2,0.0,2.4,0.0,2.4,1.2,3.6,2.4,-1.2,1.2,2.4,1.2,2.4,2.4,1.2,2.4,0.0,1.2,0.0,2.4,1.2,2.4,2.4,0.0,2.4,0.0,2.4,0.0,2.4,2.4,-1.2,4.8,1.2,2.4,3.6,0.0,2.4,0.0,2.4,-1.2,3.6,3.6,2.4,2.4,2.4,1.2,0.0,2.4,1.2,1.2,1.2,0.0,0.0,2.4,1.2,1.2,2.4,2.4,2.4,2.4,1.2,3.6,2.4,2.4,4.8,0.0,1.2,1.2,2.4,1.2,1.2,2.4,2.4,1.2,2.4,3.6,3.6,1.2,3.6,1.2,2.4,0.0,0.0,4.8,-1.2,3.6,0.0,0.0,0.0,1.2,1.2,1.2,2.4,0.0,1.2,1.2,2.4,2.4,2.4,0.0,2.4,4.8,1.2,0.0,1.2,1.2,0.0,1.2,3.6,0.0,1.2,-1.2,2.4,1.2,1.2,-1.2,2.4,1.2,1.2,2.4,0.0,4.8,1.2,2.4,0.0,2.4,2.4,1.2,3.6,1.2,1.2,1.2,1.2,0.0,2.4,1.2,2.4,2.4,3.6,2.4,2.4,1.2,0.0,2.4,2.4,2.4,3.6,0.0,2.4,1.2,3.6,1.2,2.4,2.4,2.4,1.2,1.2,-1.2,2.4,1.2,1.2,2.4,2.4,1.2,1.2,1.2,1.2,-1.2,3.6,3.6,2.4,0.0,1.2,2.4,1.2,2.4,1.2,2.4,1.2,4.8,2.4,1.2,1.2,2.4,1.2,0.0,1.2,2.4
5,2.4,1.2,1.2,1.2,2.4,2.4,0.0,1.2,1.2,3.6,0.0,0.0,1.2,0.0,2.4,2.4,0.0,-1.2,3.6,-2.4,1.2,1.2,2.4,1.2,1.2,0.0,1.2,1.2,3.6,1.2,1.2,1.2,2.4,2.4,2.4,2.4,2.4,2.4,2.4,0.0,2.4,1.2,1.2,3.6,2.4,2.4,1.2,1.2,3.6,3.6,3.6,3.6,1.2,0.0,0.0,0.0,2.4,1.2,0.0,3.6,2.4,1.2,-1.2,1.2,0.0,1.2,1.2,0.0,2.4,0.0,2.4,4.8,1.2,1.2,0.0,1.2,1.2,1.2,3.6,0.0,0.0,1.2,0.0,0.0,0.0,3.6,2.4,0.0,2.4,2.4,3.6,0.0,0.0,2.4,1.2,1.2,2.4,2.4,2.4,4.8,1.2,1.2,0.0,1.2,1.2,2.4,1.2,1.2,2.4,1.2,2.4,3.6,2.4,0.0,2.4,2.4,3.6,0.0,3.6,1.2,-1.2,1.2,-1.2,1.2,0.0,-1.2,0.0,0.0,1.2,1.2,3.6,-1.2,2.4,1.2,0.0,4.8,0.0,1.2,1.2,2.4,-1.2,3.6,0.0,1.2,2.4,3.6,2.4,0.0,1.2,3.6,3.6,4.8,3.6,1.2,2.4,2.4,2.4,2.4,1.2,2.4,1.2,-1.2,2.4,3.6,1.2,2.4,2.4,3.6,3.6,2.4,3.6,0.0,2.4,1.2,1.2,1.2,1.2,3.6,2.4,0.0,2.4,2.4,3.6,2.4,2.4,-1.2,2.4,2.4,2.4,2.4,2.4,1.2,0.0,3.6,2.4,3.6,2.4,4.8,2.4,3.6,2.4,1.2,3.6,-1.2
6,2.4,3.6,4.8,1.2,2.4,1.2,1.2,2.4,2.4,0.0,0.0,1.2,0.0,2.4,1.2,2.4,2.4,1.2,1.2,0.0,0.0,2.4,1.2,0.0,1.2,-1.2,0.0,1.2,1.2,2.4,0.0,-1.2,2.4,2.4,1.2,1.2,2.4,1.2,0.0,1.2,1.2,1.2,2.4,1.2,0.0,0.0,1.2,1.2,2.4,0.0,2.4,2.4,1.2,2.4,1.2,2.4,2.4,1.2,1.2,4.8,3.6,0.0,1.2,1.2,1.2,1.2,0.0,1.2,2.4,0.0,2.4,1.2,2.4,1.2,0.0,2.4,0.0,2.4,-1.2,1.2,2.4,0.0,4.8,2.4,0.0,1.2,2.4,0.0,1.2,0.0,2.4,3.6,-1.2,4.8,0.0,1.2,3.6,1.2,1.2,2.4,1.2,1.2,1.2,0.0,0.0,2.4,0.0,1.2,0.0,2.4,1.2,0.0,2.4,1.2,1.2,2.4,2.4,3.6,1.2,0.0,2.4,0.0,1.2,1.2,2.4,1.2,2.4,0.0,2.4,2.4,1.2,1.2,1.2,1.2,2.4,3.6,0.0,0.0,0.0,2.4,1.2,-1.2,2.4,3.6,-1.2,2.4,-1.2,-1.2,0.0,2.4,2.4,0.0,3.6,2.4,3.6,1.2,0.0,3.6,3.6,-1.2,0.0,2.4,2.4,1.2,1.2,2.4,4.8,4.8,2.4,1.2,1.2,2.4,2.4,2.4,0.0,1.2,2.4,-1.2,3.6,3.6,2.4,3.6,3.6,2.4,3.6,0.0,2.4,4.8,2.4,2.4,3.6,1.2,2.4,3.6,2.4,3.6,1.2,1.2,3.6,2.4,1.2,1.2,2.4,1.2
7,0.0,0.0,-1.2,2.4,-3.6,-3.6,0.0,0.0,1.2,2.4,2.4,2.4,-1.2,-7.2,2.4,2.4,0.0,0.0,-2.4,-8.4,1.2,1.2,1.2,0.0,-2.4,1.2,3.6,0.0,-4.8,-4.8,0.0,2.4,-8.4,-2.4,0.0,0.0,-1.2,-1.2,1.2,-3.6,1.2,-7.2,1.2,-2.4,-1.2,-1.2,-7.2,3.6,2.4,1.2,1.2,-1.2,1.2,0.0,1.2,2.4,0.0,0.0,-1.2,1.2,2.4,0.0,-4.8,0.0,0.0,-2.4,-5.999999999999999,1.2,-1.2,0.0,0.0,0.0,-4.8,0.0,-1.2,0.0,-4.8,-2.4,-8.4,-1.2,2.4,1.2,0.0,1.2,1.2,-4.8,3.6,0.0,2.4,2.4,1.2,0.0,-2.4,1.2,-1.2,1.2,-8.4,-2.4,1.2,-2.4,0.0,1.2,2.4,0.0,-11.999999999999998,-3.6,-8.4,0.0,-3.6,-4.8,2.4,1.2,-4.8,-2.4,1.2,-1.2,1.2,0.0,-8.4,1.2,-10.8,-4.8,-5.999999999999999,1.2,1.2,1.2,2.4,1.2,-3.6,-1.2,-9.6,-5.999999999999999,3.6,0.0,-1.2,-1.2,1.2,1.2,-2.4,3.6,2.4,-1.2,1.2,0.0,1.2,-2.4,2.4,3.6,1.2,-4.8,-3.6,1.2,1.2,0.0,0.0,-2.4,-1.2,-3.6,0.0,-8.4,-2.4,-1.2,-1.2,-1.2,0.0,0.0,0.0,2.4,1.2,-7.2,-1.2,-3.6,-8.4,-1.2,0.0,1.2,3.6,-2.4,0.0,3.6,2.4,2.4,0.0,1.2,0.0,0.0,0.0,2.4,-5.999999999999999,0.0,2.4,0.0,-1.2,0.0,2.4,-2.4,-3.6,1.2,3.6,-1.2,-4.8,-4.8,0.0,0.0
8,-14.4,-9.6,-9.6,-5.999999999999999,-28.8,-28.8,-11.999999999999998,-5.999999999999999,-7.2,-9.6,-7.2,-7.2,-22.8,-27.599999999999994,0.0,-5.999999999999999,-2.4,-8.4,-8.4,-39.6,-11.999999999999998,-16.8,-4.8,-19.2,-15.6,1.2,-3.6,-7.2,-28.8,-31.2,-4.8,-1.2,-26.399999999999995,-9.6,-10.8,-14.4,-25.2,-11.999999999999998,-3.6,-30.0,-2.4,-36.0,-10.8,-10.8,-10.8,-4.8,-39.6,-7.2,-9.6,-3.6,-5.999999999999999,-9.6,-11.999999999999998,0.0,-2.4,-2.4,-24.0,-7.2,-11.999999999999998,-3.6,-3.6,-2.4,-19.2,-5.999999999999999,-2.4,-8.4,-22.8,-2.4,-8.4,-2.4,-10.8,-10.8,-21.6,-5.999999999999999,-1.2,1.2,-14.4,-8.4,-32.4,-11.999999999999998,0.0,-4.8,-9.6,-10.8,-2.4,-16.8,-2.4,-2.4,-1.2,-3.6,-4.8,-25.2,-14.4,-5.999999999999999,-7.2,-5.999999999999999,-27.599999999999994,-25.2,-7.2,-4.8,-3.6,-7.2,-1.2,-11.999999999999998,-46.8,-15.6,-27.599999999999994,-1.2,-19.2,-10.8,-4.8,-11.999999999999998,-27.599999999999994,-5.999999999999999,-4.8,-5.999999999999999,-1.2,-25.2,-26.399999999999995,-3.6,-50.39999999999999,-21.6,-26.399999999999995,-8.4,-9.6,-4.8,-14.4,-5.999999999999999,-32.4,-5.999999999999999,-44.39999999999999,-26.399999999999995,-4.8,-9.6,-3.6,-16.8,-3.6,-24.0,-24.0,1.2,-4.8,-13.199999999999998,-4.8,-15.6,-2.4,-10.8,-2.4,-4.8,1.2,-32.4,-15.6,-4.8,-8.4,-2.4,-4.8,-16.8,-22.8,-9.6,-13.199999999999998,-24.0,-10.8,-13.199999999999998,-7.2,-5.999999999999999,-4.8,-1.2,-5.999999999999999,-10.8,-7.2,-39.6,-5.999999999999999,-25.2,-28.8,-5.999999999999999,-11.999999999999998,-11.999999999999998,-8.4,-8.4,-14.4,-1.2,-9.6,-4.8,-20.4,-7.2,0.0,-4.8,-8.4,-9.6,-19.2,-19.2,-3.6,-7.2,-5.999999999999999,-10.8,-3.6,-19.2,-19.2,-4.8,-7.2,-13.199999999999998,-28.8,-16.8,-20.4,-15.6
9,-32.4,-20.4,-26.399999999999995,-19.2,-45.6,-43.2,-32.4,-25.2,-28.8,-25.2,-13.199999999999998,-18.0,-39.6,-45.6,-8.4,-13.199999999999998,-11.999999999999998,-16.8,-8.4,-64.8,-27.599999999999994,-64.8,-7.2,-44.39999999999999,-30.0,-5.999999999999999,-9.6,-21.6,-51.6,-65.99999999999999,-15.6,-10.8,-37.2,-16.8,-16.8,-47.99999999999999,-63.59999999999999,-25.2,-15.6,-63.59999999999999,-13.199999999999998,-64.8,-25.2,-16.8,-24.0,-11.999999999999998,-74.39999999999999,-20.4,-26.399999999999995,-7.2,-13.199999999999998,-26.399999999999995,-26.399999999999995,-5.999999999999999,-10.8,-9.6,-50.39999999999999,-7.2,-37.2,-8.4,-11.999999999999998,-10.8,-34.8,-27.599999999999994,-8.4,-10.8,-45.6,-10.8,-16.8,-9.6,-24.0,-19.2,-37.2,-20.4,-5.999999999999999,-14.4,-24.0,-19.2,-45.6,-25.2,-8.4,-14.4,-19.2,-30.0,-13.199999999999998,-21.6,-11.999999999999998,-19.2,-10.8,-15.6,-11.999999999999998,-68.39999999999999,-33.6,-8.4,-14.4,-22.8,-40.8,-68.39999999999999,-13.199999999999998,-5.999999999999999,-11.999999999999998,-21.6,-11.999999999999998,-24.0,-73.19999999999999,-32.4,-37.2,-13.199999999999998,-36.0,-14.4,-7.2,-43.2,-51.6,-16.8,-10.8,-22.8,-7.2,-65.99999999999999,-34.8,-11.999999999999998,-88.79999999999998,-40.8,-55.19999999999999,-24.0,-28.8,-15.6,-41.99999999999999,-21.6,-65.99999999999999,-8.4,-74.39999999999999,-46.8,-16.8,-13.199999999999998,-32.4,-47.99999999999999,-7.2,-65.99999999999999,-46.8,-5.999999999999999,-15.6,-36.0,-13.199999999999998,-41.99999999999999,-15.6,-11.999999999999998,-13.199999999999998,-21.6,-8.4,-53.99999999999999,-37.2,-13.199999999999998,-30.0,-10.8,-13.199999999999998,-43.2,-46.8,-14.4,-24.0,-31.2,-25.2,-28.8,-31.2,-14.4,-10.8,-19.2,-21.6,-32.4,-19.2,-75.59999999999998,-10.8,-50.39999999999999,-45.6,-11.999999999999998,-28.8,-57.6,-27.599999999999994,-9.6,-45.6,-7.2,-20.4,-18.0,-52.79999999999999,-18.0,-9.6,-26.399999999999995,-22.8,-34.8,-31.2,-41.99999999999999,-18.0,-27.599999999999994,-22.8,-19.2,-15.6,-31.2,-36.0,-25.2,-22.8,-37.2,-55.19999999999999,-26.399999999999995,-51.6,-46.8
