,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99,event_100,event_101,event_102,event_103,event_104,event_105,event_106,event_107,event_108,event_109,event_110,event_111,event_112,event_113,event_114,event_115,event_116,event_117,event_118,event_119,event_120,event_121,event_122,event_123,event_124,event_125,event_126,event_127,event_128,event_129,event_130,event_131,event_132,event_133,event_134,event_135,event_136,event_137,event_138,event_139,event_140,event_141,event_142,event_143,event_144,event_145,event_146,event_147,event_148,event_149,event_150,event_151,event_152,event_153,event_154,event_155,event_156,event_157,event_158,event_159,event_160
10,-74.39999999999999,-98.4,-94.8,-68.39999999999999,-87.6,-70.79999999999998,-39.6,-20.4,-68.39999999999999,-53.99999999999999,-75.59999999999998,-64.8,-93.6,-31.2,-30.0,-69.6,-24.0,-40.8,-87.6,-78.0,-91.2,-87.6,-87.6,-82.8,-85.2,-116.4,-98.4,-31.2,-69.6,-96.0,-100.79999999999998,-26.399999999999995,-76.8,-86.39999999999999,-112.79999999999998,-99.6,-79.19999999999999,-133.2,-33.6,-83.99999999999999,-39.6,-61.2,-69.6,-67.2,-91.2,-56.39999999999999,-108.0,-83.99999999999999,-60.0,-103.2,-38.4,-28.8,-62.4,-55.19999999999999,-51.6,-44.39999999999999,-40.8,-34.8,-61.2,-22.8,-69.6,-75.59999999999998,-106.8,-24.0,-21.6,-69.6,-52.79999999999999,-44.39999999999999,-72.0,-31.2,-52.79999999999999,-27.599999999999994,-43.2,-40.8,-70.79999999999998,-94.8,-73.19999999999999,-93.6,-96.0,-120.0,-103.2,-78.0,-25.2,-91.2,-109.2,-45.6,-78.0,-72.0,-105.59999999999998,-104.4,-102.0,-110.39999999999998,-111.6,-114.0,-25.2,-57.6,-176.39999999999998,-33.6,-47.99999999999999,-69.6,-49.2,-88.79999999999998,-110.39999999999998,-87.6,-81.6,-103.2,-65.99999999999999,-44.39999999999999,-68.39999999999999,-56.39999999999999,-47.99999999999999,-91.2,-82.8,-63.59999999999999,-51.6,-46.8,-79.19999999999999,-61.2,-57.6,-33.6,-55.19999999999999,-49.2,-55.19999999999999,-90.0,-31.2,-80.4,-46.8,-72.0,-21.6,-39.6,-56.39999999999999,-83.99999999999999,-46.8,-94.8,-109.2,-40.8,-51.6,-49.2,-55.19999999999999,-32.4,-61.2,-60.0,-91.2,-139.2,-55.19999999999999,-79.19999999999999,-64.8,-27.599999999999994,-135.6,-82.8,-40.8,-49.2,-26.399999999999995,-80.4,-36.0,-25.2,-50.39999999999999,-81.6,-45.6,-73.19999999999999,-33.6
11,-50.39999999999999,-55.19999999999999,-43.2,-56.39999999999999,-55.19999999999999,-44.39999999999999,-21.6,-8.4,-47.99999999999999,-28.8,-69.6,-45.6,-64.8,-22.8,-14.4,-46.8,-15.6,-39.6,-53.99999999999999,-56.39999999999999,-64.8,-56.39999999999999,-81.6,-43.2,-79.19999999999999,-70.79999999999998,-50.39999999999999,-21.6,-63.59999999999999,-62.4,-62.4,-22.8,-47.99999999999999,-50.39999999999999,-55.19999999999999,-68.39999999999999,-40.8,-92.4,-16.8,-74.39999999999999,-25.2,-39.6,-46.8,-45.6,-57.6,-47.99999999999999,-60.0,-55.19999999999999,-34.8,-53.99999999999999,-19.2,-19.2,-46.8,-32.4,-45.6,-27.599999999999994,-21.6,-19.2,-52.79999999999999,-22.8,-36.0,-39.6,-53.99999999999999,-20.4,-15.6,-39.6,-33.6,-27.599999999999994,-34.8,-26.399999999999995,-43.2,-15.6,-40.8,-24.0,-53.99999999999999,-50.39999999999999,-56.39999999999999,-75.59999999999998,-86.39999999999999,-63.59999999999999,-91.2,-45.6,-11.999999999999998,-46.8,-88.79999999999998,-37.2,-63.59999999999999,-40.8,-97.2,-93.6,-68.39999999999999,-75.59999999999998,-67.2,-78.0,-22.8,-34.8,-158.39999999999998,-16.8,-30.0,-39.6,-28.8,-83.99999999999999,-103.2,-43.2,-46.8,-90.0,-64.8,-27.599999999999994,-51.6,-56.39999999999999,-30.0,-58.8,-60.0,-39.6,-32.4,-31.2,-45.6,-45.6,-36.0,-20.4,-50.39999999999999,-33.6,-52.79999999999999,-78.0,-27.599999999999994,-72.0,-39.6,-72.0,-20.4,-32.4,-34.8,-50.39999999999999,-31.2,-50.39999999999999,-62.4,-30.0,-30.0,-26.399999999999995,-32.4,-15.6,-33.6,-51.6,-82.8,-96.0,-32.4,-39.6,-37.2,-15.6,-111.6,-52.79999999999999,-39.6,-45.6,-13.199999999999998,-74.39999999999999,-19.2,-24.0,-32.4,-72.0,-28.8,-41.99999999999999,-18.0
12,-25.2,-19.2,-15.6,-27.599999999999994,-21.6,-15.6,-8.4,-1.2,-20.4,-10.8,-37.2,-19.2,-26.399999999999995,-7.2,-3.6,-22.8,-3.6,-18.0,-19.2,-24.0,-26.399999999999995,-24.0,-39.6,-15.6,-36.0,-25.2,-16.8,-5.999999999999999,-32.4,-24.0,-22.8,-13.199999999999998,-20.4,-21.6,-18.0,-31.2,-18.0,-32.4,-4.8,-36.0,-7.2,-11.999999999999998,-18.0,-18.0,-28.8,-21.6,-22.8,-18.0,-13.199999999999998,-21.6,-7.2,-9.6,-19.2,-13.199999999999998,-26.399999999999995,-9.6,-8.4,-9.6,-21.6,-9.6,-15.6,-13.199999999999998,-19.2,-7.2,-4.8,-15.6,-13.199999999999998,-8.4,-9.6,-11.999999999999998,-18.0,-4.8,-18.0,-10.8,-26.399999999999995,-21.6,-25.2,-26.399999999999995,-46.8,-21.6,-44.39999999999999,-16.8,-5.999999999999999,-16.8,-37.2,-18.0,-25.2,-18.0,-50.39999999999999,-49.2,-28.8,-34.8,-24.0,-28.8,-10.8,-14.4,-76.8,-5.999999999999999,-14.4,-18.0,-11.999999999999998,-40.8,-43.2,-13.199999999999998,-20.4,-45.6,-32.4,-10.8,-24.0,-28.8,-14.4,-20.4,-26.399999999999995,-14.4,-15.6,-8.4,-19.2,-18.0,-8.4,-8.4,-25.2,-14.4,-32.4,-38.4,-15.6,-37.2,-21.6,-38.4,-9.6,-10.8,-14.4,-18.0,-9.6,-16.8,-20.4,-11.999999999999998,-10.8,-8.4,-11.999999999999998,-3.6,-11.999999999999998,-27.599999999999994,-33.6,-37.2,-7.2,-15.6,-15.6,-5.999999999999999,-50.39999999999999,-20.4,-19.2,-25.2,-3.6,-36.0,-8.4,-15.6,-15.6,-34.8,-11.999999999999998,-10.8,-4.8
13,-9.6,-7.2,-7.2,-10.8,-8.4,-11.999999999999998,-4.8,4.8,-5.999999999999999,-4.8,-14.4,-5.999999999999999,-11.999999999999998,-7.2,-1.2,-11.999999999999998,-3.6,-5.999999999999999,-10.8,-10.8,-9.6,-11.999999999999998,-18.0,-4.8,-13.199999999999998,-10.8,-7.2,-1.2,-11.999999999999998,-9.6,-10.8,-7.2,-8.4,-9.6,-5.999999999999999,-13.199999999999998,-8.4,-9.6,-1.2,-11.999999999999998,-1.2,-5.999999999999999,-7.2,-11.999999999999998,-10.8,-7.2,-11.999999999999998,-3.6,-5.999999999999999,-10.8,-4.8,-1.2,-9.6,-5.999999999999999,-13.199999999999998,-4.8,-3.6,-2.4,-3.6,-2.4,-9.6,-4.8,-7.2,-1.2,0.0,-4.8,-4.8,-3.6,-5.999999999999999,-4.8,-4.8,0.0,-4.8,-4.8,-13.199999999999998,-8.4,-11.999999999999998,-9.6,-20.4,-11.999999999999998,-18.0,-4.8,-2.4,-10.8,-18.0,-7.2,-8.4,-9.6,-19.2,-20.4,-8.4,-14.4,-9.6,-15.6,-5.999999999999999,-7.2,-30.0,-4.8,-5.999999999999999,-4.8,-5.999999999999999,-14.4,-11.999999999999998,-7.2,-10.8,-16.8,-8.4,-4.8,-9.6,-11.999999999999998,-9.6,-10.8,-8.4,-7.2,-8.4,-5.999999999999999,-9.6,-5.999999999999999,-2.4,-1.2,-9.6,-7.2,-13.199999999999998,-14.4,-3.6,-13.199999999999998,-9.6,-11.999999999999998,-3.6,-7.2,-4.8,-8.4,-2.4,-8.4,-11.999999999999998,-4.8,-4.8,-2.4,-7.2,0.0,-5.999999999999999,-11.999999999999998,-5.999999999999999,-11.999999999999998,-4.8,-5.999999999999999,-2.4,-3.6,-15.6,-7.2,-9.6,-8.4,-2.4,-9.6,-2.4,-5.999999999999999,-7.2,-13.199999999999998,-3.6,-7.2,-2.4
14,-3.6,-3.6,-1.2,0.0,-4.8,-4.8,0.0,-1.2,-2.4,-3.6,-3.6,-2.4,-5.999999999999999,-1.2,1.2,-3.6,-3.6,-4.8,-3.6,-3.6,-4.8,-2.4,-9.6,-1.2,-5.999999999999999,-3.6,-2.4,-3.6,-7.2,-2.4,-5.999999999999999,-3.6,-3.6,-4.8,-2.4,-9.6,-3.6,-3.6,-1.2,-9.6,-3.6,-2.4,-3.6,-4.8,-7.2,-4.8,-5.999999999999999,-1.2,-2.4,-3.6,1.2,0.0,-3.6,-1.2,-2.4,0.0,1.2,0.0,0.0,-2.4,-1.2,-3.6,-4.8,0.0,-2.4,-1.2,-1.2,-3.6,1.2,-2.4,-2.4,1.2,-2.4,-3.6,-3.6,-1.2,-3.6,-4.8,-11.999999999999998,-4.8,-8.4,-1.2,-1.2,-2.4,-8.4,-2.4,-5.999999999999999,0.0,-9.6,-8.4,-4.8,-8.4,-3.6,-7.2,-2.4,-4.8,-16.8,1.2,1.2,0.0,-1.2,-9.6,-7.2,-2.4,-3.6,-10.8,-4.8,-1.2,-5.999999999999999,-5.999999999999999,0.0,-5.999999999999999,-2.4,-2.4,-3.6,-2.4,-4.8,-8.4,-1.2,1.2,-2.4,-4.8,-3.6,-5.999999999999999,-4.8,-5.999999999999999,-4.8,0.0,-4.8,-3.6,-4.8,0.0,-4.8,-2.4,-5.999999999999999,0.0,2.4,-1.2,-2.4,2.4,0.0,-5.999999999999999,-3.6,-5.999999999999999,-1.2,0.0,-2.4,0.0,-9.6,-3.6,-4.8,-1.2,-1.2,-3.6,0.0,-1.2,-2.4,-8.4,-4.8,-2.4,1.2
15,-1.2,1.2,1.2,1.2,0.0,-1.2,-1.2,0.0,-1.2,-1.2,0.0,1.2,0.0,1.2,0.0,-1.2,1.2,0.0,-1.2,1.2,-2.4,-3.6,2.4,0.0,-1.2,0.0,-3.6,3.6,-2.4,1.2,1.2,1.2,0.0,0.0,0.0,-1.2,-2.4,3.6,-1.2,-3.6,2.4,0.0,-2.4,-2.4,-2.4,-3.6,-2.4,-1.2,3.6,-3.6,0.0,2.4,-1.2,-1.2,-3.6,0.0,2.4,1.2,-1.2,0.0,2.4,2.4,1.2,0.0,1.2,1.2,0.0,2.4,-1.2,1.2,0.0,0.0,-1.2,-1.2,-1.2,2.4,1.2,0.0,-2.4,-1.2,-2.4,1.2,0.0,0.0,2.4,3.6,-1.2,0.0,-5.999999999999999,-1.2,0.0,-2.4,0.0,-1.2,0.0,-1.2,-2.4,2.4,1.2,4.8,3.6,-2.4,-2.4,2.4,-1.2,2.4,-2.4,2.4,-1.2,-1.2,0.0,1.2,1.2,-1.2,0.0,-3.6,0.0,1.2,1.2,3.6,1.2,-3.6,-3.6,-1.2,1.2,1.2,-1.2,-1.2,1.2,-2.4,0.0,1.2,1.2,0.0,-1.2,0.0,-1.2,2.4,2.4,2.4,-1.2,-2.4,0.0,-3.6,1.2,2.4,-1.2,0.0,0.0,1.2,2.4,1.2,0.0,0.0,0.0,-2.4,-2.4,1.2,-2.4,1.2,1.2
16,-1.2,-2.4,-2.4,0.0,-2.4,-1.2,0.0,1.2,-2.4,-3.6,-1.2,0.0,-2.4,1.2,0.0,1.2,2.4,0.0,-3.6,-1.2,-1.2,1.2,0.0,-2.4,1.2,-3.6,-7.2,1.2,-1.2,-2.4,-3.6,4.8,-2.4,-4.8,-4.8,0.0,-4.8,2.4,-3.6,1.2,-1.2,1.2,1.2,1.2,-1.2,-2.4,-2.4,0.0,-2.4,-3.6,-2.4,0.0,-1.2,0.0,0.0,2.4,-2.4,-2.4,2.4,4.8,0.0,1.2,-4.8,-1.2,3.6,0.0,0.0,1.2,-1.2,-1.2,-2.4,1.2,1.2,-3.6,0.0,-3.6,2.4,-1.2,-3.6,-5.999999999999999,0.0,-2.4,1.2,-4.8,1.2,-1.2,-1.2,0.0,-1.2,0.0,-2.4,-2.4,-2.4,-1.2,3.6,-3.6,-1.2,0.0,1.2,-2.4,-1.2,1.2,-1.2,0.0,-1.2,2.4,1.2,0.0,-1.2,0.0,1.2,-1.2,0.0,-3.6,2.4,-2.4,-2.4,-1.2,-3.6,-2.4,2.4,0.0,-3.6,-1.2,1.2,-2.4,1.2,1.2,0.0,0.0,-1.2,0.0,1.2,-1.2,-1.2,1.2,0.0,0.0,-1.2,0.0,-2.4,-1.2,1.2,-3.6,-1.2,-3.6,-1.2,1.2,0.0,-2.4,2.4,0.0,0.0,0.0,2.4,-1.2,-1.2,1.2,-2.4,-3.6,0.0
17,-4.8,-5.999999999999999,-4.8,-3.6,-3.6,-2.4,-2.4,-1.2,-2.4,-1.2,-4.8,-4.8,-3.6,-1.2,-1.2,-3.6,3.6,-2.4,-5.999999999999999,-2.4,-2.4,-5.999999999999999,-1.2,-5.999999999999999,-3.6,-5.999999999999999,-3.6,0.0,-4.8,-5.999999999999999,-5.999999999999999,1.2,-3.6,-4.8,-3.6,-4.8,-3.6,-5.999999999999999,-1.2,-2.4,-2.4,1.2,-3.6,-5.999999999999999,-4.8,-3.6,-3.6,-3.6,-4.8,-7.2,-2.4,1.2,-3.6,-2.4,0.0,-2.4,0.0,-2.4,0.0,-1.2,-1.2,-4.8,-5.999999999999999,1.2,-1.2,-3.6,0.0,0.0,-1.2,2.4,-1.2,-1.2,-1.2,-1.2,-2.4,-4.8,-3.6,-4.8,-5.999999999999999,-3.6,-3.6,-4.8,0.0,-5.999999999999999,-4.8,-2.4,-3.6,-4.8,-4.8,-7.2,-5.999999999999999,-5.999999999999999,-7.2,-5.999999999999999,0.0,-3.6,-8.4,0.0,-3.6,-2.4,-4.8,-4.8,-4.8,-3.6,-2.4,-3.6,-4.8,-2.4,-2.4,-1.2,0.0,-5.999999999999999,-3.6,-4.8,-1.2,-3.6,-3.6,-3.6,-2.4,-2.4,-2.4,-2.4,-3.6,-2.4,0.0,-1.2,-3.6,-3.6,1.2,-1.2,-1.2,-2.4,-1.2,-4.8,-5.999999999999999,-1.2,-3.6,-1.2,-2.4,-2.4,-2.4,-2.4,-3.6,-8.4,-2.4,-4.8,0.0,-1.2,-5.999999999999999,-7.2,0.0,-1.2,1.2,-3.6,-3.6,-2.4,-1.2,-4.8,-2.4,-3.6,-2.4
18,-4.8,-4.8,-3.6,0.0,-3.6,-2.4,0.0,-4.8,-4.8,0.0,-1.2,-1.2,-5.999999999999999,-1.2,0.0,-4.8,1.2,0.0,-5.999999999999999,-1.2,-3.6,-3.6,-4.8,1.2,-3.6,-2.4,-4.8,1.2,-7.2,-1.2,-2.4,1.2,-1.2,-5.999999999999999,-3.6,-4.8,-3.6,-7.2,0.0,-4.8,-2.4,-1.2,-2.4,-1.2,-3.6,0.0,-3.6,-1.2,-1.2,-1.2,1.2,-1.2,-2.4,0.0,-1.2,0.0,1.2,1.2,-2.4,0.0,0.0,-2.4,-4.8,0.0,2.4,0.0,0.0,-3.6,-4.8,0.0,-2.4,0.0,-2.4,1.2,-1.2,1.2,-4.8,-3.6,-2.4,-3.6,-4.8,0.0,3.6,0.0,-8.4,-1.2,-3.6,-2.4,-3.6,-2.4,-4.8,-2.4,-2.4,-4.8,-1.2,-1.2,-8.4,-1.2,-1.2,-1.2,-1.2,-4.8,-5.999999999999999,1.2,-1.2,-4.8,-3.6,1.2,-2.4,-2.4,0.0,-3.6,-1.2,-1.2,-1.2,-2.4,0.0,-1.2,-2.4,0.0,0.0,-1.2,-4.8,-3.6,-4.8,-4.8,-1.2,-3.6,-2.4,1.2,-1.2,-2.4,0.0,0.0,-4.8,-1.2,-2.4,2.4,-2.4,2.4,-1.2,0.0,-2.4,-3.6,-2.4,-4.8,0.0,1.2,-3.6,-2.4,-1.2,-3.6,-2.4,-1.2,-1.2,1.2,0.0,-2.4,-1.2,-2.4,2.4
19,-1.2,-3.6,-3.6,1.2,-2.4,-1.2,0.0,-3.6,0.0,-3.6,-3.6,-3.6,-2.4,0.0,0.0,-1.2,1.2,1.2,-3.6,-4.8,-1.2,0.0,-1.2,-1.2,-1.2,-1.2,-4.8,1.2,-2.4,-3.6,-1.2,0.0,-2.4,0.0,-1.2,-1.2,1.2,-7.2,-1.2,-2.4,0.0,0.0,0.0,-1.2,-3.6,0.0,-2.4,-1.2,-4.8,0.0,-1.2,-1.2,2.4,-1.2,-2.4,-2.4,-2.4,-2.4,0.0,1.2,-1.2,-1.2,-3.6,0.0,1.2,-3.6,0.0,0.0,-2.4,1.2,-1.2,-1.2,0.0,0.0,-2.4,0.0,-1.2,-4.8,-3.6,-3.6,-1.2,-2.4,0.0,-1.2,-1.2,0.0,-1.2,-3.6,-3.6,-1.2,-2.4,-3.6,-2.4,-3.6,1.2,1.2,-4.8,1.2,0.0,-2.4,0.0,-1.2,-4.8,-1.2,0.0,-4.8,-3.6,-1.2,1.2,0.0,-2.4,-1.2,1.2,0.0,1.2,-2.4,-3.6,-2.4,1.2,0.0,0.0,-1.2,-1.2,-3.6,1.2,-2.4,0.0,0.0,1.2,-2.4,2.4,-1.2,3.6,2.4,-2.4,-1.2,0.0,0.0,-3.6,-1.2,-1.2,0.0,-2.4,-4.8,1.2,-5.999999999999999,1.2,2.4,-2.4,0.0,0.0,2.4,0.0,-3.6,1.2,-1.2,-3.6,0.0,1.2,0.0,2.4
20,-1.2,0.0,-1.2,-2.4,0.0,-2.4,0.0,-1.2,-3.6,1.2,-3.6,-2.4,-1.2,-2.4,0.0,0.0,2.4,-2.4,-2.4,0.0,-3.6,-1.2,1.2,-2.4,-2.4,-2.4,-4.8,1.2,-1.2,-2.4,-1.2,1.2,-1.2,-2.4,-2.4,-1.2,-1.2,-8.4,1.2,-3.6,1.2,0.0,-3.6,-2.4,-2.4,-2.4,-3.6,-1.2,-3.6,-2.4,1.2,1.2,0.0,-1.2,-2.4,0.0,1.2,-2.4,-2.4,3.6,-3.6,0.0,-1.2,0.0,1.2,-1.2,-1.2,3.6,-2.4,2.4,-1.2,0.0,0.0,2.4,-2.4,0.0,-1.2,-2.4,0.0,-2.4,-1.2,-2.4,-1.2,-1.2,-4.8,0.0,0.0,-2.4,-2.4,-3.6,-4.8,-4.8,-4.8,-5.999999999999999,1.2,1.2,-5.999999999999999,1.2,1.2,0.0,0.0,-5.999999999999999,-4.8,1.2,-1.2,-5.999999999999999,-3.6,0.0,-1.2,0.0,0.0,0.0,-3.6,1.2,1.2,-3.6,-1.2,-1.2,1.2,0.0,1.2,-3.6,-3.6,-3.6,1.2,-1.2,-2.4,-4.8,0.0,-2.4,-2.4,-2.4,2.4,-1.2,0.0,-1.2,-1.2,0.0,1.2,0.0,-1.2,0.0,-3.6,-5.999999999999999,1.2,-1.2,0.0,2.4,-7.2,1.2,0.0,0.0,3.6,-2.4,0.0,0.0,0.0,0.0,0.0,-3.6,2.4
21,1.2,1.2,2.4,0.0,2.4,3.6,0.0,3.6,1.2,1.2,0.0,1.2,1.2,1.2,1.2,1.2,2.4,-1.2,2.4,1.2,0.0,2.4,1.2,3.6,0.0,2.4,3.6,0.0,2.4,2.4,2.4,2.4,2.4,0.0,2.4,-1.2,0.0,1.2,1.2,1.2,1.2,0.0,0.0,2.4,1.2,3.6,1.2,0.0,2.4,2.4,0.0,2.4,1.2,3.6,0.0,1.2,1.2,0.0,-1.2,2.4,2.4,1.2,4.8,2.4,3.6,1.2,2.4,2.4,1.2,3.6,0.0,1.2,1.2,3.6,2.4,0.0,1.2,-1.2,1.2,0.0,1.2,1.2,2.4,0.0,0.0,2.4,3.6,3.6,-3.6,1.2,-1.2,0.0,1.2,0.0,0.0,1.2,-2.4,2.4,2.4,2.4,0.0,0.0,-2.4,2.4,0.0,-3.6,1.2,2.4,1.2,0.0,2.4,-1.2,0.0,2.4,2.4,2.4,2.4,1.2,1.2,0.0,1.2,2.4,2.4,1.2,0.0,0.0,1.2,1.2,2.4,-1.2,1.2,2.4,0.0,1.2,2.4,0.0,0.0,0.0,0.0,1.2,2.4,1.2,-2.4,-1.2,0.0,-1.2,1.2,2.4,0.0,2.4,2.4,-1.2,3.6,1.2,2.4,0.0,1.2,0.0,2.4,-1.2,3.6
22,0.0,-1.2,0.0,1.2,0.0,3.6,0.0,2.4,1.2,0.0,0.0,0.0,2.4,2.4,3.6,2.4,2.4,3.6,2.4,1.2,3.6,1.2,2.4,2.4,3.6,2.4,1.2,1.2,2.4,3.6,1.2,4.8,0.0,2.4,1.2,1.2,0.0,3.6,0.0,2.4,1.2,1.2,3.6,3.6,1.2,2.4,2.4,0.0,2.4,0.0,1.2,3.6,1.2,3.6,-1.2,2.4,1.2,2.4,2.4,2.4,3.6,0.0,1.2,1.2,0.0,0.0,-1.2,0.0,1.2,0.0,2.4,1.2,2.4,4.8,3.6,3.6,2.4,2.4,3.6,1.2,1.2,0.0,3.6,2.4,2.4,2.4,2.4,1.2,2.4,0.0,0.0,2.4,3.6,2.4,1.2,0.0,3.6,1.2,1.2,1.2,2.4,1.2,2.4,3.6,-1.2,1.2,0.0,2.4,2.4,0.0,2.4,0.0,1.2,1.2,2.4,3.6,1.2,2.4,1.2,-1.2,3.6,1.2,1.2,4.8,1.2,4.8,0.0,2.4,2.4,1.2,3.6,2.4,1.2,-1.2,3.6,-1.2,1.2,0.0,2.4,4.8,-2.4,2.4,3.6,0.0,1.2,1.2,1.2,3.6,2.4,1.2,1.2,1.2,1.2,3.6,-1.2,3.6,1.2,1.2,2.4,1.2,0.0
23,1.2,3.6,0.0,0.0,-1.2,1.2,1.2,0.0,4.8,1.2,1.2,0.0,2.4,0.0,0.0,0.0,3.6,1.2,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,-1.2,1.2,-1.2,-1.2,0.0,1.2,2.4,1.2,-4.8,0.0,0.0,2.4,1.2,4.8,1.2,0.0,1.2,2.4,2.4,-2.4,3.6,0.0,-1.2,0.0,3.6,0.0,1.2,0.0,1.2,3.6,1.2,0.0,-1.2,1.2,0.0,0.0,1.2,1.2,1.2,1.2,0.0,0.0,0.0,0.0,1.2,-1.2,-1.2,1.2,1.2,0.0,1.2,3.6,1.2,3.6,2.4,2.4,0.0,-1.2,-1.2,1.2,1.2,2.4,3.6,-1.2,2.4,-1.2,1.2,2.4,1.2,1.2,2.4,1.2,-1.2,2.4,3.6,0.0,0.0,0.0,2.4,0.0,1.2,0.0,1.2,-1.2,1.2,1.2,2.4,1.2,0.0,0.0,2.4,0.0,0.0,-1.2,0.0,0.0,-1.2,2.4,0.0,-1.2,-2.4,1.2,1.2,0.0,-1.2,1.2,2.4,0.0,1.2,0.0,2.4,3.6,1.2,1.2,2.4,0.0,2.4,2.4,2.4,1.2,2.4,1.2,0.0,2.4,3.6,0.0,1.2,1.2,1.2,1.2,1.2,1.2,0.0,1.2
24,-2.4,0.0,3.6,0.0,-1.2,2.4,2.4,1.2,-1.2,1.2,-1.2,-1.2,1.2,0.0,1.2,2.4,0.0,2.4,1.2,1.2,0.0,2.4,1.2,1.2,1.2,2.4,3.6,-1.2,-1.2,-1.2,3.6,0.0,0.0,0.0,1.2,1.2,0.0,3.6,0.0,2.4,1.2,0.0,0.0,2.4,-2.4,0.0,1.2,-1.2,1.2,4.8,1.2,0.0,3.6,1.2,3.6,1.2,2.4,0.0,1.2,0.0,1.2,0.0,1.2,1.2,0.0,-1.2,4.8,1.2,2.4,1.2,1.2,1.2,1.2,0.0,0.0,2.4,2.4,0.0,2.4,4.8,0.0,-1.2,4.8,3.6,-1.2,0.0,0.0,3.6,1.2,2.4,2.4,0.0,0.0,0.0,1.2,-1.2,-1.2,0.0,1.2,0.0,1.2,1.2,-1.2,2.4,1.2,1.2,0.0,1.2,1.2,0.0,3.6,1.2,-1.2,0.0,1.2,4.8,1.2,1.2,1.2,-1.2,0.0,2.4,1.2,1.2,0.0,1.2,0.0,2.4,1.2,1.2,-1.2,-1.2,1.2,3.6,0.0,2.4,2.4,1.2,3.6,0.0,3.6,1.2,-1.2,1.2,2.4,3.6,1.2,1.2,1.2,3.6,3.6,0.0,4.8,0.0,-1.2,2.4,2.4,1.2,1.2,1.2,0.0
