,0
event_0,-105.6049531745188
event_1,-666.0049531745187
event_2,-224.40495317451882
event_3,-474.40495317451877
event_4,-79.60495317451883
event_5,-126.40495317451881
event_6,-316.0049531745187
event_7,-418.00495317451873
event_8,-165.6049531745188
event_9,-562.0049531745188
event_10,-392.80495317451874
event_11,-395.60495317451876
event_12,-368.40495317451865
event_13,-308.4049531745188
event_14,-160.40495317451885
event_15,-181.2049531745188
event_16,-108.0049531745188
event_17,-129.6049531745188
event_18,-209.2049531745188
event_19,-343.6049531745188
event_20,-602.0049531745187
event_21,-197.2049531745188
event_22,-149.2049531745188
event_23,-218.80495317451886
event_24,-214.40495317451877
event_25,-128.4049531745188
event_26,-86.80495317451883
event_27,-194.40495317451882
event_28,-313.60495317451876
event_29,-478.4049531745188
event_30,-290.0049531745188
event_31,-488.8049531745187
event_32,-124.4049531745188
event_33,-296.40495317451877
event_34,-313.2049531745188
event_35,-94.4049531745188
event_36,-192.80495317451883
event_37,-226.4049531745188
event_38,-201.60495317451884
event_39,-335.2049531745188
event_40,-315.60495317451876
event_41,-114.8049531745188
event_42,-182.4049531745188
event_43,-227.2049531745188
event_44,-489.2049531745188
event_45,-154.40495317451882
event_46,-126.0049531745188
event_47,-228.0049531745188
event_48,-220.4049531745188
event_49,-244.4049531745188
event_50,-176.40495317451882
event_51,-125.20495317451882
event_52,-318.0049531745188
event_53,-599.2049531745188
event_54,-179.60495317451878
event_55,-587.6049531745189
event_56,-110.40495317451884
event_57,-143.6049531745188
event_58,-351.2049531745188
event_59,-249.6049531745188
event_60,-190.80495317451883
event_61,-315.2049531745187
event_62,-330.4049531745187
event_63,-390.40495317451877
event_64,-445.60495317451876
event_65,-238.0049531745188
event_66,-229.60495317451878
event_67,-288.80495317451874
event_68,-331.6049531745187
event_69,-436.4049531745188
event_70,-211.60495317451884
event_71,-256.80495317451886
event_72,-331.20495317451883
event_73,-362.00495317451873
event_74,-207.60495317451878
event_75,-104.0049531745188
event_76,-359.6049531745188
event_77,-428.4049531745188
event_78,-154.8049531745188
event_79,-240.4049531745188
event_80,-311.2049531745188
event_81,-285.2049531745187
event_82,-124.00495317451882
event_83,-182.0049531745188
event_84,-230.40495317451882
event_85,-299.2049531745189
event_86,-212.00495317451882
event_87,-550.4049531745187
event_88,-375.20495317451883
event_89,-146.40495317451882
event_90,-104.40495317451882
event_91,-158.8049531745188
event_92,-105.20495317451882
event_93,-442.00495317451885
