,0
event_0,-274.32424526919243
event_1,-117.32424526919249
event_2,-228.3242452691925
event_3,-185.6575786025258
event_4,-103.65757860252582
event_5,-275.32424526919243
event_6,-97.65757860252582
event_7,-124.65757860252582
event_8,-130.99091193585917
event_9,-121.32424526919247
event_10,-177.99091193585915
event_11,-324.3242452691924
event_12,-185.99091193585912
event_13,-78.32424526919247
event_14,-108.65757860252582
event_15,-101.99091193585913
event_16,-264.9909119358591
event_17,-94.32424526919247
event_18,-281.3242452691924
event_19,-157.99091193585915
event_20,-153.3242452691925
event_21,-115.32424526919249
event_22,-360.65757860252575
event_23,-66.6575786025258
event_24,-78.32424526919245
event_25,-289.32424526919255
event_26,-222.32424526919243
event_27,-144.65757860252583
event_28,-125.99091193585913
event_29,-250.65757860252583
event_30,-118.6575786025258
event_31,-179.99091193585915
event_32,-217.65757860252583
event_33,-116.99091193585915
event_34,-206.99091193585915
event_35,-291.9909119358591
event_36,-202.32424526919246
event_37,-165.99091193585915
event_38,-82.65757860252579
event_39,-157.99091193585917
event_40,-88.99091193585915
event_41,-159.99091193585915
event_42,-123.99091193585913
event_43,-231.99091193585915
event_44,-258.32424526919243
event_45,-229.99091193585915
event_46,-144.65757860252583
event_47,-295.9909119358591
event_48,-214.3242452691925
event_49,-153.65757860252577
event_50,-125.99091193585915
event_51,-262.9909119358591
event_52,-53.32424526919247
event_53,-115.99091193585915
event_54,-282.65757860252575
event_55,-225.65757860252583
event_56,-191.99091193585912
event_57,-87.32424526919247
event_58,-105.32424526919249
event_59,-265.32424526919243
event_60,-87.32424526919246
event_61,-159.3242452691925
event_62,-219.99091193585912
event_63,-88.6575786025258
event_64,-238.65757860252577
event_65,-173.3242452691925
event_66,-251.32424526919246
event_67,-194.32424526919243
event_68,-273.65757860252575
event_69,-257.9909119358591
event_70,-221.99091193585917
event_71,-198.65757860252577
event_72,-93.99091193585912
event_73,-68.99091193585913
event_74,-175.6575786025258
event_75,-96.99091193585913
event_76,-287.3242452691924
event_77,-184.3242452691925
event_78,-110.65757860252582
event_79,-303.3242452691925
event_80,-125.99091193585915
event_81,-198.65757860252577
event_82,-224.99091193585915
event_83,-79.65757860252582
event_84,-111.32424526919249
event_85,-306.9909119358592
event_86,-139.99091193585915
event_87,-181.99091193585915
event_88,-154.99091193585915
event_89,-336.32424526919243
event_90,-224.32424526919243
event_91,-174.99091193585917
event_92,-217.99091193585917
event_93,-258.3242452691924
event_94,-277.6575786025258
event_95,-274.6575786025258
event_96,-227.99091193585915
event_97,-151.99091193585915
event_98,-90.65757860252579
event_99,-197.32424526919246
event_100,-221.32424526919246
event_101,-141.65757860252583
event_102,-122.65757860252582
event_103,-260.32424526919243
