,peak_X0,peak_Y0
event_0,104.0,-88.0
event_1,103.0,-36.00000000000001
event_2,104.0,-71.00000000000001
event_3,104.0,-59.00000000000001
event_4,103.0,-31.0
event_5,104.0,-87.00000000000001
event_6,103.0,-33.0
event_7,103.0,-42.0
event_8,103.0,-46.0
event_9,104.0,-38.0
event_10,104.0,-65.0
event_11,104.0,-108.0
event_12,104.0,-58.0
event_13,103.0,-27.0
event_14,104.0,-38.0
event_15,103.0,-30.0
event_16,104.0,-90.0
event_17,104.0,-28.0
event_18,104.0,-84.0
event_19,104.0,-50.0
event_20,104.0,-48.0
event_21,103.0,-36.00000000000001
event_22,105.0,-102.0
event_23,103.0,-20.0
event_24,103.0,-25.0
event_25,104.0,-93.0
event_26,104.0,-69.0
event_27,104.0,-40.0
event_28,103.0,-43.0
event_29,104.0,-76.0
event_30,103.0,-41.0
event_31,104.0,-61.0
event_32,104.0,-72.00000000000001
event_33,103.0,-35.0
event_34,103.0,-62.0
event_35,104.0,-94.0
event_36,104.0,-68.0
event_37,104.0,-56.0
event_38,103.0,-29.0
event_39,103.0,-55.0
event_40,103.0,-29.0
event_41,103.0,-52.00000000000001
event_42,104.0,-38.0
event_43,104.0,-71.00000000000001
event_44,104.0,-94.0
event_45,104.0,-67.0
event_46,103.0,-49.0
event_47,104.0,-103.0
event_48,104.0,-75.0
event_49,103.0,-46.0
event_50,103.0,-37.0
event_51,104.0,-91.0
event_52,103.0,-26.000000000000004
event_53,103.0,-37.0
event_54,104.0,-92.0
event_55,104.0,-72.00000000000001
event_56,104.0,-56.0
event_57,104.0,-32.0
event_58,103.0,-35.0
event_59,104.0,-92.0
event_60,103.0,-28.0
event_61,104.0,-49.0
event_62,104.0,-74.0
event_63,103.0,-28.0
event_64,104.0,-76.0
event_65,104.0,-55.0
event_66,104.0,-83.0
event_67,104.0,-61.0
event_68,104.0,-85.0
event_69,104.0,-90.0
event_70,104.0,-66.0
event_71,104.0,-56.0
event_72,103.0,-31.0
event_73,103.0,-31.0
event_74,104.0,-62.0
event_75,103.0,-30.0
event_76,104.0,-99.0
event_77,103.0,-58.0
event_78,103.0,-33.0
event_79,104.0,-106.0
event_80,103.0,-43.0
event_81,104.0,-62.0
event_82,104.0,-71.00000000000001
event_83,102.0,-21.0
event_84,103.0,-35.0
event_85,104.0,-96.0
event_86,104.0,-45.0
event_87,104.0,-61.0
event_88,104.0,-50.0
event_89,104.0,-112.0
event_90,103.0,-77.0
event_91,104.0,-62.0
event_92,104.0,-64.0
event_93,104.0,-76.0
event_94,104.0,-96.0
event_95,104.0,-88.0
event_96,104.0,-72.00000000000001
event_97,104.0,-52.00000000000001
event_98,102.0,-30.0
event_99,104.0,-69.0
event_100,104.0,-81.0
event_101,104.0,-53.0
event_102,103.0,-44.0
event_103,105.0,-79.0
event_104,103.0,-40.0
event_105,104.0,-87.00000000000001
event_106,103.0,-39.0
event_107,103.0,-49.0
event_108,104.0,-114.0
event_109,104.0,-45.0
event_110,104.0,-56.0
event_111,104.0,-71.00000000000001
event_112,104.0,-107.0
event_113,103.0,-29.0
event_114,103.0,-69.0
event_115,104.0,-78.0
event_116,103.0,-45.0
event_117,104.0,-83.0
event_118,104.0,-93.0
event_119,103.0,-29.0
event_120,104.0,-57.0
event_121,102.0,-23.0
event_122,104.0,-50.0
event_123,103.0,-31.0
event_124,103.0,-34.0
event_125,104.0,-68.0
event_126,104.0,-127.0
event_127,104.0,-68.0
event_128,104.0,-52.00000000000001
event_129,104.0,-84.0
event_130,103.0,-32.0
event_131,104.0,-100.0
event_132,104.0,-68.0
event_133,104.0,-31.0
event_134,104.0,-60.0
event_135,104.0,-54.0
event_136,104.0,-81.0
event_137,103.0,-29.0
event_138,104.0,-34.0
event_139,103.0,-42.0
event_140,104.0,-68.0
event_141,103.0,-47.0
event_142,103.0,-29.0
event_143,104.0,-78.0
event_144,104.0,-58.0
event_145,103.0,-50.0
event_146,104.0,-71.00000000000001
event_147,103.0,-37.0
event_148,104.0,-65.0
event_149,104.0,-60.0
event_150,104.0,-39.0
event_151,103.0,-49.0
event_152,104.0,-70.0
event_153,104.0,-78.0
event_154,103.0,-31.0
