,peak_X0,peak_Y0
event_0,103.0,19.200000000000003
event_1,103.0,28.0
event_2,104.0,23.200000000000003
event_3,105.0,121.6
event_4,104.0,74.4
event_5,104.0,113.6
event_6,103.0,20.0
event_7,105.0,141.6
event_9,104.0,75.2
event_10,103.0,20.800000000000004
event_11,104.0,44.8
event_13,104.0,59.2
event_14,104.0,101.6
event_16,103.0,33.6
event_17,104.0,123.2
event_18,104.0,74.4
event_19,104.0,104.0
event_20,105.0,50.4
event_21,104.0,48.8
event_23,104.0,72.8
event_24,104.0,40.0
event_26,104.0,24.800000000000004
event_27,104.0,102.4
event_28,104.0,68.0
event_29,103.0,27.200000000000003
event_30,105.0,136.8
event_31,104.0,102.4
event_33,104.0,141.6
event_34,105.0,141.6
event_35,104.0,53.6
event_36,104.0,38.400000000000006
event_37,104.0,66.4
event_38,105.0,137.6
event_40,104.0,101.6
event_41,103.0,19.200000000000003
event_42,104.0,139.20000000000002
event_44,104.0,141.6
event_45,104.0,73.6
event_46,105.0,92.8
event_47,104.0,57.60000000000001
event_48,104.0,75.2
event_49,105.0,136.8
event_50,104.0,123.2
event_51,104.0,112.8
event_52,104.0,41.60000000000001
event_54,104.0,57.60000000000001
event_55,104.0,58.4
event_56,104.0,61.6
event_57,104.0,121.6
event_58,104.0,65.60000000000001
event_59,103.0,36.8
event_60,104.0,56.8
event_61,103.0,26.4
event_62,104.0,117.6
event_63,104.0,141.6
event_64,103.0,24.0
event_65,104.0,48.0
event_66,105.0,68.8
event_67,104.0,141.6
event_68,105.0,124.0
event_69,103.0,22.4
event_71,104.0,60.00000000000001
event_72,104.0,64.0
event_73,104.0,86.4
event_74,104.0,52.00000000000001
event_75,104.0,96.8
event_77,104.0,84.0
event_78,104.0,48.8
event_79,105.0,131.20000000000002
event_80,104.0,73.6
event_81,104.0,88.00000000000001
event_82,104.0,65.60000000000001
event_83,102.0,17.6
event_85,105.0,92.0
event_86,104.0,76.80000000000001
event_88,103.0,23.200000000000003
event_89,104.0,57.60000000000001
event_91,104.0,48.8
event_92,104.0,141.6
event_93,104.0,80.80000000000001
event_94,104.0,78.39999999999999
event_95,104.0,86.4
event_96,104.0,96.8
event_97,104.0,112.0
event_98,104.0,59.2
event_99,105.0,75.2
event_100,104.0,64.0
event_101,104.0,92.0
event_102,104.0,60.00000000000001
event_103,104.0,48.8
event_105,104.0,88.8
event_106,104.0,54.400000000000006
event_107,104.0,108.8
event_108,104.0,141.6
event_109,104.0,130.4
event_112,104.0,86.4
event_113,104.0,141.6
event_114,104.0,65.60000000000001
event_115,104.0,84.0
event_117,104.0,141.6
event_118,103.0,30.4
event_119,103.0,54.400000000000006
event_120,104.0,35.2
event_122,104.0,40.0
event_123,104.0,75.2
event_125,103.0,21.6
event_126,105.0,73.6
event_127,104.0,56.0
event_128,104.0,70.4
event_129,104.0,80.80000000000001
event_130,104.0,84.8
event_132,104.0,63.2
event_133,104.0,64.0
event_134,103.0,29.6
event_135,103.0,21.6
event_136,103.0,30.4
event_138,104.0,50.4
event_139,104.0,141.6
event_141,104.0,76.80000000000001
event_142,105.0,49.60000000000001
event_143,103.0,20.800000000000004
event_144,104.0,123.2
event_145,104.0,98.4
event_146,104.0,95.2
event_147,104.0,92.8
event_149,104.0,56.0
event_150,105.0,59.2
event_151,103.0,26.4
event_153,105.0,81.60000000000001
event_154,105.0,61.6
event_155,104.0,92.0
event_156,104.0,94.4
event_157,104.0,21.6
event_158,103.0,24.0
event_159,105.0,128.0
event_160,103.0,40.0
event_161,105.0,140.8
event_163,104.0,46.400000000000006
event_164,104.0,37.6
event_165,104.0,97.6
event_166,103.0,40.0
event_167,105.0,141.6
event_168,104.0,55.2
event_169,104.0,65.60000000000001
event_171,103.0,29.6
event_172,105.0,139.20000000000002
event_173,104.0,62.400000000000006
event_174,104.0,86.4
event_176,104.0,80.0
event_177,103.0,26.4
event_178,103.0,21.6
event_179,104.0,55.2
event_180,104.0,141.6
event_181,104.0,96.0
event_182,105.0,94.4
event_183,104.0,84.8
event_184,104.0,56.8
event_185,104.0,132.8
event_187,104.0,112.0
event_188,103.0,34.4
event_189,104.0,127.2
event_190,105.0,106.4
event_191,104.0,116.8
event_192,104.0,43.2
event_193,104.0,129.6
event_194,104.0,48.0
event_195,104.0,112.8
event_196,104.0,71.2
event_197,103.0,25.6
event_198,104.0,83.20000000000002
event_199,104.0,60.8
event_200,104.0,56.0
event_201,104.0,32.800000000000004
event_202,104.0,30.4
event_204,104.0,28.0
event_205,103.0,29.6
event_206,104.0,141.6
event_207,104.0,64.0
event_208,104.0,89.6
event_209,104.0,122.4
event_211,104.0,29.6
event_212,104.0,44.00000000000001
event_213,104.0,71.2
event_214,104.0,78.39999999999999
event_215,104.0,90.4
event_216,104.0,72.8
event_217,104.0,103.2
event_218,103.0,33.6
event_219,105.0,128.0
event_220,104.0,46.400000000000006
event_221,105.0,101.6
event_222,104.0,64.0
event_224,104.0,62.400000000000006
event_225,104.0,62.400000000000006
event_226,104.0,86.4
event_227,104.0,94.4
event_228,104.0,112.0
event_229,104.0,88.8
event_230,104.0,80.80000000000001
event_231,104.0,141.6
event_232,105.0,71.2
event_234,103.0,33.6
event_235,104.0,44.00000000000001
event_236,104.0,48.8
event_238,104.0,112.0
event_239,103.0,24.0
event_241,103.0,26.4
event_242,104.0,100.0
event_243,104.0,40.8
event_244,105.0,82.4
event_245,104.0,141.6
event_246,105.0,92.0
event_247,104.0,36.00000000000001
event_248,104.0,112.8
event_250,105.0,141.6
event_251,104.0,63.2
event_252,104.0,121.6
event_253,105.0,141.6
event_256,105.0,76.80000000000001
event_257,104.0,96.8
event_258,104.0,117.6
event_259,103.0,22.4
event_261,104.0,84.8
event_262,105.0,108.8
event_263,103.0,24.800000000000004
event_264,104.0,59.2
event_265,104.0,42.4
event_266,104.0,141.6
event_267,104.0,85.60000000000001
event_268,104.0,141.6
event_270,103.0,31.200000000000003
event_271,105.0,141.6
event_272,104.0,48.0
event_274,104.0,38.400000000000006
event_275,103.0,20.0
event_276,103.0,24.800000000000004
event_277,103.0,42.4
event_279,104.0,72.00000000000001
event_280,104.0,141.6
event_281,104.0,68.8
event_282,104.0,141.6
event_283,105.0,74.4
event_284,103.0,27.200000000000003
event_285,103.0,21.6
event_286,103.0,37.6
event_287,104.0,141.6
event_288,104.0,58.4
event_289,104.0,79.2
event_290,104.0,46.400000000000006
event_291,104.0,124.8
event_292,103.0,25.6
event_293,104.0,88.8
event_294,104.0,35.2
event_296,104.0,80.0
event_297,105.0,80.0
event_298,103.0,19.200000000000003
event_299,104.0,106.4
event_301,105.0,113.6
event_302,104.0,126.4
event_303,104.0,56.0
event_304,103.0,48.8
event_305,103.0,23.200000000000003
event_306,104.0,41.60000000000001
event_307,104.0,57.60000000000001
event_309,104.0,67.2
event_310,104.0,112.0
event_311,103.0,20.800000000000004
event_312,104.0,28.800000000000004
