,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99,event_100,event_101
10,-127.19999999999996,-64.8,-64.8,-99.6,-36.0,-115.2,-78.0,-61.2,-98.4,-114.0,-156.0,-41.99999999999999,-123.6,-148.79999999999998,-111.6,-45.6,-92.4,-104.4,-112.79999999999998,-110.39999999999998,-144.0,-74.39999999999999,-94.8,-76.8,-91.2,-68.39999999999999,-105.59999999999998,-72.0,-98.4,-34.8,-97.2,-69.6,-115.2,-40.8,-147.6,-32.4,-24.0,-79.19999999999999,-37.2,-109.2,-108.0,-27.599999999999994,-27.599999999999994,-108.0,-153.6,-32.4,-72.0,-133.2,-79.19999999999999,-91.2,-39.6,-109.2,-61.2,-33.6,-56.39999999999999,-120.0,-57.6,-79.19999999999999,-73.19999999999999,-117.6,-99.6,-33.6,-28.8,-75.59999999999998,-97.2,-70.79999999999998,-128.39999999999998,-166.79999999999998,-108.0,-98.4,-188.4,-25.2,-78.0,-121.2,-142.79999999999998,-124.8,-105.59999999999998,-58.8,-85.2,-103.2,-39.6,-85.2,-70.79999999999998,-104.4,-148.79999999999998,-80.4,-91.2,-58.8,-26.399999999999995,-21.6,-61.2,-94.8,-128.39999999999998,-126.0,-81.6,-53.99999999999999,-46.8,-67.2,-30.0,-103.2,-171.59999999999997,-65.99999999999999
11,-79.19999999999999,-61.2,-47.99999999999999,-51.6,-18.0,-65.99999999999999,-39.6,-40.8,-56.39999999999999,-105.59999999999998,-79.19999999999999,-25.2,-90.0,-124.8,-93.6,-27.599999999999994,-69.6,-100.79999999999998,-92.4,-63.59999999999999,-130.8,-69.6,-70.79999999999998,-69.6,-56.39999999999999,-34.8,-78.0,-40.8,-53.99999999999999,-33.6,-52.79999999999999,-50.39999999999999,-79.19999999999999,-16.8,-97.2,-26.399999999999995,-22.8,-76.8,-25.2,-69.6,-53.99999999999999,-15.6,-15.6,-76.8,-99.6,-16.8,-61.2,-74.39999999999999,-39.6,-51.6,-14.4,-56.39999999999999,-50.39999999999999,-21.6,-38.4,-79.19999999999999,-51.6,-61.2,-37.2,-97.2,-79.19999999999999,-21.6,-24.0,-68.39999999999999,-57.6,-46.8,-105.59999999999998,-120.0,-57.6,-60.0,-140.4,-14.4,-36.0,-79.19999999999999,-80.4,-68.39999999999999,-52.79999999999999,-52.79999999999999,-63.59999999999999,-67.2,-36.0,-62.4,-55.19999999999999,-72.0,-127.19999999999996,-69.6,-62.4,-45.6,-22.8,-14.4,-39.6,-61.2,-74.39999999999999,-91.2,-67.2,-47.99999999999999,-43.2,-57.6,-20.4,-86.39999999999999,-94.8,-57.6
12,-27.599999999999994,-36.0,-22.8,-20.4,-10.8,-27.599999999999994,-15.6,-15.6,-21.6,-46.8,-26.399999999999995,-8.4,-32.4,-52.79999999999999,-45.6,-8.4,-36.0,-47.99999999999999,-41.99999999999999,-22.8,-58.8,-28.8,-31.2,-33.6,-26.399999999999995,-9.6,-38.4,-18.0,-19.2,-19.2,-15.6,-18.0,-28.8,-8.4,-43.2,-7.2,-13.199999999999998,-39.6,-10.8,-20.4,-16.8,-8.4,-5.999999999999999,-33.6,-39.6,-3.6,-26.399999999999995,-25.2,-11.999999999999998,-20.4,-4.8,-15.6,-20.4,-8.4,-16.8,-31.2,-27.599999999999994,-30.0,-11.999999999999998,-41.99999999999999,-32.4,-5.999999999999999,-10.8,-30.0,-22.8,-24.0,-53.99999999999999,-45.6,-21.6,-26.399999999999995,-52.79999999999999,-5.999999999999999,-13.199999999999998,-27.599999999999994,-26.399999999999995,-21.6,-18.0,-22.8,-25.2,-31.2,-15.6,-26.399999999999995,-25.2,-30.0,-60.0,-31.2,-20.4,-22.8,-7.2,-4.8,-16.8,-30.0,-24.0,-43.2,-31.2,-24.0,-24.0,-28.8,-7.2,-38.4,-33.6,-30.0
13,-9.6,-14.4,-5.999999999999999,-9.6,-4.8,-11.999999999999998,-4.8,-7.2,-9.6,-22.8,-11.999999999999998,-4.8,-9.6,-18.0,-14.4,-4.8,-13.199999999999998,-20.4,-15.6,-8.4,-20.4,-7.2,-10.8,-13.199999999999998,-9.6,-5.999999999999999,-18.0,-9.6,-9.6,-5.999999999999999,-8.4,-7.2,-8.4,-2.4,-16.8,-3.6,-4.8,-19.2,-2.4,-8.4,-3.6,-3.6,-3.6,-10.8,-15.6,-4.8,-9.6,-8.4,-8.4,-8.4,-3.6,-5.999999999999999,-8.4,-5.999999999999999,-2.4,-11.999999999999998,-8.4,-13.199999999999998,-5.999999999999999,-11.999999999999998,-14.4,-2.4,-4.8,-10.8,-11.999999999999998,-9.6,-24.0,-19.2,-9.6,-14.4,-18.0,-4.8,-8.4,-10.8,-9.6,-8.4,-10.8,-7.2,-14.4,-9.6,-3.6,-14.4,-11.999999999999998,-11.999999999999998,-19.2,-10.8,-7.2,-9.6,0.0,-4.8,-10.8,-11.999999999999998,-8.4,-18.0,-10.8,-5.999999999999999,-10.8,-13.199999999999998,-3.6,-10.8,-16.8,-15.6
14,-2.4,-8.4,-1.2,-5.999999999999999,0.0,-2.4,-1.2,-2.4,-7.2,-11.999999999999998,-5.999999999999999,-2.4,-3.6,-11.999999999999998,-9.6,0.0,-7.2,-10.8,-8.4,-2.4,-15.6,-4.8,-9.6,-4.8,-3.6,-3.6,-10.8,-3.6,-1.2,-2.4,-2.4,-4.8,-7.2,2.4,-7.2,2.4,0.0,-9.6,1.2,-5.999999999999999,-4.8,-1.2,-2.4,-4.8,-9.6,-1.2,-1.2,-3.6,0.0,-3.6,-1.2,0.0,-4.8,-2.4,-1.2,-4.8,-5.999999999999999,-4.8,-2.4,-7.2,-7.2,-4.8,-1.2,-3.6,-5.999999999999999,-3.6,-11.999999999999998,-10.8,-2.4,-1.2,-10.8,3.6,-1.2,-4.8,-3.6,-3.6,-5.999999999999999,-3.6,-8.4,-7.2,-2.4,-7.2,-5.999999999999999,-3.6,-9.6,-3.6,-2.4,-2.4,-3.6,0.0,-4.8,-3.6,-5.999999999999999,-5.999999999999999,-2.4,-5.999999999999999,-4.8,-7.2,1.2,-7.2,-8.4,-5.999999999999999
15,-3.6,1.2,-1.2,-3.6,2.4,-1.2,-1.2,0.0,-2.4,-4.8,-1.2,2.4,1.2,0.0,-5.999999999999999,1.2,1.2,0.0,-1.2,1.2,-4.8,-1.2,-1.2,0.0,-1.2,-1.2,-1.2,-1.2,0.0,1.2,0.0,2.4,-1.2,3.6,-3.6,1.2,2.4,0.0,2.4,-3.6,0.0,3.6,0.0,0.0,-5.999999999999999,1.2,0.0,-1.2,0.0,0.0,1.2,1.2,0.0,1.2,0.0,0.0,-2.4,2.4,1.2,-1.2,1.2,2.4,1.2,0.0,-2.4,1.2,-2.4,-3.6,-2.4,-1.2,-1.2,1.2,1.2,-2.4,0.0,1.2,0.0,-2.4,-1.2,-3.6,-1.2,-3.6,0.0,-3.6,-3.6,-2.4,-1.2,-1.2,1.2,1.2,0.0,-1.2,-1.2,2.4,0.0,-3.6,0.0,-1.2,1.2,0.0,-3.6,-2.4
16,-4.8,-2.4,1.2,-4.8,-1.2,-3.6,-2.4,-1.2,-2.4,1.2,-3.6,-1.2,0.0,-3.6,1.2,2.4,0.0,1.2,-2.4,0.0,1.2,1.2,0.0,0.0,-2.4,-1.2,-3.6,-2.4,-3.6,-1.2,-1.2,1.2,1.2,-1.2,-2.4,2.4,1.2,1.2,1.2,-3.6,-2.4,0.0,1.2,-3.6,-3.6,0.0,1.2,-3.6,0.0,-5.999999999999999,-1.2,-3.6,-2.4,-1.2,1.2,-1.2,0.0,-1.2,-2.4,-1.2,1.2,1.2,1.2,0.0,-3.6,0.0,-2.4,-2.4,-5.999999999999999,-2.4,-1.2,-1.2,-4.8,-4.8,-3.6,-2.4,-3.6,0.0,-2.4,-1.2,3.6,-2.4,-1.2,0.0,-3.6,3.6,-2.4,1.2,-2.4,2.4,-1.2,-3.6,-3.6,-3.6,-1.2,1.2,1.2,-2.4,0.0,-1.2,-5.999999999999999,0.0
17,-3.6,-3.6,-5.999999999999999,-5.999999999999999,-3.6,-4.8,-2.4,-3.6,-5.999999999999999,-7.2,-7.2,0.0,-3.6,-5.999999999999999,-3.6,-2.4,-5.999999999999999,-5.999999999999999,-5.999999999999999,-7.2,-4.8,-3.6,-4.8,-2.4,-2.4,-1.2,-5.999999999999999,-3.6,-3.6,-2.4,-4.8,-3.6,-3.6,-2.4,-8.4,-1.2,-1.2,-4.8,-1.2,-3.6,-4.8,1.2,0.0,-5.999999999999999,-8.4,-2.4,-2.4,-7.2,-4.8,-5.999999999999999,-3.6,-4.8,-3.6,-1.2,1.2,-4.8,-1.2,-2.4,-5.999999999999999,-4.8,-2.4,-1.2,-1.2,-1.2,-7.2,-4.8,-7.2,-8.4,-5.999999999999999,-4.8,-7.2,1.2,-3.6,-2.4,-8.4,-7.2,-7.2,-1.2,-2.4,-4.8,0.0,-3.6,-1.2,-4.8,-7.2,0.0,-1.2,-1.2,-1.2,1.2,-4.8,-5.999999999999999,-8.4,-8.4,-2.4,-2.4,-1.2,-3.6,-1.2,-4.8,-8.4,-2.4
18,-5.999999999999999,-2.4,0.0,-1.2,-1.2,-1.2,1.2,-1.2,-3.6,-8.4,-4.8,0.0,-3.6,-5.999999999999999,-4.8,0.0,-7.2,-5.999999999999999,-2.4,-5.999999999999999,-7.2,-3.6,-3.6,-3.6,-4.8,0.0,-1.2,-2.4,-5.999999999999999,-2.4,0.0,-2.4,-4.8,0.0,-5.999999999999999,0.0,2.4,-4.8,-1.2,-4.8,-1.2,0.0,-2.4,-1.2,-4.8,1.2,-1.2,-2.4,-4.8,-2.4,0.0,-2.4,-4.8,-1.2,1.2,-5.999999999999999,-1.2,-2.4,-3.6,-4.8,-7.2,0.0,0.0,-4.8,0.0,-1.2,-5.999999999999999,-5.999999999999999,-2.4,-4.8,-8.4,1.2,-2.4,-4.8,-4.8,-3.6,-3.6,-1.2,-4.8,-3.6,0.0,0.0,-1.2,-4.8,-8.4,-3.6,-2.4,-2.4,0.0,2.4,-2.4,-7.2,-2.4,-5.999999999999999,-1.2,-2.4,-3.6,-1.2,-1.2,-4.8,-4.8,-1.2
19,-2.4,-1.2,-1.2,-4.8,-1.2,-3.6,-3.6,-3.6,0.0,-1.2,-2.4,1.2,-2.4,-4.8,-3.6,-2.4,-2.4,0.0,-4.8,-3.6,-1.2,-1.2,1.2,1.2,-3.6,-1.2,-1.2,-3.6,-2.4,0.0,-4.8,-1.2,-2.4,0.0,-4.8,-1.2,2.4,-3.6,1.2,-2.4,0.0,0.0,1.2,0.0,-1.2,0.0,-2.4,-3.6,-3.6,-3.6,3.6,-3.6,1.2,0.0,-2.4,-2.4,-1.2,-7.2,-3.6,0.0,-4.8,3.6,-1.2,-1.2,-2.4,-2.4,0.0,-4.8,-3.6,0.0,-7.2,-1.2,-1.2,-4.8,-2.4,-1.2,-4.8,-1.2,-1.2,-3.6,0.0,-2.4,0.0,-2.4,-4.8,-1.2,0.0,-3.6,2.4,1.2,0.0,-7.2,-3.6,-2.4,0.0,-1.2,2.4,-2.4,0.0,1.2,-4.8,-1.2
20,-2.4,-1.2,-2.4,-2.4,2.4,1.2,0.0,-2.4,-3.6,-2.4,-3.6,2.4,-2.4,-1.2,-2.4,2.4,-1.2,-4.8,-2.4,-2.4,-4.8,-1.2,-2.4,0.0,-2.4,-2.4,-2.4,1.2,0.0,0.0,0.0,-1.2,0.0,1.2,-5.999999999999999,-1.2,0.0,-5.999999999999999,-1.2,1.2,-3.6,1.2,1.2,-2.4,-4.8,3.6,-3.6,-1.2,-2.4,-1.2,3.6,-1.2,-2.4,1.2,1.2,-3.6,-1.2,-2.4,0.0,-5.999999999999999,-1.2,2.4,1.2,-2.4,-1.2,0.0,2.4,-4.8,1.2,-1.2,-4.8,-1.2,0.0,-2.4,0.0,1.2,-1.2,0.0,-1.2,-2.4,1.2,-3.6,-2.4,-2.4,-4.8,0.0,0.0,-2.4,1.2,1.2,0.0,0.0,-3.6,-4.8,-1.2,0.0,-1.2,-1.2,-2.4,-1.2,-1.2,0.0
21,3.6,0.0,1.2,2.4,2.4,2.4,0.0,2.4,2.4,1.2,1.2,2.4,-1.2,0.0,-1.2,0.0,1.2,-1.2,1.2,4.8,-1.2,-1.2,0.0,0.0,2.4,3.6,1.2,3.6,2.4,0.0,1.2,2.4,1.2,2.4,1.2,1.2,0.0,1.2,1.2,2.4,3.6,0.0,1.2,2.4,0.0,3.6,-1.2,3.6,2.4,2.4,1.2,3.6,1.2,1.2,1.2,0.0,1.2,0.0,1.2,0.0,-2.4,4.8,0.0,-1.2,-1.2,2.4,1.2,-1.2,1.2,3.6,0.0,2.4,1.2,0.0,3.6,0.0,4.8,-1.2,-1.2,0.0,3.6,3.6,-1.2,1.2,-1.2,2.4,0.0,0.0,1.2,0.0,2.4,3.6,3.6,0.0,0.0,1.2,0.0,-1.2,1.2,2.4,5.999999999999999,-1.2
22,4.8,1.2,0.0,-1.2,1.2,0.0,-1.2,3.6,1.2,5.999999999999999,-2.4,2.4,1.2,1.2,0.0,1.2,2.4,3.6,3.6,3.6,0.0,3.6,1.2,3.6,1.2,0.0,3.6,5.999999999999999,0.0,2.4,1.2,1.2,4.8,2.4,1.2,1.2,3.6,1.2,1.2,1.2,2.4,2.4,0.0,3.6,3.6,2.4,4.8,2.4,2.4,3.6,-1.2,3.6,1.2,2.4,2.4,1.2,0.0,1.2,0.0,2.4,-1.2,1.2,1.2,1.2,0.0,0.0,3.6,1.2,0.0,1.2,0.0,2.4,0.0,2.4,1.2,-1.2,-1.2,-1.2,-1.2,1.2,1.2,2.4,-1.2,2.4,3.6,3.6,-1.2,3.6,1.2,2.4,2.4,2.4,1.2,3.6,1.2,0.0,1.2,2.4,2.4,3.6,3.6,2.4
23,1.2,1.2,2.4,1.2,1.2,1.2,-2.4,0.0,4.8,1.2,-1.2,3.6,0.0,1.2,0.0,1.2,0.0,1.2,-3.6,-1.2,0.0,1.2,1.2,-1.2,0.0,0.0,-1.2,0.0,0.0,1.2,-1.2,0.0,2.4,1.2,2.4,0.0,4.8,1.2,-1.2,1.2,1.2,-1.2,0.0,0.0,-2.4,2.4,1.2,0.0,1.2,-1.2,2.4,1.2,2.4,-1.2,0.0,1.2,1.2,1.2,2.4,0.0,0.0,1.2,0.0,1.2,-1.2,1.2,2.4,-3.6,0.0,2.4,-1.2,1.2,-1.2,2.4,0.0,0.0,0.0,0.0,1.2,1.2,3.6,0.0,-1.2,0.0,-2.4,1.2,-1.2,0.0,2.4,2.4,0.0,1.2,0.0,1.2,3.6,2.4,1.2,0.0,2.4,-1.2,0.0,1.2
24,1.2,4.8,1.2,3.6,2.4,-1.2,0.0,-1.2,0.0,2.4,0.0,-1.2,-1.2,1.2,0.0,1.2,3.6,1.2,-1.2,1.2,0.0,1.2,1.2,-1.2,1.2,2.4,1.2,1.2,1.2,3.6,2.4,0.0,1.2,3.6,-2.4,2.4,2.4,0.0,3.6,3.6,3.6,1.2,2.4,0.0,2.4,1.2,2.4,2.4,3.6,1.2,0.0,1.2,2.4,0.0,0.0,2.4,1.2,0.0,0.0,-1.2,1.2,-1.2,2.4,3.6,1.2,4.8,2.4,0.0,0.0,0.0,0.0,2.4,1.2,-1.2,1.2,1.2,1.2,1.2,1.2,0.0,1.2,1.2,3.6,2.4,-1.2,2.4,3.6,0.0,1.2,2.4,1.2,3.6,1.2,0.0,3.6,-1.2,3.6,-1.2,3.6,0.0,0.0,1.2
