,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19
551,52.0,51.0,52.0,52.0,53.0,52.0,52.0,54.0,49.0,50.0,55.0,52.0,51.0,51.0,53.0,52.0,52.0,51.0,53.0,52.0
552,53.0,51.0,51.0,54.0,51.0,53.0,54.0,53.0,52.0,50.0,54.0,51.0,52.0,52.0,52.0,54.0,51.0,52.0,55.0,55.0
553,50.0,52.0,54.0,52.0,52.0,52.0,53.0,51.0,49.0,53.0,53.0,53.0,53.0,52.0,51.0,52.0,52.0,52.0,53.0,50.0
554,53.0,51.0,54.0,52.0,51.0,52.0,54.0,53.0,51.0,53.0,54.0,53.0,51.0,52.0,52.0,54.0,51.0,52.0,53.0,51.0
555,52.0,53.0,53.0,52.0,54.0,55.0,54.0,52.0,52.0,53.0,54.0,52.0,51.0,52.0,53.0,51.0,53.0,54.0,55.0,52.0
556,52.0,50.0,50.0,54.0,53.0,53.0,53.0,50.0,49.0,51.0,53.0,52.0,52.0,52.0,54.0,53.0,52.0,52.0,53.0,53.0
557,53.0,52.0,52.0,52.0,52.0,52.0,51.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,54.0,54.0,49.0,54.0,53.0,51.0
558,52.0,52.0,53.0,50.0,52.0,52.0,53.0,53.0,53.0,52.0,50.0,52.0,53.0,51.0,51.0,53.0,51.0,51.0,53.0,51.0
559,51.0,52.0,54.0,55.0,53.0,54.0,53.0,51.0,53.0,52.0,51.0,50.0,53.0,51.0,49.0,53.0,53.0,50.0,52.0,53.0
560,52.0,51.0,52.0,55.0,53.0,52.0,54.0,51.0,53.0,51.0,52.0,52.0,54.0,54.0,51.0,53.0,50.0,54.0,53.0,52.0
561,51.0,54.0,51.0,52.0,54.0,51.0,53.0,53.0,53.0,52.0,53.0,51.0,52.0,53.0,53.0,53.0,50.0,53.0,55.0,51.0
562,53.0,52.0,52.0,52.0,52.0,54.0,54.0,54.0,54.0,52.0,55.0,53.0,52.0,51.0,52.0,52.0,53.0,52.0,53.0,54.0
563,52.0,55.0,54.0,53.0,53.0,53.0,52.0,53.0,52.0,53.0,52.0,53.0,51.0,52.0,53.0,53.0,52.0,52.0,51.0,51.0
564,52.0,51.0,52.0,51.0,53.0,54.0,54.0,52.0,53.0,53.0,52.0,49.0,53.0,53.0,54.0,54.0,51.0,51.0,53.0,52.0
565,53.0,52.0,50.0,54.0,53.0,54.0,53.0,53.0,53.0,52.0,53.0,51.0,53.0,52.0,54.0,52.0,52.0,51.0,54.0,52.0
566,52.0,52.0,51.0,53.0,54.0,54.0,51.0,51.0,52.0,52.0,54.0,52.0,51.0,50.0,51.0,53.0,53.0,51.0,54.0,53.0
567,51.0,51.0,54.0,50.0,54.0,54.0,52.0,51.0,52.0,52.0,54.0,50.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0
568,53.0,52.0,55.0,55.0,51.0,54.0,55.0,54.0,53.0,51.0,52.0,54.0,51.0,52.0,51.0,51.0,51.0,51.0,52.0,53.0
569,52.0,52.0,52.0,55.0,53.0,51.0,54.0,53.0,51.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0,52.0,50.0,52.0,53.0
570,53.0,51.0,50.0,51.0,54.0,50.0,53.0,52.0,52.0,51.0,52.0,54.0,50.0,54.0,50.0,52.0,49.0,52.0,52.0,51.0
571,50.0,53.0,55.0,54.0,52.0,52.0,51.0,52.0,53.0,53.0,52.0,52.0,51.0,53.0,53.0,51.0,52.0,51.0,53.0,52.0
572,50.0,53.0,52.0,53.0,50.0,53.0,53.0,49.0,54.0,52.0,54.0,52.0,53.0,53.0,52.0,53.0,53.0,49.0,52.0,52.0
573,52.0,50.0,50.0,53.0,50.0,53.0,51.0,53.0,54.0,52.0,52.0,51.0,51.0,54.0,52.0,52.0,52.0,54.0,53.0,52.0
574,52.0,50.0,50.0,53.0,54.0,51.0,53.0,53.0,52.0,53.0,52.0,52.0,50.0,52.0,52.0,53.0,53.0,53.0,54.0,52.0
575,52.0,49.0,54.0,51.0,52.0,53.0,52.0,53.0,53.0,52.0,53.0,53.0,52.0,52.0,52.0,54.0,51.0,53.0,52.0,52.0
576,51.0,53.0,51.0,53.0,52.0,53.0,52.0,54.0,54.0,53.0,53.0,50.0,54.0,52.0,53.0,52.0,50.0,54.0,52.0,54.0
577,49.0,52.0,51.0,53.0,53.0,54.0,53.0,53.0,51.0,52.0,54.0,51.0,54.0,53.0,52.0,52.0,52.0,51.0,53.0,53.0
578,54.0,52.0,52.0,52.0,53.0,55.0,53.0,54.0,52.0,52.0,53.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0
579,52.0,53.0,53.0,54.0,54.0,51.0,52.0,54.0,54.0,52.0,54.0,51.0,53.0,51.0,53.0,53.0,51.0,53.0,54.0,53.0
580,51.0,48.0,52.0,52.0,53.0,54.0,54.0,52.0,51.0,51.0,53.0,52.0,51.0,53.0,53.0,52.0,53.0,52.0,53.0,53.0
581,52.0,54.0,53.0,52.0,53.0,55.0,52.0,53.0,54.0,51.0,54.0,53.0,51.0,53.0,54.0,52.0,53.0,54.0,53.0,52.0
582,50.0,52.0,53.0,53.0,51.0,52.0,53.0,51.0,53.0,53.0,52.0,52.0,51.0,53.0,51.0,50.0,52.0,53.0,52.0,53.0
583,51.0,50.0,50.0,53.0,52.0,52.0,53.0,52.0,51.0,53.0,53.0,50.0,52.0,54.0,51.0,52.0,51.0,53.0,51.0,54.0
584,52.0,52.0,54.0,52.0,52.0,54.0,53.0,54.0,54.0,51.0,52.0,52.0,54.0,52.0,53.0,52.0,52.0,54.0,55.0,51.0
585,54.0,50.0,53.0,51.0,53.0,53.0,52.0,51.0,54.0,54.0,52.0,53.0,53.0,55.0,52.0,53.0,52.0,52.0,53.0,51.0
586,52.0,53.0,52.0,52.0,53.0,52.0,52.0,51.0,53.0,53.0,52.0,50.0,53.0,52.0,54.0,52.0,50.0,53.0,52.0,53.0
587,53.0,53.0,53.0,54.0,53.0,50.0,54.0,51.0,54.0,52.0,52.0,52.0,54.0,51.0,53.0,52.0,52.0,54.0,53.0,53.0
588,52.0,54.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,55.0,52.0,53.0,52.0,52.0,52.0,51.0,52.0,53.0,53.0,52.0
589,51.0,53.0,52.0,51.0,53.0,52.0,54.0,53.0,54.0,52.0,52.0,53.0,54.0,52.0,51.0,51.0,52.0,54.0,53.0,51.0
590,52.0,51.0,54.0,54.0,54.0,52.0,53.0,52.0,54.0,54.0,52.0,54.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,51.0
591,52.0,52.0,51.0,52.0,54.0,52.0,53.0,51.0,51.0,55.0,53.0,51.0,52.0,52.0,52.0,51.0,52.0,53.0,54.0,53.0
592,51.0,50.0,53.0,54.0,53.0,52.0,54.0,50.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0
593,51.0,51.0,52.0,53.0,52.0,52.0,54.0,51.0,50.0,52.0,53.0,52.0,52.0,53.0,54.0,53.0,51.0,53.0,53.0,51.0
594,52.0,52.0,52.0,54.0,53.0,52.0,54.0,51.0,53.0,51.0,51.0,51.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,54.0
595,50.0,53.0,52.0,53.0,53.0,54.0,53.0,53.0,52.0,53.0,53.0,52.0,52.0,53.0,53.0,50.0,51.0,52.0,51.0,54.0
596,51.0,52.0,53.0,53.0,53.0,53.0,52.0,55.0,51.0,53.0,53.0,53.0,52.0,53.0,52.0,54.0,52.0,52.0,53.0,51.0
597,52.0,52.0,53.0,53.0,51.0,55.0,53.0,52.0,54.0,51.0,51.0,51.0,53.0,52.0,51.0,54.0,49.0,51.0,54.0,52.0
598,53.0,53.0,53.0,53.0,52.0,54.0,53.0,51.0,52.0,52.0,52.0,52.0,53.0,52.0,51.0,53.0,50.0,52.0,53.0,54.0
599,53.0,52.0,54.0,53.0,55.0,52.0,52.0,51.0,52.0,54.0,54.0,52.0,50.0,53.0,53.0,54.0,51.0,54.0,54.0,53.0
600,54.0,51.0,52.0,51.0,52.0,53.0,54.0,52.0,52.0,54.0,53.0,53.0,51.0,53.0,52.0,52.0,52.0,51.0,52.0,53.0
601,52.0,54.0,52.0,51.0,52.0,53.0,52.0,51.0,50.0,53.0,53.0,51.0,53.0,54.0,53.0,55.0,52.0,50.0,53.0,53.0
602,53.0,52.0,55.0,52.0,54.0,53.0,52.0,52.0,53.0,51.0,52.0,52.0,54.0,53.0,52.0,52.0,52.0,52.0,54.0,53.0
603,53.0,51.0,53.0,51.0,54.0,53.0,52.0,54.0,53.0,53.0,53.0,53.0,54.0,51.0,54.0,51.0,54.0,53.0,52.0,53.0
604,52.0,52.0,51.0,50.0,53.0,53.0,52.0,53.0,51.0,54.0,53.0,52.0,52.0,52.0,54.0,52.0,52.0,53.0,53.0,53.0
605,52.0,50.0,55.0,50.0,53.0,52.0,52.0,52.0,53.0,54.0,53.0,54.0,51.0,52.0,53.0,49.0,51.0,53.0,52.0,53.0
606,53.0,51.0,52.0,51.0,53.0,53.0,53.0,54.0,53.0,51.0,54.0,52.0,50.0,52.0,54.0,52.0,51.0,53.0,53.0,50.0
607,50.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0,51.0,51.0,50.0,51.0,54.0,52.0,53.0,52.0,53.0,53.0,52.0,50.0
608,53.0,52.0,53.0,53.0,52.0,52.0,51.0,52.0,51.0,52.0,53.0,53.0,51.0,52.0,53.0,51.0,52.0,53.0,50.0,53.0
609,51.0,52.0,54.0,52.0,53.0,50.0,53.0,53.0,54.0,53.0,53.0,52.0,51.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0
610,52.0,51.0,53.0,52.0,55.0,53.0,55.0,55.0,54.0,54.0,53.0,53.0,53.0,53.0,54.0,51.0,52.0,54.0,52.0,53.0
611,54.0,52.0,53.0,51.0,55.0,51.0,52.0,53.0,52.0,51.0,53.0,52.0,50.0,52.0,51.0,52.0,53.0,51.0,52.0,53.0
612,51.0,52.0,53.0,52.0,53.0,53.0,52.0,51.0,54.0,52.0,53.0,52.0,52.0,52.0,51.0,53.0,51.0,53.0,54.0,53.0
613,52.0,51.0,51.0,50.0,53.0,52.0,53.0,52.0,54.0,52.0,54.0,51.0,52.0,53.0,53.0,53.0,51.0,54.0,53.0,51.0
614,53.0,52.0,52.0,52.0,54.0,52.0,54.0,51.0,54.0,52.0,53.0,51.0,53.0,53.0,52.0,55.0,50.0,54.0,55.0,54.0
615,53.0,51.0,50.0,52.0,53.0,54.0,51.0,51.0,56.0,52.0,53.0,53.0,52.0,51.0,55.0,51.0,53.0,53.0,53.0,51.0
616,51.0,51.0,53.0,52.0,52.0,52.0,54.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0
617,52.0,52.0,52.0,53.0,53.0,52.0,53.0,52.0,52.0,53.0,51.0,53.0,54.0,53.0,51.0,52.0,53.0,50.0,53.0,50.0
618,52.0,52.0,50.0,51.0,51.0,55.0,51.0,52.0,54.0,52.0,53.0,53.0,52.0,53.0,52.0,51.0,52.0,52.0,53.0,52.0
619,50.0,50.0,53.0,52.0,51.0,51.0,53.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,52.0,54.0,54.0,51.0
620,50.0,51.0,54.0,52.0,53.0,52.0,54.0,53.0,53.0,53.0,50.0,52.0,53.0,51.0,53.0,51.0,51.0,52.0,51.0,52.0
621,52.0,52.0,52.0,52.0,54.0,56.0,53.0,53.0,53.0,54.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,51.0,53.0,53.0
622,52.0,51.0,54.0,54.0,53.0,51.0,53.0,52.0,53.0,53.0,51.0,50.0,54.0,52.0,52.0,53.0,52.0,50.0,51.0,53.0
623,54.0,51.0,51.0,51.0,53.0,52.0,54.0,54.0,52.0,51.0,51.0,51.0,53.0,53.0,52.0,52.0,51.0,54.0,54.0,52.0
624,53.0,52.0,53.0,53.0,54.0,51.0,53.0,54.0,53.0,52.0,53.0,52.0,52.0,55.0,53.0,52.0,50.0,52.0,53.0,53.0
625,52.0,52.0,55.0,51.0,52.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,50.0,53.0,51.0,53.0,53.0,54.0,53.0
626,54.0,51.0,52.0,52.0,54.0,54.0,50.0,54.0,52.0,53.0,53.0,51.0,53.0,54.0,51.0,54.0,53.0,54.0,52.0,53.0
627,54.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0,52.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,54.0,53.0,52.0,53.0
628,51.0,54.0,53.0,52.0,53.0,52.0,51.0,53.0,50.0,52.0,51.0,53.0,52.0,52.0,52.0,53.0,53.0,54.0,55.0,53.0
629,49.0,52.0,55.0,54.0,54.0,52.0,52.0,52.0,53.0,52.0,53.0,51.0,52.0,53.0,51.0,52.0,52.0,53.0,51.0,53.0
630,53.0,51.0,54.0,53.0,53.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,54.0,52.0,51.0,51.0,51.0,52.0
631,52.0,53.0,53.0,54.0,53.0,54.0,52.0,54.0,53.0,54.0,52.0,52.0,51.0,53.0,54.0,54.0,52.0,51.0,53.0,55.0
632,52.0,53.0,53.0,53.0,51.0,52.0,53.0,52.0,55.0,54.0,51.0,52.0,54.0,53.0,52.0,52.0,52.0,54.0,53.0,52.0
633,50.0,53.0,52.0,52.0,51.0,54.0,52.0,53.0,54.0,51.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,52.0,52.0,55.0
634,51.0,50.0,53.0,52.0,53.0,54.0,54.0,51.0,52.0,52.0,53.0,53.0,52.0,53.0,54.0,54.0,52.0,51.0,52.0,52.0
635,52.0,52.0,54.0,51.0,52.0,53.0,52.0,53.0,54.0,52.0,51.0,53.0,51.0,53.0,54.0,54.0,51.0,50.0,52.0,52.0
636,52.0,50.0,54.0,52.0,53.0,52.0,53.0,54.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0,54.0,52.0,52.0,52.0,52.0
637,52.0,51.0,54.0,52.0,54.0,52.0,53.0,54.0,53.0,53.0,52.0,51.0,53.0,52.0,52.0,54.0,54.0,50.0,53.0,51.0
638,53.0,52.0,50.0,53.0,53.0,53.0,51.0,53.0,51.0,53.0,50.0,52.0,52.0,51.0,54.0,53.0,53.0,50.0,54.0,53.0
639,53.0,52.0,51.0,53.0,53.0,54.0,51.0,53.0,53.0,53.0,53.0,53.0,52.0,54.0,53.0,52.0,52.0,53.0,52.0,52.0
640,52.0,53.0,52.0,50.0,54.0,51.0,51.0,54.0,53.0,54.0,53.0,52.0,52.0,52.0,53.0,53.0,54.0,51.0,53.0,52.0
641,51.0,52.0,52.0,53.0,54.0,53.0,52.0,54.0,52.0,51.0,53.0,51.0,51.0,53.0,54.0,54.0,52.0,51.0,54.0,53.0
642,52.0,51.0,53.0,53.0,53.0,55.0,52.0,52.0,54.0,52.0,53.0,51.0,52.0,53.0,56.0,54.0,52.0,53.0,52.0,50.0
643,52.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,50.0,51.0,52.0,52.0,52.0,53.0,53.0,54.0,52.0,53.0,52.0,49.0
644,50.0,53.0,52.0,53.0,55.0,53.0,54.0,53.0,53.0,51.0,52.0,53.0,54.0,54.0,52.0,53.0,52.0,50.0,54.0,53.0
645,52.0,51.0,52.0,52.0,53.0,55.0,50.0,52.0,54.0,52.0,53.0,51.0,51.0,55.0,53.0,52.0,51.0,53.0,53.0,53.0
646,52.0,53.0,53.0,53.0,52.0,54.0,52.0,52.0,51.0,50.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0,52.0,50.0,53.0
647,51.0,51.0,52.0,52.0,51.0,52.0,51.0,54.0,54.0,52.0,53.0,52.0,52.0,53.0,51.0,52.0,51.0,50.0,54.0,54.0
648,53.0,52.0,53.0,52.0,53.0,52.0,50.0,51.0,54.0,53.0,54.0,51.0,51.0,53.0,54.0,53.0,52.0,53.0,52.0,51.0
649,52.0,52.0,53.0,54.0,53.0,51.0,53.0,53.0,52.0,52.0,51.0,52.0,51.0,54.0,54.0,53.0,52.0,56.0,52.0,53.0
650,53.0,51.0,51.0,52.0,54.0,54.0,52.0,52.0,53.0,51.0,53.0,51.0,54.0,51.0,54.0,53.0,52.0,52.0,52.0,53.0
651,54.0,52.0,51.0,53.0,53.0,52.0,55.0,53.0,53.0,52.0,53.0,52.0,52.0,54.0,53.0,53.0,52.0,52.0,54.0,54.0
652,52.0,52.0,51.0,49.0,53.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,51.0,53.0,55.0,51.0,54.0,52.0,53.0,53.0
653,52.0,51.0,54.0,51.0,53.0,54.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,51.0,52.0,51.0,54.0,53.0,51.0,52.0
654,54.0,52.0,53.0,53.0,54.0,53.0,54.0,52.0,54.0,52.0,52.0,51.0,53.0,52.0,53.0,53.0,52.0,52.0,53.0,54.0
655,52.0,52.0,50.0,52.0,52.0,52.0,54.0,53.0,52.0,53.0,53.0,51.0,52.0,52.0,54.0,54.0,53.0,50.0,51.0,52.0
656,51.0,52.0,54.0,52.0,56.0,55.0,52.0,53.0,54.0,53.0,53.0,53.0,52.0,53.0,54.0,51.0,51.0,52.0,54.0,53.0
657,54.0,52.0,54.0,52.0,54.0,52.0,53.0,53.0,53.0,53.0,52.0,54.0,52.0,52.0,53.0,52.0,51.0,52.0,52.0,52.0
658,54.0,52.0,53.0,53.0,52.0,54.0,52.0,52.0,53.0,51.0,51.0,52.0,50.0,54.0,52.0,51.0,52.0,53.0,52.0,52.0
659,52.0,53.0,54.0,54.0,54.0,54.0,52.0,51.0,54.0,54.0,51.0,51.0,54.0,55.0,52.0,53.0,52.0,53.0,54.0,52.0
660,55.0,52.0,51.0,52.0,56.0,54.0,53.0,50.0,55.0,52.0,51.0,53.0,52.0,53.0,52.0,51.0,52.0,52.0,51.0,51.0
661,52.0,54.0,53.0,53.0,54.0,54.0,54.0,55.0,54.0,51.0,54.0,53.0,53.0,53.0,54.0,51.0,53.0,52.0,52.0,53.0
662,53.0,52.0,54.0,51.0,55.0,53.0,53.0,53.0,55.0,50.0,52.0,52.0,53.0,53.0,55.0,52.0,53.0,52.0,52.0,52.0
663,53.0,52.0,53.0,52.0,55.0,53.0,52.0,51.0,52.0,52.0,52.0,50.0,52.0,53.0,52.0,52.0,51.0,52.0,53.0,52.0
664,52.0,53.0,52.0,52.0,54.0,52.0,52.0,53.0,54.0,52.0,52.0,50.0,51.0,52.0,53.0,53.0,51.0,52.0,54.0,53.0
665,54.0,50.0,52.0,51.0,54.0,55.0,51.0,53.0,54.0,52.0,53.0,52.0,53.0,50.0,53.0,52.0,53.0,52.0,53.0,51.0
666,52.0,53.0,53.0,52.0,54.0,54.0,51.0,55.0,54.0,53.0,51.0,53.0,52.0,54.0,53.0,54.0,51.0,54.0,52.0,54.0
667,53.0,53.0,53.0,51.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,53.0,51.0,54.0,52.0,53.0,52.0,52.0,53.0,52.0
668,52.0,53.0,53.0,53.0,53.0,52.0,54.0,51.0,53.0,53.0,54.0,52.0,53.0,54.0,53.0,53.0,52.0,51.0,53.0,52.0
669,53.0,51.0,54.0,53.0,53.0,52.0,54.0,54.0,54.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,53.0,53.0,52.0
670,53.0,50.0,52.0,52.0,53.0,55.0,53.0,53.0,53.0,51.0,52.0,53.0,54.0,54.0,51.0,51.0,54.0,50.0,54.0,52.0
671,53.0,51.0,53.0,52.0,53.0,54.0,52.0,51.0,51.0,52.0,52.0,51.0,52.0,53.0,52.0,51.0,53.0,50.0,54.0,52.0
672,52.0,50.0,53.0,53.0,53.0,53.0,51.0,53.0,54.0,52.0,52.0,53.0,50.0,52.0,54.0,53.0,51.0,51.0,53.0,54.0
673,52.0,50.0,53.0,52.0,56.0,51.0,53.0,53.0,52.0,52.0,52.0,54.0,52.0,54.0,53.0,52.0,53.0,53.0,54.0,51.0
674,52.0,52.0,55.0,52.0,53.0,51.0,53.0,54.0,53.0,53.0,50.0,52.0,53.0,51.0,54.0,50.0,53.0,52.0,53.0,53.0
675,55.0,53.0,53.0,51.0,51.0,55.0,53.0,51.0,54.0,51.0,53.0,51.0,50.0,52.0,53.0,52.0,51.0,53.0,53.0,53.0
676,52.0,53.0,53.0,53.0,53.0,53.0,52.0,55.0,53.0,51.0,53.0,50.0,52.0,52.0,54.0,54.0,53.0,52.0,52.0,52.0
677,51.0,53.0,53.0,51.0,52.0,55.0,53.0,54.0,55.0,54.0,50.0,51.0,54.0,52.0,54.0,51.0,53.0,53.0,51.0,51.0
678,52.0,52.0,53.0,51.0,54.0,52.0,52.0,53.0,55.0,53.0,55.0,51.0,51.0,53.0,52.0,51.0,53.0,54.0,52.0,52.0
679,51.0,53.0,51.0,51.0,53.0,54.0,54.0,54.0,52.0,52.0,51.0,50.0,52.0,54.0,53.0,53.0,51.0,55.0,52.0,52.0
680,54.0,53.0,53.0,53.0,53.0,51.0,52.0,53.0,53.0,51.0,52.0,53.0,52.0,52.0,54.0,52.0,55.0,52.0,52.0,52.0
681,50.0,51.0,53.0,50.0,54.0,53.0,52.0,52.0,52.0,53.0,53.0,52.0,51.0,55.0,53.0,54.0,51.0,51.0,53.0,55.0
682,50.0,52.0,53.0,53.0,55.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,54.0,54.0,54.0,53.0,50.0,54.0,52.0,52.0
683,52.0,53.0,52.0,52.0,54.0,54.0,54.0,54.0,52.0,53.0,52.0,50.0,52.0,53.0,52.0,51.0,55.0,52.0,50.0,52.0
684,53.0,51.0,54.0,52.0,55.0,52.0,54.0,53.0,52.0,53.0,51.0,52.0,52.0,53.0,51.0,52.0,52.0,53.0,53.0,53.0
685,53.0,54.0,53.0,53.0,52.0,52.0,53.0,54.0,53.0,52.0,52.0,54.0,52.0,50.0,52.0,53.0,51.0,52.0,53.0,54.0
686,53.0,52.0,53.0,52.0,55.0,51.0,54.0,54.0,53.0,53.0,53.0,54.0,55.0,52.0,52.0,54.0,51.0,51.0,52.0,52.0
687,54.0,52.0,54.0,52.0,54.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,51.0,53.0,55.0,52.0,54.0,51.0,52.0,53.0
688,53.0,54.0,55.0,54.0,52.0,54.0,53.0,54.0,54.0,52.0,53.0,52.0,53.0,52.0,53.0,51.0,52.0,52.0,54.0,53.0
689,51.0,51.0,53.0,53.0,55.0,52.0,52.0,53.0,53.0,52.0,52.0,53.0,52.0,52.0,53.0,54.0,54.0,52.0,54.0,51.0
690,53.0,52.0,52.0,51.0,52.0,55.0,54.0,52.0,53.0,51.0,51.0,52.0,52.0,52.0,56.0,52.0,52.0,51.0,52.0,53.0
691,52.0,52.0,53.0,54.0,54.0,53.0,53.0,52.0,53.0,52.0,54.0,52.0,52.0,53.0,52.0,52.0,51.0,51.0,54.0,52.0
692,53.0,53.0,52.0,53.0,52.0,52.0,53.0,53.0,55.0,52.0,54.0,52.0,56.0,53.0,54.0,53.0,52.0,49.0,54.0,50.0
693,53.0,53.0,52.0,53.0,53.0,54.0,54.0,52.0,53.0,50.0,54.0,52.0,52.0,51.0,52.0,51.0,52.0,51.0,54.0,51.0
694,52.0,52.0,54.0,52.0,53.0,52.0,54.0,53.0,54.0,50.0,53.0,52.0,53.0,51.0,52.0,52.0,53.0,52.0,53.0,52.0
695,53.0,53.0,51.0,54.0,52.0,51.0,53.0,53.0,53.0,54.0,54.0,53.0,53.0,51.0,52.0,51.0,52.0,50.0,51.0,53.0
696,52.0,52.0,52.0,53.0,54.0,52.0,53.0,52.0,53.0,53.0,53.0,52.0,54.0,53.0,51.0,52.0,51.0,50.0,53.0,52.0
697,51.0,53.0,53.0,54.0,53.0,54.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,54.0,53.0,52.0,51.0,52.0,53.0
698,52.0,53.0,53.0,53.0,53.0,53.0,51.0,53.0,52.0,51.0,53.0,53.0,51.0,52.0,53.0,53.0,52.0,51.0,53.0,54.0
699,54.0,52.0,52.0,53.0,55.0,52.0,53.0,54.0,52.0,53.0,52.0,51.0,52.0,54.0,54.0,54.0,55.0,53.0,55.0,52.0
700,54.0,51.0,52.0,51.0,52.0,53.0,52.0,52.0,51.0,51.0,52.0,52.0,52.0,52.0,52.0,54.0,52.0,51.0,52.0,53.0
701,53.0,54.0,52.0,52.0,55.0,51.0,52.0,53.0,53.0,52.0,52.0,51.0,53.0,54.0,54.0,53.0,52.0,52.0,54.0,52.0
702,52.0,53.0,51.0,53.0,54.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,54.0,53.0,55.0,52.0,52.0,53.0,53.0,53.0
703,51.0,52.0,52.0,51.0,53.0,51.0,53.0,51.0,51.0,52.0,51.0,55.0,53.0,53.0,53.0,50.0,53.0,53.0,51.0,53.0
704,52.0,51.0,55.0,52.0,54.0,52.0,52.0,51.0,54.0,53.0,51.0,52.0,53.0,54.0,55.0,52.0,52.0,53.0,56.0,53.0
705,52.0,52.0,52.0,52.0,53.0,55.0,53.0,52.0,53.0,53.0,51.0,54.0,51.0,53.0,55.0,54.0,54.0,53.0,53.0,51.0
706,51.0,54.0,52.0,52.0,54.0,53.0,53.0,52.0,53.0,53.0,50.0,53.0,52.0,53.0,53.0,53.0,53.0,51.0,51.0,52.0
707,53.0,52.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0,50.0,52.0,52.0,52.0,53.0,53.0,52.0,54.0,50.0,52.0,54.0
708,52.0,51.0,51.0,53.0,54.0,53.0,54.0,54.0,53.0,53.0,52.0,55.0,53.0,50.0,53.0,54.0,53.0,50.0,52.0,53.0
709,53.0,52.0,50.0,54.0,53.0,52.0,53.0,54.0,53.0,51.0,53.0,52.0,52.0,54.0,53.0,54.0,52.0,52.0,54.0,52.0
710,52.0,52.0,51.0,51.0,54.0,53.0,52.0,52.0,53.0,51.0,50.0,54.0,54.0,52.0,53.0,54.0,52.0,52.0,54.0,52.0
711,51.0,53.0,54.0,53.0,55.0,54.0,53.0,51.0,53.0,52.0,51.0,53.0,54.0,51.0,52.0,53.0,51.0,52.0,52.0,52.0
712,55.0,53.0,50.0,51.0,53.0,52.0,52.0,52.0,54.0,55.0,54.0,52.0,52.0,53.0,52.0,54.0,54.0,51.0,55.0,51.0
713,53.0,53.0,52.0,51.0,54.0,52.0,50.0,53.0,53.0,54.0,53.0,53.0,50.0,51.0,53.0,56.0,53.0,53.0,53.0,52.0
714,53.0,54.0,51.0,51.0,54.0,55.0,52.0,52.0,52.0,54.0,53.0,53.0,51.0,52.0,53.0,53.0,54.0,53.0,53.0,53.0
715,52.0,52.0,52.0,51.0,52.0,53.0,51.0,55.0,53.0,54.0,55.0,52.0,51.0,53.0,52.0,52.0,54.0,52.0,53.0,52.0
716,51.0,51.0,54.0,53.0,54.0,50.0,53.0,52.0,53.0,50.0,51.0,53.0,53.0,54.0,53.0,54.0,53.0,50.0,53.0,51.0
717,54.0,53.0,51.0,51.0,53.0,54.0,52.0,52.0,54.0,52.0,54.0,54.0,52.0,53.0,53.0,52.0,52.0,50.0,53.0,53.0
718,53.0,52.0,51.0,53.0,52.0,52.0,51.0,53.0,53.0,52.0,51.0,53.0,51.0,51.0,53.0,52.0,52.0,52.0,52.0,52.0
719,53.0,52.0,54.0,50.0,53.0,53.0,53.0,50.0,53.0,54.0,52.0,54.0,53.0,53.0,53.0,53.0,52.0,52.0,54.0,53.0
