,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9
time_epoch,1613841274.6604881,1613841276.8916156,1613841279.0717404,1613841281.231864,1613841283.3959877,1613841285.5561113,1613841287.7222354,1613841289.888359,1613841292.0474827,1613841294.2146065
0,0.0012000000000000001,0.0012000000000000001,0.0004,0.0016,0.0004,0.0008,0.0016,0.0008,0.0008,0.0008
1,0.0016,0.0012000000000000001,0.0016,0.0016,0.0008,0.0008,0.0012000000000000001,0.0016,0.0012000000000000001,0.002
2,0.0016,0.0008,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0004,0.0008,0.0012000000000000001,0.0012000000000000001,0.0008
3,0.0008,0.0004,0.0012000000000000001,0.0008,0.0008,0.0008,0.0008,0.0008,0.0012000000000000001,0.0008
4,0.0008,0.0,0.0004,0.0004,0.0008,0.0008,0.0004,0.0004,0.0004,0.0016
5,0.0008,0.0008,0.0016,0.0012000000000000001,0.0,0.002,0.0012000000000000001,0.0008,0.0012000000000000001,0.0016
6,0.0012000000000000001,0.0012000000000000001,0.0016,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0016,0.0004,0.0004
7,0.0008,0.0012000000000000001,0.0012000000000000001,0.0016,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0008,0.0016,0.0016
8,0.0016,0.0012000000000000001,0.0016,0.0012000000000000001,0.0008,0.0016,0.0008,0.0016,0.0008,0.0012000000000000001
9,0.0008,0.0012000000000000001,0.0008,0.0004,0.0008,0.0016,0.0008,0.0008,0.0004,0.0016
10,0.0016,0.0016,0.0012000000000000001,0.0016,0.0004,0.0008,0.0016,0.0012000000000000001,0.0012000000000000001,0.0016
11,0.0008,0.0004,0.0012000000000000001,0.0016,0.0004,0.0008,0.0004,0.0016,0.0012000000000000001,0.0004
12,0.0008,0.0012000000000000001,0.0008,0.0016,0.0,0.0012000000000000001,0.0008,0.0008,0.0004,0.0012000000000000001
13,0.0004,0.0008,0.0008,0.0004,0.0004,0.0012000000000000001,0.0004,0.0008,0.0008,0.0008
14,0.0012000000000000001,0.0008,0.0012000000000000001,0.0012000000000000001,0.0004,0.0008,0.0008,0.0008,0.0008,0.0012000000000000001
15,0.0004,0.0016,0.0004,0.0016,0.0004,0.0008,0.0016,0.0012000000000000001,0.0012000000000000001,0.0016
16,0.0004,0.0012000000000000001,0.0008,0.0016,0.0012000000000000001,0.0008,0.0004,0.0012000000000000001,0.0008,0.0008
17,0.0008,0.002,0.0008,0.0008,0.0004,0.0012000000000000001,0.0012000000000000001,0.0,0.0012000000000000001,0.0008
18,0.0012000000000000001,0.0004,0.002,0.0008,-0.0004,0.0008,0.0008,0.0004,0.0012000000000000001,0.0016
19,0.0012000000000000001,0.0008,0.0016,0.0004,0.0012000000000000001,0.0016,0.0008,0.0004,0.0012000000000000001,0.0008
20,0.0008,0.0016,0.0008,0.0008,0.0012000000000000001,0.0012000000000000001,0.0016,0.0016,0.0004,0.0012000000000000001
21,0.0008,0.0016,0.0012000000000000001,0.002,0.0,0.0016,0.0004,0.0008,0.0008,0.0016
22,0.0016,0.0016,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0008,0.0008,0.0012000000000000001,0.0008
23,0.0008,0.002,0.0016,0.0008,0.0012000000000000001,0.0008,0.0012000000000000001,0.0012000000000000001,0.0016,0.0008
24,0.0004,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0,0.0012000000000000001,0.0008,0.0008,0.0004,0.0012000000000000001
25,0.0004,0.002,0.0008,0.0012000000000000001,0.0008,0.0012000000000000001,0.0004,0.0012000000000000001,0.0004,0.0012000000000000001
26,0.0016,0.0008,0.0012000000000000001,0.0012000000000000001,0.0008,0.0012000000000000001,0.0008,0.0012000000000000001,0.0012000000000000001,0.0008
27,0.0012000000000000001,0.0012000000000000001,0.0004,0.0004,0.0008,0.0016,0.0004,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001
