,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49
time_epoch,1614278792.103016,1614278794.3471441,1614278796.5912726,1614278798.7863982,1614278800.968523,1614278803.134647,1614278805.3127713,1614278807.4778955,1614278809.6490195,1614278811.8171434,1614278813.9822674,1614278816.2113948,1614278818.380519,1614278820.5466428,1614278822.7777705,1614278824.9478946,1614278827.1140182,1614278829.2821424,1614278831.4492664,1614278833.6153903,1614278835.7855146,1614278837.9556386,1614278840.1207623,1614278842.2908864,1614278844.4580104,1614278846.6231341,1614278848.7922583,1614278850.9623826,1614278853.1275063,1614278855.2956305,1614278857.4657543,1614278859.6328783,1614278861.8060026,1614278863.9741266,1614278866.1412506,1614278868.3103747,1614278870.4784987,1614278872.6526232,1614278874.820747,1614278876.9858708,1614278879.155995,1614278881.376122,1614278883.5402458,1614278885.71137,1614278887.881494,1614278890.0496182,1614278892.2197423,1614278894.386866,1614278896.5539901,1614278898.7231143
0,50.0,51.0,54.0,52.0,53.0,53.0,53.0,51.0,53.0,51.0,55.0,53.0,54.0,53.0,53.0,51.0,54.0,54.0,54.0,51.0,54.0,52.0,51.0,52.0,52.0,54.0,52.0,52.0,52.0,53.0,51.0,52.0,52.0,54.0,53.0,54.0,52.0,51.0,51.0,53.0,54.0,52.0,52.0,53.0,52.0,53.0,49.0,52.0,55.0,54.0
1,54.0,52.0,53.0,53.0,52.0,53.0,52.0,53.0,52.0,53.0,53.0,51.0,51.0,53.0,53.0,53.0,50.0,51.0,53.0,52.0,54.0,49.0,53.0,53.0,54.0,52.0,52.0,54.0,51.0,53.0,52.0,51.0,52.0,54.0,53.0,51.0,53.0,52.0,52.0,53.0,54.0,54.0,54.0,53.0,51.0,51.0,52.0,53.0,52.0,50.0
2,52.0,53.0,53.0,54.0,51.0,52.0,52.0,50.0,54.0,53.0,52.0,51.0,53.0,54.0,49.0,52.0,52.0,51.0,52.0,53.0,53.0,54.0,52.0,53.0,52.0,52.0,53.0,53.0,53.0,52.0,52.0,54.0,52.0,51.0,51.0,51.0,49.0,54.0,54.0,52.0,54.0,52.0,52.0,53.0,53.0,51.0,53.0,52.0,52.0,51.0
3,53.0,55.0,52.0,53.0,51.0,52.0,51.0,53.0,50.0,53.0,54.0,52.0,53.0,52.0,52.0,53.0,52.0,53.0,50.0,52.0,54.0,52.0,52.0,51.0,53.0,51.0,52.0,54.0,53.0,52.0,51.0,52.0,55.0,54.0,52.0,51.0,52.0,52.0,50.0,52.0,52.0,51.0,49.0,52.0,53.0,52.0,52.0,53.0,53.0,53.0
4,54.0,52.0,52.0,50.0,53.0,54.0,51.0,53.0,53.0,54.0,53.0,53.0,54.0,55.0,51.0,53.0,51.0,54.0,52.0,53.0,51.0,53.0,51.0,51.0,54.0,53.0,50.0,55.0,53.0,53.0,53.0,49.0,54.0,53.0,52.0,53.0,51.0,55.0,53.0,54.0,51.0,54.0,52.0,54.0,53.0,53.0,54.0,51.0,54.0,54.0
5,52.0,52.0,54.0,51.0,52.0,54.0,53.0,52.0,52.0,53.0,53.0,52.0,53.0,56.0,52.0,53.0,52.0,52.0,53.0,53.0,53.0,51.0,52.0,51.0,53.0,52.0,54.0,51.0,51.0,52.0,51.0,52.0,53.0,51.0,52.0,51.0,51.0,54.0,53.0,55.0,53.0,53.0,55.0,53.0,54.0,54.0,52.0,50.0,53.0,54.0
6,53.0,52.0,50.0,55.0,52.0,53.0,51.0,53.0,53.0,51.0,53.0,53.0,54.0,51.0,55.0,51.0,52.0,53.0,54.0,53.0,51.0,53.0,54.0,53.0,53.0,51.0,52.0,52.0,52.0,53.0,52.0,52.0,51.0,53.0,50.0,53.0,51.0,52.0,54.0,54.0,54.0,54.0,52.0,54.0,52.0,52.0,53.0,53.0,51.0,51.0
7,52.0,54.0,53.0,51.0,53.0,54.0,50.0,54.0,55.0,51.0,53.0,53.0,53.0,54.0,51.0,53.0,51.0,53.0,51.0,52.0,53.0,53.0,51.0,52.0,53.0,51.0,50.0,52.0,53.0,52.0,53.0,53.0,52.0,53.0,51.0,53.0,52.0,53.0,52.0,53.0,53.0,52.0,51.0,53.0,54.0,53.0,51.0,51.0,51.0,53.0
8,52.0,52.0,52.0,53.0,54.0,53.0,51.0,53.0,52.0,53.0,53.0,54.0,53.0,52.0,53.0,53.0,52.0,53.0,49.0,52.0,51.0,51.0,51.0,49.0,54.0,52.0,51.0,55.0,54.0,52.0,50.0,52.0,54.0,53.0,51.0,53.0,53.0,52.0,51.0,53.0,52.0,54.0,54.0,54.0,52.0,53.0,52.0,55.0,54.0,52.0
