,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9
51,55.0,53.0,52.0,51.0,53.0,51.0,49.0,51.0,53.0,53.0
52,50.0,53.0,51.0,54.0,52.0,51.0,51.0,53.0,51.0,54.0
53,51.0,54.0,53.0,54.0,52.0,52.0,51.0,54.0,53.0,53.0
54,53.0,52.0,51.0,55.0,52.0,52.0,50.0,53.0,52.0,54.0
55,53.0,54.0,53.0,51.0,56.0,51.0,53.0,54.0,53.0,53.0
56,50.0,51.0,52.0,52.0,54.0,51.0,53.0,52.0,54.0,52.0
57,50.0,51.0,53.0,53.0,50.0,52.0,50.0,52.0,54.0,53.0
58,52.0,52.0,53.0,52.0,53.0,51.0,51.0,54.0,54.0,54.0
59,52.0,51.0,53.0,52.0,53.0,53.0,52.0,53.0,51.0,53.0
60,52.0,53.0,53.0,51.0,53.0,52.0,51.0,52.0,52.0,53.0
61,52.0,51.0,54.0,53.0,53.0,52.0,52.0,51.0,51.0,53.0
62,50.0,51.0,53.0,53.0,52.0,55.0,51.0,54.0,53.0,53.0
63,52.0,52.0,51.0,52.0,53.0,51.0,51.0,52.0,52.0,51.0
64,52.0,53.0,53.0,52.0,53.0,52.0,51.0,52.0,50.0,54.0
65,51.0,52.0,52.0,53.0,51.0,51.0,52.0,54.0,54.0,53.0
66,50.0,52.0,52.0,53.0,53.0,52.0,53.0,50.0,51.0,54.0
67,52.0,51.0,52.0,53.0,52.0,53.0,52.0,53.0,51.0,53.0
68,52.0,53.0,52.0,52.0,54.0,51.0,51.0,53.0,52.0,53.0
69,52.0,51.0,54.0,53.0,52.0,53.0,51.0,51.0,52.0,53.0
70,52.0,53.0,53.0,52.0,50.0,53.0,52.0,53.0,54.0,51.0
71,53.0,51.0,53.0,52.0,54.0,53.0,52.0,53.0,53.0,53.0
72,51.0,50.0,53.0,51.0,53.0,53.0,51.0,53.0,52.0,52.0
73,53.0,54.0,52.0,53.0,51.0,52.0,53.0,53.0,52.0,53.0
74,52.0,52.0,52.0,52.0,51.0,53.0,54.0,50.0,52.0,55.0
75,53.0,52.0,52.0,52.0,53.0,54.0,53.0,53.0,53.0,52.0
76,52.0,53.0,52.0,53.0,54.0,52.0,51.0,51.0,52.0,53.0
77,51.0,51.0,54.0,52.0,51.0,52.0,51.0,52.0,55.0,53.0
78,53.0,53.0,50.0,53.0,53.0,54.0,51.0,53.0,52.0,55.0
79,50.0,52.0,54.0,54.0,51.0,53.0,52.0,53.0,53.0,54.0
80,52.0,52.0,53.0,51.0,53.0,54.0,53.0,54.0,54.0,52.0
81,52.0,53.0,54.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0
82,52.0,53.0,53.0,51.0,53.0,54.0,52.0,53.0,51.0,52.0
83,51.0,53.0,51.0,52.0,53.0,54.0,53.0,53.0,51.0,51.0
84,51.0,51.0,52.0,51.0,51.0,53.0,52.0,52.0,53.0,53.0
85,49.0,51.0,54.0,51.0,52.0,54.0,51.0,51.0,53.0,53.0
86,52.0,52.0,53.0,52.0,53.0,51.0,50.0,52.0,52.0,54.0
87,53.0,53.0,53.0,52.0,52.0,51.0,51.0,54.0,53.0,52.0
88,53.0,53.0,53.0,52.0,52.0,52.0,51.0,52.0,52.0,51.0
89,50.0,52.0,53.0,54.0,51.0,54.0,51.0,53.0,53.0,52.0
90,52.0,55.0,53.0,53.0,52.0,52.0,49.0,53.0,54.0,51.0
91,51.0,53.0,51.0,52.0,53.0,51.0,53.0,54.0,52.0,53.0
92,53.0,52.0,52.0,52.0,52.0,53.0,53.0,54.0,53.0,53.0
93,53.0,53.0,52.0,52.0,52.0,55.0,52.0,54.0,54.0,53.0
94,51.0,53.0,54.0,50.0,50.0,52.0,52.0,52.0,52.0,55.0
95,53.0,53.0,52.0,51.0,52.0,53.0,52.0,53.0,53.0,54.0
96,53.0,53.0,52.0,53.0,53.0,52.0,54.0,50.0,52.0,53.0
97,52.0,53.0,53.0,54.0,53.0,50.0,52.0,53.0,53.0,55.0
98,54.0,52.0,53.0,49.0,53.0,52.0,53.0,54.0,54.0,54.0
99,52.0,52.0,54.0,51.0,50.0,51.0,53.0,53.0,55.0,53.0
100,50.0,53.0,52.0,51.0,53.0,51.0,52.0,52.0,52.0,51.0
101,52.0,49.0,50.0,51.0,52.0,52.0,51.0,51.0,49.0,54.0
102,41.0,4.0,18.0,46.0,41.0,21.0,12.0,49.0,12.0,33.0
103,-33.0,-58.0,-26.0,-42.0,-18.0,-127.0,-70.0,-12.0,-80.0,-73.0
104,-87.0,-31.0,-11.0,-127.0,-63.0,-127.0,-66.0,-100.0,-88.0,-127.0
105,-39.0,16.0,26.0,-110.0,-26.0,-127.0,-11.0,-72.0,-26.0,-71.0
106,16.0,33.0,38.0,-16.0,27.0,-35.0,24.0,-6.0,21.0,1.0
107,36.0,40.0,41.0,30.0,43.0,11.0,32.0,33.0,35.0,34.0
108,41.0,47.0,49.0,39.0,42.0,29.0,46.0,36.0,42.0,42.0
109,51.0,50.0,54.0,46.0,50.0,44.0,53.0,44.0,51.0,52.0
110,52.0,44.0,46.0,52.0,53.0,39.0,47.0,49.0,46.0,48.0
111,40.0,41.0,42.0,39.0,44.0,20.0,41.0,40.0,40.0,34.0
112,43.0,48.0,49.0,37.0,43.0,29.0,47.0,37.0,47.0,34.0
113,49.0,50.0,50.0,48.0,50.0,48.0,48.0,47.0,48.0,44.0
114,48.0,48.0,53.0,52.0,52.0,45.0,48.0,51.0,46.0,47.0
115,49.0,51.0,52.0,51.0,52.0,45.0,52.0,48.0,49.0,49.0
116,52.0,50.0,50.0,52.0,52.0,48.0,52.0,51.0,50.0,50.0
117,51.0,53.0,50.0,53.0,54.0,49.0,52.0,53.0,51.0,51.0
118,49.0,51.0,53.0,52.0,51.0,53.0,54.0,52.0,51.0,53.0
119,50.0,51.0,52.0,51.0,51.0,51.0,51.0,52.0,50.0,51.0
120,50.0,52.0,53.0,49.0,53.0,49.0,52.0,50.0,53.0,51.0
121,51.0,54.0,53.0,50.0,52.0,51.0,51.0,52.0,52.0,51.0
122,52.0,54.0,53.0,53.0,53.0,52.0,51.0,54.0,51.0,54.0
123,52.0,52.0,54.0,53.0,53.0,52.0,53.0,52.0,53.0,52.0
124,53.0,52.0,53.0,50.0,50.0,50.0,50.0,50.0,51.0,50.0
125,53.0,52.0,52.0,50.0,51.0,50.0,53.0,51.0,50.0,52.0
126,54.0,50.0,51.0,52.0,53.0,53.0,54.0,53.0,51.0,55.0
127,51.0,51.0,52.0,54.0,54.0,51.0,48.0,54.0,52.0,53.0
128,50.0,52.0,51.0,49.0,53.0,49.0,51.0,51.0,50.0,48.0
129,52.0,52.0,53.0,51.0,50.0,53.0,54.0,52.0,52.0,51.0
130,51.0,52.0,52.0,51.0,53.0,53.0,53.0,53.0,55.0,54.0
131,52.0,51.0,52.0,52.0,51.0,53.0,52.0,52.0,51.0,52.0
132,50.0,52.0,52.0,52.0,49.0,50.0,52.0,54.0,51.0,52.0
133,52.0,53.0,53.0,52.0,52.0,50.0,51.0,53.0,52.0,51.0
134,51.0,52.0,53.0,50.0,55.0,55.0,52.0,53.0,55.0,54.0
135,52.0,51.0,53.0,53.0,53.0,52.0,52.0,53.0,54.0,55.0
136,51.0,53.0,52.0,51.0,52.0,48.0,50.0,51.0,51.0,51.0
137,50.0,53.0,54.0,53.0,54.0,53.0,52.0,53.0,51.0,54.0
138,53.0,53.0,54.0,54.0,55.0,53.0,52.0,52.0,52.0,51.0
139,51.0,54.0,53.0,52.0,54.0,52.0,52.0,52.0,54.0,50.0
140,51.0,51.0,52.0,52.0,53.0,52.0,49.0,52.0,52.0,50.0
141,51.0,53.0,53.0,50.0,53.0,52.0,50.0,54.0,53.0,53.0
142,54.0,49.0,53.0,52.0,54.0,52.0,51.0,54.0,52.0,55.0
143,51.0,51.0,53.0,53.0,53.0,51.0,51.0,53.0,53.0,53.0
144,50.0,52.0,53.0,50.0,52.0,52.0,52.0,54.0,52.0,53.0
145,52.0,53.0,51.0,53.0,52.0,52.0,54.0,54.0,53.0,55.0
146,52.0,52.0,54.0,53.0,50.0,49.0,51.0,51.0,50.0,51.0
147,51.0,52.0,54.0,52.0,53.0,52.0,51.0,51.0,52.0,52.0
148,50.0,54.0,51.0,51.0,53.0,54.0,50.0,55.0,54.0,51.0
149,50.0,54.0,52.0,53.0,54.0,52.0,51.0,54.0,53.0,52.0
150,51.0,51.0,55.0,50.0,52.0,49.0,53.0,53.0,51.0,51.0
151,51.0,52.0,51.0,51.0,51.0,49.0,52.0,52.0,51.0,51.0
152,52.0,54.0,53.0,52.0,51.0,50.0,50.0,55.0,53.0,51.0
153,54.0,50.0,51.0,51.0,51.0,53.0,52.0,54.0,54.0,52.0
154,51.0,51.0,52.0,53.0,53.0,54.0,50.0,54.0,53.0,54.0
155,50.0,51.0,53.0,50.0,53.0,52.0,53.0,52.0,54.0,53.0
156,50.0,51.0,52.0,52.0,52.0,51.0,52.0,52.0,53.0,52.0
157,53.0,51.0,52.0,54.0,54.0,51.0,52.0,52.0,54.0,53.0
158,51.0,53.0,52.0,50.0,53.0,52.0,55.0,55.0,53.0,52.0
159,52.0,52.0,52.0,51.0,52.0,52.0,52.0,51.0,51.0,53.0
160,52.0,53.0,53.0,51.0,52.0,51.0,50.0,50.0,50.0,52.0
161,51.0,52.0,52.0,51.0,53.0,51.0,52.0,53.0,53.0,53.0
162,53.0,50.0,52.0,54.0,53.0,53.0,53.0,52.0,52.0,52.0
163,52.0,52.0,52.0,51.0,52.0,50.0,51.0,52.0,52.0,53.0
164,51.0,50.0,52.0,52.0,53.0,52.0,54.0,54.0,51.0,54.0
165,52.0,52.0,54.0,53.0,51.0,50.0,54.0,53.0,54.0,53.0
166,50.0,51.0,52.0,52.0,52.0,51.0,52.0,53.0,54.0,52.0
167,53.0,51.0,51.0,53.0,53.0,52.0,51.0,52.0,52.0,54.0
168,53.0,53.0,51.0,53.0,53.0,51.0,53.0,53.0,51.0,53.0
169,50.0,51.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0,53.0
170,53.0,52.0,54.0,53.0,53.0,52.0,52.0,52.0,52.0,54.0
171,52.0,53.0,51.0,51.0,53.0,52.0,52.0,51.0,54.0,52.0
172,48.0,53.0,55.0,54.0,56.0,52.0,52.0,53.0,54.0,53.0
173,51.0,53.0,51.0,52.0,51.0,52.0,52.0,53.0,52.0,53.0
174,51.0,51.0,53.0,51.0,52.0,53.0,52.0,53.0,54.0,53.0
175,49.0,53.0,53.0,53.0,54.0,54.0,53.0,52.0,54.0,51.0
176,53.0,53.0,51.0,53.0,55.0,52.0,49.0,52.0,51.0,52.0
177,52.0,53.0,52.0,53.0,54.0,53.0,51.0,52.0,54.0,51.0
178,53.0,54.0,51.0,53.0,53.0,51.0,51.0,54.0,51.0,51.0
179,53.0,52.0,53.0,49.0,52.0,52.0,52.0,52.0,52.0,54.0
180,52.0,52.0,53.0,51.0,52.0,51.0,53.0,52.0,55.0,53.0
181,54.0,51.0,52.0,51.0,53.0,50.0,51.0,53.0,52.0,53.0
182,50.0,53.0,53.0,52.0,50.0,53.0,51.0,51.0,54.0,51.0
183,56.0,52.0,52.0,51.0,51.0,50.0,53.0,52.0,53.0,52.0
184,51.0,52.0,54.0,52.0,54.0,52.0,54.0,52.0,52.0,54.0
185,51.0,53.0,51.0,52.0,53.0,52.0,52.0,52.0,53.0,51.0
186,50.0,51.0,52.0,50.0,54.0,51.0,52.0,54.0,52.0,51.0
187,53.0,52.0,53.0,52.0,54.0,52.0,51.0,53.0,52.0,52.0
188,52.0,54.0,51.0,51.0,55.0,52.0,52.0,52.0,52.0,50.0
189,50.0,52.0,52.0,52.0,52.0,53.0,52.0,54.0,54.0,52.0
190,50.0,52.0,53.0,51.0,52.0,52.0,51.0,52.0,54.0,51.0
191,54.0,50.0,52.0,49.0,54.0,53.0,50.0,52.0,52.0,52.0
192,52.0,51.0,54.0,51.0,53.0,52.0,53.0,54.0,54.0,53.0
193,51.0,52.0,52.0,49.0,54.0,51.0,50.0,53.0,54.0,54.0
194,53.0,51.0,52.0,53.0,52.0,53.0,51.0,54.0,53.0,53.0
195,54.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,51.0
196,52.0,52.0,51.0,51.0,53.0,50.0,52.0,52.0,52.0,51.0
197,52.0,52.0,51.0,51.0,54.0,51.0,52.0,53.0,51.0,53.0
198,53.0,51.0,53.0,52.0,52.0,51.0,55.0,55.0,53.0,50.0
199,51.0,51.0,54.0,50.0,53.0,52.0,51.0,55.0,52.0,52.0
200,51.0,52.0,55.0,51.0,56.0,51.0,50.0,53.0,52.0,52.0
201,52.0,53.0,52.0,49.0,52.0,53.0,53.0,54.0,53.0,53.0
202,53.0,51.0,52.0,53.0,52.0,51.0,53.0,54.0,53.0,51.0
203,52.0,51.0,53.0,52.0,54.0,51.0,51.0,52.0,53.0,53.0
204,52.0,51.0,53.0,51.0,52.0,52.0,52.0,54.0,54.0,54.0
205,52.0,53.0,52.0,52.0,53.0,49.0,52.0,52.0,54.0,51.0
206,51.0,54.0,53.0,51.0,52.0,49.0,51.0,51.0,54.0,51.0
207,53.0,52.0,53.0,53.0,53.0,52.0,53.0,55.0,53.0,51.0
208,52.0,51.0,53.0,54.0,54.0,50.0,52.0,53.0,53.0,51.0
209,52.0,51.0,52.0,53.0,53.0,50.0,53.0,53.0,52.0,51.0
210,53.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0
211,51.0,54.0,54.0,52.0,53.0,51.0,52.0,53.0,54.0,53.0
212,50.0,54.0,52.0,52.0,52.0,51.0,53.0,52.0,53.0,50.0
213,51.0,52.0,54.0,52.0,51.0,52.0,52.0,53.0,52.0,52.0
214,50.0,51.0,54.0,51.0,53.0,52.0,53.0,53.0,51.0,52.0
215,53.0,56.0,52.0,52.0,53.0,52.0,51.0,53.0,54.0,52.0
216,51.0,53.0,53.0,52.0,53.0,50.0,51.0,53.0,53.0,52.0
217,53.0,53.0,53.0,53.0,52.0,50.0,50.0,54.0,51.0,53.0
218,52.0,53.0,52.0,53.0,53.0,51.0,54.0,53.0,52.0,51.0
219,52.0,51.0,52.0,52.0,52.0,50.0,53.0,53.0,52.0,53.0
220,53.0,53.0,52.0,53.0,51.0,49.0,51.0,53.0,52.0,54.0
221,52.0,52.0,52.0,52.0,53.0,51.0,54.0,53.0,52.0,53.0
222,54.0,53.0,53.0,55.0,52.0,53.0,52.0,53.0,52.0,53.0
223,52.0,55.0,53.0,51.0,53.0,52.0,50.0,52.0,53.0,53.0
224,52.0,52.0,53.0,50.0,54.0,52.0,54.0,52.0,54.0,54.0
225,53.0,55.0,50.0,52.0,52.0,53.0,53.0,52.0,51.0,52.0
226,51.0,54.0,53.0,52.0,53.0,53.0,51.0,53.0,50.0,51.0
227,51.0,53.0,51.0,53.0,54.0,52.0,52.0,54.0,53.0,51.0
228,51.0,53.0,52.0,53.0,52.0,50.0,55.0,55.0,53.0,54.0
229,51.0,52.0,54.0,53.0,54.0,52.0,53.0,53.0,53.0,51.0
230,53.0,53.0,53.0,51.0,53.0,52.0,54.0,53.0,53.0,52.0
231,52.0,51.0,53.0,53.0,53.0,54.0,52.0,54.0,53.0,53.0
232,51.0,51.0,56.0,52.0,53.0,52.0,53.0,53.0,53.0,50.0
233,51.0,53.0,54.0,49.0,53.0,53.0,54.0,51.0,53.0,53.0
234,53.0,54.0,54.0,51.0,51.0,53.0,52.0,51.0,53.0,54.0
235,50.0,54.0,52.0,52.0,52.0,50.0,54.0,50.0,52.0,51.0
236,50.0,53.0,54.0,51.0,53.0,50.0,51.0,54.0,53.0,53.0
237,54.0,53.0,53.0,52.0,53.0,52.0,53.0,53.0,53.0,51.0
238,51.0,53.0,54.0,51.0,50.0,51.0,53.0,52.0,53.0,52.0
239,51.0,52.0,54.0,51.0,52.0,53.0,52.0,53.0,53.0,51.0
240,51.0,52.0,51.0,51.0,53.0,51.0,51.0,54.0,54.0,53.0
241,52.0,52.0,53.0,53.0,52.0,51.0,53.0,53.0,52.0,51.0
242,53.0,54.0,53.0,52.0,54.0,54.0,52.0,54.0,52.0,53.0
243,52.0,52.0,53.0,50.0,52.0,52.0,53.0,53.0,53.0,53.0
244,52.0,50.0,52.0,52.0,53.0,51.0,53.0,54.0,53.0,52.0
245,53.0,50.0,53.0,52.0,54.0,49.0,53.0,53.0,53.0,52.0
246,51.0,52.0,53.0,50.0,52.0,51.0,53.0,53.0,53.0,52.0
247,52.0,52.0,53.0,54.0,52.0,53.0,52.0,53.0,52.0,52.0
248,51.0,53.0,54.0,52.0,54.0,52.0,53.0,53.0,53.0,53.0
249,51.0,50.0,54.0,53.0,51.0,50.0,53.0,54.0,50.0,52.0
250,51.0,51.0,53.0,50.0,51.0,51.0,52.0,52.0,50.0,53.0
251,51.0,53.0,53.0,50.0,54.0,52.0,50.0,53.0,54.0,51.0
252,53.0,52.0,51.0,52.0,54.0,52.0,51.0,54.0,54.0,51.0
253,50.0,51.0,54.0,51.0,53.0,51.0,50.0,54.0,53.0,53.0
254,53.0,49.0,54.0,52.0,54.0,54.0,52.0,53.0,53.0,53.0
255,52.0,51.0,53.0,53.0,53.0,51.0,51.0,53.0,53.0,52.0
256,51.0,53.0,53.0,52.0,52.0,49.0,50.0,53.0,51.0,53.0
257,52.0,53.0,53.0,51.0,53.0,51.0,53.0,53.0,50.0,50.0
258,52.0,54.0,54.0,51.0,52.0,52.0,55.0,55.0,51.0,51.0
259,51.0,53.0,53.0,50.0,53.0,51.0,52.0,50.0,52.0,53.0
260,53.0,54.0,54.0,54.0,54.0,51.0,51.0,50.0,51.0,53.0
261,53.0,52.0,52.0,53.0,54.0,52.0,52.0,53.0,51.0,53.0
262,53.0,52.0,51.0,51.0,54.0,50.0,52.0,53.0,51.0,54.0
263,52.0,53.0,53.0,54.0,51.0,52.0,53.0,54.0,50.0,52.0
264,52.0,51.0,53.0,53.0,52.0,53.0,51.0,53.0,51.0,53.0
265,53.0,53.0,52.0,52.0,53.0,51.0,52.0,53.0,54.0,52.0
266,53.0,53.0,51.0,52.0,51.0,53.0,52.0,54.0,52.0,53.0
267,53.0,53.0,52.0,51.0,53.0,52.0,52.0,54.0,53.0,52.0
268,52.0,52.0,52.0,53.0,54.0,53.0,51.0,51.0,53.0,50.0
269,53.0,52.0,53.0,52.0,51.0,52.0,53.0,53.0,52.0,51.0
270,53.0,53.0,53.0,53.0,53.0,50.0,52.0,52.0,53.0,51.0
271,50.0,53.0,54.0,55.0,53.0,51.0,53.0,52.0,52.0,53.0
272,49.0,53.0,53.0,52.0,54.0,53.0,54.0,52.0,53.0,51.0
273,52.0,53.0,53.0,53.0,52.0,53.0,53.0,54.0,54.0,51.0
274,52.0,52.0,52.0,51.0,51.0,53.0,53.0,55.0,54.0,53.0
275,52.0,53.0,52.0,53.0,54.0,51.0,53.0,52.0,54.0,53.0
276,51.0,51.0,50.0,53.0,52.0,52.0,51.0,53.0,53.0,52.0
277,51.0,52.0,51.0,53.0,52.0,51.0,53.0,54.0,52.0,51.0
278,53.0,54.0,51.0,50.0,51.0,53.0,50.0,54.0,53.0,52.0
279,54.0,55.0,52.0,54.0,51.0,50.0,53.0,53.0,52.0,51.0
280,52.0,53.0,52.0,51.0,51.0,51.0,52.0,52.0,53.0,52.0
281,51.0,50.0,51.0,52.0,50.0,53.0,52.0,52.0,52.0,53.0
282,54.0,51.0,52.0,53.0,53.0,52.0,53.0,54.0,52.0,51.0
283,52.0,52.0,52.0,50.0,52.0,52.0,52.0,54.0,52.0,52.0
284,51.0,52.0,52.0,51.0,52.0,51.0,52.0,53.0,50.0,52.0
285,52.0,53.0,52.0,52.0,53.0,52.0,51.0,52.0,51.0,51.0
286,53.0,52.0,53.0,52.0,52.0,53.0,52.0,54.0,51.0,50.0
287,52.0,53.0,52.0,53.0,54.0,51.0,50.0,53.0,52.0,52.0
288,51.0,52.0,52.0,50.0,54.0,52.0,54.0,52.0,52.0,51.0
289,53.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0
290,52.0,51.0,53.0,52.0,52.0,52.0,51.0,53.0,53.0,54.0
291,50.0,52.0,51.0,52.0,52.0,52.0,52.0,55.0,52.0,50.0
292,52.0,52.0,52.0,52.0,52.0,50.0,52.0,51.0,53.0,50.0
293,51.0,52.0,53.0,51.0,50.0,51.0,52.0,54.0,50.0,53.0
294,53.0,52.0,51.0,52.0,51.0,52.0,53.0,52.0,52.0,52.0
295,52.0,52.0,49.0,52.0,52.0,52.0,53.0,50.0,54.0,52.0
296,52.0,52.0,51.0,50.0,51.0,52.0,50.0,51.0,51.0,52.0
297,51.0,52.0,54.0,53.0,51.0,51.0,52.0,52.0,51.0,51.0
298,50.0,52.0,50.0,52.0,52.0,50.0,52.0,52.0,50.0,51.0
299,51.0,51.0,52.0,52.0,53.0,51.0,53.0,51.0,52.0,53.0
300,51.0,49.0,52.0,51.0,52.0,53.0,54.0,52.0,52.0,51.0
301,53.0,53.0,51.0,53.0,51.0,51.0,53.0,53.0,53.0,50.0
302,52.0,52.0,53.0,53.0,51.0,53.0,50.0,52.0,53.0,50.0
303,53.0,50.0,52.0,52.0,51.0,52.0,52.0,53.0,52.0,52.0
304,55.0,51.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0
305,54.0,53.0,53.0,51.0,53.0,53.0,53.0,51.0,52.0,52.0
306,53.0,52.0,53.0,52.0,52.0,52.0,53.0,54.0,51.0,52.0
307,54.0,53.0,52.0,52.0,53.0,51.0,54.0,52.0,52.0,49.0
308,53.0,53.0,51.0,52.0,52.0,52.0,52.0,51.0,51.0,52.0
309,50.0,52.0,52.0,52.0,53.0,52.0,53.0,53.0,52.0,53.0
310,52.0,54.0,53.0,52.0,51.0,52.0,50.0,52.0,52.0,52.0
311,53.0,51.0,53.0,53.0,52.0,52.0,53.0,51.0,53.0,52.0
312,51.0,53.0,50.0,50.0,52.0,53.0,54.0,54.0,53.0,53.0
313,52.0,52.0,52.0,51.0,53.0,54.0,51.0,53.0,53.0,53.0
314,51.0,52.0,55.0,51.0,52.0,52.0,52.0,54.0,54.0,52.0
315,52.0,51.0,48.0,53.0,52.0,53.0,54.0,51.0,51.0,52.0
316,53.0,52.0,54.0,51.0,52.0,52.0,54.0,54.0,51.0,52.0
317,52.0,52.0,56.0,54.0,52.0,52.0,53.0,53.0,52.0,52.0
318,53.0,53.0,51.0,50.0,51.0,53.0,52.0,53.0,52.0,52.0
319,53.0,51.0,52.0,49.0,55.0,50.0,52.0,54.0,51.0,53.0
320,52.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,51.0
321,51.0,53.0,53.0,52.0,52.0,53.0,52.0,54.0,53.0,51.0
322,52.0,51.0,50.0,53.0,53.0,51.0,54.0,53.0,53.0,53.0
323,53.0,51.0,54.0,51.0,53.0,52.0,53.0,53.0,49.0,53.0
324,53.0,52.0,53.0,52.0,54.0,49.0,53.0,52.0,51.0,53.0
325,52.0,52.0,51.0,51.0,53.0,52.0,53.0,51.0,54.0,50.0
326,55.0,53.0,50.0,52.0,53.0,54.0,52.0,54.0,53.0,52.0
327,53.0,51.0,52.0,53.0,52.0,53.0,55.0,54.0,52.0,52.0
