,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19
1125,54.0,54.0,51.0,51.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,51.0,52.0,52.0,54.0
1126,54.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,55.0,55.0,55.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0
1127,51.0,51.0,55.0,55.0,53.0,53.0,54.0,50.0,51.0,53.0,52.0,52.0,52.0,54.0,54.0,54.0,54.0,53.0,53.0,54.0
1128,53.0,53.0,51.0,51.0,52.0,52.0,53.0,52.0,53.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,53.0,52.0,54.0
1129,52.0,52.0,52.0,52.0,52.0,52.0,54.0,54.0,54.0,57.0,55.0,55.0,55.0,52.0,52.0,52.0,52.0,51.0,53.0,52.0
1130,52.0,52.0,52.0,52.0,51.0,51.0,54.0,51.0,55.0,54.0,51.0,51.0,51.0,54.0,54.0,54.0,54.0,51.0,53.0,54.0
1131,51.0,51.0,51.0,51.0,55.0,55.0,53.0,53.0,53.0,51.0,54.0,54.0,54.0,53.0,53.0,53.0,54.0,51.0,53.0,54.0
1132,50.0,50.0,49.0,49.0,54.0,54.0,54.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,54.0,51.0,51.0,53.0
1133,52.0,52.0,52.0,52.0,55.0,55.0,50.0,52.0,52.0,54.0,54.0,54.0,54.0,53.0,53.0,53.0,52.0,54.0,54.0,53.0
1134,53.0,53.0,52.0,52.0,55.0,55.0,51.0,53.0,52.0,50.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,54.0,53.0,53.0
1135,53.0,53.0,51.0,51.0,52.0,52.0,51.0,53.0,54.0,54.0,53.0,53.0,53.0,54.0,54.0,54.0,53.0,51.0,53.0,51.0
1136,52.0,52.0,54.0,54.0,55.0,55.0,53.0,52.0,54.0,55.0,53.0,53.0,53.0,52.0,52.0,52.0,51.0,51.0,52.0,51.0
1137,53.0,53.0,51.0,51.0,53.0,53.0,55.0,53.0,54.0,54.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,53.0,54.0
1138,51.0,51.0,52.0,52.0,51.0,51.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0
1139,53.0,53.0,53.0,53.0,55.0,55.0,54.0,51.0,53.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,54.0,52.0,52.0
1140,51.0,51.0,52.0,52.0,52.0,52.0,52.0,55.0,53.0,54.0,53.0,53.0,53.0,52.0,52.0,52.0,54.0,52.0,53.0,53.0
1141,55.0,55.0,52.0,52.0,52.0,52.0,53.0,54.0,54.0,53.0,53.0,53.0,53.0,54.0,54.0,54.0,53.0,51.0,53.0,54.0
1142,51.0,51.0,50.0,50.0,52.0,52.0,52.0,53.0,54.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,55.0
1143,52.0,52.0,54.0,54.0,53.0,53.0,52.0,53.0,53.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,54.0
1144,52.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,54.0,54.0,54.0,52.0,52.0,52.0,54.0,51.0,53.0,55.0
1145,51.0,51.0,51.0,51.0,51.0,51.0,52.0,51.0,53.0,51.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,51.0,51.0,53.0
1146,52.0,52.0,53.0,53.0,53.0,53.0,52.0,54.0,53.0,51.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,52.0,53.0,55.0
1147,52.0,52.0,53.0,53.0,52.0,52.0,53.0,54.0,51.0,52.0,52.0,52.0,52.0,54.0,54.0,54.0,51.0,52.0,52.0,53.0
1148,54.0,54.0,52.0,52.0,53.0,53.0,50.0,50.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,51.0,53.0,52.0,54.0
1149,54.0,54.0,53.0,53.0,54.0,54.0,55.0,52.0,53.0,54.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,54.0,54.0
1150,53.0,53.0,52.0,52.0,53.0,53.0,51.0,54.0,53.0,55.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0
1151,54.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,53.0,54.0,54.0,54.0,51.0,51.0,51.0,51.0,54.0,52.0,52.0
1152,51.0,51.0,52.0,52.0,52.0,52.0,53.0,51.0,53.0,53.0,52.0,52.0,52.0,54.0,54.0,54.0,51.0,54.0,53.0,53.0
1153,53.0,53.0,52.0,52.0,53.0,53.0,53.0,52.0,54.0,54.0,53.0,53.0,53.0,51.0,51.0,51.0,51.0,53.0,52.0,53.0
1154,54.0,54.0,54.0,54.0,53.0,53.0,55.0,55.0,53.0,53.0,54.0,54.0,54.0,51.0,51.0,51.0,52.0,54.0,54.0,55.0
1155,53.0,53.0,52.0,52.0,52.0,52.0,51.0,52.0,52.0,53.0,53.0,53.0,53.0,54.0,54.0,54.0,51.0,51.0,53.0,54.0
1156,52.0,52.0,52.0,52.0,54.0,54.0,53.0,53.0,54.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,54.0
1157,53.0,53.0,52.0,52.0,52.0,52.0,53.0,54.0,54.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,54.0,54.0
1158,53.0,53.0,53.0,53.0,54.0,54.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,53.0,54.0,54.0
1159,52.0,52.0,54.0,54.0,51.0,51.0,53.0,52.0,54.0,53.0,53.0,53.0,53.0,55.0,55.0,55.0,52.0,52.0,50.0,53.0
1160,53.0,53.0,54.0,54.0,54.0,54.0,53.0,51.0,54.0,52.0,53.0,53.0,53.0,54.0,54.0,54.0,51.0,52.0,52.0,53.0
1161,54.0,54.0,52.0,52.0,52.0,52.0,54.0,51.0,52.0,54.0,54.0,54.0,54.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0
1162,54.0,54.0,52.0,52.0,52.0,52.0,53.0,55.0,51.0,53.0,53.0,53.0,53.0,54.0,54.0,54.0,51.0,51.0,52.0,52.0
1163,54.0,54.0,52.0,52.0,53.0,53.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0,52.0,53.0,54.0
1164,52.0,52.0,52.0,52.0,52.0,52.0,51.0,51.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,54.0,52.0,55.0
1165,53.0,53.0,52.0,52.0,51.0,51.0,53.0,52.0,51.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,53.0,52.0,54.0
1166,51.0,51.0,53.0,53.0,50.0,50.0,52.0,53.0,51.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0,53.0,52.0,55.0
1167,52.0,52.0,52.0,52.0,52.0,52.0,54.0,53.0,52.0,52.0,51.0,51.0,51.0,51.0,51.0,51.0,52.0,53.0,52.0,53.0
1168,53.0,53.0,53.0,53.0,52.0,52.0,52.0,50.0,55.0,54.0,53.0,53.0,53.0,54.0,54.0,54.0,53.0,52.0,53.0,53.0
1169,52.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,54.0,52.0,52.0,52.0,53.0,53.0,53.0,54.0,50.0,53.0,56.0
1170,52.0,52.0,53.0,53.0,52.0,52.0,52.0,50.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,51.0,53.0,54.0
1171,51.0,51.0,53.0,53.0,52.0,52.0,53.0,50.0,52.0,53.0,53.0,53.0,53.0,54.0,54.0,54.0,53.0,53.0,52.0,53.0
1172,53.0,53.0,53.0,53.0,52.0,52.0,51.0,52.0,52.0,54.0,52.0,52.0,52.0,54.0,54.0,54.0,52.0,53.0,51.0,52.0
1173,52.0,52.0,53.0,53.0,53.0,53.0,51.0,53.0,52.0,52.0,51.0,51.0,51.0,53.0,53.0,53.0,52.0,52.0,54.0,51.0
1174,52.0,52.0,52.0,52.0,53.0,53.0,54.0,52.0,53.0,53.0,53.0,53.0,53.0,54.0,54.0,54.0,51.0,51.0,53.0,54.0
1175,53.0,53.0,54.0,54.0,52.0,52.0,52.0,53.0,53.0,54.0,52.0,52.0,52.0,55.0,55.0,55.0,52.0,53.0,53.0,55.0
1176,53.0,53.0,56.0,56.0,54.0,54.0,51.0,53.0,52.0,54.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,53.0,52.0,54.0
1177,51.0,51.0,53.0,53.0,52.0,52.0,52.0,53.0,51.0,54.0,55.0,55.0,55.0,53.0,53.0,53.0,54.0,53.0,53.0,53.0
1178,55.0,55.0,52.0,52.0,50.0,50.0,51.0,53.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0
1179,52.0,52.0,53.0,53.0,54.0,54.0,53.0,53.0,52.0,54.0,54.0,54.0,54.0,53.0,53.0,53.0,54.0,54.0,53.0,53.0
1180,51.0,51.0,51.0,51.0,53.0,53.0,53.0,51.0,51.0,54.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,51.0,52.0,54.0
1181,54.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0,53.0,54.0,54.0,54.0,52.0,52.0,52.0,52.0,52.0,54.0,53.0
1182,52.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,54.0,54.0,54.0,51.0,51.0,51.0,52.0,52.0,53.0,54.0
1183,53.0,53.0,52.0,52.0,53.0,53.0,52.0,50.0,53.0,53.0,53.0,53.0,53.0,55.0,55.0,55.0,52.0,53.0,54.0,52.0
1184,52.0,52.0,54.0,54.0,52.0,52.0,54.0,52.0,52.0,53.0,52.0,52.0,52.0,54.0,54.0,54.0,54.0,54.0,54.0,55.0
1185,54.0,54.0,53.0,53.0,52.0,52.0,52.0,53.0,54.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,54.0,51.0,55.0
1186,54.0,54.0,54.0,54.0,53.0,53.0,53.0,54.0,54.0,53.0,53.0,53.0,53.0,54.0,54.0,54.0,54.0,52.0,54.0,50.0
1187,52.0,52.0,53.0,53.0,52.0,52.0,55.0,54.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0,53.0,53.0,52.0
1188,54.0,54.0,53.0,53.0,52.0,52.0,54.0,52.0,53.0,53.0,51.0,51.0,51.0,52.0,52.0,52.0,53.0,52.0,52.0,54.0
1189,53.0,53.0,52.0,52.0,54.0,54.0,56.0,53.0,52.0,51.0,52.0,52.0,52.0,55.0,55.0,55.0,53.0,52.0,53.0,54.0
1190,55.0,55.0,54.0,54.0,52.0,52.0,52.0,53.0,54.0,54.0,51.0,51.0,51.0,53.0,53.0,53.0,52.0,52.0,51.0,52.0
1191,54.0,54.0,52.0,52.0,51.0,51.0,52.0,51.0,53.0,51.0,53.0,53.0,53.0,52.0,52.0,52.0,54.0,52.0,54.0,52.0
1192,52.0,52.0,52.0,52.0,53.0,53.0,53.0,51.0,53.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,51.0,54.0
1193,52.0,52.0,53.0,53.0,54.0,54.0,53.0,52.0,52.0,53.0,52.0,52.0,52.0,51.0,51.0,51.0,53.0,51.0,52.0,53.0
1194,55.0,55.0,54.0,54.0,54.0,54.0,53.0,52.0,53.0,52.0,54.0,54.0,54.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0
1195,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,51.0,51.0,51.0,53.0,53.0,53.0,53.0,50.0,51.0,55.0
1196,53.0,53.0,51.0,51.0,52.0,52.0,55.0,53.0,55.0,53.0,54.0,54.0,54.0,53.0,53.0,53.0,52.0,53.0,52.0,54.0
1197,55.0,55.0,52.0,52.0,54.0,54.0,55.0,51.0,53.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0
1198,53.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,50.0,54.0,54.0,54.0,54.0,54.0,54.0,53.0,53.0,52.0,51.0
1199,53.0,53.0,50.0,50.0,54.0,54.0,52.0,53.0,54.0,51.0,53.0,53.0,53.0,54.0,54.0,54.0,53.0,55.0,52.0,55.0
1200,53.0,53.0,53.0,53.0,51.0,51.0,53.0,52.0,54.0,53.0,53.0,53.0,53.0,54.0,54.0,54.0,51.0,52.0,52.0,53.0
1201,52.0,52.0,51.0,51.0,52.0,52.0,54.0,52.0,53.0,52.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,53.0,50.0
1202,53.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,51.0,51.0,53.0,53.0,53.0,54.0,54.0,54.0,52.0,51.0,55.0,51.0
1203,53.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0,54.0,54.0,54.0,53.0,53.0,53.0,53.0,52.0,54.0,54.0
1204,50.0,50.0,53.0,53.0,51.0,51.0,54.0,53.0,52.0,52.0,52.0,52.0,52.0,54.0,54.0,54.0,54.0,52.0,52.0,52.0
1205,52.0,52.0,54.0,54.0,52.0,52.0,53.0,53.0,53.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,53.0,53.0,52.0,52.0
1206,52.0,52.0,51.0,51.0,51.0,51.0,53.0,52.0,54.0,54.0,52.0,52.0,52.0,53.0,53.0,53.0,54.0,51.0,52.0,54.0
1207,53.0,53.0,52.0,52.0,53.0,53.0,52.0,51.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0,51.0,51.0,53.0
1208,54.0,54.0,53.0,53.0,53.0,53.0,52.0,52.0,54.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,53.0,54.0,52.0
1209,53.0,53.0,54.0,54.0,53.0,53.0,55.0,53.0,52.0,53.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,53.0,52.0,53.0
1210,52.0,52.0,54.0,54.0,53.0,53.0,53.0,51.0,53.0,52.0,54.0,54.0,54.0,53.0,53.0,53.0,54.0,50.0,54.0,53.0
1211,54.0,54.0,52.0,52.0,52.0,52.0,53.0,51.0,54.0,54.0,53.0,53.0,53.0,54.0,54.0,54.0,51.0,52.0,54.0,53.0
1212,54.0,54.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,54.0,55.0
1213,55.0,55.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0,51.0,51.0,51.0,54.0,53.0,53.0,52.0
1214,55.0,55.0,55.0,55.0,54.0,54.0,54.0,52.0,52.0,51.0,50.0,50.0,50.0,53.0,53.0,53.0,53.0,53.0,51.0,53.0
1215,53.0,53.0,52.0,52.0,51.0,51.0,51.0,51.0,52.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,51.0,54.0,53.0
1216,53.0,53.0,53.0,53.0,53.0,53.0,54.0,55.0,52.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,52.0,51.0,55.0
1217,53.0,53.0,52.0,52.0,55.0,55.0,52.0,51.0,53.0,53.0,52.0,52.0,52.0,50.0,50.0,50.0,53.0,52.0,52.0,55.0
1218,54.0,54.0,53.0,53.0,52.0,52.0,55.0,51.0,56.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0,53.0,52.0,53.0
1219,53.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,54.0,54.0,54.0,54.0,53.0,53.0,53.0,53.0,53.0,54.0,54.0
1220,53.0,53.0,49.0,49.0,52.0,52.0,54.0,51.0,51.0,54.0,50.0,50.0,50.0,52.0,52.0,52.0,52.0,50.0,53.0,53.0
1221,52.0,52.0,54.0,54.0,53.0,53.0,54.0,54.0,54.0,53.0,54.0,54.0,54.0,53.0,53.0,53.0,55.0,53.0,54.0,51.0
1222,53.0,53.0,56.0,56.0,54.0,54.0,53.0,51.0,52.0,52.0,51.0,51.0,51.0,51.0,51.0,51.0,53.0,52.0,54.0,55.0
1223,54.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,51.0,51.0,51.0,55.0,55.0,55.0,52.0,54.0,56.0,54.0
1224,55.0,55.0,51.0,51.0,52.0,52.0,54.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0,53.0,53.0
1225,52.0,52.0,53.0,53.0,54.0,54.0,52.0,53.0,53.0,54.0,54.0,54.0,54.0,51.0,51.0,51.0,54.0,51.0,52.0,53.0
1226,54.0,54.0,55.0,55.0,52.0,52.0,56.0,52.0,53.0,52.0,54.0,54.0,54.0,54.0,54.0,54.0,52.0,53.0,54.0,53.0
1227,54.0,54.0,52.0,52.0,53.0,53.0,53.0,54.0,50.0,51.0,53.0,53.0,53.0,54.0,54.0,54.0,52.0,54.0,53.0,54.0
1228,53.0,53.0,51.0,51.0,55.0,55.0,52.0,55.0,52.0,53.0,54.0,54.0,54.0,51.0,51.0,51.0,53.0,53.0,52.0,50.0
1229,54.0,54.0,57.0,57.0,55.0,55.0,52.0,52.0,53.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,54.0,54.0,52.0
1230,50.0,50.0,53.0,53.0,52.0,52.0,51.0,52.0,55.0,53.0,54.0,54.0,54.0,56.0,56.0,56.0,52.0,51.0,53.0,51.0
1231,52.0,52.0,50.0,50.0,53.0,53.0,52.0,55.0,49.0,52.0,54.0,54.0,54.0,54.0,54.0,54.0,53.0,51.0,53.0,51.0
1232,52.0,52.0,53.0,53.0,52.0,52.0,52.0,52.0,51.0,54.0,51.0,51.0,51.0,51.0,51.0,51.0,52.0,52.0,53.0,53.0
1233,53.0,53.0,55.0,55.0,53.0,53.0,53.0,53.0,54.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,52.0,53.0,53.0
1234,55.0,55.0,53.0,53.0,52.0,52.0,54.0,53.0,53.0,53.0,54.0,54.0,54.0,52.0,52.0,52.0,53.0,53.0,52.0,51.0
1235,51.0,51.0,53.0,53.0,53.0,53.0,53.0,50.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,52.0,54.0,54.0
1236,53.0,53.0,52.0,52.0,55.0,55.0,54.0,53.0,56.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,52.0,54.0,54.0
1237,52.0,52.0,53.0,53.0,55.0,55.0,54.0,51.0,53.0,53.0,51.0,51.0,51.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0
1238,54.0,54.0,51.0,51.0,52.0,52.0,54.0,53.0,53.0,54.0,53.0,53.0,53.0,56.0,56.0,56.0,54.0,54.0,52.0,53.0
1239,51.0,51.0,54.0,54.0,53.0,53.0,54.0,53.0,51.0,52.0,53.0,53.0,53.0,51.0,51.0,51.0,54.0,54.0,53.0,53.0
1240,53.0,53.0,53.0,53.0,51.0,51.0,52.0,51.0,51.0,52.0,53.0,53.0,53.0,55.0,55.0,55.0,53.0,52.0,52.0,54.0
1241,54.0,54.0,53.0,53.0,53.0,53.0,53.0,54.0,52.0,51.0,53.0,53.0,53.0,55.0,55.0,55.0,50.0,53.0,52.0,53.0
1242,53.0,53.0,52.0,52.0,54.0,54.0,52.0,50.0,53.0,53.0,54.0,54.0,54.0,51.0,51.0,51.0,52.0,53.0,54.0,52.0
1243,52.0,52.0,51.0,51.0,53.0,53.0,53.0,53.0,52.0,54.0,54.0,54.0,54.0,53.0,53.0,53.0,53.0,52.0,54.0,55.0
1244,51.0,51.0,52.0,52.0,54.0,54.0,54.0,54.0,52.0,51.0,53.0,53.0,53.0,54.0,54.0,54.0,52.0,52.0,52.0,54.0
1245,52.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0,54.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,54.0,54.0
1246,52.0,52.0,53.0,53.0,56.0,56.0,54.0,53.0,55.0,55.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,54.0,53.0,53.0
1247,52.0,52.0,52.0,52.0,53.0,53.0,55.0,52.0,51.0,53.0,52.0,52.0,52.0,51.0,51.0,51.0,52.0,52.0,51.0,53.0
1248,53.0,53.0,52.0,52.0,53.0,53.0,55.0,52.0,54.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0,53.0,53.0,52.0
1249,52.0,52.0,52.0,52.0,53.0,53.0,54.0,53.0,53.0,53.0,51.0,51.0,51.0,53.0,53.0,53.0,53.0,51.0,54.0,52.0
1250,55.0,55.0,52.0,52.0,51.0,51.0,54.0,53.0,54.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0,54.0,52.0,54.0
1251,54.0,54.0,53.0,53.0,54.0,54.0,53.0,51.0,55.0,52.0,53.0,53.0,53.0,55.0,55.0,55.0,52.0,53.0,52.0,53.0
1252,51.0,51.0,52.0,52.0,50.0,50.0,53.0,52.0,51.0,53.0,51.0,51.0,51.0,54.0,54.0,54.0,52.0,53.0,53.0,53.0
1253,54.0,54.0,54.0,54.0,52.0,52.0,54.0,52.0,55.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,54.0,54.0,53.0
1254,53.0,53.0,56.0,56.0,53.0,53.0,52.0,52.0,55.0,53.0,52.0,52.0,52.0,55.0,55.0,55.0,52.0,53.0,53.0,53.0
1255,53.0,53.0,52.0,52.0,53.0,53.0,56.0,54.0,53.0,55.0,54.0,54.0,54.0,53.0,53.0,53.0,53.0,52.0,52.0,54.0
1256,54.0,54.0,53.0,53.0,53.0,53.0,54.0,52.0,54.0,54.0,54.0,54.0,54.0,53.0,53.0,53.0,51.0,53.0,53.0,54.0
1257,52.0,52.0,52.0,52.0,54.0,54.0,53.0,52.0,53.0,51.0,53.0,53.0,53.0,50.0,50.0,50.0,52.0,52.0,53.0,55.0
1258,52.0,52.0,52.0,52.0,53.0,53.0,54.0,51.0,53.0,54.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0
1259,51.0,51.0,53.0,53.0,53.0,53.0,54.0,52.0,51.0,53.0,54.0,54.0,54.0,53.0,53.0,53.0,51.0,51.0,52.0,51.0
1260,51.0,51.0,51.0,51.0,54.0,54.0,52.0,52.0,53.0,53.0,52.0,52.0,52.0,51.0,51.0,51.0,52.0,51.0,54.0,53.0
1261,54.0,54.0,54.0,54.0,53.0,53.0,55.0,53.0,53.0,54.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,52.0,51.0,53.0
1262,53.0,53.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,54.0,51.0,51.0,51.0,53.0,53.0,53.0,52.0,50.0,52.0,54.0
1263,54.0,54.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0,52.0,52.0,52.0
1264,53.0,53.0,53.0,53.0,53.0,53.0,54.0,54.0,52.0,52.0,51.0,51.0,51.0,56.0,56.0,56.0,51.0,51.0,52.0,53.0
1265,54.0,54.0,54.0,54.0,51.0,51.0,53.0,54.0,52.0,51.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,52.0,54.0,54.0
1266,53.0,53.0,53.0,53.0,53.0,53.0,54.0,54.0,52.0,50.0,53.0,53.0,53.0,54.0,54.0,54.0,53.0,53.0,53.0,53.0
1267,53.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,53.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0
1268,53.0,53.0,52.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,54.0,54.0,54.0,54.0,54.0,54.0,53.0,52.0,55.0,54.0
1269,53.0,53.0,54.0,54.0,53.0,53.0,51.0,52.0,52.0,53.0,51.0,51.0,51.0,54.0,54.0,54.0,54.0,52.0,54.0,55.0
1270,53.0,53.0,53.0,53.0,54.0,54.0,53.0,54.0,52.0,54.0,52.0,52.0,52.0,53.0,53.0,53.0,54.0,52.0,52.0,54.0
1271,53.0,53.0,55.0,55.0,54.0,54.0,55.0,52.0,53.0,52.0,54.0,54.0,54.0,54.0,54.0,54.0,55.0,54.0,52.0,53.0
1272,51.0,51.0,53.0,53.0,55.0,55.0,55.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,51.0,53.0,53.0,55.0
1273,52.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0,54.0,52.0,52.0,52.0,54.0,54.0,54.0,50.0,52.0,52.0,54.0
1274,52.0,52.0,54.0,54.0,52.0,52.0,52.0,53.0,51.0,53.0,51.0,51.0,51.0,52.0,52.0,52.0,53.0,52.0,53.0,54.0
1275,52.0,52.0,51.0,51.0,55.0,55.0,52.0,53.0,53.0,54.0,54.0,54.0,54.0,53.0,53.0,53.0,51.0,52.0,52.0,53.0
1276,51.0,51.0,52.0,52.0,53.0,53.0,55.0,51.0,52.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,55.0
1277,52.0,52.0,53.0,53.0,52.0,52.0,52.0,52.0,54.0,53.0,51.0,51.0,51.0,54.0,54.0,54.0,53.0,52.0,54.0,53.0
1278,53.0,53.0,52.0,52.0,54.0,54.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,51.0,53.0,53.0,53.0
1279,52.0,52.0,54.0,54.0,52.0,52.0,55.0,49.0,52.0,52.0,54.0,54.0,54.0,51.0,51.0,51.0,52.0,52.0,51.0,52.0
1280,52.0,52.0,52.0,52.0,54.0,54.0,51.0,53.0,53.0,52.0,53.0,53.0,53.0,54.0,54.0,54.0,53.0,52.0,53.0,54.0
1281,53.0,53.0,52.0,52.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,55.0,55.0,55.0,50.0,52.0,51.0,55.0
1282,51.0,51.0,52.0,52.0,53.0,53.0,49.0,52.0,52.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,50.0,52.0,52.0,55.0
1283,52.0,52.0,51.0,51.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0,54.0,54.0,53.0,53.0,53.0,54.0,54.0,52.0,54.0
1284,53.0,53.0,55.0,55.0,54.0,54.0,53.0,53.0,54.0,52.0,53.0,53.0,53.0,54.0,54.0,54.0,53.0,54.0,51.0,53.0
1285,55.0,55.0,54.0,54.0,53.0,53.0,51.0,53.0,54.0,55.0,50.0,50.0,50.0,54.0,54.0,54.0,50.0,53.0,54.0,52.0
1286,52.0,52.0,51.0,51.0,51.0,51.0,53.0,54.0,55.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,52.0,52.0
1287,52.0,52.0,53.0,53.0,51.0,51.0,56.0,51.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,52.0,53.0,56.0
1288,54.0,54.0,52.0,52.0,52.0,52.0,54.0,53.0,51.0,53.0,52.0,52.0,52.0,55.0,55.0,55.0,52.0,53.0,54.0,54.0
1289,52.0,52.0,53.0,53.0,51.0,51.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0,54.0,54.0,54.0,53.0,52.0,51.0,54.0
1290,54.0,54.0,51.0,51.0,52.0,52.0,50.0,53.0,52.0,53.0,53.0,53.0,53.0,54.0,54.0,54.0,52.0,52.0,53.0,53.0
1291,51.0,51.0,53.0,53.0,53.0,53.0,54.0,52.0,52.0,51.0,54.0,54.0,54.0,53.0,53.0,53.0,52.0,52.0,54.0,55.0
