,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19
time_epoch,1613196284.2552047,1613196284.4342148,1613196284.612225,1613196284.7902353,1613196284.9672453,1613196285.147256,1613196285.327266,1613196285.5042763,1613196285.6832862,1613196285.8602965,1613196286.0393066,1613196286.2173169,1613196286.395327,1613196286.5723372,1613196286.7513475,1613196286.9283576,1613196287.1253688,1613196287.3043792,1613196287.4813893,1613196287.6593995
0,55.0,55.0,54.0,54.0,55.0,55.0,54.0,53.0,52.0,52.0,51.0,51.0,51.0,54.0,54.0,54.0,54.0,54.0,53.0,54.0
1,52.0,52.0,53.0,53.0,54.0,54.0,53.0,54.0,53.0,53.0,52.0,52.0,52.0,54.0,54.0,54.0,54.0,53.0,53.0,54.0
2,52.0,52.0,53.0,53.0,52.0,52.0,54.0,53.0,53.0,53.0,55.0,55.0,55.0,54.0,54.0,54.0,53.0,52.0,52.0,54.0
3,54.0,54.0,52.0,52.0,49.0,49.0,53.0,54.0,53.0,54.0,53.0,53.0,53.0,51.0,51.0,51.0,53.0,52.0,51.0,54.0
4,53.0,53.0,52.0,52.0,53.0,53.0,53.0,51.0,54.0,54.0,55.0,55.0,55.0,52.0,52.0,52.0,53.0,53.0,51.0,52.0
5,53.0,53.0,51.0,51.0,54.0,54.0,53.0,52.0,54.0,51.0,54.0,54.0,54.0,53.0,53.0,53.0,53.0,54.0,54.0,52.0
6,52.0,52.0,52.0,52.0,54.0,54.0,53.0,54.0,53.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,51.0,51.0
7,54.0,54.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0,52.0,52.0,50.0,50.0,50.0,52.0,51.0,52.0,53.0
8,53.0,53.0,54.0,54.0,51.0,51.0,54.0,53.0,52.0,53.0,51.0,51.0,51.0,50.0,50.0,50.0,53.0,51.0,53.0,53.0
9,54.0,54.0,52.0,52.0,52.0,52.0,55.0,53.0,53.0,53.0,55.0,55.0,55.0,54.0,54.0,54.0,53.0,53.0,52.0,53.0
10,54.0,54.0,52.0,52.0,51.0,51.0,53.0,54.0,53.0,54.0,55.0,55.0,55.0,52.0,52.0,52.0,53.0,53.0,53.0,54.0
11,53.0,53.0,53.0,53.0,51.0,51.0,54.0,53.0,53.0,53.0,54.0,54.0,54.0,51.0,51.0,51.0,53.0,52.0,54.0,53.0
12,54.0,54.0,52.0,52.0,53.0,53.0,53.0,52.0,54.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,50.0,52.0
13,54.0,54.0,52.0,52.0,50.0,50.0,54.0,52.0,53.0,52.0,50.0,50.0,50.0,54.0,54.0,54.0,52.0,52.0,52.0,53.0
14,54.0,54.0,52.0,52.0,54.0,54.0,53.0,50.0,53.0,53.0,54.0,54.0,54.0,53.0,53.0,53.0,53.0,52.0,53.0,54.0
15,51.0,51.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,51.0,51.0,51.0,53.0,53.0,54.0,53.0
16,50.0,50.0,53.0,53.0,51.0,51.0,53.0,52.0,54.0,52.0,54.0,54.0,54.0,53.0,53.0,53.0,52.0,53.0,52.0,51.0
17,53.0,53.0,54.0,54.0,53.0,53.0,54.0,53.0,54.0,53.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,52.0,53.0
18,53.0,53.0,53.0,53.0,51.0,51.0,51.0,52.0,53.0,51.0,54.0,54.0,54.0,51.0,51.0,51.0,53.0,53.0,53.0,53.0
19,53.0,53.0,53.0,53.0,51.0,51.0,54.0,51.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,54.0,52.0,53.0
20,51.0,51.0,54.0,54.0,53.0,53.0,54.0,53.0,53.0,54.0,53.0,53.0,53.0,54.0,54.0,54.0,54.0,51.0,52.0,54.0
21,53.0,53.0,55.0,55.0,53.0,53.0,52.0,52.0,54.0,53.0,53.0,53.0,53.0,54.0,54.0,54.0,52.0,54.0,53.0,54.0
22,54.0,54.0,53.0,53.0,53.0,53.0,54.0,53.0,54.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,53.0,52.0,53.0
23,52.0,52.0,53.0,53.0,54.0,54.0,53.0,54.0,54.0,54.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
24,54.0,54.0,52.0,52.0,54.0,54.0,52.0,52.0,53.0,54.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,54.0,51.0
25,54.0,54.0,54.0,54.0,52.0,52.0,52.0,52.0,51.0,54.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0,51.0
26,53.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,52.0,52.0,53.0
27,54.0,54.0,53.0,53.0,52.0,52.0,52.0,51.0,54.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,55.0,54.0,53.0,51.0
28,52.0,52.0,53.0,53.0,53.0,53.0,54.0,50.0,53.0,53.0,52.0,52.0,52.0,51.0,51.0,51.0,53.0,55.0,52.0,54.0
29,52.0,52.0,51.0,51.0,53.0,53.0,52.0,50.0,54.0,53.0,54.0,54.0,54.0,52.0,52.0,52.0,52.0,53.0,54.0,53.0
30,52.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,54.0,54.0,54.0,53.0,53.0,53.0,53.0,54.0,51.0,53.0
31,55.0,55.0,52.0,52.0,53.0,53.0,52.0,52.0,56.0,52.0,55.0,55.0,55.0,53.0,53.0,53.0,52.0,54.0,53.0,54.0
32,55.0,55.0,53.0,53.0,51.0,51.0,53.0,51.0,54.0,52.0,53.0,53.0,53.0,54.0,54.0,54.0,53.0,52.0,51.0,52.0
33,53.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,54.0,54.0,54.0,52.0,52.0,52.0,51.0
34,53.0,53.0,52.0,52.0,53.0,53.0,54.0,51.0,54.0,53.0,55.0,55.0,55.0,53.0,53.0,53.0,53.0,55.0,53.0,53.0
35,53.0,53.0,53.0,53.0,55.0,55.0,53.0,52.0,52.0,54.0,53.0,53.0,53.0,54.0,54.0,54.0,52.0,53.0,50.0,52.0
36,54.0,54.0,52.0,52.0,52.0,52.0,53.0,50.0,54.0,54.0,54.0,54.0,54.0,53.0,53.0,53.0,50.0,53.0,53.0,52.0
37,54.0,54.0,52.0,52.0,51.0,51.0,53.0,51.0,54.0,53.0,52.0,52.0,52.0,55.0,55.0,55.0,53.0,53.0,54.0,51.0
38,53.0,53.0,53.0,53.0,50.0,50.0,55.0,50.0,53.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,54.0,50.0,53.0
39,52.0,52.0,53.0,53.0,52.0,52.0,52.0,49.0,51.0,53.0,54.0,54.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
40,53.0,53.0,53.0,53.0,53.0,53.0,54.0,54.0,51.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,55.0,53.0,53.0
41,53.0,53.0,53.0,53.0,52.0,52.0,51.0,51.0,52.0,54.0,55.0,55.0,55.0,52.0,52.0,52.0,52.0,55.0,51.0,53.0
42,53.0,53.0,51.0,51.0,52.0,52.0,52.0,50.0,53.0,51.0,54.0,54.0,54.0,50.0,50.0,50.0,54.0,52.0,54.0,51.0
43,54.0,54.0,53.0,53.0,55.0,55.0,52.0,51.0,53.0,53.0,51.0,51.0,51.0,52.0,52.0,52.0,53.0,53.0,52.0,51.0
44,54.0,54.0,53.0,53.0,52.0,52.0,52.0,51.0,56.0,52.0,52.0,52.0,52.0,51.0,51.0,51.0,52.0,53.0,54.0,52.0
45,53.0,53.0,55.0,55.0,53.0,53.0,54.0,52.0,52.0,54.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,54.0,54.0,54.0
46,54.0,54.0,51.0,51.0,52.0,52.0,52.0,51.0,53.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,50.0
47,53.0,53.0,52.0,52.0,52.0,52.0,56.0,53.0,52.0,53.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,53.0,51.0
48,54.0,54.0,52.0,52.0,53.0,53.0,54.0,51.0,53.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,53.0,52.0,54.0
49,52.0,52.0,53.0,53.0,52.0,52.0,55.0,50.0,53.0,54.0,52.0,52.0,52.0,54.0,54.0,54.0,54.0,54.0,53.0,54.0
50,53.0,53.0,54.0,54.0,53.0,53.0,55.0,50.0,54.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,55.0,53.0,52.0,52.0
51,53.0,53.0,53.0,53.0,50.0,50.0,54.0,50.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,54.0,53.0,53.0
52,53.0,53.0,52.0,52.0,51.0,51.0,53.0,51.0,55.0,53.0,51.0,51.0,51.0,54.0,54.0,54.0,51.0,52.0,54.0,53.0
53,52.0,52.0,54.0,54.0,53.0,53.0,54.0,52.0,52.0,54.0,52.0,52.0,52.0,54.0,54.0,54.0,54.0,52.0,51.0,51.0
54,55.0,55.0,53.0,53.0,54.0,54.0,53.0,52.0,52.0,54.0,54.0,54.0,54.0,53.0,53.0,53.0,54.0,55.0,54.0,52.0
55,52.0,52.0,53.0,53.0,54.0,54.0,53.0,54.0,52.0,51.0,53.0,53.0,53.0,53.0,53.0,53.0,55.0,53.0,53.0,52.0
56,52.0,52.0,51.0,51.0,53.0,53.0,52.0,52.0,53.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,53.0,50.0,50.0,53.0
57,52.0,52.0,52.0,52.0,53.0,53.0,52.0,52.0,53.0,53.0,54.0,54.0,54.0,52.0,52.0,52.0,55.0,54.0,53.0,54.0
58,53.0,53.0,53.0,53.0,54.0,54.0,55.0,53.0,55.0,55.0,55.0,55.0,55.0,53.0,53.0,53.0,51.0,53.0,51.0,54.0
59,54.0,54.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,51.0,52.0
60,52.0,52.0,54.0,54.0,54.0,54.0,52.0,53.0,53.0,52.0,54.0,54.0,54.0,53.0,53.0,53.0,53.0,54.0,51.0,52.0
61,53.0,53.0,53.0,53.0,53.0,53.0,52.0,51.0,56.0,55.0,52.0,52.0,52.0,51.0,51.0,51.0,54.0,53.0,53.0,52.0
62,53.0,53.0,53.0,53.0,51.0,51.0,54.0,51.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,55.0,53.0,53.0,52.0
63,54.0,54.0,52.0,52.0,54.0,54.0,53.0,51.0,52.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,53.0,52.0,54.0
64,52.0,52.0,53.0,53.0,52.0,52.0,53.0,49.0,54.0,55.0,52.0,52.0,52.0,50.0,50.0,50.0,53.0,55.0,54.0,52.0
65,54.0,54.0,55.0,55.0,53.0,53.0,53.0,51.0,56.0,51.0,53.0,53.0,53.0,51.0,51.0,51.0,54.0,54.0,53.0,53.0
66,54.0,54.0,54.0,54.0,53.0,53.0,52.0,53.0,53.0,54.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,52.0,53.0,53.0
67,55.0,55.0,52.0,52.0,53.0,53.0,56.0,51.0,54.0,53.0,52.0,52.0,52.0,54.0,54.0,54.0,53.0,53.0,53.0,51.0
68,53.0,53.0,53.0,53.0,52.0,52.0,55.0,51.0,54.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0,53.0
69,55.0,55.0,53.0,53.0,54.0,54.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,54.0,54.0,54.0,53.0,53.0,54.0,56.0
70,54.0,54.0,54.0,54.0,54.0,54.0,54.0,52.0,52.0,51.0,53.0,53.0,53.0,55.0,55.0,55.0,53.0,52.0,53.0,53.0
71,54.0,54.0,52.0,52.0,53.0,53.0,53.0,51.0,51.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0
72,51.0,51.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,55.0,55.0,55.0,54.0,54.0,54.0,51.0,52.0,52.0,53.0
73,54.0,54.0,54.0,54.0,52.0,52.0,54.0,52.0,53.0,54.0,53.0,53.0,53.0,54.0,54.0,54.0,52.0,52.0,52.0,52.0
74,54.0,54.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,54.0,53.0
75,52.0,52.0,53.0,53.0,54.0,54.0,54.0,51.0,50.0,51.0,54.0,54.0,54.0,54.0,54.0,54.0,53.0,53.0,55.0,53.0
76,52.0,52.0,53.0,53.0,50.0,50.0,52.0,52.0,53.0,54.0,53.0,53.0,53.0,52.0,52.0,52.0,54.0,53.0,54.0,52.0
77,52.0,52.0,54.0,54.0,53.0,53.0,51.0,52.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0,53.0,53.0
78,51.0,51.0,53.0,53.0,52.0,52.0,54.0,52.0,53.0,54.0,53.0,53.0,53.0,51.0,51.0,51.0,51.0,53.0,54.0,53.0
79,54.0,54.0,52.0,52.0,53.0,53.0,52.0,53.0,54.0,53.0,54.0,54.0,54.0,51.0,51.0,51.0,52.0,54.0,54.0,52.0
80,53.0,53.0,52.0,52.0,54.0,54.0,52.0,53.0,54.0,52.0,53.0,53.0,53.0,54.0,54.0,54.0,54.0,52.0,53.0,54.0
81,51.0,51.0,51.0,51.0,50.0,50.0,53.0,52.0,53.0,56.0,55.0,55.0,55.0,52.0,52.0,52.0,53.0,53.0,54.0,55.0
82,51.0,51.0,53.0,53.0,52.0,52.0,54.0,52.0,53.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,54.0,52.0,52.0
83,52.0,52.0,54.0,54.0,52.0,52.0,53.0,51.0,54.0,54.0,54.0,54.0,54.0,50.0,50.0,50.0,54.0,53.0,52.0,53.0
84,53.0,53.0,52.0,52.0,52.0,52.0,50.0,51.0,53.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,55.0,54.0
85,50.0,50.0,53.0,53.0,53.0,53.0,54.0,52.0,54.0,54.0,53.0,53.0,53.0,55.0,55.0,55.0,54.0,53.0,54.0,53.0
86,55.0,55.0,53.0,53.0,53.0,53.0,53.0,51.0,53.0,53.0,53.0,53.0,53.0,51.0,51.0,51.0,53.0,52.0,55.0,54.0
87,53.0,53.0,54.0,54.0,53.0,53.0,52.0,51.0,52.0,53.0,54.0,54.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0
88,53.0,53.0,54.0,54.0,54.0,54.0,51.0,50.0,52.0,56.0,53.0,53.0,53.0,53.0,53.0,53.0,55.0,52.0,52.0,53.0
89,54.0,54.0,52.0,52.0,53.0,53.0,52.0,52.0,53.0,52.0,53.0,53.0,53.0,54.0,54.0,54.0,54.0,52.0,55.0,53.0
90,52.0,52.0,52.0,52.0,54.0,54.0,53.0,50.0,54.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,54.0,55.0,53.0
91,52.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,51.0,51.0,51.0,54.0,54.0,52.0,51.0
92,51.0,51.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,54.0,53.0,52.0
93,52.0,52.0,51.0,51.0,54.0,54.0,53.0,51.0,53.0,54.0,54.0,54.0,54.0,52.0,52.0,52.0,53.0,52.0,53.0,54.0
94,52.0,52.0,53.0,53.0,54.0,54.0,50.0,51.0,53.0,51.0,54.0,54.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
95,53.0,53.0,53.0,53.0,54.0,54.0,54.0,53.0,52.0,51.0,51.0,51.0,51.0,53.0,53.0,53.0,53.0,56.0,53.0,54.0
96,53.0,53.0,52.0,52.0,53.0,53.0,51.0,53.0,55.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,51.0,54.0,53.0,52.0
97,53.0,53.0,55.0,55.0,54.0,54.0,54.0,50.0,54.0,54.0,55.0,55.0,55.0,52.0,52.0,52.0,52.0,53.0,52.0,50.0
98,53.0,53.0,54.0,54.0,54.0,54.0,53.0,52.0,53.0,54.0,52.0,52.0,52.0,51.0,51.0,51.0,51.0,52.0,53.0,54.0
99,53.0,53.0,53.0,53.0,53.0,53.0,51.0,54.0,54.0,51.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,54.0,54.0,53.0
100,52.0,52.0,53.0,53.0,55.0,55.0,53.0,52.0,53.0,54.0,51.0,51.0,51.0,52.0,52.0,52.0,54.0,54.0,53.0,55.0
101,51.0,51.0,43.0,43.0,51.0,51.0,50.0,50.0,52.0,53.0,51.0,51.0,51.0,52.0,52.0,52.0,50.0,53.0,51.0,53.0
102,7.0,7.0,3.0,3.0,12.0,12.0,19.0,49.0,51.0,26.0,47.0,47.0,47.0,38.0,38.0,38.0,18.0,19.0,54.0,16.0
103,-103.0,-103.0,-10.0,-10.0,-43.0,-43.0,-18.0,-30.0,9.0,-78.0,-1.0,-1.0,-1.0,-60.0,-60.0,-60.0,-45.0,-127.0,12.0,-122.0
104,-117.0,-117.0,17.0,17.0,-30.0,-30.0,0.0,-127.0,-127.0,-125.0,-37.0,-37.0,-37.0,-127.0,-127.0,-127.0,-48.0,-127.0,-127.0,-127.0
105,-47.0,-47.0,38.0,38.0,8.0,8.0,27.0,-127.0,-127.0,-59.0,-9.0,-9.0,-9.0,-76.0,-76.0,-76.0,-4.0,-127.0,-127.0,-82.0
106,10.0,10.0,44.0,44.0,34.0,34.0,41.0,-83.0,-112.0,4.0,27.0,27.0,27.0,-2.0,-2.0,-2.0,27.0,-27.0,-127.0,12.0
107,31.0,31.0,50.0,50.0,39.0,39.0,46.0,9.0,-1.0,31.0,42.0,42.0,42.0,30.0,30.0,30.0,37.0,21.0,-27.0,31.0
108,40.0,40.0,53.0,53.0,45.0,45.0,51.0,27.0,29.0,44.0,46.0,46.0,46.0,36.0,36.0,36.0,42.0,34.0,12.0,41.0
109,51.0,51.0,53.0,53.0,49.0,49.0,53.0,36.0,37.0,52.0,56.0,56.0,56.0,48.0,48.0,48.0,51.0,49.0,27.0,54.0
110,46.0,46.0,50.0,50.0,48.0,48.0,48.0,49.0,48.0,48.0,52.0,52.0,52.0,48.0,48.0,48.0,48.0,45.0,47.0,53.0
111,41.0,41.0,49.0,49.0,45.0,45.0,47.0,42.0,44.0,41.0,50.0,50.0,50.0,39.0,39.0,39.0,47.0,27.0,45.0,32.0
112,47.0,47.0,53.0,53.0,48.0,48.0,52.0,31.0,27.0,43.0,48.0,48.0,48.0,45.0,45.0,45.0,51.0,35.0,23.0,41.0
113,48.0,48.0,53.0,53.0,45.0,45.0,52.0,42.0,34.0,51.0,50.0,50.0,50.0,46.0,46.0,46.0,50.0,41.0,36.0,50.0
114,50.0,50.0,51.0,51.0,51.0,51.0,55.0,49.0,49.0,48.0,50.0,50.0,50.0,49.0,49.0,49.0,49.0,42.0,49.0,49.0
115,50.0,50.0,49.0,49.0,52.0,52.0,53.0,48.0,45.0,50.0,50.0,50.0,50.0,48.0,48.0,48.0,51.0,46.0,42.0,50.0
116,50.0,50.0,54.0,54.0,52.0,52.0,54.0,51.0,50.0,54.0,53.0,53.0,53.0,51.0,51.0,51.0,54.0,52.0,51.0,53.0
117,51.0,51.0,54.0,54.0,52.0,52.0,54.0,50.0,54.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,51.0,51.0,55.0
118,52.0,52.0,54.0,54.0,52.0,52.0,53.0,48.0,54.0,53.0,51.0,51.0,51.0,51.0,51.0,51.0,53.0,52.0,49.0,53.0
119,52.0,52.0,56.0,56.0,52.0,52.0,53.0,52.0,53.0,51.0,52.0,52.0,52.0,54.0,54.0,54.0,52.0,52.0,53.0,52.0
120,53.0,53.0,52.0,52.0,50.0,50.0,53.0,51.0,51.0,50.0,51.0,51.0,51.0,52.0,52.0,52.0,53.0,53.0,50.0,51.0
121,53.0,53.0,52.0,52.0,52.0,52.0,53.0,49.0,51.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,51.0,49.0,53.0
122,54.0,54.0,54.0,54.0,53.0,53.0,53.0,54.0,52.0,53.0,56.0,56.0,56.0,53.0,53.0,53.0,52.0,51.0,53.0,53.0
123,54.0,54.0,52.0,52.0,48.0,48.0,52.0,54.0,54.0,53.0,54.0,54.0,54.0,53.0,53.0,53.0,50.0,52.0,53.0,53.0
124,52.0,52.0,52.0,52.0,50.0,50.0,53.0,50.0,54.0,51.0,52.0,52.0,52.0,51.0,51.0,51.0,51.0,50.0,53.0,51.0
125,52.0,52.0,56.0,56.0,53.0,53.0,55.0,49.0,47.0,51.0,51.0,51.0,51.0,52.0,52.0,52.0,51.0,51.0,46.0,54.0
126,55.0,55.0,55.0,55.0,54.0,54.0,53.0,53.0,52.0,55.0,54.0,54.0,54.0,57.0,57.0,57.0,54.0,53.0,46.0,57.0
127,52.0,52.0,53.0,53.0,51.0,51.0,53.0,57.0,55.0,54.0,52.0,52.0,52.0,55.0,55.0,55.0,53.0,54.0,57.0,53.0
128,50.0,50.0,53.0,53.0,50.0,50.0,52.0,50.0,54.0,52.0,51.0,51.0,51.0,47.0,47.0,47.0,51.0,47.0,54.0,50.0
129,53.0,53.0,52.0,52.0,54.0,54.0,53.0,47.0,49.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,46.0,53.0
130,53.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,54.0,54.0,56.0
131,54.0,54.0,52.0,52.0,52.0,52.0,54.0,52.0,56.0,53.0,55.0,55.0,55.0,53.0,53.0,53.0,51.0,51.0,56.0,52.0
132,52.0,52.0,52.0,52.0,50.0,50.0,52.0,51.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,49.0,52.0,49.0
133,54.0,54.0,55.0,55.0,52.0,52.0,53.0,50.0,52.0,54.0,53.0,53.0,53.0,51.0,51.0,51.0,50.0,52.0,50.0,55.0
134,54.0,54.0,55.0,55.0,55.0,55.0,54.0,52.0,53.0,53.0,54.0,54.0,54.0,53.0,53.0,53.0,52.0,55.0,52.0,55.0
135,50.0,50.0,55.0,55.0,53.0,53.0,50.0,54.0,55.0,53.0,53.0,53.0,53.0,50.0,50.0,50.0,53.0,52.0,55.0,52.0
136,52.0,52.0,55.0,55.0,54.0,54.0,53.0,52.0,53.0,53.0,54.0,54.0,54.0,51.0,51.0,51.0,52.0,50.0,51.0,52.0
137,51.0,51.0,54.0,54.0,51.0,51.0,53.0,51.0,52.0,53.0,54.0,54.0,54.0,51.0,51.0,51.0,54.0,53.0,51.0,54.0
138,52.0,52.0,54.0,54.0,53.0,53.0,51.0,51.0,52.0,52.0,54.0,54.0,54.0,51.0,51.0,51.0,53.0,52.0,54.0,53.0
139,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,54.0,54.0,54.0,54.0,53.0,53.0,53.0,54.0,52.0,52.0,49.0
140,53.0,53.0,53.0,53.0,51.0,51.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0,51.0,51.0,51.0,53.0,51.0,53.0,54.0
141,51.0,51.0,52.0,52.0,50.0,50.0,54.0,51.0,55.0,51.0,54.0,54.0,54.0,50.0,50.0,50.0,52.0,50.0,52.0,55.0
142,53.0,53.0,52.0,52.0,54.0,54.0,52.0,51.0,50.0,52.0,51.0,51.0,51.0,52.0,52.0,52.0,54.0,51.0,47.0,50.0
143,53.0,53.0,53.0,53.0,54.0,54.0,51.0,52.0,54.0,54.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0
144,55.0,55.0,53.0,53.0,53.0,53.0,51.0,53.0,52.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,52.0,53.0,54.0,53.0
145,54.0,54.0,53.0,53.0,53.0,53.0,51.0,53.0,52.0,54.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0,50.0,53.0
146,54.0,54.0,51.0,51.0,51.0,51.0,54.0,51.0,55.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,51.0,52.0,52.0
147,53.0,53.0,52.0,52.0,51.0,51.0,54.0,51.0,53.0,51.0,53.0,53.0,53.0,54.0,54.0,54.0,56.0,52.0,53.0,54.0
148,50.0,50.0,53.0,53.0,51.0,51.0,53.0,53.0,53.0,54.0,52.0,52.0,52.0,54.0,54.0,54.0,51.0,51.0,53.0,54.0
149,53.0,53.0,52.0,52.0,54.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,52.0,53.0,50.0
150,54.0,54.0,53.0,53.0,52.0,52.0,53.0,53.0,52.0,51.0,54.0,54.0,54.0,52.0,52.0,52.0,53.0,52.0,49.0,53.0
151,53.0,53.0,52.0,52.0,51.0,51.0,53.0,52.0,54.0,51.0,53.0,53.0,53.0,52.0,52.0,52.0,51.0,52.0,53.0,53.0
152,54.0,54.0,51.0,51.0,53.0,53.0,53.0,53.0,52.0,50.0,52.0,52.0,52.0,52.0,52.0,52.0,50.0,53.0,56.0,52.0
153,54.0,54.0,54.0,54.0,54.0,54.0,55.0,53.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,53.0,52.0,54.0
154,52.0,52.0,52.0,52.0,52.0,52.0,51.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0,53.0,53.0
155,53.0,53.0,55.0,55.0,53.0,53.0,54.0,52.0,53.0,50.0,53.0,53.0,53.0,51.0,51.0,51.0,52.0,50.0,56.0,53.0
156,52.0,52.0,55.0,55.0,53.0,53.0,50.0,52.0,54.0,52.0,53.0,53.0,53.0,50.0,50.0,50.0,51.0,51.0,51.0,51.0
157,53.0,53.0,54.0,54.0,54.0,54.0,53.0,53.0,52.0,50.0,51.0,51.0,51.0,55.0,55.0,55.0,53.0,55.0,52.0,52.0
158,52.0,52.0,53.0,53.0,54.0,54.0,51.0,53.0,54.0,52.0,51.0,51.0,51.0,54.0,54.0,54.0,52.0,53.0,51.0,54.0
159,52.0,52.0,54.0,54.0,54.0,54.0,52.0,54.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,53.0,53.0,52.0
160,53.0,53.0,55.0,55.0,52.0,52.0,53.0,52.0,50.0,51.0,51.0,51.0,51.0,52.0,52.0,52.0,52.0,51.0,53.0,53.0
161,53.0,53.0,53.0,53.0,53.0,53.0,50.0,51.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0,53.0,51.0,54.0
162,51.0,51.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0,49.0,55.0,55.0,55.0,53.0,53.0,53.0,51.0,54.0,51.0,54.0
163,52.0,52.0,55.0,55.0,53.0,53.0,53.0,50.0,54.0,52.0,55.0,55.0,55.0,53.0,53.0,53.0,51.0,51.0,52.0,53.0
164,53.0,53.0,55.0,55.0,54.0,54.0,52.0,52.0,55.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,55.0,53.0
165,51.0,51.0,52.0,52.0,54.0,54.0,52.0,53.0,53.0,52.0,51.0,51.0,51.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0
