,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9
time_epoch,1613843320.3764963,1613843322.5416203,1613843324.706744,1613843326.8668678,1613843329.039992,1613843331.2041156,1613843333.3652394,1613843335.5293632,1613843337.693487,1613843339.8536105
0,0.002,0.0012000000000000001,0.0008,0.0016,0.0008,0.0008,0.002,0.0012000000000000001,0.0008,0.0012000000000000001
1,0.0012000000000000001,0.0008,0.0004,0.0016,0.0012000000000000001,0.0016,0.0004,0.0016,0.0016,0.0004
2,0.0,0.0008,0.0012000000000000001,0.0008,0.0,0.0012000000000000001,0.0008,0.0008,0.0012000000000000001,0.0012000000000000001
3,0.0008,0.0008,0.0012000000000000001,0.0008,0.0004,0.0004,0.0012000000000000001,0.0016,0.0012000000000000001,0.0012000000000000001
4,0.0008,0.0012000000000000001,0.0012000000000000001,0.0004,0.0008,0.0,0.0012000000000000001,0.0008,0.0016,0.002
5,0.0004,0.0012000000000000001,0.0,0.0008,0.0012000000000000001,0.0004,0.0016,0.0004,0.0008,0.0012000000000000001
6,0.0016,0.0004,0.0012000000000000001,0.0008,-0.0004,0.0008,0.0012000000000000001,0.0012000000000000001,0.0004,0.0
7,0.0,0.0016,0.002,0.0008,0.0012000000000000001,-0.0004,0.0016,0.0004,0.0008,0.0012000000000000001
8,0.0016,0.0008,0.0008,0.0004,0.0016,0.0004,0.0016,0.0012000000000000001,0.0016,0.0012000000000000001
9,0.0016,0.0012000000000000001,0.0008,0.0008,0.0008,0.0016,0.002,0.0008,0.0008,0.0004
10,0.0012000000000000001,0.0016,0.0004,0.0012000000000000001,0.0012000000000000001,0.0004,0.0016,0.0008,0.0,0.0012000000000000001
11,0.0012000000000000001,0.0004,0.0,0.0004,0.0008,0.0008,0.0004,0.0012000000000000001,0.0008,0.0012000000000000001
12,0.0008,0.0004,0.0004,0.0008,0.0008,0.0012000000000000001,0.0012000000000000001,0.002,0.0004,0.0012000000000000001
13,0.0016,0.0004,0.0,0.0012000000000000001,0.0004,0.0008,0.002,0.0012000000000000001,0.0016,0.0012000000000000001
