,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,time_units
14,0.0012000000000000001,0.0004,0.0008,0.0012000000000000001,0.0008,0.0004,0.0008,0.0016,0.0004,0.0016,-3.4399999999999996e-07
15,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0008,0.0004,0.0012000000000000001,0.0008,0.002,0.0004,0.0016,-3.4e-07
16,0.0012000000000000001,0.0008,0.0012000000000000001,0.0012000000000000001,0.0008,0.0012000000000000001,0.0008,0.0008,0.0012000000000000001,0.0004,-3.36e-07
17,0.0016,0.0008,0.0012000000000000001,0.0016,0.0008,0.0012000000000000001,0.0012000000000000001,0.0,0.0008,0.0016,-3.3199999999999996e-07
18,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0016,-0.0004,0.0008,0.0012000000000000001,0.0008,0.0008,0.0012000000000000001,-3.2799999999999997e-07
19,0.0012000000000000001,0.0024000000000000002,0.0012000000000000001,0.0004,0.0,0.0004,0.0004,0.0008,0.0004,0.0008,-3.24e-07
20,0.0012000000000000001,0.0008,-0.0008,0.0008,0.0,0.0016,0.0008,0.0016,0.0012000000000000001,0.0008,-3.2e-07
21,0.0012000000000000001,0.0016,0.0004,0.0016,0.0004,0.0004,0.0008,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,-3.1599999999999997e-07
22,0.0012000000000000001,0.0012000000000000001,0.0016,0.0008,0.0012000000000000001,0.0008,0.0008,0.0012000000000000001,0.0012000000000000001,0.0004,-3.12e-07
23,0.0012000000000000001,0.0004,0.0004,-0.0008,0.0004,0.0012000000000000001,0.0016,0.0012000000000000001,0.0008,0.0,-3.0799999999999995e-07
24,0.0012000000000000001,0.002,0.0008,0.0004,0.0004,0.0004,0.002,0.0012000000000000001,0.0008,0.0008,-3.0399999999999997e-07
25,0.0008,0.0008,0.0,0.0008,0.0,0.0008,0.0008,0.0012000000000000001,0.0008,0.0012000000000000001,-3e-07
26,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0008,0.0008,0.0016,0.0008,0.0008,0.002,0.0012000000000000001,-2.96e-07
27,0.0012000000000000001,0.0008,0.0012000000000000001,0.0008,0.0008,0.0008,0.0004,0.0012000000000000001,0.002,0.0016,-2.9199999999999997e-07
28,0.0016,0.0016,0.0004,0.0004,0.0008,0.0008,0.0004,0.0004,0.0012000000000000001,0.0012000000000000001,-2.88e-07
29,0.0016,0.0012000000000000001,0.0008,0.0008,0.0,0.0008,0.0016,0.0008,0.0012000000000000001,0.0012000000000000001,-2.8399999999999995e-07
30,0.0012000000000000001,0.0012000000000000001,0.0008,0.0008,0.0004,0.0004,0.0004,0.0012000000000000001,0.0012000000000000001,0.0008,-2.7999999999999997e-07
31,0.0008,0.0008,0.0004,0.0016,0.0,0.0008,0.0008,0.0012000000000000001,0.0008,0.0016,-2.76e-07
32,0.0004,0.0008,0.0,0.0008,0.0004,0.0004,0.0,0.0016,0.0012000000000000001,0.0008,-2.72e-07
33,0.0008,0.0,0.0,0.0012000000000000001,-0.0008,0.0012000000000000001,0.0008,0.0012000000000000001,0.0004,0.0004,-2.6799999999999996e-07
34,0.0,0.0008,0.0004,0.0008,0.0016,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0008,0.0012000000000000001,-2.64e-07
35,0.0008,0.0008,0.0008,0.0012000000000000001,0.0004,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0016,0.0008,-2.5999999999999995e-07
36,0.0008,0.0012000000000000001,0.0008,0.0012000000000000001,0.0012000000000000001,0.0,0.0016,0.0008,0.0008,0.0004,-2.5599999999999996e-07
37,0.0016,0.0012000000000000001,0.0004,0.0008,0.0004,0.0004,0.0012000000000000001,0.0012000000000000001,0.0004,0.0016,-2.52e-07
38,0.0012000000000000001,0.0008,0.0004,0.0016,0.0,0.0,0.0008,0.0016,0.0008,0.0012000000000000001,-2.48e-07
39,0.0016,0.0008,0.0012000000000000001,0.0016,0.0004,0.0008,0.0016,0.0008,0.0008,0.0012000000000000001,-2.4399999999999996e-07
40,0.0,0.0012000000000000001,0.0008,0.0012000000000000001,0.0,0.0016,0.0008,0.0016,0.0004,0.0008,-2.4e-07
41,0.0016,0.0012000000000000001,0.0,0.0012000000000000001,0.0004,0.0012000000000000001,0.0012000000000000001,0.0008,0.0012000000000000001,0.0008,-2.3599999999999997e-07
42,0.0016,0.0004,0.0,0.0008,0.0004,0.0008,0.0008,0.0012000000000000001,0.0008,0.0012000000000000001,-2.3199999999999996e-07
43,0.0008,0.0008,0.0016,0.0012000000000000001,0.0,0.0008,0.0008,0.0012000000000000001,0.0012000000000000001,0.0008,-2.2799999999999998e-07
44,0.0008,0.0012000000000000001,0.0008,0.0012000000000000001,0.0004,0.0008,0.0004,0.0008,0.0016,0.0008,-2.2399999999999997e-07
45,0.0016,0.0016,0.0008,0.0016,0.0004,0.0016,0.0008,0.0016,0.0008,0.0008,-2.1999999999999996e-07
46,0.0012000000000000001,0.0008,0.0004,0.0016,0.0008,0.0016,0.0008,0.0008,0.0004,0.0008,-2.1599999999999998e-07
47,0.0012000000000000001,0.0008,0.0004,0.0004,0.0012000000000000001,0.0008,0.0008,0.0024000000000000002,0.0,0.0008,-2.1199999999999997e-07
48,0.002,0.0008,0.0016,0.0016,0.0008,0.0012000000000000001,0.0008,0.0016,0.0012000000000000001,0.0008,-2.0799999999999996e-07
49,0.0012000000000000001,0.0012000000000000001,0.0004,0.0004,0.0,0.0012000000000000001,0.0004,0.0016,0.0012000000000000001,0.0016,-2.0399999999999997e-07
50,0.0012000000000000001,0.0008,0.0016,0.0,0.0004,0.0008,0.0008,0.0012000000000000001,0.0004,0.0008,-1.9999999999999996e-07
51,0.0016,0.0016,0.0008,0.0012000000000000001,0.0,0.0012000000000000001,0.0016,0.0004,0.0004,0.0012000000000000001,-1.9599999999999998e-07
52,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0016,0.0008,0.0008,0.0008,0.0016,0.0004,0.0016,-1.9199999999999997e-07
53,0.0008,0.0012000000000000001,0.0004,0.002,0.0012000000000000001,0.0012000000000000001,0.0004,0.002,0.0008,0.0008,-1.8799999999999996e-07
54,0.0016,0.0016,0.0008,0.0008,0.0004,0.0004,0.0004,0.0004,0.0012000000000000001,0.002,-1.8399999999999998e-07
55,0.0016,0.0008,0.0016,0.0012000000000000001,0.0012000000000000001,0.0008,0.0008,0.0004,0.0008,0.0016,-1.7999999999999997e-07
56,0.0008,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0016,0.0012000000000000001,0.0004,0.0004,0.0012000000000000001,0.0016,-1.7599999999999996e-07
57,0.0008,0.0016,0.0012000000000000001,0.0012000000000000001,0.0,0.0012000000000000001,0.0008,0.0016,0.0004,0.002,-1.7199999999999998e-07
58,0.0008,0.0008,0.0004,0.0012000000000000001,0.0008,0.0012000000000000001,0.0004,0.0008,0.0012000000000000001,0.002,-1.6799999999999997e-07
59,0.002,0.0008,0.0008,0.0012000000000000001,0.0008,0.0008,0.0012000000000000001,0.0004,0.0008,0.0016,-1.6399999999999996e-07
60,0.0016,0.0008,0.0008,0.002,0.0008,0.0008,0.0004,0.002,0.0008,0.0012000000000000001,-1.5999999999999995e-07
61,0.0012000000000000001,0.0008,0.0012000000000000001,0.0008,0.0008,0.0012000000000000001,0.0004,0.002,0.0004,0.0008,-1.5599999999999997e-07
62,0.0008,0.0008,0.0,0.0008,0.0004,0.0008,0.0008,0.002,0.0008,0.0012000000000000001,-1.5199999999999998e-07
63,0.002,0.0008,0.0004,0.0012000000000000001,0.0012000000000000001,0.0004,0.0008,0.0012000000000000001,0.0016,0.0016,-1.4799999999999995e-07
64,0.0012000000000000001,0.0008,0.0012000000000000001,0.0004,0.0,0.0008,0.0008,0.0012000000000000001,0.0004,0.0004,-1.4399999999999997e-07
65,0.0008,0.0008,0.0012000000000000001,0.0004,0.0012000000000000001,0.0008,0.0008,0.0008,0.0004,0.0008,-1.3999999999999998e-07
66,0.0016,0.0016,0.0004,0.0012000000000000001,0.0008,0.0,0.0004,0.0016,0.0008,0.0008,-1.3599999999999995e-07
67,0.0008,0.0016,0.0008,0.0016,0.0,0.0004,0.0012000000000000001,0.0012000000000000001,0.0004,0.0012000000000000001,-1.3199999999999996e-07
68,0.0004,0.0008,0.0008,0.0004,0.0008,0.0004,0.0004,0.0012000000000000001,0.0012000000000000001,0.0016,-1.2799999999999998e-07
69,0.0008,0.0008,0.0012000000000000001,0.0008,0.0008,0.0012000000000000001,0.0004,0.0016,0.0004,0.0016,-1.2399999999999995e-07
70,0.0008,0.0,-0.0004,0.0012000000000000001,0.0008,0.0008,0.0008,0.0012000000000000001,0.0004,0.0012000000000000001,-1.1999999999999996e-07
71,0.0008,0.0008,0.0012000000000000001,0.0004,0.0008,0.0,0.0004,0.0008,0.0008,0.0016,-1.1599999999999998e-07
72,0.0004,0.0016,0.0008,0.0008,0.0012000000000000001,0.0008,0.0012000000000000001,0.002,0.0004,0.0012000000000000001,-1.1199999999999994e-07
73,0.0012000000000000001,0.0008,-0.0008,0.0016,0.0008,0.0004,-0.0004,0.0016,0.0008,0.0004,-1.0799999999999996e-07
74,0.0008,0.0,0.0016,0.0008,0.0008,0.0008,0.0012000000000000001,0.002,0.0012000000000000001,0.0008,-1.0399999999999998e-07
75,0.0008,0.0008,0.002,0.0004,0.0008,0.0008,0.0012000000000000001,0.0016,0.0016,0.0012000000000000001,-9.999999999999994e-08
76,0.0016,0.0012000000000000001,0.0004,0.0012000000000000001,0.0004,0.0008,0.0,0.0016,0.0012000000000000001,0.0012000000000000001,-9.599999999999996e-08
77,0.0012000000000000001,0.0016,0.0008,0.0008,0.0,0.0008,0.0012000000000000001,0.0016,0.0012000000000000001,0.0012000000000000001,-9.199999999999998e-08
78,0.0012000000000000001,0.0004,0.0008,0.0012000000000000001,0.0004,0.0008,0.0004,0.0016,0.0012000000000000001,0.0012000000000000001,-8.799999999999994e-08
79,0.0016,0.0012000000000000001,0.0004,0.0008,0.0008,0.0008,0.0012000000000000001,0.0008,0.0012000000000000001,0.0008,-8.399999999999996e-08
80,0.0016,0.0004,0.0012000000000000001,0.0008,0.0008,0.0008,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0,-7.999999999999998e-08
81,0.0012000000000000001,0.0016,0.0016,0.0012000000000000001,0.0012000000000000001,0.0,0.0,0.0016,0.0008,0.0012000000000000001,-7.599999999999994e-08
82,0.0012000000000000001,0.0004,0.0004,0.0012000000000000001,0.0008,0.0,0.0012000000000000001,0.0016,0.0012000000000000001,0.0004,-7.199999999999996e-08
83,0.0016,0.0012000000000000001,0.0012000000000000001,0.0008,0.0004,0.0008,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,-6.799999999999997e-08
84,0.0012000000000000001,0.0008,0.0016,0.0008,0.0012000000000000001,0.0008,0.0008,0.0004,0.0008,0.0008,-6.399999999999994e-08
85,0.0012000000000000001,0.0008,0.0008,0.002,0.0004,0.0012000000000000001,0.0004,0.0008,0.0012000000000000001,0.0008,-5.999999999999995e-08
86,0.0012000000000000001,0.0012000000000000001,0.0004,0.0008,0.0008,0.0012000000000000001,0.0008,0.0004,0.0012000000000000001,0.0012000000000000001,-5.599999999999997e-08
87,0.0004,0.0012000000000000001,0.0012000000000000001,0.0004,0.0012000000000000001,0.0008,0.0012000000000000001,0.0008,0.0012000000000000001,0.0012000000000000001,-5.1999999999999936e-08
88,0.002,0.0008,0.002,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0008,0.0008,0.0016,0.0012000000000000001,-4.7999999999999953e-08
89,0.0016,0.0004,0.0004,0.0008,0.0012000000000000001,0.0012000000000000001,0.0008,0.0012000000000000001,0.0016,0.0012000000000000001,-4.399999999999997e-08
90,0.0012000000000000001,0.002,0.0012000000000000001,0.0008,0.0008,0.0008,0.0008,0.0012000000000000001,0.0016,0.0008,-3.9999999999999935e-08
91,0.0016,0.0024000000000000002,0.0012000000000000001,0.0012000000000000001,0.0004,0.0012000000000000001,0.0008,0.0008,0.0008,0.0016,-3.599999999999995e-08
92,0.0012000000000000001,0.0008,0.002,0.0016,0.0008,0.0012000000000000001,0.0012000000000000001,0.0004,0.0012000000000000001,0.0008,-3.199999999999997e-08
93,0.0016,0.0008,0.0008,0.0008,-0.0004,0.0012000000000000001,0.0004,0.0016,0.0016,0.0012000000000000001,-2.7999999999999933e-08
94,0.0004,0.0016,0.0016,0.0008,0.0016,0.0012000000000000001,0.0008,0.0008,0.0016,0.002,-2.399999999999995e-08
95,0.0008,0.0012000000000000001,0.0012000000000000001,0.002,0.0008,0.0016,0.0008,0.0016,0.0008,0.0012000000000000001,-1.9999999999999967e-08
96,0.0008,0.0004,0.0004,0.0012000000000000001,0.0004,0.0008,0.0008,0.0008,0.0008,0.0024000000000000002,-1.599999999999993e-08
97,0.0008,0.0016,0.0004,0.0008,0.0012000000000000001,0.0012000000000000001,0.0004,0.0008,0.0012000000000000001,0.0016,-1.1999999999999949e-08
98,0.0004,0.0016,0.0016,0.0012000000000000001,0.002,0.0012000000000000001,0.0012000000000000001,0.0016,0.0012000000000000001,0.0008,-7.999999999999966e-09
99,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0004,0.0,0.0008,0.0012000000000000001,0.0012000000000000001,0.0004,0.0012000000000000001,-3.999999999999983e-09
100,0.0008,0.0012000000000000001,0.0008,0.0016,0.0004,0.0008,0.0004,0.0008,0.0016,0.0012000000000000001,5.293955920339377e-23
101,0.0004,0.0012000000000000001,0.0008,0.0004,0.0004,0.0012000000000000001,0.0,-0.0004,0.0012000000000000001,0.0012000000000000001,4.000000000000036e-09
102,-0.0004,-0.011600000000000001,-0.006,-0.0148,-0.019200000000000002,-0.0048000000000000004,-0.006,-0.014,-0.008400000000000001,-0.0032,8.000000000000019e-09
103,-0.0244,-0.053200000000000004,-0.0512,-0.0708,-0.0432,-0.045200000000000004,-0.0708,-0.054400000000000004,-0.0412,-0.06960000000000001,1.2000000000000055e-08
104,-0.056400000000000006,-0.0688,-0.0708,-0.0708,-0.036000000000000004,-0.0708,-0.0708,-0.0584,-0.053200000000000004,-0.0708,1.6000000000000037e-08
105,-0.055200000000000006,-0.0444,-0.0468,-0.0636,-0.016800000000000002,-0.052000000000000005,-0.0708,-0.0332,-0.0308,-0.0708,2.000000000000002e-08
106,-0.027600000000000003,-0.0152,-0.016,-0.023200000000000002,-0.0048000000000000004,-0.020800000000000003,-0.06520000000000001,-0.0132,-0.012,-0.0708,2.4000000000000056e-08
107,-0.0088,-0.006,-0.006,-0.012400000000000001,-0.0032,-0.0076,-0.019200000000000002,-0.0056,-0.0048000000000000004,-0.042,2.800000000000004e-08
108,-0.005200000000000001,-0.0036000000000000003,-0.005200000000000001,-0.0088,0.0,-0.0032,-0.014,-0.002,-0.0012000000000000001,-0.0212,3.200000000000002e-08
109,-0.0036000000000000003,0.0,0.0,-0.0024000000000000002,0.0012000000000000001,-0.0016,-0.006,0.0012000000000000001,0.0012000000000000001,-0.008400000000000001,3.600000000000006e-08
110,-0.0016,-0.0024000000000000002,0.0004,-0.0024000000000000002,-0.0012000000000000001,-0.0004,-0.0008,-0.0004,-0.0012000000000000001,-0.0008,4.000000000000004e-08
111,-0.0024000000000000002,-0.0028,-0.005200000000000001,-0.007200000000000001,-0.0024000000000000002,-0.0056,-0.0112,-0.004,-0.0044,-0.011600000000000001,4.4000000000000023e-08
112,-0.0028,-0.0036000000000000003,-0.004,-0.005200000000000001,-0.0012000000000000001,-0.0056,-0.013600000000000001,-0.0032,-0.0024000000000000002,-0.0172,4.800000000000006e-08
113,-0.0012000000000000001,-0.0012000000000000001,-0.002,-0.004,0.0,-0.0008,-0.0048000000000000004,-0.0008,0.0004,-0.0076,5.200000000000004e-08
114,-0.0004,0.0012000000000000001,-0.0016,-0.0032,0.0,-0.0016,-0.0036000000000000003,-0.0008,-0.0004,-0.0048000000000000004,5.6000000000000025e-08
115,0.0,0.0,-0.0008,-0.0012000000000000001,0.0004,0.0,-0.0036000000000000003,0.0008,0.0004,-0.005200000000000001,6.000000000000006e-08
116,0.0012000000000000001,0.0008,0.0004,0.0,0.0016,0.0008,-0.0004,0.0008,0.0008,-0.0024000000000000002,6.400000000000004e-08
117,0.0012000000000000001,0.0012000000000000001,0.0008,0.0008,0.0012000000000000001,0.0004,0.0004,0.0016,0.0012000000000000001,0.0,6.800000000000003e-08
118,0.0016,0.0012000000000000001,0.0008,0.0012000000000000001,0.0008,0.0012000000000000001,0.0008,0.0016,0.0004,0.0004,7.200000000000006e-08
119,0.0004,0.0008,0.0,-0.0008,-0.0008,0.0004,-0.0008,-0.0004,0.0004,-0.0008,7.600000000000005e-08
120,0.0004,0.0008,0.0012000000000000001,0.0004,0.0004,0.0004,-0.0024000000000000002,0.0004,0.002,-0.002,8.000000000000008e-08
121,0.0016,0.0008,0.0024000000000000002,0.0024000000000000002,0.0016,0.0012000000000000001,0.0008,0.0,0.0008,0.0004,8.400000000000006e-08
122,0.0,0.0004,0.0012000000000000001,0.002,0.0008,0.0008,0.0012000000000000001,0.0008,0.0008,0.0016,8.800000000000005e-08
123,0.0008,0.0004,0.0004,-0.0004,0.0004,0.0012000000000000001,-0.0004,0.0008,0.0016,-0.0004,9.200000000000003e-08
124,0.0,0.0012000000000000001,0.0004,0.0004,0.0008,0.0,-0.0008,-0.0004,0.0008,0.0004,9.600000000000001e-08
125,0.0008,0.0016,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0008,0.0,0.0008,0.0008,0.0,1.000000000000001e-07
126,0.002,0.0016,0.0016,0.0016,0.0004,0.002,0.0028,0.0008,0.0012000000000000001,0.0016,1.0400000000000008e-07
127,0.0016,0.0008,0.0008,0.0008,0.0008,0.0,0.0016,0.0004,0.0004,0.0008,1.0800000000000007e-07
128,0.0012000000000000001,0.0004,-0.0008,0.0,0.0012000000000000001,0.0004,-0.002,0.0012000000000000001,0.0004,-0.0012000000000000001,1.1200000000000005e-07
129,0.0008,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0004,0.0012000000000000001,0.0004,0.0008,1.1600000000000003e-07
130,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.002,0.0008,0.0008,0.0012000000000000001,0.0008,0.0008,0.0028,1.2000000000000002e-07
131,0.0012000000000000001,0.0008,0.0008,0.0008,0.0012000000000000001,0.0004,0.0008,0.0004,0.0008,0.0004,1.24e-07
132,0.0008,0.0,0.0008,0.0008,0.0004,0.0004,0.0,0.0004,0.0,0.0008,1.280000000000001e-07
133,0.0012000000000000001,0.0012000000000000001,0.0004,0.0012000000000000001,0.0004,0.0008,-0.0004,0.0004,0.0,-0.0012000000000000001,1.3200000000000007e-07
134,0.0012000000000000001,0.002,0.0016,0.0008,0.0012000000000000001,0.0012000000000000001,0.002,0.0012000000000000001,0.0012000000000000001,0.0008,1.3600000000000005e-07
135,0.0008,0.0016,0.0004,0.0016,0.0012000000000000001,0.0016,0.0016,0.0004,0.0008,0.0016,1.4000000000000004e-07
136,0.0012000000000000001,0.0004,0.0008,0.0012000000000000001,0.0012000000000000001,0.0,0.0004,0.0004,0.0,-0.0008,1.4400000000000002e-07
137,0.0008,0.0008,0.0012000000000000001,0.0008,0.0012000000000000001,0.0004,0.0008,0.0016,0.0,0.0004,1.48e-07
138,0.0012000000000000001,0.0012000000000000001,0.0008,0.0008,0.0008,0.0008,0.0004,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,1.520000000000001e-07
139,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0008,0.0008,0.0008,0.0004,0.0012000000000000001,0.0016,0.0004,1.5600000000000007e-07
140,0.0012000000000000001,0.0016,0.0004,0.0016,0.0008,0.0016,0.0008,0.0004,0.0004,0.0,1.6000000000000006e-07
141,0.0008,0.0012000000000000001,0.0004,0.0008,0.0004,0.0,0.0,-0.0004,0.0012000000000000001,0.0,1.6400000000000004e-07
142,0.002,0.0008,0.0012000000000000001,0.0,0.0012000000000000001,0.0008,-0.0004,0.0008,0.0012000000000000001,0.0004,1.6800000000000002e-07
143,0.0012000000000000001,0.0012000000000000001,0.0,0.0008,0.0012000000000000001,0.0004,-0.0004,0.0012000000000000001,0.0008,0.0012000000000000001,1.72e-07
144,0.0016,0.0012000000000000001,0.0008,0.0008,0.0008,0.0004,0.0004,0.0012000000000000001,0.0008,0.0016,1.760000000000001e-07
145,0.0016,0.0008,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0008,0.0012000000000000001,0.0008,1.8000000000000008e-07
146,0.0008,0.0012000000000000001,0.0004,-0.0004,0.0012000000000000001,0.0,0.0012000000000000001,0.0008,0.0004,0.0004,1.8400000000000006e-07
147,0.0012000000000000001,0.0012000000000000001,0.0008,0.0,0.0008,0.0008,0.0,0.0012000000000000001,0.0012000000000000001,0.0,1.8800000000000004e-07
148,0.002,0.0012000000000000001,0.002,0.0008,0.0008,0.0016,0.0016,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,1.9200000000000003e-07
149,0.0008,0.0004,-0.0004,0.0,0.0012000000000000001,0.0004,0.0012000000000000001,0.0012000000000000001,0.0004,0.0016,1.96e-07
150,0.0012000000000000001,0.0016,0.0,0.0004,0.0008,0.0008,0.0004,0.0004,0.0016,0.0004,2.000000000000001e-07
151,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0004,0.0016,0.0004,0.0004,0.0016,0.0008,0.0008,2.0400000000000008e-07
152,0.0008,0.0016,0.0012000000000000001,0.0012000000000000001,0.0008,0.0008,0.0004,0.0012000000000000001,0.0012000000000000001,0.0016,2.0800000000000006e-07
153,0.002,0.002,0.0012000000000000001,0.0004,0.0008,0.0004,0.0012000000000000001,0.0008,0.0008,0.0012000000000000001,2.1200000000000005e-07
154,0.0,0.0004,0.0012000000000000001,0.0,0.0012000000000000001,-0.0004,0.0004,0.0004,0.0008,0.0012000000000000001,2.1600000000000003e-07
155,0.0004,0.0016,0.0004,0.0012000000000000001,0.0004,0.0008,-0.0012000000000000001,0.0008,0.0012000000000000001,0.0008,2.2e-07
156,0.0012000000000000001,0.002,0.0004,0.002,0.0012000000000000001,0.0016,0.0012000000000000001,0.0008,0.0008,0.0024000000000000002,2.240000000000001e-07
157,0.0012000000000000001,0.0008,0.0012000000000000001,0.0008,0.0012000000000000001,0.0012000000000000001,0.0004,0.0012000000000000001,0.0008,0.0008,2.2800000000000008e-07
158,0.0028,0.0012000000000000001,0.0012000000000000001,0.0016,0.0012000000000000001,0.0008,-0.0004,0.0008,0.0008,0.0008,2.3200000000000007e-07
159,0.0008,0.0012000000000000001,0.0012000000000000001,-0.0004,0.0008,0.0004,0.0,0.0008,0.0004,0.0012000000000000001,2.3600000000000005e-07
160,0.0008,0.0008,0.0012000000000000001,0.0008,0.0008,0.0012000000000000001,-0.0004,0.0004,0.0008,0.0004,2.4000000000000003e-07
161,0.0024000000000000002,0.0012000000000000001,0.0008,0.0008,0.0016,0.0016,0.0004,0.0012000000000000001,0.002,0.0012000000000000001,2.44e-07
162,0.0012000000000000001,-0.0004,0.0012000000000000001,0.0008,0.0016,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0016,0.002,2.480000000000001e-07
163,0.0012000000000000001,0.0004,0.0004,0.0,0.0012000000000000001,0.0004,0.0008,0.0004,0.0016,0.0004,2.520000000000001e-07
164,0.0012000000000000001,0.0008,0.0008,0.0,0.0016,0.0008,0.0008,0.0012000000000000001,0.0008,0.0004,2.5600000000000007e-07
165,0.0016,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.002,0.0012000000000000001,2.6000000000000005e-07
166,0.002,0.0012000000000000001,0.0004,0.0008,0.0012000000000000001,0.0008,0.0008,0.0012000000000000001,0.0012000000000000001,0.0016,2.6400000000000003e-07
167,0.0004,0.0008,0.0016,0.0004,0.0,0.0004,-0.0004,0.0012000000000000001,0.002,0.0012000000000000001,2.68e-07
168,0.0008,0.0016,0.0012000000000000001,0.0008,0.0012000000000000001,0.0,0.0004,0.0012000000000000001,0.0012000000000000001,0.0004,2.720000000000001e-07
169,0.0016,0.0008,0.0008,0.0004,0.002,0.0012000000000000001,0.0008,0.0004,0.0008,0.0008,2.760000000000001e-07
170,0.0012000000000000001,0.0012000000000000001,0.0008,0.0012000000000000001,0.0004,0.0012000000000000001,0.0012000000000000001,0.0008,0.0004,0.0008,2.8000000000000007e-07
171,0.0016,0.0004,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0008,0.0016,0.0012000000000000001,0.0012000000000000001,2.8400000000000005e-07
172,0.0016,0.0008,0.0012000000000000001,0.0008,0.0012000000000000001,0.0008,0.0008,0.0012000000000000001,0.0008,0.0004,2.8800000000000004e-07
173,0.0008,0.0012000000000000001,0.0008,0.0016,0.0008,0.0012000000000000001,0.0008,0.0012000000000000001,0.0008,0.0,2.92e-07
174,0.0012000000000000001,0.0008,0.0016,0.0012000000000000001,0.0016,0.0,0.0004,0.0008,0.0016,0.0008,2.960000000000001e-07
175,0.002,0.0008,0.0016,0.0008,0.0004,0.0008,0.0008,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,3.000000000000001e-07
