,peak_X0,peak_Y0
event_0,104.0,51.0
event_1,104.0,66.0
event_2,104.0,47.0
event_3,104.0,35.0
event_4,104.0,29.0
event_5,104.0,8.0
event_6,104.0,13.0
event_7,104.0,58.0
event_8,104.0,18.0
event_9,104.0,28.0
event_10,104.0,64.0
event_11,104.0,24.0
event_12,103.0,91.0
event_13,105.0,48.0
event_14,103.0,66.0
event_15,104.0,24.0
event_16,104.0,63.0
event_17,104.0,71.0
event_18,104.0,24.0
event_19,104.0,73.0
event_20,104.0,72.0
event_21,104.0,52.0
event_22,104.0,38.0
event_23,103.0,88.0
event_24,104.0,3.0
event_25,103.0,77.0
event_26,104.0,11.0
event_27,104.0,48.0
event_28,104.0,38.0
event_29,104.0,58.0
event_30,104.0,18.0
event_31,104.0,64.0
event_32,103.0,89.0
event_33,102.0,93.0
event_34,104.0,30.0
event_35,103.0,67.0
event_36,104.0,40.0
event_37,104.0,84.0
event_38,104.0,47.0
event_39,104.0,60.0
event_40,104.0,46.0
event_41,104.0,48.0
event_42,104.0,3.0
event_43,104.0,47.0
event_44,103.0,89.0
event_45,104.0,55.0
event_46,104.0,56.0
event_47,104.0,61.0
event_48,103.0,85.0
event_49,104.0,72.0
event_50,104.0,50.0
event_51,104.0,18.0
event_52,104.0,17.0
event_53,104.0,38.0
event_54,104.0,44.0
event_55,105.0,37.0
event_56,104.0,44.0
event_57,103.0,71.0
event_58,103.0,90.0
event_59,103.0,86.0
event_60,103.0,82.0
event_61,103.0,69.0
event_62,104.0,59.0
event_63,103.0,77.0
event_64,104.0,-1.0
event_65,104.0,6.0
event_66,104.0,86.0
event_67,103.0,88.0
event_68,104.0,24.0
event_69,104.0,42.0
event_70,103.0,91.0
event_71,103.0,81.0
event_72,103.0,65.0
event_73,105.0,15.0
event_74,104.0,49.0
event_75,104.0,69.0
event_76,105.0,38.0
event_77,104.0,54.0
event_78,103.0,72.0
event_79,104.0,54.0
event_80,104.0,54.0
event_81,103.0,72.0
event_82,104.0,57.0
event_83,104.0,-14.0
event_84,104.0,76.0
event_85,104.0,53.0
event_86,104.0,71.0
event_87,104.0,76.0
event_88,104.0,61.0
event_89,104.0,17.0
event_90,104.0,9.0
event_91,104.0,75.0
event_92,104.0,44.0
event_93,104.0,42.0
event_94,104.0,26.0
event_95,104.0,39.0
event_96,104.0,42.0
event_97,104.0,30.0
event_98,104.0,10.0
event_99,104.0,79.0
event_100,103.0,63.0
event_101,104.0,60.0
event_102,103.0,61.0
event_103,104.0,50.0
event_104,103.0,83.0
event_105,104.0,74.0
event_106,104.0,64.0
event_107,104.0,78.0
event_108,103.0,75.0
event_109,104.0,23.0
event_110,104.0,28.0
event_111,104.0,50.0
event_112,104.0,51.0
event_113,105.0,31.0
event_114,103.0,55.0
event_115,104.0,65.0
event_116,104.0,68.0
event_117,104.0,85.0
event_118,104.0,50.0
event_119,103.0,69.0
event_120,103.0,86.0
event_121,104.0,75.0
event_122,104.0,35.0
event_123,104.0,43.0
event_124,104.0,72.0
event_125,104.0,49.0
event_126,104.0,60.0
event_127,104.0,40.0
event_128,104.0,31.0
event_129,104.0,41.0
event_130,103.0,81.0
event_131,103.0,75.0
event_132,103.0,64.0
event_133,104.0,36.0
event_134,104.0,53.0
event_135,103.0,87.0
event_136,103.0,71.0
event_137,103.0,92.0
event_138,104.0,52.0
event_139,104.0,79.0
event_140,104.0,59.0
event_141,104.0,21.0
event_142,104.0,38.0
event_143,104.0,52.0
event_144,102.0,91.0
event_145,103.0,93.0
event_146,103.0,92.0
event_147,102.0,96.0
event_148,104.0,37.0
event_149,104.0,79.0
event_150,104.0,24.0
event_151,104.0,59.0
event_152,104.0,55.0
event_153,103.0,92.0
event_154,104.0,63.0
event_155,104.0,51.0
event_156,104.0,59.0
event_157,104.0,15.0
event_158,104.0,44.0
event_159,104.0,66.0
event_160,104.0,70.0
event_161,104.0,8.0
event_162,104.0,79.0
event_163,104.0,16.0
event_164,104.0,69.0
