,peak_X0,peak_Y0
event_0,104.0,45.6
event_1,104.0,86.39999999999999
event_2,103.0,50.39999999999999
event_3,104.0,57.6
event_4,104.0,68.39999999999999
event_5,103.0,58.8
event_6,104.0,90.0
event_7,104.0,118.79999999999998
event_8,104.0,147.6
event_9,103.0,38.4
event_10,104.0,120.0
event_11,104.0,70.79999999999998
event_12,104.0,196.8
event_13,105.0,154.79999999999998
event_14,104.0,62.4
event_15,103.0,34.8
event_16,104.0,63.59999999999999
event_17,102.0,30.0
event_18,104.0,72.0
event_19,105.0,117.6
event_20,104.0,111.6
event_21,104.0,62.4
event_22,102.0,26.399999999999995
event_23,104.0,165.6
event_24,104.0,52.79999999999999
event_25,104.0,127.19999999999996
event_26,104.0,99.6
event_27,104.0,230.4
event_28,104.0,100.79999999999998
event_29,104.0,51.6
event_30,104.0,93.6
event_31,103.0,38.4
event_32,103.0,30.0
event_33,104.0,98.4
event_34,104.0,73.19999999999999
event_35,103.0,36.0
event_36,104.0,53.99999999999999
event_37,104.0,55.19999999999999
event_38,103.0,36.0
event_39,103.0,41.99999999999999
event_40,104.0,104.4
event_41,104.0,90.0
event_42,102.0,28.8
event_43,105.0,112.79999999999998
event_44,104.0,45.6
event_45,103.0,61.2
event_46,104.0,109.2
event_47,104.0,68.39999999999999
event_48,104.0,108.0
event_49,104.0,88.79999999999998
event_50,104.0,79.19999999999999
event_51,104.0,106.8
event_52,103.0,74.39999999999999
event_53,104.0,94.8
event_54,104.0,81.6
event_55,104.0,62.4
event_56,104.0,60.0
event_57,104.0,47.99999999999999
event_58,104.0,111.6
event_59,104.0,51.6
event_60,104.0,93.6
event_61,104.0,81.6
event_62,104.0,88.79999999999998
event_63,103.0,43.2
event_64,103.0,30.0
event_65,105.0,169.2
event_66,104.0,102.0
event_67,104.0,120.0
event_68,104.0,62.4
event_69,104.0,82.8
event_70,104.0,64.8
event_71,104.0,79.19999999999999
event_72,104.0,62.4
event_73,104.0,60.0
event_74,104.0,94.8
event_75,103.0,43.2
event_76,104.0,45.6
event_77,102.0,30.0
event_78,104.0,91.2
event_79,104.0,91.2
event_80,104.0,70.79999999999998
event_81,104.0,86.39999999999999
event_82,105.0,211.2
event_83,104.0,76.8
event_84,103.0,41.99999999999999
event_85,104.0,37.2
event_86,104.0,114.0
event_87,104.0,62.4
event_88,104.0,146.39999999999998
event_89,104.0,133.2
event_90,104.0,75.59999999999998
event_91,104.0,73.19999999999999
event_92,104.0,55.19999999999999
event_93,104.0,90.0
event_94,104.0,72.0
event_95,104.0,81.6
event_96,103.0,74.39999999999999
event_97,104.0,93.6
event_98,102.0,30.0
event_99,104.0,57.6
event_100,103.0,28.8
event_101,104.0,99.6
event_102,104.0,56.39999999999999
event_103,104.0,100.79999999999998
event_104,104.0,94.8
event_105,104.0,94.8
event_106,103.0,39.6
event_107,104.0,121.2
event_108,104.0,69.6
event_109,103.0,32.4
event_110,104.0,41.99999999999999
event_111,104.0,53.99999999999999
event_112,104.0,102.0
event_113,105.0,136.79999999999998
event_114,103.0,64.8
event_115,104.0,58.8
event_116,105.0,90.0
event_117,104.0,73.19999999999999
event_118,104.0,175.2
event_119,104.0,57.6
event_120,102.0,27.599999999999994
event_121,104.0,78.0
event_122,102.0,25.2
event_123,103.0,43.2
event_124,105.0,140.4
event_125,104.0,45.6
event_126,104.0,80.4
event_127,104.0,120.0
event_128,105.0,100.79999999999998
event_129,104.0,79.19999999999999
event_130,104.0,103.2
event_131,103.0,30.0
event_132,105.0,147.6
event_133,103.0,30.0
event_134,104.0,68.39999999999999
event_135,104.0,211.2
event_136,104.0,57.6
event_137,103.0,45.6
event_138,103.0,62.4
event_139,103.0,26.399999999999995
event_140,104.0,102.0
event_141,103.0,53.99999999999999
event_142,104.0,105.59999999999998
event_143,104.0,133.2
event_144,103.0,34.8
event_145,104.0,46.8
event_146,105.0,137.99999999999997
event_147,104.0,92.4
event_148,104.0,97.2
event_149,104.0,76.8
event_150,104.0,96.0
event_151,104.0,106.8
event_152,104.0,175.2
event_153,103.0,36.0
event_154,104.0,150.0
event_155,104.0,103.2
event_156,104.0,65.99999999999999
event_157,103.0,25.2
event_158,104.0,128.39999999999998
event_159,104.0,141.59999999999997
event_160,102.0,26.399999999999995
event_161,104.0,151.19999999999996
event_162,104.0,46.8
event_163,104.0,90.0
event_164,104.0,99.6
event_165,103.0,45.6
event_166,104.0,68.39999999999999
event_167,103.0,41.99999999999999
event_168,103.0,63.59999999999999
event_169,103.0,52.79999999999999
event_170,104.0,60.0
event_171,103.0,55.19999999999999
event_172,104.0,93.6
event_173,103.0,53.99999999999999
event_174,103.0,68.39999999999999
event_175,104.0,85.2
event_176,104.0,94.8
event_177,103.0,31.2
event_178,104.0,53.99999999999999
event_179,103.0,27.599999999999994
event_180,104.0,96.0
event_181,104.0,90.0
event_182,104.0,92.4
event_183,104.0,45.6
event_184,105.0,102.0
event_185,104.0,47.99999999999999
event_186,105.0,141.59999999999997
event_187,103.0,58.8
event_188,105.0,238.8
event_189,103.0,51.6
event_190,104.0,75.59999999999998
event_191,105.0,151.19999999999996
event_192,104.0,129.6
event_193,104.0,58.8
event_194,104.0,100.79999999999998
event_195,105.0,110.39999999999998
event_196,103.0,49.2
event_197,104.0,110.39999999999998
event_198,104.0,60.0
event_199,103.0,33.6
event_200,105.0,114.0
event_201,104.0,100.79999999999998
event_202,102.0,28.8
event_203,104.0,57.6
event_204,104.0,110.39999999999998
event_205,104.0,134.4
event_206,104.0,126.0
event_207,104.0,33.6
event_208,103.0,47.99999999999999
event_209,103.0,52.79999999999999
event_210,104.0,163.2
event_211,104.0,131.99999999999997
event_212,104.0,131.99999999999997
event_213,104.0,93.6
event_214,104.0,69.6
event_215,104.0,91.2
event_216,103.0,45.6
event_217,104.0,115.2
event_218,103.0,41.99999999999999
event_219,104.0,80.4
event_220,104.0,49.2
event_221,103.0,44.39999999999999
event_222,104.0,46.8
event_223,105.0,97.2
event_224,104.0,115.2
event_225,104.0,87.6
event_226,102.0,28.8
event_227,104.0,41.99999999999999
event_228,104.0,100.79999999999998
event_229,103.0,34.8
event_230,104.0,37.2
event_231,103.0,63.59999999999999
event_232,104.0,128.39999999999998
event_233,104.0,73.19999999999999
event_234,103.0,40.8
event_235,104.0,109.2
event_236,103.0,57.6
event_237,104.0,65.99999999999999
event_238,102.0,24.0
event_239,104.0,47.99999999999999
event_240,104.0,56.39999999999999
event_241,104.0,116.4
