,peak_X0,peak_Y0
event_0,103.0,-43.0
event_1,104.0,-59.00000000000001
event_2,104.0,-68.0
event_3,104.0,-71.00000000000001
event_4,104.0,-95.0
event_5,104.0,-68.0
event_6,104.0,-60.0
event_7,104.0,-121.0
event_8,104.0,-87.00000000000001
event_9,104.0,-96.0
event_10,104.0,-89.0
event_11,104.0,-45.0
event_12,104.0,-62.0
event_13,103.0,-33.0
event_14,103.0,-27.0
event_15,103.0,-39.0
event_16,104.0,-74.0
event_17,104.0,-80.0
event_18,104.0,-57.0
event_19,104.0,-30.0
event_20,104.0,-57.0
event_21,104.0,-95.0
event_22,104.0,-60.0
event_23,103.0,-24.0
event_24,104.0,-43.0
event_25,104.0,-61.0
event_26,102.0,-23.0
event_27,104.0,-97.0
event_28,104.0,-71.00000000000001
event_29,103.0,-36.00000000000001
event_30,104.0,-63.0
event_31,104.0,-86.0
event_32,104.0,-59.00000000000001
event_33,104.0,-61.0
event_34,104.0,-64.0
event_35,103.0,-50.0
event_36,104.0,-54.0
event_37,104.0,-101.0
event_38,104.0,-43.0
event_39,103.0,-27.0
event_40,104.0,-68.0
event_41,103.0,-44.0
event_42,103.0,-34.0
event_43,104.0,-118.00000000000001
event_44,103.0,-32.0
event_45,103.0,-27.0
event_46,103.0,-45.0
event_47,103.0,-53.0
event_48,104.0,-110.0
event_49,104.0,-83.0
event_50,103.0,-36.00000000000001
event_51,104.0,-66.0
event_52,103.0,-29.0
event_53,103.0,-31.0
event_54,103.0,-23.0
event_55,104.0,-41.0
event_56,103.0,-31.0
event_57,104.0,-68.0
event_58,104.0,-80.0
event_59,104.0,-75.0
event_60,104.0,-49.0
event_61,104.0,-59.00000000000001
event_62,104.0,-47.0
event_63,104.0,-68.0
event_64,104.0,-50.0
event_65,104.0,-42.0
event_66,104.0,-82.0
event_67,104.0,-91.0
event_68,104.0,-36.00000000000001
event_69,102.0,-23.0
event_70,104.0,-47.0
event_71,104.0,-61.0
event_72,104.0,-47.0
event_73,104.0,-30.0
event_74,104.0,-78.0
event_75,104.0,-85.0
event_76,103.0,-29.0
event_77,104.0,-107.0
