,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99,event_100,event_101,event_102,event_103,event_104,event_105,event_106,event_107,event_108,event_109,event_110,event_111,event_112,event_113,event_114,event_115,event_116,event_117,event_118,event_119,event_120,event_121,event_122,event_123,event_124,event_125,event_126,event_127,event_128,event_129,event_130,event_131,event_132,event_133,event_134,event_135,event_136,event_137,event_138,event_139,event_140,event_141,event_142,event_143,event_144,event_145,event_146,event_147,event_148,event_149,event_150,event_151,event_152,event_153,event_154,event_155,event_156
10,-126.0,-28.8,-25.2,-21.6,-21.6,-82.8,-92.4,-44.39999999999999,-45.6,-45.6,-102.0,-106.8,-36.0,-65.99999999999999,-36.0,-27.599999999999994,-39.6,-51.6,-109.2,-102.0,-110.39999999999998,-57.6,-72.0,-58.8,-88.79999999999998,-41.99999999999999,-60.0,-43.2,-30.0,-55.19999999999999,-74.39999999999999,-37.2,-61.2,-86.39999999999999,-44.39999999999999,-86.39999999999999,-68.39999999999999,-56.39999999999999,-47.99999999999999,-74.39999999999999,-91.2,-47.99999999999999,-68.39999999999999,-98.4,-68.39999999999999,-76.8,-49.2,-79.19999999999999,-73.19999999999999,-112.79999999999998,-72.0,-39.6,-115.2,-55.19999999999999,-67.2,-65.99999999999999,-63.59999999999999,-91.2,-64.8,-60.0,-43.2,-82.8,-110.39999999999998,-93.6,-40.8,-110.39999999999998,-85.2,-70.79999999999998,-26.399999999999995,-61.2,-21.6,-73.19999999999999,-61.2,-27.599999999999994,-51.6,-43.2,-82.8,-116.4,-127.19999999999996,-117.6,-57.6,-78.0,-96.0,-64.8,-90.0,-121.2,-22.8,-44.39999999999999,-83.99999999999999,-72.0,-51.6,-126.0,-76.8,-60.0,-96.0,-26.399999999999995,-97.2,-43.2,-63.59999999999999,-75.59999999999998,-45.6,-102.0,-52.79999999999999,-92.4,-52.79999999999999,-58.8,-118.79999999999998,-45.6,-30.0,-62.4,-108.0,-36.0,-47.99999999999999,-40.8,-69.6,-21.6,-92.4,-53.99999999999999,-26.399999999999995,-60.0,-26.399999999999995,-38.4,-100.79999999999998,-33.6,-31.2,-67.2,-62.4,-67.2,-98.4,-63.59999999999999,-108.0,-37.2,-99.6,-85.2,-90.0,-44.39999999999999,-83.99999999999999,-93.6,-70.79999999999998,-60.0,-90.0,-36.0,-60.0,-47.99999999999999,-92.4,-90.0,-45.6,-98.4,-104.4,-76.8,-41.99999999999999,-27.599999999999994,-79.19999999999999,-64.8,-57.6,-70.79999999999998,-85.2
11,-73.19999999999999,-18.0,-19.2,-15.6,-11.999999999999998,-58.8,-45.6,-31.2,-22.8,-37.2,-61.2,-99.6,-24.0,-61.2,-22.8,-11.999999999999998,-39.6,-26.399999999999995,-92.4,-51.6,-76.8,-50.39999999999999,-41.99999999999999,-34.8,-83.99999999999999,-20.4,-43.2,-41.99999999999999,-13.199999999999998,-32.4,-52.79999999999999,-26.399999999999995,-52.79999999999999,-60.0,-21.6,-67.2,-62.4,-34.8,-30.0,-52.79999999999999,-61.2,-30.0,-41.99999999999999,-62.4,-52.79999999999999,-39.6,-28.8,-69.6,-73.19999999999999,-103.2,-67.2,-28.8,-86.39999999999999,-49.2,-43.2,-56.39999999999999,-55.19999999999999,-85.2,-39.6,-27.599999999999994,-26.399999999999995,-55.19999999999999,-64.8,-55.19999999999999,-32.4,-73.19999999999999,-74.39999999999999,-38.4,-19.2,-43.2,-21.6,-46.8,-46.8,-26.399999999999995,-30.0,-41.99999999999999,-46.8,-86.39999999999999,-67.2,-72.0,-32.4,-57.6,-44.39999999999999,-49.2,-78.0,-69.6,-15.6,-26.399999999999995,-63.59999999999999,-50.39999999999999,-38.4,-75.59999999999998,-53.99999999999999,-33.6,-73.19999999999999,-21.6,-73.19999999999999,-26.399999999999995,-52.79999999999999,-57.6,-22.8,-56.39999999999999,-27.599999999999994,-76.8,-37.2,-55.19999999999999,-62.4,-30.0,-30.0,-30.0,-74.39999999999999,-26.399999999999995,-30.0,-22.8,-36.0,-9.6,-82.8,-39.6,-26.399999999999995,-50.39999999999999,-11.999999999999998,-19.2,-57.6,-16.8,-20.4,-50.39999999999999,-55.19999999999999,-41.99999999999999,-65.99999999999999,-38.4,-53.99999999999999,-20.4,-63.59999999999999,-81.6,-63.59999999999999,-25.2,-46.8,-76.8,-45.6,-32.4,-80.4,-34.8,-33.6,-31.2,-41.99999999999999,-44.39999999999999,-34.8,-68.39999999999999,-67.2,-36.0,-40.8,-27.599999999999994,-74.39999999999999,-44.39999999999999,-46.8,-36.0,-76.8
12,-22.8,-8.4,-11.999999999999998,-7.2,-3.6,-22.8,-18.0,-11.999999999999998,-8.4,-20.4,-24.0,-44.39999999999999,-9.6,-30.0,-9.6,-1.2,-21.6,-7.2,-41.99999999999999,-16.8,-27.599999999999994,-25.2,-14.4,-15.6,-41.99999999999999,-8.4,-16.8,-20.4,-4.8,-9.6,-18.0,-13.199999999999998,-24.0,-26.399999999999995,-7.2,-28.8,-24.0,-10.8,-9.6,-30.0,-24.0,-10.8,-18.0,-21.6,-21.6,-16.8,-13.199999999999998,-37.2,-37.2,-49.2,-34.8,-9.6,-31.2,-21.6,-16.8,-21.6,-27.599999999999994,-40.8,-10.8,-11.999999999999998,-5.999999999999999,-27.599999999999994,-21.6,-20.4,-14.4,-26.399999999999995,-36.0,-18.0,-8.4,-18.0,-7.2,-19.2,-22.8,-10.8,-10.8,-22.8,-20.4,-40.8,-26.399999999999995,-28.8,-13.199999999999998,-26.399999999999995,-14.4,-21.6,-36.0,-26.399999999999995,-5.999999999999999,-9.6,-26.399999999999995,-19.2,-18.0,-26.399999999999995,-22.8,-11.999999999999998,-32.4,-9.6,-30.0,-11.999999999999998,-27.599999999999994,-24.0,-11.999999999999998,-14.4,-10.8,-32.4,-9.6,-26.399999999999995,-22.8,-16.8,-15.6,-13.199999999999998,-33.6,-14.4,-9.6,-9.6,-9.6,-2.4,-33.6,-15.6,-15.6,-24.0,-8.4,-7.2,-24.0,-2.4,-8.4,-24.0,-25.2,-20.4,-28.8,-11.999999999999998,-18.0,-8.4,-28.8,-40.8,-24.0,-7.2,-15.6,-31.2,-20.4,-10.8,-34.8,-15.6,-13.199999999999998,-16.8,-8.4,-11.999999999999998,-11.999999999999998,-21.6,-21.6,-14.4,-16.8,-10.8,-37.2,-16.8,-19.2,-11.999999999999998,-34.8
13,-10.8,-3.6,-2.4,-3.6,-3.6,-8.4,-7.2,-2.4,-3.6,-8.4,-8.4,-10.8,-3.6,-9.6,-8.4,-3.6,-10.8,-4.8,-13.199999999999998,-5.999999999999999,-13.199999999999998,-8.4,-7.2,-7.2,-15.6,-4.8,-7.2,-7.2,-2.4,-4.8,-8.4,-4.8,-10.8,-11.999999999999998,-3.6,-11.999999999999998,-8.4,-5.999999999999999,-5.999999999999999,-15.6,-10.8,-4.8,-4.8,-5.999999999999999,-5.999999999999999,-4.8,-5.999999999999999,-13.199999999999998,-18.0,-18.0,-14.4,-4.8,-11.999999999999998,-10.8,-5.999999999999999,-7.2,-9.6,-14.4,-5.999999999999999,-7.2,-5.999999999999999,-15.6,-10.8,-9.6,-4.8,-11.999999999999998,-16.8,-8.4,-3.6,-4.8,-3.6,-7.2,-7.2,-2.4,-4.8,-7.2,-9.6,-18.0,-10.8,-11.999999999999998,-5.999999999999999,-13.199999999999998,-8.4,-7.2,-14.4,-9.6,-4.8,-3.6,-11.999999999999998,-7.2,-8.4,-11.999999999999998,-10.8,-7.2,-13.199999999999998,-5.999999999999999,-8.4,-5.999999999999999,-9.6,-7.2,-5.999999999999999,-8.4,-5.999999999999999,-11.999999999999998,-4.8,-9.6,-16.8,-7.2,-3.6,-7.2,-20.4,-1.2,-5.999999999999999,-3.6,-1.2,-1.2,-10.8,-8.4,-7.2,-11.999999999999998,-4.8,-4.8,-10.8,-2.4,0.0,-9.6,-8.4,-7.2,-10.8,-7.2,-5.999999999999999,-3.6,-14.4,-16.8,-11.999999999999998,-2.4,-10.8,-8.4,-8.4,-3.6,-15.6,-4.8,-5.999999999999999,-5.999999999999999,-4.8,-5.999999999999999,0.0,-9.6,-8.4,-11.999999999999998,-3.6,-3.6,-11.999999999999998,-3.6,-8.4,-5.999999999999999,-9.6
14,-4.8,1.2,-1.2,0.0,0.0,-4.8,-4.8,-2.4,-1.2,-1.2,-3.6,-3.6,-2.4,-3.6,-2.4,-1.2,-5.999999999999999,0.0,-5.999999999999999,-5.999999999999999,-8.4,-3.6,0.0,-4.8,-5.999999999999999,0.0,-3.6,-4.8,-2.4,0.0,-5.999999999999999,-1.2,-4.8,-8.4,0.0,-5.999999999999999,-3.6,-4.8,-4.8,-8.4,-7.2,-2.4,-1.2,-4.8,-7.2,-3.6,-2.4,-8.4,-7.2,-8.4,-7.2,-2.4,-4.8,-5.999999999999999,-5.999999999999999,-5.999999999999999,-5.999999999999999,-10.8,-2.4,-2.4,0.0,-4.8,-8.4,-4.8,-3.6,-8.4,-5.999999999999999,-3.6,0.0,-4.8,-1.2,-4.8,-3.6,0.0,-4.8,-4.8,-2.4,-8.4,-8.4,-8.4,-3.6,-4.8,-2.4,-4.8,-2.4,-5.999999999999999,-1.2,1.2,-7.2,-4.8,-3.6,-1.2,-5.999999999999999,-3.6,-7.2,-2.4,-4.8,-2.4,-4.8,-2.4,-1.2,-4.8,-1.2,-3.6,-7.2,-3.6,-4.8,-3.6,-5.999999999999999,-2.4,-5.999999999999999,0.0,-2.4,-2.4,-2.4,2.4,-9.6,-2.4,-4.8,-3.6,-1.2,-1.2,-3.6,-2.4,0.0,-4.8,-3.6,-3.6,-8.4,-2.4,-3.6,1.2,-5.999999999999999,-7.2,-7.2,-4.8,-4.8,-7.2,-5.999999999999999,-1.2,-8.4,-2.4,-4.8,-4.8,-4.8,-3.6,-3.6,-4.8,-3.6,0.0,-2.4,-1.2,-5.999999999999999,-3.6,-4.8,-2.4,-3.6
15,-2.4,1.2,-1.2,0.0,0.0,-2.4,0.0,0.0,1.2,0.0,-2.4,0.0,0.0,-2.4,-2.4,0.0,-1.2,1.2,-1.2,0.0,-2.4,0.0,0.0,0.0,-2.4,-1.2,0.0,-2.4,1.2,2.4,1.2,1.2,-5.999999999999999,-2.4,1.2,-1.2,-1.2,1.2,0.0,0.0,-1.2,1.2,-1.2,-2.4,0.0,1.2,0.0,-3.6,-5.999999999999999,-2.4,-2.4,0.0,-3.6,-4.8,-2.4,-2.4,-1.2,-5.999999999999999,2.4,1.2,-1.2,-1.2,-3.6,0.0,2.4,0.0,0.0,-2.4,-1.2,-2.4,1.2,-3.6,-2.4,3.6,-2.4,-2.4,2.4,-1.2,-3.6,-1.2,-1.2,-1.2,1.2,-2.4,0.0,-2.4,-1.2,1.2,-4.8,-1.2,0.0,-2.4,-2.4,-1.2,-3.6,-1.2,-3.6,0.0,-3.6,-1.2,1.2,-2.4,-1.2,0.0,0.0,-2.4,-3.6,3.6,2.4,-2.4,-2.4,-4.8,1.2,0.0,0.0,2.4,-3.6,-2.4,-2.4,-1.2,1.2,0.0,-2.4,1.2,0.0,0.0,-2.4,4.8,-2.4,0.0,0.0,-2.4,-1.2,-3.6,-3.6,-2.4,0.0,-3.6,2.4,-1.2,-1.2,0.0,0.0,-1.2,0.0,-3.6,-5.999999999999999,0.0,1.2,-1.2,0.0,-2.4,-2.4,-1.2,-4.8,2.4,-2.4
16,-5.999999999999999,0.0,-1.2,0.0,0.0,-2.4,-4.8,0.0,-2.4,1.2,-3.6,1.2,1.2,-1.2,-1.2,-2.4,0.0,-1.2,-4.8,-4.8,-2.4,-2.4,-1.2,-3.6,0.0,-2.4,-2.4,-2.4,-2.4,-1.2,0.0,-1.2,-1.2,-2.4,1.2,-2.4,-1.2,1.2,0.0,1.2,0.0,-4.8,-3.6,-1.2,-2.4,-1.2,-2.4,-1.2,-1.2,1.2,-1.2,-4.8,-1.2,-1.2,-2.4,-1.2,-2.4,-3.6,-4.8,-3.6,0.0,1.2,-3.6,-3.6,0.0,-1.2,2.4,-4.8,-2.4,-2.4,0.0,-3.6,1.2,1.2,-1.2,0.0,-1.2,-3.6,-8.4,-5.999999999999999,-3.6,1.2,-3.6,1.2,1.2,-1.2,-3.6,-3.6,-3.6,0.0,-1.2,-2.4,0.0,-2.4,-2.4,1.2,-1.2,-1.2,-2.4,-1.2,-1.2,-4.8,-3.6,-1.2,-1.2,-1.2,-8.4,-1.2,1.2,-5.999999999999999,-2.4,0.0,-2.4,0.0,-3.6,-1.2,-4.8,-1.2,-2.4,1.2,0.0,-2.4,-4.8,0.0,1.2,0.0,-1.2,-1.2,-2.4,-1.2,-2.4,-2.4,-1.2,-2.4,-3.6,-1.2,-1.2,-2.4,-1.2,-1.2,-1.2,0.0,0.0,3.6,-3.6,-3.6,3.6,-1.2,-3.6,-3.6,-1.2,-1.2,0.0,-1.2,1.2,-2.4,-2.4
17,-8.4,2.4,-1.2,-1.2,0.0,-8.4,-7.2,-3.6,-5.999999999999999,1.2,-7.2,-4.8,-1.2,-4.8,-3.6,0.0,0.0,-2.4,-5.999999999999999,-5.999999999999999,-7.2,-3.6,-4.8,-7.2,-4.8,-2.4,-4.8,-3.6,-1.2,-2.4,-3.6,-3.6,-1.2,-1.2,0.0,-5.999999999999999,-5.999999999999999,-4.8,-3.6,-5.999999999999999,-5.999999999999999,-3.6,-4.8,-5.999999999999999,-7.2,-4.8,-4.8,-7.2,-4.8,-5.999999999999999,-3.6,-1.2,-5.999999999999999,-3.6,-3.6,-5.999999999999999,-2.4,-5.999999999999999,-2.4,-3.6,-2.4,-3.6,-8.4,-7.2,0.0,-8.4,-3.6,-5.999999999999999,1.2,-2.4,-1.2,-3.6,0.0,0.0,-1.2,1.2,-8.4,-4.8,-8.4,-5.999999999999999,-1.2,-4.8,-7.2,-1.2,-4.8,-8.4,0.0,-3.6,-5.999999999999999,-2.4,-2.4,-2.4,-2.4,-1.2,-5.999999999999999,1.2,-8.4,-2.4,-5.999999999999999,-4.8,-2.4,-8.4,-4.8,-5.999999999999999,-1.2,-2.4,-5.999999999999999,-4.8,-1.2,-5.999999999999999,-7.2,-1.2,-1.2,-2.4,-4.8,-1.2,-4.8,-1.2,-4.8,-1.2,-2.4,-5.999999999999999,-8.4,-1.2,0.0,-7.2,-3.6,-5.999999999999999,-3.6,-3.6,-5.999999999999999,-1.2,-5.999999999999999,-4.8,-8.4,-2.4,-5.999999999999999,-7.2,-4.8,-3.6,-5.999999999999999,-3.6,-5.999999999999999,-3.6,-8.4,-5.999999999999999,-2.4,-7.2,-8.4,-8.4,-4.8,1.2,-7.2,-5.999999999999999,-1.2,-5.999999999999999,-3.6
18,-3.6,0.0,-1.2,0.0,3.6,-7.2,-1.2,-1.2,-1.2,0.0,-4.8,-5.999999999999999,0.0,-5.999999999999999,-1.2,0.0,-3.6,-2.4,-7.2,-3.6,-7.2,-5.999999999999999,-2.4,0.0,-8.4,0.0,-3.6,-3.6,0.0,-2.4,-2.4,-1.2,-3.6,-5.999999999999999,-1.2,-4.8,-4.8,-1.2,-2.4,-3.6,-3.6,-1.2,-4.8,-2.4,-3.6,-2.4,-1.2,-2.4,-7.2,-8.4,-5.999999999999999,0.0,-5.999999999999999,-3.6,-2.4,-2.4,-4.8,-7.2,-1.2,-1.2,0.0,-3.6,-5.999999999999999,-4.8,-2.4,-5.999999999999999,-4.8,-1.2,0.0,-1.2,-1.2,-4.8,-1.2,-1.2,-1.2,-1.2,-2.4,-7.2,-3.6,-8.4,-1.2,-1.2,-2.4,-2.4,-5.999999999999999,-4.8,2.4,-2.4,-7.2,-3.6,-2.4,-3.6,-5.999999999999999,-2.4,-7.2,-1.2,-4.8,-3.6,-5.999999999999999,-3.6,-3.6,-7.2,-2.4,-3.6,-3.6,-2.4,-2.4,0.0,-1.2,-1.2,-4.8,1.2,-1.2,-1.2,-1.2,1.2,-5.999999999999999,1.2,-1.2,-1.2,-1.2,0.0,-3.6,-2.4,-3.6,-2.4,-2.4,-3.6,-5.999999999999999,-2.4,-4.8,-1.2,-3.6,-3.6,-3.6,-2.4,-3.6,-8.4,-2.4,-3.6,-7.2,-1.2,0.0,-2.4,-2.4,1.2,-4.8,-3.6,-1.2,-2.4,-1.2,-1.2,-4.8,-4.8,-4.8,-2.4,-7.2
19,0.0,0.0,-2.4,-1.2,0.0,2.4,1.2,-1.2,0.0,-3.6,1.2,-1.2,1.2,-3.6,0.0,-1.2,0.0,0.0,-3.6,-3.6,-2.4,-2.4,-1.2,-2.4,-3.6,0.0,-1.2,1.2,-1.2,0.0,1.2,0.0,-4.8,-4.8,-1.2,-3.6,-1.2,-1.2,2.4,0.0,-2.4,1.2,0.0,0.0,1.2,-1.2,-2.4,0.0,-2.4,-2.4,0.0,-2.4,-3.6,-2.4,-2.4,-1.2,-2.4,-1.2,0.0,-1.2,0.0,-2.4,-2.4,-2.4,0.0,0.0,-3.6,0.0,1.2,-4.8,0.0,-2.4,0.0,-1.2,-3.6,-2.4,-1.2,0.0,-3.6,-1.2,-2.4,-3.6,-1.2,-1.2,-4.8,-1.2,-3.6,-1.2,-2.4,-2.4,0.0,-5.999999999999999,-1.2,1.2,-1.2,2.4,-2.4,-2.4,-2.4,-4.8,-1.2,-1.2,1.2,-1.2,-2.4,-1.2,-2.4,-2.4,-1.2,-1.2,-4.8,0.0,-1.2,0.0,-1.2,0.0,1.2,-1.2,-1.2,1.2,-1.2,0.0,-3.6,-2.4,0.0,-1.2,-3.6,-1.2,-3.6,-1.2,-2.4,-1.2,-2.4,-1.2,-2.4,-1.2,-1.2,-1.2,-1.2,0.0,-2.4,-2.4,1.2,0.0,0.0,-1.2,-2.4,0.0,-3.6,0.0,-3.6,1.2,-2.4,-2.4,-1.2,-2.4,-1.2
20,-1.2,0.0,1.2,1.2,1.2,2.4,0.0,0.0,1.2,0.0,-1.2,-2.4,1.2,-3.6,-2.4,0.0,-1.2,-1.2,-3.6,-2.4,-4.8,0.0,0.0,-1.2,-2.4,0.0,-1.2,-2.4,2.4,0.0,-1.2,-1.2,-1.2,-1.2,-1.2,0.0,-1.2,-2.4,0.0,-3.6,-1.2,0.0,-2.4,-2.4,-2.4,0.0,-2.4,3.6,-3.6,1.2,-2.4,-1.2,-3.6,-2.4,0.0,-1.2,-1.2,-1.2,-2.4,-1.2,1.2,-3.6,-1.2,-2.4,1.2,-2.4,0.0,-2.4,0.0,-2.4,1.2,0.0,-2.4,0.0,1.2,-1.2,-2.4,-3.6,-1.2,-4.8,1.2,-3.6,-3.6,0.0,-2.4,0.0,0.0,0.0,-2.4,-1.2,0.0,-1.2,-1.2,1.2,-4.8,-2.4,-3.6,0.0,-2.4,-1.2,2.4,-2.4,1.2,-1.2,1.2,-2.4,0.0,-2.4,0.0,-1.2,-2.4,-2.4,-1.2,-1.2,-1.2,1.2,-2.4,-1.2,-1.2,-2.4,-1.2,-1.2,-4.8,0.0,1.2,-3.6,-3.6,0.0,-2.4,-3.6,-1.2,-1.2,-2.4,1.2,-1.2,-1.2,0.0,-2.4,-1.2,-2.4,-1.2,-1.2,-1.2,0.0,-2.4,-1.2,1.2,0.0,-3.6,-1.2,-2.4,-1.2,-3.6,0.0,0.0,1.2,-1.2
21,0.0,3.6,-1.2,0.0,1.2,0.0,-1.2,0.0,0.0,1.2,-2.4,0.0,3.6,-2.4,1.2,1.2,1.2,2.4,-1.2,2.4,0.0,0.0,-1.2,3.6,-1.2,1.2,-2.4,2.4,1.2,1.2,0.0,-1.2,1.2,1.2,1.2,-2.4,1.2,-1.2,0.0,1.2,-3.6,2.4,1.2,1.2,-1.2,1.2,0.0,1.2,0.0,-1.2,0.0,1.2,0.0,-1.2,0.0,-1.2,0.0,2.4,0.0,1.2,0.0,3.6,1.2,-1.2,1.2,2.4,-1.2,2.4,3.6,0.0,3.6,1.2,-1.2,3.6,1.2,0.0,2.4,-2.4,-1.2,0.0,-1.2,1.2,1.2,1.2,-1.2,0.0,1.2,3.6,0.0,0.0,0.0,3.6,-1.2,-1.2,2.4,0.0,-1.2,2.4,-1.2,0.0,0.0,0.0,0.0,-2.4,0.0,0.0,-1.2,0.0,1.2,-1.2,-1.2,-1.2,-1.2,0.0,2.4,2.4,-2.4,-1.2,-1.2,0.0,0.0,0.0,-1.2,1.2,4.8,-1.2,-2.4,-1.2,1.2,1.2,0.0,2.4,1.2,-1.2,0.0,1.2,0.0,-1.2,-2.4,2.4,-1.2,1.2,-2.4,3.6,2.4,1.2,2.4,1.2,-1.2,0.0,0.0,-2.4,0.0,0.0,1.2,0.0,0.0
22,-1.2,2.4,3.6,0.0,1.2,-1.2,-1.2,0.0,1.2,2.4,1.2,1.2,0.0,0.0,0.0,1.2,-1.2,-2.4,1.2,1.2,1.2,1.2,0.0,1.2,-2.4,1.2,1.2,2.4,1.2,1.2,0.0,1.2,1.2,0.0,1.2,0.0,1.2,1.2,1.2,0.0,-1.2,1.2,-1.2,2.4,2.4,-1.2,1.2,0.0,-1.2,1.2,1.2,1.2,-1.2,0.0,0.0,-2.4,2.4,0.0,1.2,-2.4,3.6,2.4,0.0,1.2,1.2,1.2,2.4,2.4,0.0,1.2,0.0,0.0,-1.2,1.2,2.4,0.0,2.4,0.0,-1.2,-1.2,1.2,-1.2,-1.2,1.2,1.2,-1.2,0.0,0.0,3.6,1.2,1.2,-1.2,-1.2,1.2,1.2,-1.2,2.4,0.0,2.4,-1.2,1.2,1.2,0.0,3.6,1.2,1.2,-1.2,1.2,2.4,-1.2,2.4,-1.2,4.8,1.2,3.6,2.4,0.0,1.2,2.4,0.0,0.0,0.0,-3.6,0.0,-2.4,-1.2,2.4,1.2,0.0,4.8,1.2,0.0,-2.4,1.2,0.0,0.0,-2.4,0.0,1.2,0.0,1.2,0.0,0.0,-1.2,1.2,3.6,0.0,1.2,1.2,1.2,3.6,0.0,2.4,-1.2,0.0,0.0,0.0
23,-1.2,0.0,1.2,2.4,1.2,2.4,1.2,2.4,3.6,0.0,1.2,3.6,0.0,1.2,1.2,0.0,1.2,-2.4,2.4,1.2,2.4,0.0,2.4,1.2,-1.2,-1.2,1.2,1.2,2.4,3.6,2.4,-1.2,-1.2,-1.2,0.0,0.0,0.0,1.2,2.4,0.0,0.0,2.4,1.2,1.2,2.4,-1.2,3.6,-1.2,0.0,1.2,2.4,0.0,0.0,-2.4,1.2,-1.2,1.2,0.0,1.2,0.0,0.0,0.0,1.2,0.0,2.4,-1.2,0.0,1.2,-1.2,1.2,0.0,1.2,1.2,2.4,0.0,2.4,0.0,0.0,1.2,1.2,0.0,1.2,-3.6,1.2,-1.2,1.2,1.2,0.0,0.0,1.2,0.0,0.0,-1.2,-1.2,1.2,4.8,1.2,1.2,1.2,0.0,1.2,0.0,0.0,-1.2,0.0,2.4,-1.2,0.0,1.2,0.0,1.2,2.4,0.0,1.2,2.4,1.2,1.2,1.2,2.4,0.0,3.6,1.2,1.2,1.2,0.0,1.2,2.4,-1.2,-2.4,-1.2,0.0,1.2,1.2,1.2,1.2,1.2,2.4,2.4,0.0,1.2,0.0,1.2,1.2,1.2,1.2,0.0,4.8,-1.2,1.2,1.2,0.0,2.4,1.2,1.2,1.2,0.0,-1.2
24,1.2,1.2,-1.2,0.0,0.0,3.6,1.2,1.2,0.0,2.4,-1.2,-3.6,1.2,-1.2,0.0,1.2,2.4,-1.2,0.0,-3.6,1.2,2.4,2.4,2.4,0.0,1.2,-1.2,-1.2,1.2,2.4,1.2,1.2,1.2,-1.2,1.2,-1.2,-1.2,1.2,1.2,0.0,-2.4,-2.4,1.2,-1.2,0.0,-1.2,3.6,5.999999999999999,0.0,-1.2,-1.2,1.2,1.2,1.2,0.0,0.0,0.0,1.2,1.2,1.2,2.4,0.0,1.2,0.0,1.2,1.2,0.0,1.2,0.0,0.0,1.2,1.2,2.4,2.4,1.2,0.0,0.0,0.0,0.0,1.2,1.2,0.0,1.2,1.2,0.0,-2.4,3.6,3.6,2.4,-1.2,0.0,0.0,1.2,2.4,1.2,0.0,1.2,1.2,1.2,1.2,0.0,-1.2,1.2,1.2,3.6,1.2,2.4,0.0,1.2,0.0,0.0,0.0,1.2,1.2,0.0,-1.2,-1.2,0.0,-1.2,2.4,-1.2,2.4,0.0,1.2,1.2,2.4,1.2,0.0,-2.4,-1.2,1.2,1.2,1.2,3.6,1.2,-1.2,2.4,-1.2,1.2,3.6,0.0,1.2,2.4,0.0,3.6,1.2,5.999999999999999,1.2,-1.2,2.4,0.0,1.2,-2.4,0.0,1.2,2.4,-1.2
