,peak_X0,peak_Y0
event_0,104.0,-126.0
event_1,103.0,-28.8
event_2,103.0,-25.2
event_3,103.0,-21.6
event_4,103.0,-21.6
event_5,104.0,-82.8
event_6,105.0,-92.4
event_7,104.0,-44.39999999999999
event_8,104.0,-45.6
event_9,103.0,-45.6
event_10,105.0,-102.0
event_11,104.0,-106.8
event_12,103.0,-36.0
event_13,104.0,-65.99999999999999
event_14,103.0,-36.0
event_15,104.0,-27.599999999999994
event_16,103.0,-39.6
event_17,104.0,-51.6
event_18,104.0,-109.2
event_19,104.0,-102.0
event_20,104.0,-110.39999999999998
event_21,103.0,-57.6
event_22,104.0,-72.0
event_23,104.0,-58.8
event_24,104.0,-88.79999999999998
event_25,104.0,-41.99999999999999
event_26,104.0,-60.0
event_27,103.0,-43.2
event_28,104.0,-30.0
event_29,104.0,-55.19999999999999
event_30,104.0,-74.39999999999999
event_31,103.0,-37.2
event_32,103.0,-61.2
event_33,104.0,-86.39999999999999
event_34,104.0,-44.39999999999999
event_35,104.0,-86.39999999999999
event_36,103.0,-68.39999999999999
event_37,104.0,-56.39999999999999
event_38,104.0,-47.99999999999999
event_39,104.0,-74.39999999999999
event_40,104.0,-91.2
event_41,104.0,-47.99999999999999
event_42,104.0,-68.39999999999999
event_43,104.0,-98.4
event_44,104.0,-68.39999999999999
event_45,105.0,-76.8
event_46,104.0,-49.2
event_47,104.0,-79.19999999999999
event_48,103.0,-73.19999999999999
event_49,104.0,-112.79999999999998
event_50,103.0,-72.0
event_51,104.0,-39.6
event_52,104.0,-115.2
event_53,103.0,-55.19999999999999
event_54,104.0,-67.2
event_55,104.0,-65.99999999999999
event_56,104.0,-63.59999999999999
event_57,104.0,-91.2
event_58,104.0,-64.8
event_59,104.0,-60.0
event_60,104.0,-43.2
event_61,104.0,-82.8
event_62,104.0,-110.39999999999998
event_63,104.0,-93.6
event_64,103.0,-40.8
event_65,104.0,-110.39999999999998
event_66,104.0,-85.2
event_67,104.0,-70.79999999999998
event_68,103.0,-26.399999999999995
event_69,104.0,-61.2
event_70,102.0,-21.6
event_71,104.0,-73.19999999999999
event_72,104.0,-61.2
event_73,103.0,-27.599999999999994
event_74,104.0,-51.6
event_75,103.0,-43.2
event_76,104.0,-82.8
event_77,104.0,-116.4
event_78,105.0,-127.19999999999996
event_79,104.0,-117.6
event_80,104.0,-57.6
event_81,104.0,-78.0
event_82,105.0,-96.0
event_83,104.0,-64.8
event_84,104.0,-90.0
event_85,104.0,-121.2
event_86,102.0,-22.8
event_87,104.0,-44.39999999999999
event_88,104.0,-83.99999999999999
event_89,104.0,-72.0
event_90,104.0,-51.6
event_91,104.0,-126.0
event_92,104.0,-76.8
event_93,104.0,-60.0
event_94,104.0,-96.0
event_95,103.0,-26.399999999999995
event_96,104.0,-97.2
event_97,104.0,-43.2
event_98,104.0,-63.59999999999999
event_99,104.0,-75.59999999999998
event_100,104.0,-45.6
event_101,104.0,-102.0
event_102,104.0,-52.79999999999999
event_103,104.0,-92.4
event_104,103.0,-52.79999999999999
event_105,103.0,-58.8
event_106,105.0,-118.79999999999998
event_107,104.0,-45.6
event_108,103.0,-30.0
event_109,104.0,-62.4
event_110,104.0,-108.0
event_111,103.0,-36.0
event_112,104.0,-47.99999999999999
event_113,104.0,-40.8
event_114,104.0,-69.6
event_115,103.0,-21.6
event_116,104.0,-92.4
event_117,103.0,-53.99999999999999
event_118,102.0,-26.399999999999995
event_119,103.0,-60.0
event_120,103.0,-26.399999999999995
event_121,104.0,-38.4
event_122,105.0,-100.79999999999998
event_123,103.0,-33.6
event_124,103.0,-31.2
event_125,104.0,-67.2
event_126,104.0,-62.4
event_127,104.0,-67.2
event_128,104.0,-98.4
event_129,104.0,-63.59999999999999
event_130,105.0,-108.0
event_131,103.0,-37.2
event_132,104.0,-99.6
event_133,104.0,-85.2
event_134,104.0,-90.0
event_135,104.0,-44.39999999999999
event_136,104.0,-83.99999999999999
event_137,104.0,-93.6
event_138,104.0,-70.79999999999998
event_139,104.0,-60.0
event_140,104.0,-90.0
event_141,103.0,-36.0
event_142,104.0,-60.0
event_143,104.0,-47.99999999999999
event_144,104.0,-92.4
event_145,104.0,-90.0
event_146,103.0,-45.6
event_147,104.0,-98.4
event_148,104.0,-104.4
event_149,104.0,-76.8
event_150,103.0,-41.99999999999999
event_151,103.0,-27.599999999999994
event_152,104.0,-79.19999999999999
event_153,104.0,-64.8
event_154,104.0,-57.6
event_155,104.0,-70.79999999999998
event_156,104.0,-85.2
