,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99,event_100,event_101,event_102,event_103,event_104,event_105,event_106,event_107,event_108,event_109,event_110,event_111,event_112,event_113,event_114,event_115,event_116,event_117,event_118,event_119,event_120,event_121,event_122,event_123,event_124,event_125,event_126,event_127,event_128,event_129,event_130,event_131,event_132,event_133,event_134,event_135,event_136,event_137,event_138,event_139,event_140,event_141,event_142,event_143,event_144,event_145,event_146,event_147,event_148,event_149,event_150,event_151,event_152,event_153,event_154,event_155,event_156,event_157,event_158,event_159,event_160,event_161,event_162,event_163,event_164,event_165,event_166,event_167,event_168,event_169,event_170,event_171
10,-96.0,-52.79999999999999,-47.99999999999999,-52.79999999999999,-62.4,-94.8,-64.8,-82.8,-83.99999999999999,-120.0,-112.79999999999998,-69.6,-24.0,-103.2,-50.39999999999999,-55.19999999999999,-137.99999999999997,-88.79999999999998,-69.6,-112.79999999999998,-100.79999999999998,-32.4,-45.6,-69.6,-74.39999999999999,-53.99999999999999,-90.0,-134.4,-99.6,-79.19999999999999,-36.0,-46.8,-49.2,-91.2,-96.0,-106.8,-121.2,-62.4,-115.2,-80.4,-83.99999999999999,-131.99999999999997,-97.2,-62.4,-34.8,-39.6,-105.59999999999998,-36.0,-87.6,-82.8,-31.2,-37.2,-98.4,-28.8,-86.39999999999999,-52.79999999999999,-80.4,-27.599999999999994,-99.6,-44.39999999999999,-49.2,-44.39999999999999,-117.6,-65.99999999999999,-45.6,-73.19999999999999,-56.39999999999999,-82.8,-40.8,-32.4,-55.19999999999999,-87.6,-34.8,-53.99999999999999,-70.79999999999998,-85.2,-93.6,-74.39999999999999,-91.2,-86.39999999999999,-64.8,-58.8,-34.8,-124.8,-37.2,-64.8,-74.39999999999999,-121.2,-41.99999999999999,-41.99999999999999,-83.99999999999999,-134.4,-22.8,-30.0,-33.6,-38.4,-43.2,-100.79999999999998,-27.599999999999994,-136.79999999999998,-46.8,-56.39999999999999,-37.2,-86.39999999999999,-85.2,-69.6,-55.19999999999999,-43.2,-121.2,-74.39999999999999,-60.0,-72.0,-176.39999999999998,-73.19999999999999,-116.4,-167.99999999999997,-87.6,-72.0,-61.2,-27.599999999999994,-26.399999999999995,-69.6,-55.19999999999999,-133.2,-75.59999999999998,-69.6,-124.8,-22.8,-31.2,-100.79999999999998,-60.0,-115.2,-57.6,-55.19999999999999,-116.4,-85.2,-115.2,-49.2,-87.6,-43.2,-108.0,-137.99999999999997,-69.6,-90.0,-52.79999999999999,-38.4,-24.0,-136.79999999999998,-86.39999999999999,-68.39999999999999,-62.4,-62.4,-81.6,-99.6,-133.2,-80.4,-96.0,-117.6,-38.4,-65.99999999999999,-44.39999999999999,-75.59999999999998,-67.2,-73.19999999999999,-45.6,-57.6,-60.0,-108.0,-98.4,-50.39999999999999,-122.4,-67.2
11,-47.99999999999999,-47.99999999999999,-27.599999999999994,-26.399999999999995,-30.0,-74.39999999999999,-39.6,-45.6,-57.6,-80.4,-108.0,-64.8,-11.999999999999998,-60.0,-43.2,-53.99999999999999,-105.59999999999998,-56.39999999999999,-46.8,-58.8,-64.8,-14.4,-28.8,-30.0,-51.6,-28.8,-62.4,-91.2,-74.39999999999999,-44.39999999999999,-27.599999999999994,-24.0,-25.2,-72.0,-51.6,-74.39999999999999,-121.2,-47.99999999999999,-56.39999999999999,-56.39999999999999,-81.6,-63.59999999999999,-53.99999999999999,-40.8,-33.6,-32.4,-56.39999999999999,-27.599999999999994,-43.2,-57.6,-27.599999999999994,-30.0,-58.8,-20.4,-43.2,-36.0,-55.19999999999999,-20.4,-56.39999999999999,-44.39999999999999,-33.6,-43.2,-70.79999999999998,-56.39999999999999,-38.4,-58.8,-30.0,-70.79999999999998,-24.0,-22.8,-55.19999999999999,-85.2,-24.0,-38.4,-41.99999999999999,-58.8,-52.79999999999999,-44.39999999999999,-91.2,-45.6,-33.6,-32.4,-21.6,-72.0,-26.399999999999995,-57.6,-74.39999999999999,-100.79999999999998,-39.6,-33.6,-69.6,-133.2,-19.2,-21.6,-15.6,-21.6,-27.599999999999994,-52.79999999999999,-14.4,-79.19999999999999,-45.6,-36.0,-24.0,-49.2,-46.8,-36.0,-51.6,-28.8,-65.99999999999999,-68.39999999999999,-36.0,-30.0,-153.6,-41.99999999999999,-100.79999999999998,-163.2,-57.6,-49.2,-57.6,-16.8,-11.999999999999998,-63.59999999999999,-28.8,-79.19999999999999,-38.4,-52.79999999999999,-69.6,-20.4,-27.599999999999994,-65.99999999999999,-43.2,-83.99999999999999,-41.99999999999999,-30.0,-65.99999999999999,-61.2,-56.39999999999999,-32.4,-62.4,-21.6,-79.19999999999999,-87.6,-53.99999999999999,-65.99999999999999,-41.99999999999999,-28.8,-14.4,-83.99999999999999,-60.0,-52.79999999999999,-56.39999999999999,-51.6,-53.99999999999999,-87.6,-68.39999999999999,-40.8,-75.59999999999998,-65.99999999999999,-34.8,-39.6,-22.8,-39.6,-50.39999999999999,-61.2,-28.8,-49.2,-34.8,-61.2,-63.59999999999999,-25.2,-86.39999999999999,-61.2
12,-15.6,-24.0,-11.999999999999998,-9.6,-9.6,-28.8,-15.6,-20.4,-24.0,-30.0,-55.19999999999999,-32.4,-3.6,-20.4,-20.4,-25.2,-44.39999999999999,-22.8,-21.6,-19.2,-24.0,-4.8,-10.8,-13.199999999999998,-21.6,-9.6,-26.399999999999995,-36.0,-28.8,-16.8,-10.8,-5.999999999999999,-11.999999999999998,-32.4,-14.4,-30.0,-61.2,-22.8,-20.4,-20.4,-38.4,-20.4,-21.6,-16.8,-14.4,-14.4,-13.199999999999998,-9.6,-11.999999999999998,-24.0,-10.8,-13.199999999999998,-21.6,-4.8,-14.4,-10.8,-21.6,-9.6,-21.6,-20.4,-9.6,-19.2,-22.8,-26.399999999999995,-14.4,-22.8,-11.999999999999998,-27.599999999999994,-3.6,-11.999999999999998,-31.2,-40.8,-10.8,-15.6,-13.199999999999998,-26.399999999999995,-19.2,-16.8,-46.8,-11.999999999999998,-14.4,-11.999999999999998,-8.4,-26.399999999999995,-10.8,-26.399999999999995,-37.2,-45.6,-15.6,-14.4,-34.8,-65.99999999999999,-8.4,-8.4,-5.999999999999999,-7.2,-10.8,-18.0,-5.999999999999999,-26.399999999999995,-26.399999999999995,-14.4,-13.199999999999998,-21.6,-14.4,-8.4,-25.2,-11.999999999999998,-22.8,-34.8,-15.6,-9.6,-79.19999999999999,-11.999999999999998,-44.39999999999999,-81.6,-24.0,-19.2,-25.2,-5.999999999999999,-7.2,-30.0,-10.8,-31.2,-18.0,-22.8,-25.2,-5.999999999999999,-13.199999999999998,-26.399999999999995,-16.8,-34.8,-14.4,-11.999999999999998,-21.6,-32.4,-20.4,-11.999999999999998,-21.6,-9.6,-27.599999999999994,-32.4,-22.8,-26.399999999999995,-16.8,-15.6,-9.6,-30.0,-20.4,-20.4,-25.2,-21.6,-22.8,-39.6,-22.8,-14.4,-33.6,-20.4,-15.6,-15.6,-11.999999999999998,-14.4,-22.8,-26.399999999999995,-8.4,-20.4,-9.6,-22.8,-26.399999999999995,-5.999999999999999,-37.2,-27.599999999999994
13,-4.8,-9.6,-2.4,-5.999999999999999,-4.8,-8.4,-5.999999999999999,-8.4,-9.6,-14.4,-20.4,-13.199999999999998,1.2,-9.6,-5.999999999999999,-5.999999999999999,-16.8,-9.6,-7.2,-8.4,-9.6,-2.4,-5.999999999999999,-7.2,-7.2,-3.6,-11.999999999999998,-18.0,-11.999999999999998,-8.4,-3.6,-7.2,-3.6,-9.6,-3.6,-11.999999999999998,-20.4,-8.4,-10.8,-7.2,-14.4,-7.2,-7.2,-5.999999999999999,-3.6,-4.8,-4.8,-4.8,-7.2,-10.8,-2.4,-5.999999999999999,-14.4,-4.8,-5.999999999999999,-5.999999999999999,-5.999999999999999,-4.8,-10.8,-7.2,-5.999999999999999,-9.6,-5.999999999999999,-10.8,-8.4,-7.2,-1.2,-10.8,-3.6,-3.6,-10.8,-10.8,-7.2,-1.2,-3.6,-16.8,-7.2,-7.2,-19.2,-5.999999999999999,-5.999999999999999,-2.4,-1.2,-8.4,-5.999999999999999,-8.4,-13.199999999999998,-16.8,-5.999999999999999,-7.2,-11.999999999999998,-24.0,0.0,-2.4,-3.6,-2.4,-5.999999999999999,-7.2,-2.4,-9.6,-8.4,-5.999999999999999,-5.999999999999999,-10.8,-8.4,-5.999999999999999,-8.4,-3.6,-13.199999999999998,-14.4,-4.8,-3.6,-33.6,-1.2,-11.999999999999998,-26.399999999999995,-3.6,-5.999999999999999,-9.6,1.2,2.4,-11.999999999999998,-4.8,-14.4,-8.4,-7.2,-13.199999999999998,-4.8,-4.8,-10.8,-4.8,-10.8,-4.8,-3.6,-8.4,-10.8,-9.6,-1.2,-7.2,-2.4,-7.2,-13.199999999999998,-7.2,-9.6,-4.8,-4.8,-1.2,-11.999999999999998,-7.2,-10.8,-7.2,-8.4,-10.8,-10.8,-11.999999999999998,-7.2,-13.199999999999998,-9.6,-4.8,-5.999999999999999,-5.999999999999999,-7.2,-9.6,-9.6,-3.6,-7.2,-2.4,-9.6,-13.199999999999998,-3.6,-13.199999999999998,-7.2
14,3.6,-2.4,0.0,0.0,-2.4,-4.8,-3.6,-1.2,-2.4,-4.8,-14.4,-2.4,0.0,1.2,-4.8,0.0,-10.8,-2.4,-2.4,-4.8,-4.8,0.0,0.0,-1.2,-4.8,-2.4,-3.6,-8.4,-5.999999999999999,-3.6,-1.2,-1.2,1.2,-5.999999999999999,0.0,-5.999999999999999,-11.999999999999998,-5.999999999999999,-2.4,-4.8,-9.6,-4.8,-1.2,-3.6,-1.2,-1.2,-3.6,-1.2,-1.2,-3.6,0.0,-1.2,-4.8,-2.4,0.0,0.0,-2.4,-1.2,-2.4,-3.6,-5.999999999999999,-3.6,-2.4,-7.2,-3.6,0.0,-2.4,-5.999999999999999,0.0,-1.2,-3.6,-8.4,-1.2,-2.4,-2.4,-5.999999999999999,-3.6,-3.6,-10.8,-5.999999999999999,-3.6,-1.2,-1.2,-7.2,1.2,-5.999999999999999,-5.999999999999999,-3.6,-1.2,-1.2,-8.4,-13.199999999999998,3.6,-2.4,0.0,1.2,-1.2,-4.8,-1.2,-3.6,-2.4,-1.2,-1.2,-2.4,-3.6,-1.2,-3.6,-2.4,-3.6,0.0,-3.6,-1.2,-15.6,-2.4,-5.999999999999999,-8.4,-3.6,-2.4,-1.2,0.0,-2.4,-4.8,-2.4,-8.4,-1.2,-3.6,-4.8,-2.4,-2.4,-2.4,0.0,-8.4,-2.4,0.0,-1.2,-2.4,-2.4,-2.4,-3.6,1.2,-4.8,-5.999999999999999,-2.4,-5.999999999999999,-4.8,-3.6,3.6,-4.8,-5.999999999999999,0.0,-5.999999999999999,-5.999999999999999,-3.6,-8.4,-2.4,-1.2,-7.2,-5.999999999999999,-1.2,-7.2,0.0,0.0,-4.8,-4.8,-4.8,-7.2,0.0,-4.8,-4.8,0.0,-8.4,-3.6
15,-2.4,1.2,1.2,2.4,1.2,-1.2,2.4,0.0,3.6,-1.2,-3.6,-1.2,1.2,1.2,1.2,-1.2,-1.2,-1.2,-2.4,2.4,1.2,2.4,0.0,1.2,1.2,0.0,0.0,-3.6,0.0,-2.4,1.2,0.0,1.2,-2.4,0.0,-1.2,-3.6,-1.2,0.0,0.0,-2.4,-2.4,0.0,4.8,2.4,0.0,0.0,-2.4,3.6,0.0,2.4,1.2,-3.6,2.4,1.2,2.4,2.4,1.2,2.4,0.0,1.2,1.2,0.0,0.0,-2.4,1.2,0.0,0.0,1.2,4.8,0.0,-2.4,2.4,2.4,0.0,4.8,1.2,-1.2,-5.999999999999999,-1.2,0.0,2.4,-2.4,-1.2,2.4,0.0,0.0,1.2,1.2,-2.4,-3.6,-5.999999999999999,0.0,1.2,1.2,0.0,0.0,1.2,0.0,0.0,0.0,4.8,2.4,1.2,-1.2,1.2,-1.2,1.2,0.0,-2.4,0.0,3.6,-4.8,2.4,-1.2,0.0,0.0,-1.2,1.2,1.2,-1.2,0.0,-1.2,-1.2,1.2,0.0,-3.6,3.6,4.8,-1.2,-1.2,-4.8,-1.2,1.2,1.2,-1.2,2.4,3.6,0.0,0.0,1.2,-2.4,-1.2,2.4,2.4,0.0,1.2,0.0,1.2,1.2,-3.6,1.2,1.2,-3.6,0.0,1.2,-4.8,0.0,-3.6,-2.4,2.4,-1.2,-2.4,3.6,2.4,-1.2,2.4,0.0,0.0,1.2,-3.6,0.0
16,-5.999999999999999,-1.2,2.4,-1.2,-2.4,-1.2,-1.2,-3.6,1.2,1.2,-3.6,3.6,0.0,0.0,3.6,1.2,-1.2,-3.6,1.2,-3.6,-2.4,0.0,-3.6,-2.4,-1.2,-2.4,1.2,-5.999999999999999,0.0,-2.4,0.0,0.0,-3.6,0.0,0.0,0.0,-1.2,-1.2,-4.8,0.0,0.0,-3.6,-5.999999999999999,0.0,2.4,2.4,1.2,-1.2,-5.999999999999999,0.0,-1.2,2.4,-2.4,2.4,-1.2,0.0,-1.2,-1.2,0.0,0.0,1.2,2.4,0.0,1.2,2.4,2.4,-1.2,0.0,1.2,1.2,2.4,1.2,0.0,1.2,-2.4,-2.4,0.0,1.2,1.2,-3.6,-1.2,1.2,2.4,-5.999999999999999,1.2,1.2,0.0,1.2,-2.4,1.2,-2.4,1.2,1.2,0.0,-3.6,1.2,0.0,-4.8,-1.2,-5.999999999999999,3.6,0.0,1.2,-3.6,-1.2,-1.2,0.0,1.2,-1.2,0.0,-2.4,-1.2,-3.6,-1.2,1.2,-2.4,0.0,-1.2,0.0,-1.2,1.2,1.2,1.2,-1.2,0.0,1.2,-3.6,1.2,1.2,0.0,-1.2,-3.6,-1.2,-1.2,-2.4,0.0,-5.999999999999999,-1.2,0.0,0.0,0.0,-1.2,-1.2,0.0,0.0,2.4,2.4,-2.4,0.0,-1.2,-1.2,1.2,-3.6,-1.2,-2.4,-2.4,-1.2,-2.4,-2.4,-3.6,-2.4,-2.4,-1.2,-1.2,0.0,0.0,-1.2,-3.6,-2.4,0.0,-1.2,1.2
17,-5.999999999999999,-2.4,-1.2,-2.4,-2.4,-4.8,-3.6,-5.999999999999999,-1.2,-4.8,-8.4,-2.4,-1.2,-5.999999999999999,-2.4,-1.2,-8.4,-3.6,-4.8,-5.999999999999999,-7.2,0.0,-2.4,-3.6,-3.6,-2.4,-5.999999999999999,-8.4,-1.2,-4.8,-1.2,-3.6,0.0,-4.8,-5.999999999999999,-2.4,-7.2,-2.4,-5.999999999999999,-4.8,-3.6,-5.999999999999999,-7.2,-2.4,1.2,-1.2,-5.999999999999999,-1.2,-5.999999999999999,-7.2,0.0,0.0,-7.2,-3.6,-2.4,0.0,-3.6,0.0,-7.2,-1.2,-1.2,-1.2,-8.4,-2.4,-1.2,-2.4,-2.4,-1.2,1.2,2.4,-2.4,-3.6,-1.2,0.0,-3.6,-3.6,-5.999999999999999,-4.8,-3.6,-4.8,-3.6,-1.2,0.0,-5.999999999999999,0.0,-3.6,-2.4,-5.999999999999999,-3.6,-3.6,-4.8,-3.6,-1.2,0.0,0.0,-2.4,0.0,-7.2,-1.2,-8.4,1.2,-3.6,-1.2,-5.999999999999999,-5.999999999999999,-4.8,-3.6,0.0,-8.4,-1.2,-4.8,-7.2,-7.2,-5.999999999999999,-4.8,-8.4,-3.6,-5.999999999999999,-2.4,0.0,0.0,1.2,0.0,-7.2,-4.8,-5.999999999999999,-7.2,0.0,-2.4,-4.8,-2.4,-5.999999999999999,-4.8,-3.6,-4.8,-2.4,-5.999999999999999,-3.6,0.0,-2.4,-5.999999999999999,-4.8,-2.4,-3.6,-2.4,-2.4,1.2,-5.999999999999999,-4.8,-3.6,0.0,-2.4,-5.999999999999999,-4.8,-8.4,-3.6,-4.8,-8.4,-1.2,-2.4,-3.6,-3.6,-3.6,-2.4,-2.4,0.0,-3.6,-7.2,-5.999999999999999,-1.2,-7.2,-2.4
18,-1.2,-2.4,-1.2,-1.2,-1.2,-5.999999999999999,-1.2,-1.2,-5.999999999999999,-4.8,-5.999999999999999,-2.4,0.0,0.0,1.2,-1.2,-4.8,-1.2,-3.6,-3.6,-4.8,0.0,2.4,-2.4,-2.4,-5.999999999999999,-3.6,-4.8,-3.6,-2.4,2.4,-2.4,1.2,-2.4,-4.8,-3.6,-8.4,-1.2,-3.6,0.0,-4.8,-3.6,-2.4,-1.2,-1.2,1.2,-3.6,-1.2,-4.8,-4.8,1.2,0.0,-5.999999999999999,-1.2,-2.4,2.4,-1.2,0.0,-3.6,-2.4,-2.4,0.0,-1.2,-4.8,-1.2,-1.2,-1.2,-2.4,0.0,0.0,-1.2,-5.999999999999999,1.2,0.0,-3.6,-1.2,-2.4,-2.4,-8.4,-3.6,0.0,0.0,0.0,-3.6,-2.4,-2.4,-4.8,-3.6,-2.4,-2.4,-3.6,-5.999999999999999,-1.2,-1.2,0.0,-2.4,-1.2,-3.6,1.2,-2.4,-2.4,-2.4,-1.2,-2.4,-1.2,-2.4,-3.6,0.0,-2.4,-4.8,0.0,-1.2,-4.8,-1.2,-3.6,-7.2,-1.2,-2.4,-7.2,3.6,-1.2,-1.2,-1.2,-7.2,-2.4,-2.4,-3.6,2.4,-1.2,-5.999999999999999,1.2,-4.8,-2.4,0.0,0.0,-3.6,-1.2,-1.2,-2.4,1.2,-4.8,-1.2,-3.6,-3.6,-1.2,-2.4,2.4,0.0,-1.2,-5.999999999999999,-2.4,0.0,-1.2,-7.2,-3.6,0.0,-4.8,-4.8,1.2,-3.6,-1.2,3.6,-3.6,-2.4,0.0,-2.4,-3.6,-3.6,-2.4,0.0,-4.8,-1.2
19,-3.6,1.2,1.2,-2.4,-3.6,0.0,0.0,-2.4,0.0,-1.2,-3.6,-2.4,3.6,-3.6,0.0,1.2,-3.6,0.0,-4.8,0.0,-2.4,0.0,2.4,-3.6,0.0,-2.4,-1.2,-2.4,-3.6,1.2,-1.2,0.0,-1.2,2.4,-3.6,0.0,-1.2,-2.4,-2.4,-1.2,-1.2,-2.4,-2.4,-1.2,1.2,2.4,-2.4,-2.4,0.0,-1.2,2.4,-1.2,-3.6,-1.2,-3.6,-3.6,-2.4,-1.2,-3.6,-3.6,-1.2,0.0,-1.2,5.999999999999999,0.0,-1.2,-3.6,-1.2,-1.2,0.0,0.0,-4.8,1.2,0.0,-3.6,-1.2,-1.2,-1.2,-2.4,0.0,-1.2,-2.4,1.2,-1.2,-1.2,-1.2,-2.4,-1.2,2.4,-1.2,-1.2,-3.6,4.8,1.2,-1.2,0.0,0.0,-1.2,2.4,-1.2,-2.4,0.0,1.2,-1.2,-1.2,-1.2,0.0,-2.4,-1.2,0.0,-2.4,-2.4,-5.999999999999999,2.4,-2.4,-4.8,-1.2,-1.2,-3.6,1.2,1.2,-3.6,-1.2,-3.6,0.0,-1.2,-1.2,2.4,0.0,-1.2,-1.2,-4.8,1.2,0.0,1.2,-1.2,-3.6,1.2,-1.2,1.2,-2.4,-2.4,-1.2,1.2,1.2,-1.2,1.2,-4.8,-2.4,0.0,0.0,-3.6,-1.2,-5.999999999999999,-2.4,-1.2,-2.4,-3.6,0.0,-1.2,1.2,-1.2,-2.4,0.0,-2.4,0.0,-1.2,-1.2,-1.2,-2.4,-1.2,-2.4
20,0.0,1.2,2.4,0.0,-1.2,-1.2,0.0,2.4,-3.6,-2.4,-7.2,-2.4,2.4,-2.4,2.4,-2.4,-1.2,-1.2,-5.999999999999999,0.0,2.4,2.4,0.0,-3.6,1.2,0.0,-4.8,-3.6,-2.4,1.2,-2.4,1.2,-1.2,-1.2,-3.6,-3.6,-5.999999999999999,-3.6,0.0,-3.6,1.2,-1.2,-1.2,-2.4,-1.2,-1.2,-2.4,3.6,-3.6,0.0,-1.2,-1.2,-2.4,1.2,-1.2,-1.2,0.0,-1.2,-2.4,-1.2,0.0,-1.2,-4.8,-4.8,1.2,0.0,0.0,-1.2,0.0,0.0,-1.2,-2.4,0.0,-1.2,-3.6,-3.6,0.0,-2.4,-3.6,-2.4,1.2,1.2,0.0,-2.4,1.2,-1.2,1.2,-4.8,0.0,2.4,-2.4,-4.8,1.2,-2.4,0.0,0.0,1.2,-2.4,0.0,-1.2,1.2,0.0,2.4,-2.4,-2.4,1.2,0.0,0.0,1.2,0.0,1.2,4.8,-5.999999999999999,-3.6,-3.6,-4.8,-2.4,0.0,-2.4,2.4,1.2,-1.2,1.2,-4.8,-2.4,0.0,-3.6,0.0,1.2,-1.2,1.2,-2.4,-4.8,2.4,-2.4,-1.2,-1.2,-1.2,-2.4,-1.2,-3.6,-2.4,-2.4,-1.2,-1.2,-1.2,1.2,-3.6,1.2,-1.2,2.4,0.0,-2.4,-3.6,-1.2,0.0,-3.6,-2.4,-1.2,-1.2,1.2,0.0,0.0,0.0,0.0,-1.2,1.2,-3.6,-2.4,0.0,-2.4,-3.6
21,4.8,-1.2,4.8,1.2,3.6,4.8,2.4,1.2,-1.2,2.4,-3.6,0.0,-1.2,0.0,2.4,1.2,-1.2,2.4,0.0,3.6,0.0,1.2,1.2,2.4,2.4,1.2,2.4,0.0,1.2,2.4,-1.2,1.2,2.4,1.2,3.6,-1.2,-2.4,2.4,1.2,-1.2,0.0,2.4,1.2,0.0,1.2,0.0,3.6,3.6,0.0,0.0,2.4,-1.2,2.4,0.0,3.6,2.4,1.2,1.2,3.6,2.4,3.6,1.2,2.4,-1.2,4.8,-2.4,3.6,-1.2,1.2,4.8,0.0,2.4,1.2,0.0,3.6,0.0,2.4,0.0,0.0,2.4,2.4,2.4,2.4,0.0,4.8,0.0,-1.2,0.0,1.2,2.4,3.6,-3.6,2.4,1.2,0.0,-1.2,2.4,1.2,1.2,0.0,-1.2,-1.2,2.4,2.4,2.4,0.0,3.6,3.6,3.6,-1.2,2.4,2.4,-3.6,1.2,-1.2,-2.4,2.4,0.0,-1.2,1.2,1.2,0.0,3.6,0.0,0.0,-1.2,0.0,2.4,1.2,0.0,-1.2,1.2,-1.2,2.4,4.8,3.6,3.6,2.4,1.2,2.4,2.4,1.2,0.0,2.4,0.0,0.0,-1.2,1.2,-1.2,1.2,0.0,1.2,1.2,2.4,0.0,-1.2,3.6,2.4,0.0,-2.4,2.4,3.6,1.2,-2.4,-1.2,1.2,1.2,1.2,1.2,4.8,1.2,0.0
22,1.2,2.4,0.0,0.0,2.4,-1.2,1.2,0.0,1.2,0.0,-3.6,3.6,0.0,0.0,1.2,2.4,1.2,2.4,0.0,-1.2,0.0,3.6,3.6,1.2,-1.2,-1.2,0.0,0.0,1.2,2.4,1.2,3.6,1.2,2.4,1.2,0.0,1.2,2.4,1.2,1.2,1.2,0.0,-3.6,2.4,3.6,4.8,3.6,2.4,0.0,2.4,1.2,-1.2,2.4,0.0,2.4,2.4,2.4,3.6,0.0,1.2,1.2,1.2,3.6,4.8,1.2,1.2,1.2,4.8,3.6,3.6,2.4,2.4,2.4,2.4,2.4,2.4,1.2,1.2,1.2,-2.4,2.4,0.0,3.6,1.2,2.4,4.8,3.6,3.6,2.4,3.6,0.0,2.4,1.2,2.4,3.6,2.4,4.8,3.6,2.4,1.2,1.2,3.6,1.2,0.0,1.2,2.4,4.8,0.0,1.2,2.4,2.4,2.4,0.0,1.2,-1.2,2.4,1.2,0.0,2.4,1.2,3.6,3.6,0.0,1.2,0.0,2.4,0.0,1.2,1.2,2.4,0.0,2.4,1.2,0.0,1.2,0.0,0.0,1.2,2.4,2.4,2.4,3.6,3.6,1.2,2.4,1.2,1.2,3.6,1.2,-1.2,2.4,2.4,2.4,1.2,-1.2,2.4,0.0,2.4,3.6,0.0,2.4,3.6,-1.2,1.2,2.4,3.6,2.4,0.0,1.2,3.6,0.0,1.2
23,0.0,1.2,5.999999999999999,2.4,0.0,-1.2,1.2,1.2,1.2,2.4,-1.2,-1.2,1.2,2.4,1.2,3.6,0.0,-1.2,0.0,-1.2,1.2,2.4,2.4,0.0,-1.2,0.0,2.4,-3.6,0.0,1.2,0.0,3.6,0.0,2.4,2.4,-1.2,-1.2,4.8,0.0,1.2,2.4,1.2,2.4,1.2,1.2,1.2,1.2,1.2,-1.2,2.4,0.0,3.6,-2.4,1.2,-2.4,1.2,1.2,1.2,2.4,1.2,1.2,-1.2,1.2,3.6,1.2,1.2,1.2,0.0,1.2,1.2,1.2,1.2,1.2,0.0,0.0,0.0,1.2,3.6,1.2,-1.2,2.4,2.4,3.6,1.2,0.0,2.4,1.2,-1.2,1.2,1.2,4.8,1.2,3.6,2.4,1.2,0.0,0.0,2.4,-1.2,1.2,2.4,0.0,3.6,-1.2,-1.2,0.0,2.4,-1.2,-1.2,2.4,1.2,3.6,2.4,3.6,-1.2,0.0,-1.2,1.2,2.4,1.2,2.4,1.2,-1.2,0.0,0.0,2.4,0.0,1.2,-1.2,0.0,3.6,0.0,2.4,1.2,1.2,0.0,0.0,0.0,-1.2,-1.2,0.0,-1.2,0.0,1.2,1.2,1.2,3.6,-3.6,0.0,0.0,0.0,2.4,0.0,2.4,-1.2,2.4,0.0,0.0,2.4,1.2,1.2,-1.2,0.0,0.0,2.4,1.2,-2.4,0.0,2.4,1.2,1.2,1.2
24,2.4,1.2,2.4,3.6,2.4,1.2,3.6,0.0,1.2,2.4,-2.4,1.2,3.6,0.0,-1.2,3.6,2.4,1.2,2.4,1.2,1.2,3.6,0.0,1.2,0.0,1.2,0.0,1.2,1.2,2.4,1.2,3.6,3.6,0.0,1.2,-1.2,1.2,0.0,2.4,0.0,0.0,2.4,2.4,2.4,0.0,1.2,3.6,1.2,-2.4,-1.2,1.2,3.6,1.2,3.6,2.4,0.0,-1.2,0.0,-1.2,1.2,1.2,0.0,-3.6,1.2,7.2,1.2,1.2,-1.2,2.4,2.4,1.2,-1.2,2.4,0.0,1.2,2.4,0.0,3.6,0.0,1.2,0.0,0.0,1.2,2.4,1.2,1.2,1.2,0.0,2.4,-1.2,2.4,-1.2,0.0,1.2,2.4,2.4,-1.2,2.4,1.2,0.0,1.2,1.2,0.0,-1.2,2.4,0.0,4.8,1.2,1.2,0.0,-1.2,1.2,0.0,-1.2,-2.4,1.2,0.0,3.6,3.6,0.0,0.0,0.0,0.0,1.2,-1.2,1.2,2.4,2.4,1.2,2.4,0.0,0.0,0.0,2.4,1.2,3.6,1.2,1.2,0.0,1.2,-1.2,1.2,1.2,0.0,2.4,1.2,0.0,2.4,-1.2,0.0,-2.4,1.2,0.0,1.2,2.4,1.2,1.2,2.4,2.4,-1.2,0.0,1.2,2.4,0.0,2.4,2.4,3.6,0.0,0.0,1.2,2.4,2.4
