,peak_X0,peak_Y0
event_0,104.0,-61.0
event_1,104.0,-93.0
event_2,104.0,-101.0
event_3,104.0,-87.00000000000001
event_4,104.0,-135.0
event_5,103.0,-33.0
event_6,103.0,-33.0
event_7,104.0,-43.0
event_8,103.0,-68.0
event_9,104.0,-64.0
event_10,104.0,-152.0
event_11,104.0,-55.0
event_12,104.0,-38.0
event_13,104.0,-60.0
event_14,103.0,-32.0
event_15,104.0,-91.0
event_16,103.0,-39.0
event_17,104.0,-99.0
event_18,103.0,-26.000000000000004
event_19,103.0,-39.0
event_20,104.0,-62.0
event_21,104.0,-30.0
event_22,103.0,-25.0
event_23,103.0,-33.0
event_24,103.0,-26.000000000000004
event_25,104.0,-46.0
event_26,104.0,-56.0
event_27,103.0,-40.0
event_28,104.0,-84.0
event_29,104.0,-68.0
event_30,104.0,-66.0
event_31,104.0,-47.0
event_32,104.0,-88.0
event_33,104.0,-73.0
event_34,104.0,-42.0
event_35,104.0,-101.0
event_36,103.0,-31.0
event_37,105.0,-86.0
event_38,104.0,-72.00000000000001
event_39,104.0,-78.0
event_40,103.0,-30.0
event_41,102.0,-24.0
event_42,104.0,-76.0
event_43,103.0,-31.0
event_44,104.0,-83.0
event_45,103.0,-25.0
event_46,103.0,-38.0
event_47,104.0,-68.0
event_48,104.0,-72.00000000000001
event_49,104.0,-45.0
event_50,104.0,-42.0
event_51,103.0,-24.0
event_52,103.0,-39.0
event_53,104.0,-78.0
event_54,104.0,-95.0
event_55,104.0,-65.0
event_56,104.0,-105.0
event_57,104.0,-43.0
event_58,103.0,-25.0
event_59,104.0,-121.0
event_60,104.0,-47.0
event_61,103.0,-50.0
event_62,104.0,-69.0
event_63,104.0,-45.0
event_64,104.0,-30.0
event_65,103.0,-52.00000000000001
event_66,104.0,-86.0
event_67,104.0,-78.0
event_68,103.0,-29.0
event_69,104.0,-71.00000000000001
event_70,104.0,-101.0
event_71,104.0,-74.0
event_72,103.0,-28.0
event_73,104.0,-49.0
event_74,103.0,-37.0
event_75,102.0,-29.0
event_76,104.0,-53.0
event_77,104.0,-41.0
event_78,104.0,-94.0
event_79,104.0,-46.0
event_80,104.0,-42.0
event_81,104.0,-43.0
event_82,105.0,-91.0
event_83,103.0,-29.0
event_84,104.0,-66.0
event_85,103.0,-49.0
event_86,103.0,-54.0
event_87,104.0,-75.0
event_88,105.0,-106.0
event_89,102.0,-23.0
event_90,104.0,-68.0
event_91,103.0,-36.00000000000001
event_92,103.0,-48.0
event_93,104.0,-56.0
event_94,102.0,-23.0
event_95,103.0,-33.0
event_96,104.0,-83.0
event_97,104.0,-68.0
event_98,103.0,-62.0
event_99,104.0,-55.0
event_100,103.0,-51.00000000000001
event_101,104.0,-79.0
event_102,104.0,-84.0
event_103,104.0,-53.0
event_104,103.0,-31.0
event_105,102.0,-23.0
event_106,103.0,-26.000000000000004
event_107,104.0,-65.0
event_108,104.0,-48.0
event_109,104.0,-108.0
event_110,104.0,-46.0
event_111,104.0,-73.0
event_112,103.0,-64.0
event_113,104.0,-82.0
event_114,104.0,-100.0
event_115,103.0,-62.0
event_116,104.0,-69.0
event_117,104.0,-88.0
event_118,104.0,-90.0
event_119,103.0,-55.0
event_120,103.0,-28.0
event_121,103.0,-53.0
event_122,104.0,-73.0
event_123,104.0,-84.0
event_124,104.0,-82.0
event_125,104.0,-36.00000000000001
event_126,103.0,-27.0
event_127,104.0,-68.0
event_128,104.0,-69.0
event_129,103.0,-47.0
event_130,104.0,-62.0
event_131,104.0,-34.0
event_132,104.0,-71.00000000000001
event_133,104.0,-42.0
event_134,105.0,-112.0
event_135,104.0,-89.0
event_136,104.0,-47.0
event_137,105.0,-84.0
event_138,105.0,-103.00000000000001
event_139,104.0,-59.00000000000001
event_140,103.0,-35.0
event_141,104.0,-80.0
event_142,104.0,-68.0
event_143,104.0,-61.0
event_144,104.0,-80.0
event_145,105.0,-62.0
event_146,104.0,-50.0
event_147,104.0,-44.0
event_148,104.0,-66.0
event_149,104.0,-46.0
event_150,103.0,-28.0
event_151,103.0,-37.0
event_152,103.0,-57.0
event_153,104.0,-97.0
event_154,103.0,-35.0
event_155,104.0,-96.0
event_156,104.0,-56.0
event_157,104.0,-82.0
event_158,104.0,-72.00000000000001
event_159,104.0,-64.0
event_160,104.0,-91.0
event_161,103.0,-34.0
event_162,104.0,-49.0
event_163,104.0,-33.0
event_164,104.0,-92.0
event_165,103.0,-28.0
event_166,104.0,-50.0
event_167,104.0,-88.0
event_168,105.0,-100.0
event_169,104.0,-59.00000000000001
event_170,103.0,-28.0
event_171,105.0,-70.0
event_172,104.0,-63.0
event_173,104.0,-109.0
event_174,104.0,-68.0
event_175,103.0,-36.00000000000001
event_176,103.0,-27.0
event_177,104.0,-64.0
event_178,104.0,-50.0
event_179,104.0,-46.0
event_180,105.0,-72.00000000000001
event_181,103.0,-27.0
event_182,104.0,-73.0
event_183,103.0,-40.0
event_184,104.0,-55.0
event_185,103.0,-29.0
event_186,104.0,-66.0
event_187,104.0,-91.0
event_188,104.0,-54.0
event_189,103.0,-41.0
event_190,104.0,-57.0
event_191,104.0,-98.0
event_192,103.0,-46.0
event_193,104.0,-56.0
event_194,104.0,-71.00000000000001
event_195,104.0,-110.0
event_196,103.0,-28.0
event_197,104.0,-55.0
event_198,104.0,-87.00000000000001
event_199,104.0,-82.0
event_200,104.0,-71.00000000000001
event_201,104.0,-51.00000000000001
event_202,103.0,-41.0
event_203,104.0,-63.0
event_204,104.0,-90.0
event_205,104.0,-47.0
event_206,104.0,-61.0
event_207,103.0,-24.0
event_208,104.0,-110.0
event_209,103.0,-43.0
event_210,104.0,-39.0
event_211,104.0,-51.00000000000001
event_212,103.0,-63.0
event_213,104.0,-55.0
event_214,104.0,-70.0
event_215,103.0,-38.0
event_216,103.0,-51.00000000000001
event_217,104.0,-58.0
event_218,104.0,-79.0
event_219,104.0,-54.0
event_220,104.0,-47.0
event_221,104.0,-112.0
event_222,103.0,-40.0
event_223,103.0,-30.0
event_224,103.0,-34.0
event_225,104.0,-92.0
event_226,103.0,-29.0
event_227,105.0,-91.0
event_228,104.0,-54.0
event_229,103.0,-32.0
event_230,104.0,-58.0
event_231,104.0,-55.0
event_232,104.0,-72.00000000000001
event_233,104.0,-61.0
event_234,103.0,-30.0
event_235,104.0,-85.0
event_236,104.0,-72.00000000000001
event_237,104.0,-135.0
event_238,103.0,-67.0
event_239,104.0,-71.00000000000001
event_240,104.0,-67.0
event_241,104.0,-79.0
event_242,103.0,-32.0
event_243,104.0,-124.0
event_244,104.0,-88.0
event_245,104.0,-77.0
event_246,104.0,-49.0
event_247,102.0,-22.0
event_248,104.0,-46.0
event_249,103.0,-59.00000000000001
event_250,104.0,-58.0
event_251,104.0,-103.00000000000001
event_252,104.0,-70.0
event_253,104.0,-79.0
event_254,103.0,-22.0
event_255,104.0,-70.0
event_256,103.0,-35.0
event_257,102.0,-22.0
event_258,104.0,-110.0
event_259,104.0,-82.0
event_260,104.0,-99.0
event_261,104.0,-40.0
event_262,103.0,-38.0
event_263,103.0,-30.0
event_264,104.0,-48.0
event_265,103.0,-37.0
event_266,104.0,-36.00000000000001
event_267,103.0,-26.000000000000004
event_268,103.0,-27.0
event_269,104.0,-59.00000000000001
event_270,104.0,-94.0
event_271,104.0,-53.0
event_272,104.0,-101.0
event_273,104.0,-46.0
event_274,104.0,-70.0
event_275,104.0,-90.0
event_276,104.0,-113.0
event_277,103.0,-42.0
event_278,103.0,-40.0
event_279,104.0,-89.0
event_280,104.0,-89.0
event_281,103.0,-27.0
event_282,104.0,-97.0
event_283,103.0,-33.0
event_284,105.0,-88.0
event_285,104.0,-66.0
event_286,104.0,-53.0
event_287,104.0,-58.0
event_288,104.0,-51.00000000000001
event_289,104.0,-88.0
event_290,104.0,-91.0
event_291,104.0,-53.0
event_292,103.0,-26.000000000000004
event_293,104.0,-113.0
event_294,104.0,-61.0
event_295,104.0,-80.0
event_296,102.0,-24.0
event_297,104.0,-47.0
event_298,104.0,-124.0
event_299,103.0,-27.0
event_300,104.0,-63.0
event_301,104.0,-52.00000000000001
event_302,104.0,-42.0
event_303,103.0,-39.0
event_304,104.0,-55.0
event_305,104.0,-70.0
event_306,103.0,-31.0
event_307,104.0,-73.0
event_308,103.0,-37.0
event_309,104.0,-118.00000000000001
event_310,104.0,-66.0
event_311,103.0,-33.0
event_312,103.0,-22.0
event_313,103.0,-44.0
event_314,103.0,-37.0
event_315,104.0,-39.0
event_316,104.0,-99.0
event_317,103.0,-27.0
event_318,103.0,-50.0
event_319,104.0,-74.0
event_320,104.0,-42.0
event_321,104.0,-55.0
event_322,104.0,-95.0
event_323,104.0,-47.0
event_324,104.0,-52.00000000000001
event_325,104.0,-117.0
event_326,104.0,-41.0
event_327,104.0,-103.00000000000001
event_328,103.0,-25.0
event_329,103.0,-42.0
event_330,104.0,-50.0
event_331,104.0,-53.0
event_332,104.0,-51.00000000000001
event_333,103.0,-50.0
event_334,104.0,-45.0
event_335,104.0,-48.0
event_336,104.0,-98.0
event_337,105.0,-76.0
event_338,104.0,-99.0
event_339,104.0,-81.0
event_340,103.0,-70.0
event_341,102.0,-26.000000000000004
event_342,104.0,-79.0
event_343,102.0,-24.0
event_344,104.0,-50.0
event_345,104.0,-102.00000000000001
event_346,104.0,-81.0
event_347,103.0,-71.00000000000001
event_348,104.0,-52.00000000000001
event_349,103.0,-27.0
event_350,104.0,-78.0
event_351,104.0,-47.0
event_352,103.0,-40.0
event_353,103.0,-46.0
event_354,103.0,-46.0
event_355,104.0,-56.0
event_356,104.0,-81.0
event_357,104.0,-40.0
event_358,104.0,-88.0
event_359,103.0,-33.0
event_360,104.0,-58.0
event_361,104.0,-61.0
event_362,104.0,-36.00000000000001
event_363,103.0,-28.0
event_364,103.0,-44.0
event_365,104.0,-62.0
event_366,104.0,-56.0
event_367,104.0,-24.0
event_368,104.0,-49.0
event_369,104.0,-93.0
event_370,103.0,-34.0
event_371,104.0,-68.0
event_372,103.0,-47.0
event_373,102.0,-25.0
event_374,104.0,-74.0
event_375,103.0,-43.0
event_376,104.0,-66.0
event_377,103.0,-31.0
event_378,104.0,-47.0
event_379,104.0,-95.0
event_380,103.0,-34.0
event_381,103.0,-35.0
event_382,104.0,-91.0
event_383,103.0,-30.0
event_384,103.0,-53.0
event_385,102.0,-28.0
event_386,104.0,-89.0
event_387,104.0,-60.0
event_388,104.0,-58.0
event_389,104.0,-88.0
event_390,105.0,-73.0
event_391,104.0,-77.0
event_392,104.0,-46.0
event_393,104.0,-51.00000000000001
event_394,104.0,-83.0
event_395,104.0,-67.0
event_396,104.0,-58.0
event_397,104.0,-56.0
event_398,103.0,-34.0
event_399,104.0,-57.0
event_400,104.0,-89.0
event_401,103.0,-34.0
event_402,104.0,-89.0
event_403,104.0,-48.0
event_404,104.0,-66.0
event_405,104.0,-88.0
event_406,104.0,-61.0
event_407,103.0,-24.0
event_408,103.0,-27.0
event_409,104.0,-62.0
event_410,104.0,-35.0
event_411,104.0,-60.0
event_412,104.0,-47.0
event_413,103.0,-42.0
event_414,104.0,-41.0
event_415,103.0,-36.00000000000001
event_416,104.0,-95.0
event_417,103.0,-37.0
event_418,105.0,-116.0
event_419,104.0,-91.0
event_420,103.0,-35.0
event_421,104.0,-53.0
event_422,103.0,-26.000000000000004
event_423,104.0,-46.0
event_424,104.0,-98.0
event_425,103.0,-38.0
event_426,103.0,-47.0
event_427,103.0,-30.0
event_428,104.0,-74.0
event_429,104.0,-79.0
event_430,104.0,-83.0
