,peak_X0,peak_Y0
event_0,104.0,74.39999999999999
event_1,104.0,98.4
event_2,104.0,94.8
event_3,104.0,68.39999999999999
event_4,104.0,87.6
event_5,104.0,70.79999999999998
event_6,104.0,39.6
event_7,103.0,20.4
event_8,104.0,68.39999999999999
event_9,104.0,53.99999999999999
event_10,104.0,75.59999999999998
event_11,104.0,64.8
event_12,104.0,93.6
event_13,103.0,31.2
event_14,103.0,30.0
event_15,104.0,69.6
event_16,102.0,24.0
event_17,103.0,40.8
event_18,104.0,87.6
event_19,104.0,78.0
event_20,104.0,91.2
event_21,104.0,87.6
event_22,104.0,87.6
event_23,104.0,82.8
event_24,104.0,85.2
event_25,104.0,116.4
event_26,105.0,98.4
event_27,103.0,31.2
event_28,104.0,69.6
event_29,104.0,96.0
event_30,104.0,100.79999999999998
event_31,102.0,26.399999999999995
event_32,104.0,76.8
event_33,104.0,86.39999999999999
event_34,105.0,112.79999999999998
event_35,104.0,99.6
event_36,105.0,79.19999999999999
event_37,104.0,133.2
event_38,103.0,33.6
event_39,104.0,83.99999999999999
event_40,103.0,39.6
event_41,104.0,61.2
event_42,104.0,69.6
event_43,104.0,67.2
event_44,104.0,91.2
event_45,104.0,56.39999999999999
event_46,104.0,108.0
event_47,104.0,83.99999999999999
event_48,104.0,60.0
event_49,105.0,103.2
event_50,104.0,38.4
event_51,103.0,28.8
event_52,104.0,62.4
event_53,104.0,55.19999999999999
event_54,103.0,51.6
event_55,104.0,44.39999999999999
event_56,104.0,40.8
event_57,104.0,34.8
event_58,104.0,61.2
event_59,102.0,22.8
event_60,104.0,69.6
event_61,104.0,75.59999999999998
event_62,105.0,106.8
event_63,102.0,24.0
event_64,102.0,21.6
event_65,104.0,69.6
event_66,104.0,52.79999999999999
event_67,104.0,44.39999999999999
event_68,104.0,72.0
event_69,103.0,31.2
event_70,104.0,52.79999999999999
event_71,103.0,27.599999999999994
event_72,103.0,43.2
event_73,104.0,40.8
event_74,104.0,70.79999999999998
event_75,104.0,94.8
event_76,104.0,73.19999999999999
event_77,104.0,93.6
event_78,104.0,96.0
event_79,105.0,120.0
event_80,104.0,103.2
event_81,104.0,78.0
event_82,103.0,25.2
event_83,105.0,91.2
event_84,104.0,109.2
event_85,103.0,45.6
event_86,104.0,78.0
event_87,104.0,72.0
event_88,104.0,105.59999999999998
event_89,104.0,104.4
event_90,104.0,102.0
event_91,104.0,110.39999999999998
event_92,104.0,111.6
event_93,104.0,114.0
event_94,103.0,25.2
event_95,104.0,57.6
event_96,104.0,176.39999999999998
event_97,104.0,33.6
event_98,104.0,47.99999999999999
event_99,104.0,69.6
event_100,104.0,49.2
event_101,104.0,88.79999999999998
event_102,104.0,110.39999999999998
event_103,104.0,87.6
event_104,104.0,81.6
event_105,104.0,103.2
event_106,103.0,65.99999999999999
event_107,104.0,44.39999999999999
event_108,104.0,68.39999999999999
event_109,103.0,56.39999999999999
event_110,104.0,47.99999999999999
event_111,104.0,91.2
event_112,104.0,82.8
event_113,104.0,63.59999999999999
event_114,104.0,51.6
event_115,104.0,46.8
event_116,104.0,79.19999999999999
event_117,104.0,61.2
event_118,104.0,57.6
event_119,104.0,33.6
event_120,103.0,55.19999999999999
event_121,104.0,49.2
event_122,103.0,55.19999999999999
event_123,104.0,90.0
event_124,103.0,31.2
event_125,104.0,80.4
event_126,103.0,46.8
event_127,104.0,72.0
event_128,102.0,21.6
event_129,103.0,39.6
event_130,104.0,56.39999999999999
event_131,104.0,83.99999999999999
event_132,104.0,46.8
event_133,104.0,94.8
event_134,104.0,109.2
event_135,103.0,40.8
event_136,104.0,51.6
event_137,104.0,49.2
event_138,104.0,55.19999999999999
event_139,104.0,32.4
event_140,104.0,61.2
event_141,104.0,60.0
event_142,104.0,91.2
event_143,104.0,139.2
event_144,104.0,55.19999999999999
event_145,105.0,79.19999999999999
event_146,104.0,64.8
event_147,103.0,27.599999999999994
event_148,104.0,135.6
event_149,104.0,82.8
event_150,103.0,40.8
event_151,103.0,49.2
event_152,104.0,26.399999999999995
event_153,104.0,80.4
event_154,104.0,36.0
event_155,102.0,25.2
event_156,104.0,50.39999999999999
event_157,104.0,81.6
event_158,104.0,45.6
event_159,104.0,73.19999999999999
event_160,103.0,33.6
