,peak_X0,peak_Y0
event_0,103.0,-64.8
event_1,104.0,-62.4
event_2,103.0,-37.199999999999996
event_3,104.0,-85.2
event_4,103.0,-34.8
event_5,104.0,-56.39999999999999
event_6,104.0,-80.4
event_7,104.0,-112.79999999999998
event_8,104.0,-52.79999999999999
event_9,104.0,-60.0
event_10,104.0,-75.59999999999998
event_11,104.0,-99.6
event_12,104.0,-129.6
event_13,104.0,-82.8
event_14,103.0,-31.2
event_15,104.0,-69.6
event_16,104.0,-55.19999999999999
event_17,103.0,-43.199999999999996
event_18,104.0,-50.39999999999999
event_19,104.0,-39.599999999999994
event_20,104.0,-56.39999999999999
event_21,104.0,-75.59999999999998
event_22,104.0,-58.8
event_23,103.0,-37.199999999999996
event_24,104.0,-90.0
event_25,103.0,-33.6
event_26,104.0,-61.199999999999996
event_27,104.0,-116.39999999999999
event_28,103.0,-49.199999999999996
event_29,103.0,-49.199999999999996
event_30,104.0,-99.6
event_31,105.0,-78.0
event_32,104.0,-106.8
event_33,103.0,-37.199999999999996
event_34,103.0,-34.8
event_35,104.0,-70.79999999999998
event_36,104.0,-32.4
event_37,104.0,-51.599999999999994
event_38,104.0,-67.2
event_39,103.0,-28.8
event_40,104.0,-44.39999999999999
event_41,104.0,-61.199999999999996
event_42,103.0,-73.19999999999999
event_43,104.0,-37.199999999999996
event_44,104.0,-39.599999999999994
event_45,105.0,-126.0
event_46,104.0,-37.199999999999996
event_47,104.0,-82.8
event_48,104.0,-58.8
event_49,104.0,-75.59999999999998
event_50,103.0,-56.39999999999999
event_51,103.0,-44.39999999999999
event_52,104.0,-60.0
event_53,103.0,-56.39999999999999
event_54,104.0,-55.19999999999999
event_55,104.0,-75.59999999999998
event_56,104.0,-53.99999999999999
event_57,104.0,-65.99999999999999
event_58,104.0,-85.2
event_59,104.0,-57.6
event_60,103.0,-30.0
event_61,103.0,-32.4
event_62,103.0,-38.4
event_63,104.0,-85.2
event_64,103.0,-25.199999999999996
event_65,104.0,-61.199999999999996
event_66,103.0,-27.599999999999994
event_67,104.0,-79.19999999999999
event_68,104.0,-72.0
event_69,102.0,-23.999999999999996
event_70,104.0,-104.39999999999999
event_71,104.0,-41.99999999999999
event_72,104.0,-68.39999999999999
event_73,104.0,-57.6
event_74,103.0,-33.6
event_75,104.0,-69.6
event_76,104.0,-51.599999999999994
event_77,103.0,-28.8
event_78,104.0,-70.79999999999998
event_79,104.0,-68.39999999999999
event_80,104.0,-49.199999999999996
event_81,104.0,-37.199999999999996
event_82,104.0,-41.99999999999999
event_83,104.0,-58.8
event_84,104.0,-78.0
event_85,104.0,-55.19999999999999
event_86,104.0,-95.99999999999999
event_87,103.0,-43.199999999999996
event_88,104.0,-105.59999999999998
event_89,104.0,-36.0
event_90,103.0,-65.99999999999999
event_91,104.0,-99.6
event_92,104.0,-60.0
event_93,103.0,-36.0
event_94,104.0,-44.39999999999999
event_95,104.0,-53.99999999999999
event_96,104.0,-41.99999999999999
event_97,102.0,-28.8
event_98,103.0,-40.8
event_99,104.0,-45.599999999999994
event_100,104.0,-58.8
event_101,104.0,-80.4
event_102,104.0,-117.6
event_103,103.0,-53.99999999999999
event_104,104.0,-39.599999999999994
event_105,104.0,-107.99999999999999
event_106,103.0,-37.199999999999996
event_107,104.0,-73.19999999999999
event_108,103.0,-34.8
event_109,104.0,-74.39999999999999
event_110,103.0,-37.199999999999996
event_111,103.0,-60.0
event_112,105.0,-90.0
event_113,103.0,-50.39999999999999
event_114,104.0,-80.4
event_115,104.0,-49.199999999999996
event_116,104.0,-105.59999999999998
event_117,104.0,-123.6
event_118,103.0,-46.8
event_119,104.0,-45.599999999999994
event_120,104.0,-72.0
event_121,104.0,-55.19999999999999
event_122,104.0,-80.4
event_123,103.0,-50.39999999999999
event_124,104.0,-62.4
event_125,104.0,-83.99999999999999
event_126,103.0,-43.199999999999996
event_127,103.0,-33.6
event_128,104.0,-36.0
event_129,104.0,-44.39999999999999
event_130,104.0,-90.0
event_131,104.0,-57.6
event_132,104.0,-73.19999999999999
event_133,104.0,-70.79999999999998
event_134,104.0,-78.0
event_135,102.0,-28.8
event_136,104.0,-39.599999999999994
event_137,104.0,-58.8
event_138,104.0,-36.0
event_139,104.0,-118.79999999999998
event_140,104.0,-100.79999999999998
event_141,103.0,-58.8
event_142,104.0,-79.19999999999999
event_143,103.0,-51.599999999999994
event_144,103.0,-63.59999999999999
event_145,103.0,-49.199999999999996
event_146,103.0,-50.39999999999999
event_147,104.0,-74.39999999999999
event_148,103.0,-37.199999999999996
event_149,103.0,-31.2
event_150,104.0,-55.19999999999999
event_151,104.0,-81.6
event_152,104.0,-44.39999999999999
event_153,103.0,-34.8
event_154,103.0,-28.8
event_155,104.0,-67.2
event_156,104.0,-58.8
event_157,104.0,-53.99999999999999
event_158,104.0,-43.199999999999996
event_159,102.0,-23.999999999999996
event_160,104.0,-75.59999999999998
event_161,104.0,-93.6
event_162,104.0,-64.8
event_163,104.0,-39.599999999999994
event_164,104.0,-63.59999999999999
event_165,103.0,-56.39999999999999
event_166,104.0,-62.4
event_167,103.0,-31.2
