,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20
1958,1957,53.0,53.0,54.0,56.0,54.0,52.0,55.0,53.0,52.0,51.0,53.0,53.0,52.0,52.0,53.0,54.0,53.0,51.0,53.0,53.0
1959,1958,54.0,53.0,52.0,53.0,52.0,54.0,51.0,53.0,53.0,52.0,53.0,52.0,52.0,52.0,51.0,54.0,52.0,53.0,53.0,53.0
1960,1959,53.0,53.0,53.0,50.0,52.0,53.0,53.0,52.0,53.0,52.0,51.0,53.0,51.0,52.0,53.0,51.0,51.0,52.0,54.0,53.0
1961,1960,53.0,53.0,53.0,56.0,52.0,53.0,51.0,51.0,54.0,51.0,53.0,51.0,52.0,53.0,53.0,52.0,53.0,51.0,51.0,52.0
1962,1961,52.0,53.0,54.0,55.0,53.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,55.0,52.0,52.0,53.0,53.0,55.0
1963,1962,53.0,52.0,53.0,50.0,53.0,53.0,51.0,52.0,51.0,51.0,53.0,52.0,52.0,52.0,54.0,53.0,52.0,50.0,53.0,52.0
1964,1963,54.0,52.0,50.0,52.0,52.0,52.0,52.0,51.0,55.0,52.0,52.0,52.0,53.0,54.0,54.0,51.0,52.0,51.0,51.0,52.0
1965,1964,53.0,53.0,53.0,55.0,52.0,54.0,54.0,52.0,53.0,51.0,52.0,54.0,53.0,52.0,53.0,52.0,51.0,52.0,54.0,52.0
1966,1965,52.0,51.0,54.0,54.0,52.0,53.0,51.0,52.0,53.0,51.0,51.0,52.0,52.0,53.0,50.0,52.0,53.0,52.0,51.0,49.0
1967,1966,52.0,53.0,51.0,49.0,52.0,54.0,52.0,51.0,53.0,52.0,52.0,51.0,52.0,52.0,52.0,49.0,51.0,53.0,51.0,53.0
1968,1967,53.0,53.0,53.0,52.0,54.0,54.0,50.0,55.0,55.0,53.0,52.0,54.0,51.0,52.0,52.0,54.0,54.0,51.0,53.0,52.0
1969,1968,53.0,53.0,53.0,56.0,52.0,51.0,51.0,52.0,55.0,54.0,52.0,52.0,52.0,54.0,53.0,53.0,54.0,53.0,54.0,55.0
1970,1969,53.0,53.0,52.0,52.0,54.0,53.0,53.0,49.0,53.0,52.0,49.0,54.0,52.0,50.0,52.0,50.0,54.0,50.0,54.0,53.0
1971,1970,54.0,52.0,54.0,50.0,52.0,54.0,51.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,51.0,53.0,54.0,51.0,51.0
1972,1971,53.0,52.0,55.0,53.0,53.0,54.0,50.0,53.0,52.0,54.0,53.0,54.0,53.0,54.0,52.0,52.0,52.0,53.0,53.0,53.0
1973,1972,54.0,53.0,53.0,55.0,53.0,55.0,51.0,52.0,50.0,51.0,54.0,55.0,53.0,52.0,52.0,51.0,52.0,52.0,54.0,54.0
1974,1973,52.0,53.0,54.0,53.0,51.0,54.0,52.0,52.0,54.0,53.0,53.0,52.0,54.0,50.0,55.0,51.0,54.0,52.0,52.0,51.0
1975,1974,52.0,54.0,56.0,52.0,53.0,56.0,53.0,51.0,55.0,52.0,52.0,52.0,53.0,54.0,52.0,52.0,51.0,51.0,53.0,51.0
1976,1975,52.0,54.0,52.0,52.0,53.0,54.0,51.0,53.0,52.0,52.0,53.0,51.0,51.0,53.0,52.0,52.0,52.0,53.0,53.0,52.0
1977,1976,53.0,52.0,53.0,53.0,51.0,53.0,52.0,52.0,52.0,51.0,52.0,52.0,53.0,52.0,53.0,49.0,53.0,53.0,55.0,53.0
1978,1977,53.0,53.0,52.0,51.0,52.0,53.0,52.0,55.0,52.0,54.0,54.0,52.0,53.0,51.0,50.0,54.0,52.0,53.0,52.0,52.0
1979,1978,52.0,56.0,52.0,53.0,52.0,54.0,53.0,51.0,54.0,54.0,54.0,53.0,54.0,54.0,53.0,54.0,53.0,53.0,53.0,52.0
1980,1979,53.0,54.0,54.0,52.0,51.0,54.0,51.0,53.0,55.0,52.0,53.0,53.0,51.0,53.0,50.0,50.0,54.0,52.0,53.0,52.0
1981,1980,54.0,53.0,51.0,53.0,51.0,52.0,52.0,54.0,53.0,55.0,51.0,52.0,52.0,54.0,51.0,52.0,52.0,53.0,53.0,54.0
1982,1981,54.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,55.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,53.0,50.0,52.0,53.0
1983,1982,51.0,52.0,53.0,54.0,52.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,55.0,52.0,52.0,50.0,49.0,53.0,53.0
1984,1983,54.0,51.0,52.0,56.0,51.0,53.0,52.0,51.0,52.0,55.0,54.0,53.0,53.0,52.0,53.0,51.0,53.0,52.0,53.0,53.0
1985,1984,53.0,53.0,52.0,52.0,53.0,55.0,54.0,52.0,53.0,51.0,50.0,52.0,55.0,53.0,52.0,52.0,54.0,53.0,54.0,53.0
1986,1985,53.0,53.0,51.0,54.0,53.0,51.0,52.0,53.0,52.0,52.0,53.0,51.0,53.0,54.0,51.0,52.0,53.0,53.0,54.0,50.0
1987,1986,52.0,53.0,53.0,54.0,51.0,54.0,50.0,50.0,53.0,53.0,52.0,55.0,51.0,52.0,53.0,50.0,52.0,53.0,53.0,53.0
1988,1987,54.0,53.0,52.0,53.0,52.0,54.0,52.0,52.0,52.0,54.0,52.0,51.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,50.0
1989,1988,52.0,55.0,52.0,52.0,52.0,53.0,52.0,50.0,52.0,54.0,51.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0,51.0,51.0
1990,1989,53.0,53.0,54.0,54.0,53.0,53.0,54.0,51.0,54.0,51.0,52.0,54.0,52.0,52.0,53.0,52.0,51.0,54.0,53.0,54.0
1991,1990,55.0,53.0,53.0,55.0,51.0,53.0,53.0,54.0,51.0,51.0,53.0,50.0,50.0,52.0,53.0,52.0,54.0,54.0,52.0,53.0
1992,1991,53.0,53.0,54.0,53.0,51.0,54.0,52.0,50.0,53.0,53.0,52.0,54.0,54.0,52.0,55.0,54.0,51.0,52.0,53.0,52.0
1993,1992,54.0,51.0,51.0,52.0,51.0,53.0,52.0,53.0,52.0,52.0,51.0,51.0,51.0,53.0,52.0,51.0,52.0,53.0,52.0,52.0
1994,1993,54.0,53.0,51.0,54.0,52.0,54.0,53.0,53.0,54.0,54.0,55.0,52.0,52.0,54.0,53.0,54.0,53.0,53.0,53.0,52.0
1995,1994,52.0,53.0,54.0,51.0,53.0,53.0,52.0,53.0,51.0,54.0,49.0,53.0,53.0,56.0,52.0,50.0,54.0,52.0,53.0,51.0
1996,1995,53.0,53.0,52.0,51.0,54.0,50.0,52.0,54.0,52.0,52.0,52.0,50.0,53.0,55.0,51.0,53.0,53.0,52.0,51.0,52.0
1997,1996,53.0,53.0,53.0,52.0,51.0,53.0,52.0,52.0,53.0,53.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0,55.0,52.0,55.0
1998,1997,52.0,51.0,54.0,54.0,53.0,54.0,54.0,52.0,54.0,53.0,53.0,54.0,54.0,52.0,51.0,51.0,52.0,53.0,54.0,52.0
1999,1998,53.0,54.0,53.0,53.0,53.0,52.0,52.0,50.0,55.0,54.0,52.0,53.0,51.0,51.0,54.0,54.0,53.0,53.0,52.0,54.0
2000,1999,51.0,54.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,54.0,54.0,51.0,52.0,50.0,52.0,53.0,53.0,53.0,52.0,52.0
2001,2000,53.0,53.0,50.0,52.0,51.0,54.0,52.0,53.0,54.0,53.0,51.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0,52.0
2002,2001,53.0,55.0,51.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,54.0,55.0,49.0,53.0,52.0,52.0,52.0,52.0,55.0
2003,2002,54.0,53.0,52.0,54.0,54.0,53.0,54.0,53.0,53.0,50.0,50.0,51.0,54.0,50.0,54.0,54.0,53.0,52.0,53.0,53.0
2004,2003,53.0,55.0,54.0,53.0,51.0,53.0,51.0,51.0,51.0,53.0,52.0,52.0,53.0,52.0,52.0,53.0,54.0,52.0,52.0,53.0
2005,2004,54.0,52.0,53.0,51.0,52.0,53.0,53.0,52.0,53.0,53.0,51.0,53.0,53.0,54.0,53.0,52.0,54.0,53.0,53.0,52.0
2006,2005,53.0,51.0,53.0,53.0,54.0,54.0,51.0,52.0,52.0,53.0,51.0,53.0,53.0,50.0,51.0,54.0,53.0,53.0,54.0,54.0
2007,2006,52.0,53.0,52.0,53.0,51.0,54.0,52.0,51.0,52.0,53.0,52.0,54.0,53.0,49.0,53.0,52.0,51.0,52.0,50.0,54.0
2008,2007,55.0,53.0,55.0,52.0,54.0,52.0,52.0,54.0,53.0,52.0,53.0,51.0,52.0,54.0,53.0,52.0,53.0,52.0,53.0,54.0
2009,2008,52.0,54.0,52.0,53.0,54.0,52.0,51.0,52.0,53.0,52.0,51.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,54.0
2010,2009,54.0,53.0,52.0,51.0,53.0,50.0,53.0,53.0,52.0,53.0,53.0,51.0,53.0,51.0,52.0,54.0,51.0,55.0,52.0,52.0
2011,2010,53.0,52.0,53.0,54.0,53.0,51.0,53.0,52.0,53.0,54.0,52.0,52.0,54.0,54.0,54.0,51.0,54.0,53.0,53.0,54.0
2012,2011,53.0,54.0,52.0,54.0,52.0,51.0,51.0,52.0,54.0,50.0,52.0,52.0,53.0,54.0,51.0,51.0,52.0,54.0,54.0,52.0
2013,2012,54.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,55.0,53.0,53.0,52.0,53.0,54.0,52.0,54.0,51.0
2014,2013,53.0,54.0,54.0,54.0,54.0,51.0,51.0,51.0,54.0,53.0,53.0,54.0,52.0,54.0,55.0,52.0,51.0,53.0,53.0,51.0
2015,2014,55.0,53.0,52.0,51.0,53.0,53.0,53.0,53.0,54.0,54.0,51.0,52.0,51.0,53.0,52.0,49.0,53.0,52.0,52.0,52.0
2016,2015,53.0,52.0,53.0,52.0,53.0,51.0,53.0,52.0,52.0,53.0,51.0,51.0,52.0,52.0,54.0,51.0,53.0,52.0,54.0,53.0
2017,2016,54.0,54.0,53.0,52.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,52.0,52.0,51.0,52.0,53.0,51.0,53.0,50.0,54.0
2018,2017,53.0,54.0,53.0,53.0,54.0,53.0,53.0,53.0,52.0,52.0,54.0,52.0,52.0,53.0,52.0,52.0,53.0,50.0,52.0,53.0
2019,2018,52.0,55.0,52.0,54.0,52.0,53.0,51.0,51.0,52.0,54.0,51.0,52.0,53.0,52.0,52.0,52.0,54.0,52.0,53.0,54.0
2020,2019,53.0,54.0,52.0,51.0,53.0,53.0,52.0,51.0,53.0,52.0,50.0,50.0,53.0,53.0,50.0,52.0,53.0,50.0,51.0,56.0
2021,2020,51.0,53.0,53.0,53.0,52.0,54.0,52.0,51.0,53.0,53.0,55.0,52.0,52.0,52.0,53.0,52.0,53.0,51.0,53.0,53.0
2022,2021,53.0,52.0,51.0,55.0,51.0,54.0,53.0,50.0,53.0,53.0,51.0,53.0,54.0,52.0,53.0,50.0,53.0,51.0,52.0,53.0
2023,2022,55.0,51.0,54.0,54.0,53.0,53.0,52.0,52.0,54.0,53.0,52.0,53.0,51.0,53.0,51.0,53.0,54.0,53.0,52.0,51.0
2024,2023,51.0,55.0,55.0,50.0,54.0,52.0,52.0,54.0,54.0,52.0,54.0,55.0,53.0,51.0,52.0,53.0,53.0,54.0,53.0,52.0
2025,2024,53.0,52.0,54.0,52.0,54.0,53.0,54.0,53.0,54.0,52.0,53.0,52.0,53.0,52.0,51.0,53.0,53.0,52.0,52.0,51.0
2026,2025,53.0,53.0,53.0,54.0,51.0,54.0,51.0,52.0,54.0,52.0,51.0,53.0,50.0,53.0,53.0,54.0,53.0,52.0,52.0,52.0
2027,2026,53.0,52.0,54.0,55.0,55.0,55.0,50.0,53.0,54.0,52.0,49.0,53.0,53.0,50.0,52.0,51.0,54.0,54.0,52.0,53.0
2028,2027,53.0,53.0,55.0,50.0,53.0,54.0,52.0,54.0,52.0,52.0,54.0,53.0,51.0,52.0,51.0,54.0,54.0,52.0,52.0,51.0
2029,2028,52.0,55.0,53.0,54.0,53.0,55.0,53.0,52.0,53.0,54.0,49.0,52.0,51.0,53.0,52.0,54.0,52.0,53.0,52.0,53.0
2030,2029,54.0,52.0,54.0,52.0,55.0,55.0,53.0,53.0,54.0,50.0,49.0,52.0,53.0,53.0,54.0,52.0,54.0,52.0,54.0,52.0
2031,2030,54.0,53.0,53.0,54.0,52.0,53.0,53.0,50.0,54.0,52.0,52.0,54.0,52.0,52.0,53.0,53.0,52.0,51.0,54.0,53.0
2032,2031,52.0,55.0,53.0,56.0,53.0,52.0,52.0,53.0,56.0,54.0,54.0,52.0,53.0,53.0,53.0,50.0,53.0,53.0,53.0,51.0
2033,2032,53.0,53.0,53.0,54.0,54.0,52.0,52.0,52.0,53.0,52.0,52.0,50.0,52.0,54.0,53.0,51.0,53.0,52.0,52.0,52.0
2034,2033,55.0,54.0,51.0,52.0,53.0,54.0,52.0,53.0,53.0,53.0,53.0,53.0,54.0,50.0,53.0,55.0,51.0,52.0,54.0,54.0
2035,2034,51.0,53.0,56.0,54.0,53.0,53.0,51.0,53.0,53.0,54.0,52.0,51.0,53.0,53.0,55.0,52.0,54.0,52.0,53.0,51.0
2036,2035,50.0,53.0,53.0,52.0,54.0,54.0,52.0,52.0,53.0,54.0,52.0,56.0,53.0,51.0,52.0,51.0,51.0,50.0,53.0,53.0
2037,2036,52.0,53.0,54.0,54.0,49.0,54.0,52.0,52.0,53.0,53.0,54.0,52.0,55.0,50.0,52.0,51.0,50.0,52.0,52.0,54.0
2038,2037,54.0,53.0,52.0,50.0,53.0,54.0,52.0,54.0,51.0,52.0,53.0,51.0,51.0,53.0,51.0,55.0,52.0,52.0,53.0,52.0
2039,2038,53.0,56.0,52.0,55.0,52.0,52.0,52.0,49.0,54.0,52.0,51.0,54.0,52.0,52.0,53.0,53.0,51.0,54.0,49.0,55.0
2040,2039,53.0,53.0,54.0,53.0,53.0,52.0,51.0,52.0,54.0,53.0,51.0,52.0,54.0,52.0,54.0,49.0,53.0,52.0,54.0,52.0
2041,2040,54.0,53.0,53.0,54.0,54.0,52.0,54.0,53.0,51.0,52.0,54.0,54.0,52.0,52.0,52.0,53.0,53.0,51.0,53.0,50.0
2042,2041,54.0,53.0,54.0,54.0,49.0,53.0,51.0,52.0,51.0,53.0,53.0,53.0,51.0,55.0,51.0,50.0,53.0,51.0,53.0,52.0
2043,2042,53.0,52.0,53.0,53.0,51.0,53.0,53.0,53.0,52.0,51.0,51.0,52.0,50.0,53.0,50.0,52.0,54.0,51.0,53.0,52.0
2044,2043,53.0,53.0,51.0,56.0,54.0,53.0,52.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,53.0,53.0,51.0,52.0,51.0,53.0
2045,2044,53.0,54.0,53.0,54.0,53.0,54.0,52.0,52.0,53.0,54.0,52.0,53.0,53.0,53.0,51.0,53.0,53.0,51.0,54.0,52.0
2046,2045,51.0,53.0,52.0,55.0,52.0,53.0,52.0,52.0,52.0,54.0,54.0,53.0,53.0,53.0,54.0,53.0,53.0,52.0,54.0,52.0
2047,2046,54.0,53.0,50.0,54.0,52.0,51.0,51.0,52.0,54.0,53.0,52.0,52.0,55.0,54.0,54.0,51.0,54.0,53.0,52.0,53.0
2048,2047,52.0,52.0,53.0,52.0,53.0,54.0,54.0,53.0,55.0,50.0,52.0,52.0,52.0,54.0,52.0,54.0,54.0,51.0,54.0,50.0
2049,2048,53.0,54.0,51.0,53.0,51.0,54.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,54.0,53.0,52.0,51.0,53.0,52.0,54.0
2050,2049,55.0,52.0,52.0,53.0,50.0,55.0,53.0,52.0,54.0,53.0,52.0,53.0,52.0,54.0,52.0,51.0,53.0,51.0,53.0,52.0
2051,2050,53.0,54.0,54.0,55.0,53.0,53.0,53.0,53.0,52.0,50.0,53.0,54.0,53.0,53.0,52.0,52.0,52.0,51.0,54.0,54.0
2052,2051,53.0,55.0,53.0,51.0,51.0,56.0,52.0,53.0,54.0,53.0,51.0,53.0,53.0,50.0,51.0,51.0,53.0,53.0,51.0,52.0
2053,2052,52.0,52.0,55.0,53.0,51.0,54.0,54.0,50.0,50.0,52.0,52.0,52.0,52.0,51.0,53.0,54.0,53.0,53.0,52.0,52.0
2054,2053,52.0,54.0,52.0,53.0,52.0,55.0,52.0,51.0,52.0,52.0,52.0,53.0,54.0,51.0,54.0,53.0,53.0,54.0,52.0,53.0
2055,2054,53.0,52.0,52.0,50.0,53.0,55.0,53.0,51.0,51.0,51.0,53.0,53.0,53.0,51.0,51.0,53.0,53.0,52.0,53.0,51.0
2056,2055,53.0,53.0,50.0,56.0,53.0,55.0,53.0,51.0,50.0,52.0,52.0,53.0,53.0,51.0,52.0,52.0,53.0,52.0,53.0,53.0
2057,2056,54.0,54.0,51.0,57.0,51.0,52.0,50.0,51.0,52.0,53.0,52.0,50.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0,54.0
2058,2057,52.0,53.0,54.0,52.0,53.0,51.0,53.0,53.0,51.0,53.0,53.0,51.0,52.0,54.0,51.0,53.0,52.0,50.0,53.0,50.0
2059,2058,53.0,54.0,52.0,53.0,54.0,51.0,53.0,52.0,53.0,53.0,51.0,53.0,54.0,54.0,54.0,52.0,52.0,53.0,51.0,53.0
2060,2059,55.0,53.0,52.0,55.0,52.0,53.0,52.0,51.0,52.0,54.0,52.0,53.0,52.0,52.0,53.0,51.0,51.0,53.0,53.0,54.0
2061,2060,53.0,51.0,53.0,54.0,52.0,50.0,51.0,52.0,52.0,53.0,52.0,53.0,55.0,52.0,52.0,53.0,54.0,52.0,54.0,52.0
2062,2061,53.0,52.0,52.0,53.0,52.0,51.0,51.0,52.0,54.0,53.0,52.0,50.0,55.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0
2063,2062,53.0,53.0,52.0,53.0,51.0,52.0,52.0,53.0,53.0,51.0,52.0,52.0,53.0,52.0,51.0,54.0,51.0,52.0,55.0,52.0
2064,2063,54.0,54.0,53.0,53.0,52.0,51.0,51.0,53.0,53.0,52.0,52.0,52.0,53.0,51.0,52.0,50.0,54.0,53.0,51.0,52.0
2065,2064,53.0,52.0,55.0,52.0,52.0,51.0,52.0,52.0,54.0,51.0,52.0,50.0,51.0,54.0,52.0,53.0,55.0,52.0,51.0,52.0
2066,2065,52.0,53.0,54.0,52.0,52.0,54.0,55.0,52.0,52.0,54.0,52.0,52.0,49.0,53.0,51.0,53.0,53.0,52.0,51.0,54.0
2067,2066,55.0,52.0,53.0,55.0,53.0,53.0,52.0,53.0,54.0,51.0,52.0,52.0,51.0,52.0,53.0,51.0,54.0,53.0,53.0,52.0
2068,2067,53.0,54.0,54.0,53.0,54.0,52.0,51.0,53.0,52.0,51.0,51.0,52.0,52.0,53.0,51.0,53.0,51.0,52.0,52.0,55.0
2069,2068,52.0,54.0,54.0,52.0,53.0,52.0,54.0,51.0,54.0,51.0,53.0,53.0,54.0,52.0,52.0,53.0,54.0,53.0,52.0,53.0
2070,2069,52.0,54.0,54.0,53.0,51.0,50.0,54.0,53.0,52.0,51.0,52.0,53.0,51.0,53.0,54.0,52.0,53.0,51.0,54.0,54.0
2071,2070,54.0,53.0,53.0,55.0,53.0,51.0,53.0,54.0,52.0,52.0,52.0,51.0,53.0,54.0,52.0,52.0,52.0,53.0,54.0,54.0
2072,2071,54.0,54.0,56.0,53.0,51.0,53.0,51.0,52.0,54.0,53.0,53.0,52.0,55.0,54.0,53.0,53.0,53.0,52.0,53.0,53.0
2073,2072,52.0,53.0,53.0,53.0,52.0,53.0,52.0,53.0,54.0,51.0,53.0,52.0,53.0,53.0,51.0,51.0,54.0,51.0,54.0,54.0
2074,2073,51.0,55.0,53.0,54.0,54.0,54.0,51.0,52.0,52.0,52.0,54.0,53.0,53.0,53.0,54.0,51.0,52.0,53.0,52.0,53.0
2075,2074,52.0,54.0,54.0,54.0,53.0,54.0,52.0,54.0,53.0,51.0,51.0,52.0,52.0,53.0,52.0,51.0,53.0,53.0,52.0,52.0
2076,2075,52.0,52.0,52.0,55.0,54.0,53.0,50.0,51.0,54.0,50.0,52.0,51.0,52.0,53.0,52.0,52.0,52.0,54.0,53.0,53.0
2077,2076,54.0,53.0,53.0,53.0,51.0,56.0,51.0,52.0,52.0,53.0,53.0,52.0,54.0,50.0,54.0,52.0,52.0,52.0,54.0,53.0
2078,2077,52.0,53.0,56.0,53.0,52.0,54.0,54.0,53.0,51.0,54.0,52.0,52.0,53.0,52.0,52.0,53.0,54.0,52.0,52.0,52.0
2079,2078,55.0,53.0,53.0,51.0,53.0,53.0,52.0,50.0,52.0,54.0,53.0,53.0,52.0,51.0,53.0,50.0,52.0,53.0,49.0,54.0
2080,2079,54.0,53.0,52.0,50.0,54.0,56.0,53.0,52.0,51.0,52.0,53.0,51.0,52.0,53.0,51.0,53.0,53.0,53.0,51.0,53.0
2081,2080,53.0,53.0,53.0,54.0,54.0,54.0,51.0,52.0,53.0,53.0,52.0,51.0,53.0,52.0,54.0,54.0,52.0,52.0,51.0,54.0
2082,2081,52.0,54.0,52.0,54.0,54.0,54.0,53.0,52.0,55.0,53.0,52.0,51.0,53.0,53.0,52.0,53.0,53.0,51.0,52.0,54.0
2083,2082,54.0,52.0,52.0,55.0,53.0,56.0,53.0,53.0,53.0,54.0,53.0,52.0,55.0,53.0,52.0,52.0,54.0,51.0,54.0,51.0
2084,2083,52.0,55.0,54.0,55.0,52.0,53.0,51.0,53.0,54.0,52.0,53.0,53.0,53.0,52.0,53.0,50.0,52.0,52.0,52.0,52.0
2085,2084,52.0,53.0,55.0,53.0,53.0,53.0,50.0,51.0,53.0,51.0,53.0,52.0,51.0,51.0,50.0,53.0,51.0,54.0,51.0,50.0
2086,2085,52.0,54.0,53.0,53.0,53.0,54.0,50.0,52.0,55.0,54.0,52.0,53.0,52.0,53.0,52.0,51.0,52.0,55.0,52.0,54.0
2087,2086,52.0,50.0,53.0,54.0,54.0,53.0,51.0,52.0,54.0,53.0,53.0,55.0,54.0,52.0,53.0,51.0,51.0,54.0,53.0,52.0
2088,2087,52.0,53.0,53.0,52.0,54.0,53.0,50.0,53.0,50.0,52.0,52.0,54.0,49.0,54.0,52.0,51.0,53.0,55.0,52.0,52.0
2089,2088,53.0,53.0,54.0,51.0,52.0,51.0,50.0,53.0,53.0,51.0,52.0,51.0,53.0,54.0,54.0,51.0,54.0,51.0,54.0,54.0
2090,2089,51.0,54.0,54.0,53.0,54.0,54.0,52.0,52.0,53.0,52.0,51.0,51.0,52.0,50.0,50.0,50.0,54.0,54.0,53.0,52.0
2091,2090,51.0,52.0,53.0,53.0,54.0,51.0,52.0,52.0,53.0,51.0,52.0,53.0,53.0,52.0,53.0,52.0,54.0,53.0,51.0,51.0
2092,2091,53.0,52.0,54.0,51.0,52.0,51.0,52.0,52.0,53.0,51.0,53.0,51.0,50.0,51.0,52.0,52.0,53.0,52.0,52.0,54.0
2093,2092,54.0,53.0,52.0,53.0,54.0,53.0,53.0,52.0,52.0,54.0,53.0,51.0,50.0,52.0,53.0,52.0,55.0,52.0,53.0,53.0
2094,2093,53.0,53.0,53.0,54.0,55.0,52.0,52.0,51.0,53.0,54.0,53.0,51.0,55.0,51.0,54.0,52.0,54.0,52.0,50.0,51.0
2095,2094,51.0,52.0,53.0,51.0,53.0,52.0,55.0,52.0,50.0,52.0,53.0,51.0,52.0,51.0,53.0,53.0,53.0,51.0,53.0,54.0
2096,2095,52.0,52.0,52.0,52.0,53.0,52.0,53.0,51.0,52.0,53.0,53.0,53.0,53.0,54.0,53.0,54.0,53.0,53.0,54.0,54.0
2097,2096,52.0,52.0,52.0,54.0,53.0,56.0,51.0,53.0,54.0,51.0,51.0,51.0,53.0,52.0,52.0,51.0,52.0,52.0,54.0,52.0
2098,2097,51.0,52.0,54.0,52.0,54.0,55.0,53.0,53.0,53.0,53.0,51.0,52.0,51.0,52.0,51.0,50.0,54.0,54.0,53.0,52.0
2099,2098,52.0,53.0,53.0,51.0,51.0,52.0,54.0,52.0,53.0,52.0,53.0,54.0,52.0,54.0,55.0,52.0,53.0,51.0,53.0,55.0
2100,2099,52.0,54.0,53.0,51.0,52.0,55.0,50.0,53.0,52.0,50.0,51.0,53.0,51.0,52.0,52.0,54.0,50.0,52.0,52.0,52.0
2101,2100,54.0,52.0,52.0,52.0,54.0,55.0,49.0,53.0,53.0,52.0,53.0,52.0,52.0,54.0,53.0,53.0,51.0,54.0,51.0,52.0
2102,2101,54.0,53.0,54.0,54.0,52.0,55.0,51.0,52.0,54.0,53.0,54.0,52.0,52.0,52.0,54.0,52.0,53.0,52.0,53.0,51.0
2103,2102,53.0,53.0,52.0,54.0,53.0,54.0,50.0,54.0,53.0,52.0,54.0,51.0,53.0,52.0,52.0,52.0,54.0,53.0,54.0,52.0
2104,2103,52.0,53.0,53.0,53.0,52.0,53.0,53.0,54.0,53.0,51.0,53.0,53.0,52.0,51.0,54.0,53.0,53.0,52.0,52.0,53.0
2105,2104,52.0,52.0,55.0,52.0,51.0,53.0,52.0,54.0,53.0,52.0,50.0,51.0,53.0,53.0,52.0,51.0,53.0,53.0,52.0,52.0
2106,2105,53.0,52.0,53.0,53.0,55.0,53.0,53.0,51.0,55.0,52.0,53.0,54.0,54.0,51.0,53.0,52.0,55.0,53.0,50.0,52.0
2107,2106,53.0,53.0,55.0,51.0,52.0,53.0,53.0,52.0,53.0,51.0,54.0,52.0,51.0,52.0,50.0,54.0,51.0,53.0,51.0,52.0
2108,2107,53.0,54.0,51.0,50.0,53.0,53.0,53.0,54.0,54.0,53.0,52.0,51.0,52.0,52.0,52.0,52.0,53.0,55.0,53.0,53.0
2109,2108,51.0,53.0,51.0,52.0,53.0,53.0,53.0,53.0,55.0,52.0,53.0,53.0,54.0,51.0,52.0,53.0,54.0,53.0,50.0,53.0
2110,2109,52.0,54.0,53.0,53.0,54.0,55.0,51.0,53.0,51.0,52.0,52.0,53.0,52.0,51.0,50.0,54.0,54.0,50.0,53.0,52.0
2111,2110,54.0,51.0,53.0,53.0,53.0,55.0,51.0,52.0,53.0,55.0,50.0,53.0,53.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0
2112,2111,52.0,54.0,53.0,50.0,54.0,55.0,53.0,54.0,54.0,53.0,52.0,52.0,50.0,52.0,52.0,54.0,52.0,53.0,53.0,52.0
2113,2112,51.0,53.0,55.0,52.0,53.0,55.0,52.0,53.0,51.0,52.0,56.0,52.0,50.0,53.0,51.0,53.0,54.0,52.0,54.0,52.0
2114,2113,50.0,53.0,54.0,52.0,53.0,55.0,51.0,53.0,52.0,51.0,52.0,53.0,52.0,53.0,52.0,52.0,54.0,54.0,51.0,53.0
2115,2114,53.0,51.0,55.0,52.0,52.0,52.0,53.0,54.0,52.0,52.0,51.0,52.0,50.0,54.0,53.0,53.0,55.0,52.0,53.0,54.0
2116,2115,51.0,52.0,52.0,53.0,51.0,53.0,52.0,54.0,53.0,54.0,53.0,49.0,53.0,54.0,54.0,53.0,56.0,52.0,53.0,51.0
2117,2116,53.0,55.0,54.0,52.0,52.0,54.0,53.0,53.0,54.0,52.0,54.0,51.0,53.0,54.0,54.0,52.0,53.0,52.0,53.0,50.0
2118,2117,53.0,54.0,54.0,54.0,53.0,54.0,54.0,53.0,54.0,52.0,52.0,53.0,53.0,54.0,53.0,53.0,56.0,51.0,52.0,51.0
