,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99,event_100,event_101,event_102,event_103,event_104,event_105,event_106,event_107,event_108,event_109,event_110,event_111,event_112,event_113,event_114,event_115,event_116,event_117,event_118,event_119,event_120,event_121,event_122,event_123,event_124,event_125,event_126,event_127,event_128,event_129,event_130,event_131,event_132,event_133,event_134,event_135,event_136,event_137,event_138,event_139,event_140,event_141,event_142,event_143,event_144,event_145,event_146,event_147,event_148,event_149,event_150,event_151,event_152,event_153,event_154,event_155,event_156
10,-36.0,-117.6,-102.0,-129.6,-26.399999999999995,-34.8,-105.59999999999998,-93.6,-94.8,-111.6,-31.2,-68.39999999999999,-160.8,-91.2,-62.4,-40.8,-53.99999999999999,-79.19999999999999,-68.39999999999999,-92.4,-91.2,-58.8,-103.2,-26.399999999999995,-92.4,-122.4,-94.8,-152.39999999999998,-62.4,-25.2,-34.8,-60.0,-36.0,-68.39999999999999,-52.79999999999999,-64.8,-53.99999999999999,-88.79999999999998,-58.8,-27.599999999999994,-105.59999999999998,-61.2,-65.99999999999999,-92.4,-41.99999999999999,-72.0,-57.6,-40.8,-46.8,-121.2,-70.79999999999998,-152.39999999999998,-88.79999999999998,-30.0,-128.39999999999998,-20.4,-30.0,-69.6,-64.8,-33.6,-96.0,-46.8,-93.6,-39.6,-82.8,-81.6,-46.8,-116.4,-44.39999999999999,-128.39999999999998,-69.6,-56.39999999999999,-111.6,-65.99999999999999,-43.2,-76.8,-69.6,-146.39999999999998,-69.6,-69.6,-53.99999999999999,-50.39999999999999,-24.0,-46.8,-64.8,-31.2,-39.6,-50.39999999999999,-72.0,-32.4,-55.19999999999999,-55.19999999999999,-73.19999999999999,-62.4,-55.19999999999999,-41.99999999999999,-92.4,-21.6,-112.79999999999998,-105.59999999999998,-94.8,-55.19999999999999,-74.39999999999999,-85.2,-91.2,-47.99999999999999,-58.8,-102.0,-27.599999999999994,-57.6,-182.4,-126.0,-91.2,-50.39999999999999,-73.19999999999999,-26.399999999999995,-76.8,-94.8,-83.99999999999999,-65.99999999999999,-158.39999999999998,-76.8,-88.79999999999998,-36.0,-80.4,-28.8,-79.19999999999999,-140.4,-36.0,-53.99999999999999,-86.39999999999999,-69.6,-31.2,-96.0,-80.4,-53.99999999999999,-106.8,-97.2,-116.4,-78.0,-102.0,-91.2,-141.59999999999997,-96.0,-100.79999999999998,-81.6,-91.2,-78.0,-30.0,-46.8,-20.4,-64.8,-43.2,-70.79999999999998,-130.8,-33.6,-111.6
11,-28.8,-100.79999999999998,-83.99999999999999,-74.39999999999999,-13.199999999999998,-30.0,-69.6,-61.2,-65.99999999999999,-79.19999999999999,-18.0,-63.59999999999999,-139.2,-50.39999999999999,-34.8,-32.4,-37.2,-55.19999999999999,-39.6,-67.2,-39.6,-32.4,-53.99999999999999,-18.0,-55.19999999999999,-72.0,-60.0,-130.8,-62.4,-24.0,-34.8,-39.6,-20.4,-38.4,-30.0,-51.6,-40.8,-82.8,-36.0,-22.8,-64.8,-31.2,-61.2,-82.8,-26.399999999999995,-58.8,-32.4,-33.6,-33.6,-78.0,-47.99999999999999,-127.19999999999996,-67.2,-16.8,-80.4,-13.199999999999998,-19.2,-55.19999999999999,-36.0,-15.6,-78.0,-31.2,-50.39999999999999,-27.599999999999994,-76.8,-50.39999999999999,-31.2,-72.0,-39.6,-81.6,-32.4,-36.0,-104.4,-60.0,-25.2,-46.8,-51.6,-96.0,-39.6,-55.19999999999999,-38.4,-32.4,-20.4,-24.0,-33.6,-28.8,-32.4,-44.39999999999999,-67.2,-16.8,-34.8,-34.8,-51.6,-38.4,-33.6,-38.4,-50.39999999999999,-20.4,-74.39999999999999,-94.8,-74.39999999999999,-36.0,-39.6,-43.2,-62.4,-39.6,-31.2,-73.19999999999999,-24.0,-30.0,-126.0,-111.6,-49.2,-21.6,-45.6,-20.4,-47.99999999999999,-92.4,-53.99999999999999,-43.2,-124.8,-49.2,-61.2,-28.8,-60.0,-16.8,-43.2,-102.0,-36.0,-36.0,-74.39999999999999,-55.19999999999999,-30.0,-64.8,-62.4,-32.4,-64.8,-50.39999999999999,-96.0,-69.6,-50.39999999999999,-47.99999999999999,-87.6,-50.39999999999999,-53.99999999999999,-64.8,-64.8,-62.4,-30.0,-44.39999999999999,-9.6,-41.99999999999999,-25.2,-64.8,-94.8,-24.0,-80.4
12,-10.8,-50.39999999999999,-36.0,-22.8,-2.4,-14.4,-25.2,-22.8,-28.8,-39.6,-7.2,-30.0,-63.59999999999999,-18.0,-13.199999999999998,-15.6,-19.2,-20.4,-18.0,-28.8,-14.4,-10.8,-15.6,-4.8,-18.0,-26.399999999999995,-22.8,-62.4,-32.4,-10.8,-16.8,-20.4,-8.4,-15.6,-7.2,-22.8,-19.2,-38.4,-13.199999999999998,-8.4,-19.2,-14.4,-28.8,-39.6,-7.2,-27.599999999999994,-11.999999999999998,-16.8,-14.4,-30.0,-19.2,-55.19999999999999,-31.2,-7.2,-32.4,-3.6,-9.6,-22.8,-13.199999999999998,-7.2,-37.2,-11.999999999999998,-18.0,-9.6,-34.8,-13.199999999999998,-10.8,-27.599999999999994,-19.2,-31.2,-11.999999999999998,-15.6,-52.79999999999999,-32.4,-8.4,-18.0,-25.2,-38.4,-14.4,-25.2,-14.4,-13.199999999999998,-10.8,-8.4,-10.8,-10.8,-9.6,-25.2,-30.0,-5.999999999999999,-19.2,-14.4,-19.2,-14.4,-14.4,-19.2,-19.2,-13.199999999999998,-31.2,-41.99999999999999,-30.0,-11.999999999999998,-10.8,-14.4,-22.8,-15.6,-10.8,-26.399999999999995,-13.199999999999998,-11.999999999999998,-47.99999999999999,-53.99999999999999,-16.8,-7.2,-18.0,-9.6,-20.4,-43.2,-19.2,-14.4,-55.19999999999999,-19.2,-24.0,-13.199999999999998,-21.6,-3.6,-13.199999999999998,-43.2,-21.6,-11.999999999999998,-36.0,-24.0,-16.8,-27.599999999999994,-26.399999999999995,-11.999999999999998,-22.8,-18.0,-38.4,-27.599999999999994,-15.6,-13.199999999999998,-30.0,-18.0,-20.4,-34.8,-27.599999999999994,-21.6,-18.0,-22.8,-2.4,-15.6,-7.2,-30.0,-38.4,-9.6,-31.2
13,-3.6,-22.8,-10.8,-8.4,-2.4,-5.999999999999999,-3.6,-13.199999999999998,-9.6,-16.8,-4.8,-8.4,-26.399999999999995,-8.4,-7.2,-7.2,-7.2,-5.999999999999999,-8.4,-9.6,-5.999999999999999,-3.6,-9.6,-4.8,-8.4,-10.8,-9.6,-26.399999999999995,-8.4,1.2,-7.2,-8.4,-3.6,-9.6,-5.999999999999999,-11.999999999999998,-8.4,-14.4,-5.999999999999999,-4.8,-8.4,-8.4,-11.999999999999998,-11.999999999999998,-5.999999999999999,-13.199999999999998,-3.6,-3.6,-4.8,-11.999999999999998,-7.2,-14.4,-10.8,-2.4,-14.4,-4.8,-2.4,-9.6,-3.6,-3.6,-10.8,-3.6,-8.4,-3.6,-15.6,-8.4,-1.2,-14.4,-11.999999999999998,-14.4,-2.4,-4.8,-15.6,-13.199999999999998,-1.2,-7.2,-9.6,-15.6,-7.2,-10.8,-4.8,-7.2,-3.6,-4.8,-4.8,-2.4,-3.6,-10.8,-7.2,-2.4,-7.2,-4.8,-3.6,-5.999999999999999,-4.8,-7.2,-5.999999999999999,-3.6,-11.999999999999998,-13.199999999999998,-11.999999999999998,-1.2,-3.6,-4.8,-11.999999999999998,-4.8,-3.6,-10.8,-2.4,-5.999999999999999,-18.0,-21.6,-5.999999999999999,-3.6,-5.999999999999999,-2.4,-4.8,-16.8,-7.2,-9.6,-18.0,-10.8,-9.6,-7.2,-5.999999999999999,-1.2,-4.8,-14.4,-10.8,-3.6,-9.6,-10.8,-7.2,-9.6,-10.8,-1.2,-8.4,-5.999999999999999,-8.4,-10.8,-8.4,-4.8,-11.999999999999998,-8.4,-9.6,-14.4,-11.999999999999998,-9.6,-5.999999999999999,-8.4,0.0,-4.8,-1.2,-10.8,-9.6,-2.4,-11.999999999999998
14,0.0,-10.8,-5.999999999999999,-3.6,-1.2,-4.8,-2.4,-5.999999999999999,-3.6,-7.2,-2.4,-4.8,-11.999999999999998,-2.4,0.0,-2.4,-5.999999999999999,-1.2,1.2,-2.4,-2.4,-1.2,-8.4,0.0,-3.6,-5.999999999999999,-4.8,-10.8,-3.6,0.0,-3.6,-4.8,0.0,-3.6,-2.4,-3.6,-1.2,-5.999999999999999,0.0,-1.2,-3.6,-2.4,-5.999999999999999,-5.999999999999999,1.2,-5.999999999999999,-2.4,-3.6,1.2,-5.999999999999999,-1.2,-8.4,-4.8,1.2,-4.8,0.0,-1.2,-3.6,-2.4,0.0,-7.2,-2.4,-4.8,-1.2,-7.2,0.0,-4.8,-5.999999999999999,-2.4,-7.2,-2.4,0.0,-7.2,-4.8,0.0,-2.4,-3.6,-5.999999999999999,-2.4,-4.8,-2.4,-1.2,-1.2,0.0,0.0,-3.6,-2.4,-5.999999999999999,-3.6,-1.2,0.0,-2.4,-3.6,-1.2,-4.8,-1.2,-1.2,2.4,-4.8,-4.8,-9.6,0.0,-1.2,2.4,-4.8,-1.2,-1.2,-4.8,-2.4,-2.4,-9.6,-9.6,-2.4,1.2,-3.6,-2.4,-3.6,-9.6,-2.4,-4.8,-8.4,-4.8,-4.8,-1.2,-5.999999999999999,0.0,1.2,-7.2,-1.2,-1.2,-4.8,-2.4,0.0,-4.8,-7.2,0.0,-3.6,-4.8,-1.2,-5.999999999999999,0.0,-2.4,-4.8,-2.4,-7.2,-8.4,-7.2,-9.6,-1.2,-2.4,0.0,-1.2,-2.4,-7.2,-4.8,-1.2,-4.8
15,-2.4,-1.2,0.0,1.2,0.0,0.0,-1.2,-2.4,1.2,-2.4,4.8,-1.2,0.0,2.4,0.0,-2.4,2.4,-2.4,-1.2,-2.4,2.4,0.0,0.0,-1.2,1.2,1.2,0.0,-1.2,0.0,-1.2,-3.6,0.0,2.4,2.4,3.6,0.0,0.0,-2.4,3.6,-2.4,0.0,2.4,-4.8,3.6,2.4,0.0,2.4,0.0,2.4,-1.2,-2.4,0.0,1.2,-1.2,-2.4,0.0,2.4,-1.2,-2.4,1.2,-2.4,-2.4,1.2,0.0,0.0,1.2,1.2,0.0,-3.6,0.0,1.2,0.0,-5.999999999999999,-3.6,-2.4,0.0,1.2,0.0,3.6,2.4,2.4,-1.2,1.2,2.4,0.0,-1.2,1.2,0.0,0.0,1.2,1.2,0.0,0.0,3.6,2.4,-1.2,2.4,-1.2,-1.2,-1.2,1.2,1.2,-3.6,0.0,2.4,1.2,-1.2,1.2,0.0,1.2,-1.2,-2.4,1.2,2.4,0.0,1.2,-2.4,-5.999999999999999,1.2,-2.4,-3.6,-1.2,1.2,1.2,0.0,2.4,2.4,1.2,-1.2,-1.2,-1.2,0.0,0.0,2.4,-1.2,0.0,1.2,2.4,2.4,2.4,0.0,1.2,0.0,1.2,0.0,-3.6,-3.6,0.0,0.0,-1.2,2.4,1.2,1.2,1.2,0.0,-1.2,-2.4
16,-1.2,0.0,1.2,-1.2,-1.2,1.2,-2.4,-3.6,1.2,-1.2,-1.2,0.0,-4.8,0.0,-2.4,-1.2,0.0,0.0,-5.999999999999999,0.0,-3.6,0.0,-4.8,0.0,0.0,0.0,-3.6,1.2,2.4,-1.2,0.0,-1.2,1.2,-5.999999999999999,0.0,2.4,0.0,1.2,0.0,1.2,-1.2,-2.4,1.2,-2.4,0.0,-1.2,-1.2,3.6,0.0,-4.8,1.2,-1.2,2.4,-1.2,-1.2,1.2,0.0,0.0,-1.2,1.2,-1.2,0.0,0.0,2.4,0.0,1.2,1.2,-2.4,2.4,-1.2,-3.6,0.0,0.0,0.0,0.0,-3.6,-1.2,-1.2,-2.4,-1.2,-1.2,2.4,1.2,0.0,-2.4,-1.2,1.2,0.0,-2.4,-1.2,1.2,-1.2,-1.2,0.0,-1.2,2.4,-2.4,1.2,-3.6,0.0,-1.2,0.0,-3.6,-3.6,0.0,2.4,0.0,-2.4,-1.2,0.0,-3.6,-1.2,-2.4,-1.2,-2.4,3.6,-1.2,-2.4,-4.8,-2.4,-2.4,-3.6,0.0,1.2,2.4,0.0,1.2,0.0,2.4,1.2,-1.2,1.2,2.4,1.2,-4.8,-2.4,-2.4,-3.6,1.2,-1.2,-2.4,-3.6,-1.2,-1.2,-3.6,0.0,-1.2,1.2,2.4,0.0,0.0,-1.2,0.0,0.0,-2.4,0.0,-3.6
17,-2.4,-4.8,-3.6,-8.4,-1.2,-3.6,-5.999999999999999,-5.999999999999999,-3.6,-7.2,1.2,-3.6,-7.2,-7.2,-3.6,-1.2,-3.6,-3.6,-3.6,-5.999999999999999,-5.999999999999999,-1.2,-1.2,-3.6,-2.4,-5.999999999999999,-5.999999999999999,-7.2,0.0,-1.2,-3.6,-4.8,0.0,-8.4,-2.4,0.0,-2.4,-2.4,-1.2,0.0,-7.2,-3.6,-3.6,-3.6,-1.2,-1.2,-3.6,0.0,1.2,-7.2,-1.2,-7.2,-1.2,0.0,-5.999999999999999,1.2,-1.2,0.0,-2.4,0.0,-4.8,-1.2,-4.8,0.0,-4.8,-4.8,-2.4,-5.999999999999999,0.0,-7.2,-5.999999999999999,-3.6,-7.2,-3.6,1.2,-2.4,-2.4,-7.2,-3.6,-2.4,-1.2,-2.4,-1.2,-1.2,-2.4,1.2,0.0,-4.8,-3.6,-1.2,-1.2,-3.6,-2.4,-3.6,-2.4,-1.2,-5.999999999999999,2.4,-7.2,-3.6,-5.999999999999999,0.0,-3.6,-3.6,-1.2,0.0,-4.8,-4.8,-1.2,-5.999999999999999,-8.4,-4.8,-4.8,2.4,-2.4,0.0,-1.2,-4.8,-5.999999999999999,-4.8,-8.4,-2.4,-3.6,0.0,-3.6,-1.2,-2.4,-8.4,-2.4,-1.2,-3.6,-3.6,-1.2,-2.4,-4.8,0.0,-5.999999999999999,-8.4,-4.8,-7.2,-2.4,-5.999999999999999,-5.999999999999999,-3.6,-5.999999999999999,-2.4,-7.2,-2.4,0.0,-2.4,1.2,-4.8,-1.2,-4.8,-5.999999999999999,1.2,-7.2
18,-2.4,-4.8,-5.999999999999999,-2.4,1.2,-2.4,-4.8,-1.2,-2.4,-5.999999999999999,1.2,-3.6,-7.2,-2.4,-1.2,-1.2,-1.2,-1.2,0.0,-2.4,-1.2,0.0,-3.6,-1.2,-2.4,-4.8,-1.2,-8.4,-2.4,-1.2,-4.8,-2.4,1.2,-1.2,0.0,-3.6,-2.4,-3.6,1.2,0.0,-2.4,-2.4,-3.6,-3.6,-1.2,0.0,0.0,0.0,0.0,-3.6,-3.6,-8.4,-1.2,2.4,-4.8,3.6,0.0,-3.6,-1.2,1.2,-5.999999999999999,-4.8,-3.6,1.2,-4.8,-4.8,-1.2,-3.6,0.0,-5.999999999999999,-1.2,-1.2,-4.8,-3.6,0.0,-1.2,-1.2,-7.2,-1.2,-2.4,-2.4,-2.4,1.2,2.4,-3.6,-1.2,-1.2,-2.4,-4.8,-1.2,-2.4,-2.4,0.0,1.2,1.2,2.4,1.2,2.4,-3.6,-4.8,-7.2,-1.2,-2.4,-1.2,-3.6,-1.2,0.0,-3.6,-1.2,-2.4,-7.2,-8.4,-2.4,0.0,-3.6,1.2,1.2,-2.4,-2.4,-1.2,-7.2,-3.6,0.0,-2.4,-5.999999999999999,2.4,-3.6,-4.8,-1.2,-3.6,-4.8,-2.4,-1.2,-4.8,-2.4,-1.2,-1.2,-2.4,-1.2,-3.6,-1.2,-1.2,-4.8,-2.4,-4.8,-4.8,-2.4,-3.6,0.0,-1.2,-1.2,0.0,-1.2,-1.2,-7.2,-1.2,-4.8
19,0.0,-4.8,-2.4,-1.2,1.2,0.0,-3.6,-1.2,-3.6,-2.4,0.0,-2.4,-2.4,-1.2,0.0,2.4,-1.2,0.0,-1.2,-2.4,-1.2,-2.4,-2.4,3.6,-2.4,-2.4,-1.2,-4.8,-2.4,2.4,1.2,1.2,-1.2,1.2,0.0,0.0,1.2,-2.4,-1.2,0.0,-4.8,-1.2,-1.2,0.0,2.4,0.0,-2.4,-3.6,2.4,-2.4,-1.2,-4.8,-3.6,0.0,-1.2,-1.2,1.2,3.6,0.0,0.0,-1.2,1.2,-2.4,-1.2,-3.6,-1.2,0.0,-4.8,1.2,-2.4,-1.2,-3.6,-1.2,-3.6,2.4,0.0,-1.2,-3.6,-1.2,-2.4,1.2,-1.2,3.6,1.2,0.0,1.2,0.0,0.0,-1.2,-3.6,0.0,0.0,-3.6,1.2,0.0,0.0,-1.2,0.0,-1.2,-1.2,-3.6,0.0,1.2,-2.4,-1.2,-2.4,-2.4,-1.2,-2.4,-1.2,-3.6,-3.6,2.4,0.0,0.0,0.0,-3.6,-3.6,-3.6,-1.2,-7.2,-3.6,-1.2,0.0,-1.2,0.0,-1.2,-1.2,-2.4,-1.2,-3.6,-4.8,2.4,-4.8,-3.6,-1.2,-3.6,-1.2,-2.4,-1.2,-2.4,1.2,-1.2,-1.2,-1.2,-4.8,-1.2,-1.2,0.0,-2.4,0.0,-1.2,0.0,-1.2,-2.4,-1.2,1.2
20,-2.4,-2.4,-1.2,-1.2,2.4,-1.2,-2.4,-1.2,-5.999999999999999,-1.2,-1.2,-1.2,-5.999999999999999,-1.2,-1.2,-1.2,-1.2,-1.2,-2.4,-3.6,-1.2,-2.4,-3.6,0.0,0.0,1.2,-4.8,-7.2,-2.4,2.4,0.0,0.0,0.0,-2.4,-1.2,-2.4,0.0,-3.6,-2.4,-2.4,-2.4,0.0,-1.2,-1.2,-1.2,-2.4,0.0,0.0,1.2,-2.4,1.2,-5.999999999999999,-1.2,0.0,-1.2,-1.2,1.2,-2.4,0.0,-1.2,-2.4,0.0,0.0,0.0,-3.6,-1.2,0.0,1.2,0.0,-4.8,1.2,-4.8,0.0,1.2,0.0,-2.4,0.0,-2.4,-1.2,-1.2,0.0,-1.2,1.2,0.0,-2.4,3.6,1.2,-2.4,-1.2,0.0,-2.4,1.2,-3.6,0.0,-1.2,0.0,-2.4,1.2,-3.6,-4.8,-3.6,0.0,0.0,-2.4,1.2,0.0,0.0,0.0,-2.4,0.0,-7.2,-5.999999999999999,0.0,-1.2,0.0,1.2,-3.6,-3.6,-2.4,0.0,-3.6,-1.2,0.0,0.0,0.0,0.0,-1.2,-4.8,-2.4,2.4,1.2,0.0,2.4,-2.4,-1.2,0.0,-2.4,0.0,-3.6,-1.2,0.0,1.2,-2.4,-1.2,0.0,-1.2,-3.6,0.0,-1.2,-2.4,1.2,-3.6,2.4,0.0,-1.2,1.2,-4.8
21,3.6,0.0,1.2,3.6,1.2,-2.4,1.2,1.2,-1.2,0.0,-1.2,2.4,-3.6,1.2,-2.4,2.4,1.2,-1.2,1.2,-2.4,4.8,-1.2,0.0,2.4,2.4,2.4,3.6,-1.2,0.0,3.6,2.4,3.6,2.4,1.2,1.2,2.4,0.0,0.0,1.2,1.2,0.0,0.0,0.0,0.0,2.4,1.2,2.4,-1.2,2.4,0.0,3.6,0.0,1.2,1.2,1.2,0.0,0.0,-1.2,1.2,2.4,3.6,1.2,2.4,3.6,1.2,3.6,2.4,2.4,-1.2,0.0,2.4,2.4,0.0,0.0,2.4,1.2,1.2,1.2,1.2,1.2,1.2,2.4,1.2,1.2,2.4,2.4,1.2,1.2,2.4,3.6,0.0,0.0,-2.4,1.2,1.2,2.4,3.6,-1.2,0.0,1.2,1.2,3.6,3.6,1.2,-1.2,1.2,2.4,0.0,2.4,1.2,1.2,1.2,1.2,1.2,1.2,2.4,0.0,0.0,-2.4,0.0,0.0,1.2,0.0,2.4,0.0,2.4,1.2,2.4,-1.2,3.6,-1.2,2.4,-1.2,2.4,2.4,1.2,2.4,2.4,0.0,-1.2,2.4,3.6,1.2,2.4,3.6,1.2,3.6,2.4,1.2,0.0,0.0,1.2,-1.2,0.0,2.4,3.6,3.6
22,-1.2,-2.4,2.4,0.0,2.4,1.2,2.4,4.8,0.0,1.2,2.4,2.4,0.0,0.0,2.4,0.0,2.4,1.2,0.0,2.4,3.6,1.2,2.4,0.0,3.6,0.0,0.0,2.4,4.8,0.0,0.0,1.2,-1.2,1.2,-1.2,1.2,3.6,2.4,2.4,3.6,3.6,3.6,0.0,2.4,1.2,2.4,4.8,1.2,2.4,2.4,2.4,0.0,2.4,1.2,1.2,3.6,1.2,2.4,2.4,2.4,1.2,0.0,-1.2,3.6,2.4,2.4,3.6,1.2,2.4,1.2,1.2,2.4,1.2,2.4,0.0,4.8,2.4,1.2,2.4,1.2,1.2,1.2,2.4,2.4,3.6,7.2,3.6,2.4,2.4,0.0,0.0,1.2,0.0,1.2,1.2,2.4,3.6,0.0,1.2,7.2,1.2,3.6,2.4,1.2,3.6,2.4,1.2,2.4,2.4,3.6,1.2,0.0,1.2,-2.4,-1.2,3.6,1.2,1.2,1.2,1.2,1.2,1.2,0.0,0.0,2.4,1.2,1.2,0.0,0.0,1.2,3.6,0.0,1.2,3.6,4.8,1.2,0.0,4.8,0.0,0.0,2.4,3.6,2.4,1.2,-1.2,3.6,3.6,2.4,3.6,2.4,0.0,1.2,-2.4,1.2,3.6,5.999999999999999,0.0
23,0.0,2.4,0.0,1.2,2.4,2.4,1.2,-1.2,2.4,0.0,2.4,1.2,3.6,-1.2,2.4,-1.2,1.2,1.2,1.2,0.0,2.4,-1.2,1.2,-1.2,1.2,2.4,-1.2,-1.2,-1.2,4.8,0.0,2.4,1.2,2.4,-1.2,0.0,3.6,1.2,-2.4,-1.2,0.0,2.4,0.0,2.4,0.0,3.6,0.0,1.2,2.4,0.0,2.4,0.0,1.2,0.0,1.2,2.4,1.2,1.2,-1.2,0.0,0.0,1.2,-1.2,1.2,2.4,1.2,0.0,1.2,0.0,0.0,2.4,-1.2,1.2,1.2,-1.2,1.2,0.0,1.2,-2.4,1.2,2.4,2.4,1.2,2.4,-1.2,1.2,0.0,0.0,-1.2,1.2,1.2,2.4,-2.4,3.6,0.0,1.2,0.0,2.4,1.2,1.2,-1.2,0.0,0.0,1.2,1.2,2.4,1.2,-1.2,3.6,1.2,-1.2,0.0,0.0,0.0,0.0,-2.4,1.2,1.2,2.4,0.0,-2.4,1.2,0.0,1.2,-1.2,1.2,0.0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,-1.2,0.0,-1.2,0.0,-1.2,-1.2,0.0,3.6,-2.4,1.2,2.4,0.0,1.2,0.0,-1.2,-1.2,1.2,0.0,0.0,0.0,0.0,0.0,-2.4
24,1.2,2.4,1.2,0.0,4.8,0.0,-1.2,-1.2,0.0,1.2,1.2,3.6,-1.2,-1.2,1.2,4.8,0.0,-1.2,4.8,2.4,2.4,2.4,1.2,-1.2,1.2,3.6,1.2,-1.2,0.0,0.0,1.2,2.4,1.2,3.6,0.0,1.2,2.4,1.2,-2.4,3.6,2.4,1.2,3.6,2.4,2.4,2.4,1.2,0.0,1.2,-1.2,-1.2,-1.2,1.2,2.4,0.0,2.4,1.2,1.2,0.0,0.0,2.4,1.2,1.2,1.2,0.0,2.4,-1.2,3.6,3.6,0.0,2.4,0.0,0.0,1.2,-2.4,2.4,3.6,0.0,2.4,2.4,1.2,1.2,-1.2,1.2,1.2,0.0,2.4,2.4,0.0,1.2,0.0,0.0,1.2,1.2,2.4,0.0,2.4,1.2,0.0,2.4,2.4,1.2,3.6,1.2,2.4,0.0,3.6,2.4,1.2,2.4,-1.2,2.4,3.6,2.4,1.2,0.0,0.0,1.2,0.0,1.2,2.4,2.4,2.4,1.2,0.0,1.2,3.6,2.4,1.2,0.0,3.6,1.2,-1.2,0.0,1.2,-1.2,1.2,3.6,-3.6,2.4,-2.4,-1.2,1.2,3.6,2.4,0.0,2.4,-2.4,3.6,0.0,1.2,1.2,1.2,1.2,0.0,2.4,2.4
