,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50
1743,53.0,52.0,52.0,53.0,54.0,51.0,54.0,56.0,52.0,56.0,55.0,53.0,52.0,52.0,53.0,50.0,52.0,52.0,54.0,51.0,54.0,52.0,54.0,54.0,53.0,54.0,51.0,52.0,53.0,52.0,54.0,51.0,51.0,52.0,51.0,53.0,51.0,52.0,53.0,53.0,51.0,53.0,52.0,53.0,52.0,51.0,51.0,53.0,52.0,51.0,54.0
1744,50.0,49.0,52.0,51.0,52.0,53.0,53.0,54.0,52.0,54.0,51.0,54.0,50.0,52.0,53.0,51.0,52.0,54.0,52.0,52.0,51.0,54.0,56.0,52.0,53.0,54.0,54.0,52.0,53.0,52.0,52.0,51.0,51.0,55.0,53.0,53.0,54.0,52.0,52.0,53.0,51.0,51.0,52.0,51.0,52.0,52.0,52.0,52.0,53.0,51.0,53.0
1745,50.0,51.0,52.0,52.0,51.0,53.0,53.0,50.0,52.0,52.0,52.0,53.0,52.0,50.0,53.0,52.0,52.0,55.0,50.0,49.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,51.0,54.0,52.0,54.0,54.0,54.0,53.0,53.0,52.0,52.0,52.0,52.0,54.0,52.0,53.0,52.0,54.0,50.0,53.0,54.0,50.0,52.0,52.0,54.0
1746,52.0,53.0,51.0,52.0,52.0,52.0,53.0,55.0,52.0,53.0,52.0,54.0,52.0,53.0,52.0,51.0,50.0,51.0,51.0,52.0,52.0,53.0,51.0,54.0,54.0,53.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,52.0,50.0,54.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,51.0,52.0
1747,52.0,53.0,52.0,53.0,53.0,54.0,53.0,56.0,51.0,59.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,51.0,51.0,51.0,50.0,52.0,55.0,52.0,52.0,52.0,52.0,53.0,51.0,53.0,53.0,53.0,53.0,52.0,53.0,51.0,52.0,53.0,54.0,54.0,50.0,53.0,54.0,52.0,52.0,52.0,54.0,53.0,53.0,53.0,52.0
1748,54.0,53.0,50.0,53.0,52.0,52.0,54.0,51.0,52.0,52.0,53.0,52.0,52.0,54.0,51.0,52.0,52.0,53.0,52.0,53.0,53.0,51.0,55.0,55.0,51.0,53.0,52.0,55.0,51.0,51.0,54.0,51.0,51.0,52.0,53.0,52.0,51.0,52.0,51.0,51.0,53.0,51.0,55.0,53.0,53.0,52.0,52.0,52.0,51.0,50.0,52.0
1749,52.0,54.0,52.0,52.0,54.0,52.0,52.0,51.0,52.0,50.0,54.0,51.0,51.0,52.0,52.0,53.0,53.0,53.0,50.0,53.0,54.0,51.0,50.0,52.0,53.0,54.0,52.0,51.0,53.0,53.0,54.0,55.0,55.0,54.0,57.0,51.0,53.0,52.0,54.0,52.0,53.0,53.0,53.0,52.0,52.0,51.0,55.0,52.0,52.0,52.0,53.0
1750,53.0,53.0,52.0,53.0,54.0,52.0,54.0,53.0,50.0,52.0,51.0,54.0,52.0,52.0,53.0,54.0,53.0,52.0,52.0,52.0,52.0,51.0,54.0,55.0,54.0,51.0,50.0,50.0,51.0,53.0,54.0,52.0,52.0,54.0,53.0,52.0,54.0,52.0,51.0,54.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,51.0,52.0,54.0,53.0
1751,53.0,53.0,51.0,53.0,54.0,51.0,53.0,52.0,54.0,55.0,52.0,52.0,54.0,53.0,52.0,53.0,53.0,51.0,51.0,54.0,54.0,52.0,56.0,53.0,53.0,54.0,52.0,51.0,52.0,53.0,51.0,52.0,52.0,51.0,52.0,50.0,53.0,53.0,51.0,50.0,52.0,53.0,54.0,53.0,52.0,51.0,52.0,51.0,53.0,52.0,52.0
1752,52.0,51.0,52.0,53.0,53.0,53.0,52.0,49.0,52.0,50.0,52.0,53.0,54.0,55.0,51.0,53.0,53.0,51.0,53.0,52.0,50.0,52.0,53.0,51.0,52.0,51.0,53.0,52.0,53.0,52.0,52.0,55.0,55.0,51.0,54.0,53.0,52.0,52.0,52.0,51.0,52.0,54.0,53.0,51.0,50.0,52.0,51.0,52.0,54.0,52.0,54.0
1753,53.0,50.0,52.0,52.0,53.0,52.0,53.0,50.0,53.0,50.0,52.0,54.0,53.0,52.0,53.0,53.0,52.0,53.0,52.0,53.0,52.0,51.0,53.0,53.0,53.0,53.0,50.0,51.0,51.0,53.0,52.0,53.0,53.0,52.0,51.0,54.0,54.0,53.0,52.0,53.0,51.0,55.0,52.0,53.0,52.0,52.0,50.0,54.0,51.0,52.0,53.0
1754,53.0,53.0,55.0,51.0,54.0,55.0,52.0,54.0,55.0,54.0,55.0,54.0,51.0,52.0,51.0,52.0,51.0,53.0,51.0,53.0,53.0,53.0,54.0,53.0,53.0,53.0,55.0,50.0,54.0,52.0,52.0,53.0,53.0,52.0,53.0,52.0,53.0,53.0,51.0,50.0,55.0,54.0,53.0,53.0,52.0,51.0,52.0,54.0,53.0,50.0,52.0
1755,52.0,53.0,51.0,51.0,50.0,52.0,54.0,53.0,53.0,53.0,50.0,53.0,53.0,52.0,52.0,51.0,52.0,53.0,53.0,52.0,51.0,52.0,55.0,53.0,51.0,52.0,51.0,52.0,54.0,51.0,53.0,53.0,53.0,52.0,54.0,51.0,52.0,52.0,52.0,54.0,53.0,54.0,52.0,53.0,54.0,52.0,51.0,53.0,52.0,53.0,52.0
1756,53.0,52.0,53.0,51.0,55.0,52.0,53.0,51.0,53.0,49.0,52.0,52.0,52.0,52.0,51.0,51.0,53.0,52.0,51.0,53.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,54.0,51.0,54.0,52.0,54.0,54.0,52.0,53.0,53.0,53.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,54.0,51.0,51.0,54.0,50.0,54.0
1757,51.0,51.0,54.0,51.0,54.0,54.0,52.0,52.0,53.0,53.0,55.0,52.0,53.0,53.0,51.0,53.0,52.0,52.0,51.0,52.0,53.0,52.0,53.0,51.0,56.0,53.0,52.0,54.0,55.0,52.0,53.0,53.0,53.0,52.0,52.0,54.0,52.0,54.0,53.0,52.0,55.0,54.0,52.0,51.0,51.0,53.0,53.0,52.0,54.0,53.0,54.0
1758,52.0,53.0,52.0,52.0,52.0,52.0,54.0,53.0,54.0,55.0,57.0,53.0,53.0,51.0,51.0,52.0,52.0,53.0,53.0,52.0,53.0,51.0,53.0,54.0,53.0,53.0,52.0,54.0,50.0,49.0,53.0,52.0,52.0,52.0,51.0,52.0,54.0,51.0,50.0,53.0,53.0,52.0,52.0,50.0,52.0,50.0,53.0,52.0,54.0,53.0,52.0
1759,51.0,53.0,54.0,53.0,54.0,52.0,54.0,52.0,51.0,51.0,48.0,51.0,51.0,52.0,52.0,52.0,53.0,52.0,49.0,53.0,51.0,52.0,55.0,53.0,51.0,54.0,52.0,51.0,56.0,54.0,52.0,52.0,52.0,53.0,54.0,53.0,55.0,54.0,50.0,52.0,53.0,52.0,54.0,52.0,52.0,53.0,52.0,52.0,54.0,53.0,52.0
1760,53.0,52.0,51.0,52.0,54.0,52.0,53.0,53.0,52.0,52.0,50.0,53.0,52.0,53.0,51.0,54.0,54.0,53.0,51.0,53.0,51.0,51.0,51.0,53.0,53.0,52.0,51.0,53.0,53.0,52.0,54.0,49.0,49.0,50.0,50.0,51.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0,52.0,53.0,54.0,55.0,52.0
1761,51.0,53.0,55.0,51.0,53.0,54.0,53.0,53.0,53.0,54.0,55.0,51.0,53.0,52.0,53.0,54.0,52.0,51.0,52.0,53.0,52.0,51.0,53.0,53.0,53.0,54.0,54.0,52.0,52.0,52.0,54.0,50.0,50.0,50.0,50.0,51.0,53.0,52.0,52.0,53.0,53.0,53.0,52.0,51.0,52.0,52.0,53.0,52.0,54.0,51.0,52.0
1762,52.0,53.0,53.0,55.0,52.0,53.0,52.0,53.0,52.0,55.0,51.0,51.0,52.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,52.0,53.0,55.0,55.0,52.0,54.0,51.0,51.0,55.0,53.0,52.0,54.0,54.0,52.0,52.0,51.0,52.0,53.0,53.0,54.0,53.0,52.0,52.0,53.0,51.0,53.0,52.0,52.0,54.0,53.0,53.0
1763,53.0,52.0,50.0,53.0,53.0,50.0,53.0,50.0,55.0,50.0,50.0,51.0,53.0,51.0,51.0,52.0,51.0,51.0,52.0,52.0,51.0,53.0,50.0,51.0,53.0,53.0,53.0,53.0,51.0,51.0,51.0,50.0,50.0,51.0,52.0,52.0,53.0,53.0,52.0,53.0,52.0,52.0,53.0,51.0,51.0,54.0,51.0,52.0,52.0,54.0,53.0
1764,53.0,52.0,52.0,52.0,53.0,53.0,54.0,53.0,52.0,52.0,51.0,53.0,54.0,52.0,49.0,51.0,52.0,51.0,51.0,52.0,53.0,52.0,52.0,52.0,52.0,53.0,54.0,51.0,53.0,54.0,52.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,50.0,51.0,51.0,51.0,51.0,52.0,53.0,53.0,53.0,52.0
1765,52.0,52.0,52.0,54.0,52.0,51.0,52.0,54.0,52.0,53.0,56.0,54.0,53.0,51.0,53.0,52.0,53.0,54.0,52.0,52.0,51.0,51.0,54.0,54.0,54.0,52.0,51.0,51.0,53.0,52.0,53.0,52.0,52.0,52.0,53.0,51.0,52.0,53.0,51.0,53.0,52.0,53.0,50.0,53.0,48.0,54.0,50.0,53.0,52.0,54.0,52.0
1766,51.0,52.0,53.0,52.0,54.0,55.0,50.0,54.0,53.0,53.0,49.0,53.0,52.0,51.0,51.0,52.0,52.0,52.0,53.0,51.0,50.0,52.0,53.0,52.0,52.0,51.0,52.0,54.0,54.0,54.0,50.0,50.0,50.0,53.0,52.0,53.0,54.0,52.0,53.0,52.0,51.0,53.0,52.0,52.0,55.0,53.0,53.0,53.0,53.0,54.0,50.0
1767,51.0,54.0,53.0,51.0,51.0,52.0,54.0,50.0,52.0,53.0,50.0,53.0,53.0,53.0,53.0,51.0,53.0,52.0,52.0,50.0,50.0,52.0,46.0,53.0,52.0,52.0,51.0,51.0,53.0,51.0,53.0,53.0,53.0,52.0,51.0,52.0,52.0,51.0,54.0,52.0,51.0,52.0,50.0,50.0,53.0,52.0,55.0,53.0,52.0,53.0,53.0
1768,52.0,52.0,51.0,53.0,53.0,52.0,55.0,51.0,51.0,53.0,57.0,53.0,54.0,52.0,53.0,53.0,54.0,50.0,52.0,54.0,53.0,50.0,50.0,53.0,54.0,53.0,52.0,51.0,53.0,51.0,54.0,52.0,52.0,53.0,54.0,52.0,52.0,51.0,52.0,52.0,51.0,53.0,53.0,52.0,52.0,52.0,52.0,54.0,53.0,52.0,53.0
1769,51.0,53.0,53.0,54.0,53.0,54.0,53.0,54.0,51.0,54.0,53.0,52.0,50.0,52.0,53.0,52.0,52.0,51.0,51.0,52.0,51.0,53.0,54.0,52.0,52.0,53.0,53.0,50.0,54.0,54.0,53.0,54.0,54.0,54.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,51.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0
1770,51.0,52.0,51.0,51.0,52.0,52.0,54.0,52.0,52.0,53.0,48.0,50.0,51.0,53.0,51.0,52.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,50.0,52.0,52.0,51.0,53.0,53.0,53.0,53.0,55.0,53.0,52.0,52.0,50.0,52.0,51.0,53.0,50.0,54.0,55.0,53.0,51.0,53.0,51.0,54.0,53.0
1771,51.0,53.0,52.0,52.0,52.0,54.0,53.0,50.0,52.0,52.0,54.0,52.0,51.0,51.0,54.0,51.0,54.0,51.0,52.0,52.0,53.0,52.0,52.0,53.0,52.0,53.0,54.0,52.0,51.0,53.0,52.0,52.0,52.0,52.0,51.0,53.0,54.0,53.0,52.0,5.0,51.0,52.0,53.0,51.0,53.0,52.0,52.0,51.0,54.0,52.0,51.0
1772,51.0,53.0,53.0,52.0,53.0,50.0,52.0,53.0,51.0,53.0,53.0,52.0,53.0,55.0,55.0,52.0,51.0,52.0,52.0,51.0,54.0,50.0,53.0,54.0,53.0,53.0,51.0,50.0,54.0,53.0,52.0,54.0,54.0,53.0,53.0,51.0,54.0,53.0,53.0,-127.0,52.0,52.0,53.0,50.0,49.0,51.0,52.0,49.0,53.0,53.0,53.0
1773,52.0,52.0,51.0,52.0,53.0,47.0,51.0,51.0,53.0,53.0,52.0,53.0,52.0,51.0,52.0,55.0,55.0,51.0,51.0,51.0,52.0,50.0,56.0,53.0,53.0,54.0,51.0,52.0,52.0,52.0,51.0,54.0,54.0,54.0,52.0,52.0,52.0,52.0,50.0,-127.0,51.0,53.0,53.0,51.0,53.0,52.0,50.0,53.0,52.0,52.0,54.0
1774,53.0,50.0,53.0,53.0,54.0,52.0,52.0,50.0,53.0,54.0,47.0,52.0,53.0,51.0,53.0,54.0,52.0,51.0,52.0,52.0,53.0,52.0,51.0,53.0,53.0,53.0,53.0,53.0,55.0,53.0,50.0,52.0,52.0,50.0,53.0,54.0,53.0,51.0,52.0,-70.0,53.0,52.0,55.0,51.0,58.0,51.0,52.0,53.0,53.0,52.0,51.0
1775,53.0,51.0,51.0,55.0,52.0,54.0,52.0,51.0,53.0,53.0,51.0,51.0,54.0,54.0,53.0,53.0,53.0,50.0,52.0,51.0,53.0,52.0,52.0,54.0,52.0,55.0,51.0,50.0,54.0,50.0,52.0,53.0,53.0,53.0,54.0,52.0,55.0,54.0,53.0,18.0,53.0,51.0,53.0,53.0,53.0,51.0,53.0,52.0,55.0,51.0,52.0
1776,54.0,52.0,53.0,52.0,53.0,53.0,54.0,49.0,51.0,51.0,56.0,54.0,51.0,52.0,54.0,53.0,53.0,50.0,51.0,53.0,50.0,52.0,57.0,52.0,54.0,53.0,53.0,51.0,52.0,52.0,52.0,52.0,52.0,54.0,54.0,52.0,51.0,55.0,52.0,33.0,51.0,53.0,53.0,51.0,49.0,51.0,53.0,53.0,53.0,54.0,52.0
1777,52.0,51.0,54.0,55.0,52.0,52.0,53.0,51.0,54.0,55.0,52.0,52.0,53.0,52.0,54.0,52.0,52.0,52.0,51.0,51.0,52.0,54.0,53.0,52.0,54.0,51.0,52.0,56.0,52.0,53.0,52.0,50.0,50.0,52.0,52.0,53.0,52.0,51.0,52.0,40.0,52.0,53.0,51.0,52.0,54.0,50.0,52.0,53.0,52.0,55.0,54.0
1778,53.0,51.0,51.0,53.0,54.0,53.0,52.0,50.0,56.0,51.0,49.0,53.0,51.0,52.0,52.0,53.0,53.0,52.0,51.0,54.0,53.0,53.0,50.0,53.0,53.0,51.0,51.0,53.0,54.0,52.0,52.0,52.0,52.0,52.0,51.0,51.0,53.0,51.0,52.0,48.0,52.0,53.0,53.0,53.0,53.0,52.0,51.0,52.0,52.0,51.0,52.0
1779,51.0,52.0,54.0,51.0,53.0,52.0,52.0,50.0,52.0,51.0,56.0,54.0,53.0,52.0,50.0,53.0,51.0,49.0,53.0,52.0,50.0,50.0,55.0,53.0,52.0,52.0,52.0,49.0,53.0,52.0,50.0,52.0,52.0,52.0,53.0,53.0,54.0,53.0,51.0,42.0,52.0,53.0,53.0,54.0,48.0,52.0,53.0,52.0,53.0,53.0,52.0
1780,54.0,52.0,52.0,51.0,53.0,52.0,53.0,54.0,54.0,53.0,53.0,52.0,54.0,53.0,51.0,53.0,51.0,54.0,52.0,52.0,52.0,53.0,55.0,54.0,54.0,53.0,50.0,55.0,52.0,52.0,51.0,52.0,52.0,53.0,52.0,52.0,53.0,51.0,50.0,28.0,52.0,53.0,52.0,52.0,51.0,53.0,53.0,53.0,53.0,55.0,52.0
1781,51.0,51.0,53.0,50.0,54.0,51.0,51.0,52.0,54.0,51.0,48.0,53.0,50.0,51.0,53.0,55.0,54.0,52.0,51.0,50.0,55.0,51.0,51.0,52.0,53.0,53.0,53.0,57.0,51.0,52.0,52.0,54.0,54.0,53.0,49.0,51.0,53.0,53.0,52.0,37.0,53.0,53.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,53.0
1782,51.0,53.0,52.0,52.0,50.0,52.0,51.0,52.0,53.0,53.0,53.0,53.0,52.0,54.0,53.0,51.0,53.0,52.0,51.0,53.0,54.0,52.0,48.0,54.0,53.0,53.0,52.0,50.0,54.0,52.0,54.0,55.0,55.0,51.0,54.0,54.0,54.0,52.0,53.0,47.0,52.0,54.0,51.0,51.0,51.0,51.0,52.0,53.0,53.0,54.0,53.0
1783,53.0,51.0,52.0,53.0,50.0,52.0,52.0,52.0,52.0,53.0,55.0,51.0,52.0,52.0,53.0,53.0,53.0,51.0,53.0,53.0,53.0,54.0,55.0,52.0,54.0,53.0,52.0,50.0,54.0,52.0,53.0,51.0,51.0,54.0,53.0,53.0,53.0,52.0,53.0,44.0,51.0,54.0,54.0,52.0,48.0,52.0,54.0,50.0,52.0,53.0,51.0
1784,52.0,51.0,52.0,53.0,52.0,53.0,51.0,52.0,50.0,53.0,52.0,54.0,51.0,51.0,54.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,54.0,49.0,51.0,51.0,52.0,55.0,52.0,54.0,52.0,52.0,52.0,56.0,54.0,52.0,52.0,53.0,54.0,50.0,52.0,52.0,53.0,52.0,52.0,51.0,52.0,51.0,52.0,53.0,52.0
1785,53.0,52.0,52.0,53.0,53.0,52.0,53.0,51.0,52.0,53.0,49.0,53.0,53.0,51.0,53.0,52.0,52.0,53.0,51.0,53.0,53.0,52.0,49.0,50.0,53.0,55.0,51.0,55.0,53.0,50.0,53.0,53.0,53.0,52.0,54.0,53.0,53.0,52.0,50.0,53.0,53.0,52.0,51.0,52.0,53.0,50.0,52.0,52.0,53.0,53.0,54.0
1786,52.0,53.0,54.0,53.0,52.0,54.0,51.0,53.0,51.0,51.0,52.0,52.0,53.0,51.0,53.0,53.0,54.0,51.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,54.0,51.0,50.0,51.0,51.0,53.0,55.0,55.0,54.0,51.0,55.0,53.0,54.0,51.0,53.0,52.0,54.0,53.0,51.0,51.0,54.0,52.0,52.0,54.0,52.0,51.0
1787,52.0,52.0,53.0,53.0,52.0,51.0,52.0,52.0,50.0,53.0,53.0,54.0,55.0,52.0,55.0,52.0,51.0,51.0,50.0,53.0,53.0,52.0,56.0,53.0,53.0,52.0,51.0,52.0,51.0,52.0,52.0,55.0,55.0,52.0,53.0,52.0,52.0,54.0,53.0,50.0,50.0,54.0,50.0,52.0,49.0,53.0,53.0,51.0,54.0,52.0,51.0
1788,52.0,50.0,52.0,51.0,53.0,53.0,53.0,52.0,51.0,52.0,51.0,55.0,53.0,51.0,52.0,53.0,53.0,51.0,51.0,52.0,53.0,51.0,54.0,51.0,53.0,54.0,52.0,55.0,52.0,52.0,53.0,53.0,53.0,50.0,53.0,52.0,51.0,52.0,51.0,50.0,53.0,51.0,53.0,51.0,53.0,54.0,48.0,53.0,52.0,52.0,53.0
1789,52.0,54.0,53.0,51.0,50.0,53.0,52.0,52.0,53.0,52.0,50.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0,50.0,54.0,52.0,52.0,50.0,51.0,51.0,52.0,51.0,49.0,54.0,53.0,54.0,52.0,52.0,53.0,54.0,52.0,51.0,53.0,54.0,51.0,55.0,55.0,53.0,53.0,55.0,52.0,52.0,52.0,53.0,54.0,53.0
1790,54.0,50.0,54.0,54.0,53.0,53.0,52.0,51.0,52.0,54.0,56.0,51.0,53.0,54.0,53.0,54.0,52.0,51.0,50.0,54.0,51.0,54.0,54.0,52.0,53.0,51.0,53.0,50.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,53.0,52.0,52.0,52.0,53.0,55.0,53.0,53.0,50.0,52.0,58.0,52.0,55.0,52.0,55.0
1791,52.0,52.0,53.0,52.0,52.0,50.0,52.0,52.0,52.0,53.0,54.0,51.0,52.0,52.0,53.0,55.0,53.0,52.0,51.0,53.0,52.0,52.0,53.0,53.0,52.0,53.0,55.0,54.0,53.0,53.0,54.0,53.0,53.0,50.0,54.0,54.0,49.0,54.0,52.0,54.0,53.0,52.0,53.0,51.0,50.0,54.0,52.0,54.0,52.0,52.0,52.0
1792,54.0,51.0,53.0,52.0,52.0,53.0,53.0,52.0,53.0,53.0,51.0,54.0,51.0,52.0,53.0,52.0,52.0,52.0,53.0,50.0,50.0,52.0,49.0,53.0,52.0,54.0,52.0,56.0,54.0,53.0,53.0,53.0,53.0,52.0,56.0,52.0,52.0,51.0,52.0,50.0,52.0,53.0,52.0,52.0,54.0,54.0,48.0,52.0,52.0,53.0,53.0
1793,55.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0,52.0,52.0,51.0,53.0,51.0,51.0,53.0,53.0,55.0,51.0,51.0,54.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,50.0,54.0,51.0,51.0,54.0,54.0,51.0,52.0,53.0,53.0,52.0,51.0,49.0,53.0,53.0,53.0,52.0,51.0,53.0,55.0,53.0,54.0,53.0,55.0
1794,53.0,53.0,55.0,50.0,52.0,51.0,53.0,53.0,53.0,55.0,54.0,54.0,51.0,53.0,54.0,53.0,54.0,53.0,49.0,53.0,53.0,51.0,55.0,51.0,52.0,53.0,51.0,49.0,53.0,52.0,52.0,53.0,53.0,52.0,53.0,53.0,50.0,53.0,53.0,55.0,52.0,54.0,53.0,52.0,49.0,53.0,58.0,54.0,53.0,54.0,53.0
1795,54.0,52.0,53.0,54.0,53.0,51.0,53.0,52.0,54.0,53.0,53.0,54.0,50.0,51.0,53.0,52.0,54.0,52.0,52.0,52.0,53.0,52.0,52.0,54.0,53.0,54.0,53.0,54.0,52.0,52.0,52.0,55.0,55.0,52.0,53.0,54.0,52.0,51.0,52.0,56.0,53.0,52.0,53.0,51.0,51.0,54.0,49.0,53.0,54.0,54.0,52.0
1796,52.0,51.0,53.0,50.0,53.0,54.0,52.0,53.0,54.0,52.0,52.0,53.0,51.0,53.0,51.0,51.0,53.0,52.0,54.0,51.0,52.0,50.0,50.0,52.0,53.0,54.0,53.0,51.0,53.0,55.0,52.0,53.0,53.0,51.0,52.0,53.0,54.0,53.0,53.0,50.0,54.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0
1797,52.0,52.0,54.0,52.0,51.0,53.0,54.0,51.0,52.0,52.0,50.0,52.0,52.0,55.0,53.0,52.0,55.0,54.0,50.0,52.0,52.0,50.0,52.0,51.0,54.0,53.0,52.0,49.0,54.0,53.0,53.0,54.0,54.0,52.0,53.0,51.0,54.0,53.0,55.0,48.0,55.0,53.0,52.0,53.0,51.0,50.0,55.0,52.0,52.0,52.0,53.0
1798,54.0,50.0,55.0,51.0,53.0,54.0,53.0,51.0,53.0,53.0,56.0,50.0,52.0,50.0,54.0,52.0,52.0,51.0,51.0,54.0,52.0,53.0,54.0,52.0,52.0,55.0,53.0,52.0,53.0,53.0,51.0,53.0,53.0,52.0,51.0,54.0,55.0,54.0,53.0,57.0,53.0,53.0,53.0,51.0,52.0,50.0,52.0,52.0,52.0,51.0,53.0
1799,51.0,52.0,53.0,51.0,51.0,53.0,52.0,54.0,53.0,54.0,53.0,52.0,53.0,54.0,54.0,53.0,51.0,53.0,57.0,51.0,53.0,51.0,53.0,53.0,52.0,54.0,52.0,54.0,53.0,52.0,53.0,54.0,54.0,53.0,52.0,53.0,53.0,52.0,53.0,54.0,54.0,52.0,52.0,54.0,54.0,53.0,51.0,54.0,54.0,50.0,53.0
1800,52.0,51.0,52.0,51.0,51.0,53.0,53.0,50.0,52.0,53.0,54.0,51.0,53.0,51.0,52.0,50.0,53.0,52.0,54.0,52.0,54.0,51.0,48.0,51.0,53.0,53.0,53.0,51.0,51.0,50.0,54.0,53.0,53.0,53.0,55.0,52.0,55.0,52.0,52.0,48.0,52.0,55.0,52.0,54.0,52.0,54.0,54.0,52.0,53.0,51.0,53.0
1801,53.0,52.0,54.0,51.0,52.0,53.0,51.0,52.0,53.0,51.0,54.0,51.0,52.0,53.0,52.0,51.0,52.0,51.0,51.0,54.0,52.0,53.0,53.0,52.0,52.0,54.0,52.0,50.0,52.0,52.0,53.0,53.0,53.0,50.0,54.0,51.0,54.0,53.0,51.0,53.0,52.0,52.0,52.0,54.0,52.0,52.0,57.0,51.0,53.0,53.0,53.0
1802,54.0,51.0,54.0,51.0,53.0,52.0,53.0,54.0,52.0,51.0,53.0,53.0,53.0,52.0,53.0,53.0,51.0,53.0,54.0,53.0,51.0,52.0,53.0,52.0,52.0,52.0,51.0,55.0,52.0,52.0,52.0,54.0,54.0,52.0,54.0,51.0,52.0,52.0,52.0,54.0,54.0,52.0,51.0,53.0,50.0,51.0,50.0,54.0,53.0,54.0,53.0
1803,53.0,53.0,53.0,50.0,52.0,52.0,52.0,52.0,54.0,53.0,53.0,54.0,54.0,50.0,51.0,53.0,53.0,52.0,56.0,52.0,52.0,52.0,54.0,53.0,53.0,52.0,54.0,52.0,52.0,51.0,50.0,54.0,54.0,53.0,52.0,53.0,52.0,55.0,55.0,54.0,54.0,52.0,53.0,52.0,54.0,53.0,49.0,54.0,54.0,52.0,52.0
1804,52.0,54.0,52.0,53.0,50.0,54.0,52.0,52.0,53.0,53.0,52.0,52.0,52.0,53.0,53.0,52.0,51.0,51.0,52.0,53.0,52.0,52.0,53.0,52.0,54.0,54.0,52.0,49.0,53.0,52.0,51.0,54.0,54.0,51.0,52.0,53.0,53.0,51.0,52.0,51.0,52.0,53.0,53.0,53.0,52.0,52.0,55.0,52.0,54.0,54.0,53.0
1805,54.0,51.0,53.0,53.0,54.0,54.0,53.0,49.0,51.0,52.0,53.0,52.0,53.0,53.0,52.0,52.0,53.0,52.0,49.0,51.0,53.0,53.0,54.0,54.0,52.0,53.0,52.0,53.0,53.0,52.0,53.0,51.0,51.0,53.0,52.0,56.0,52.0,51.0,50.0,50.0,53.0,55.0,51.0,54.0,48.0,53.0,52.0,51.0,55.0,53.0,53.0
1806,50.0,51.0,53.0,52.0,54.0,53.0,51.0,50.0,51.0,55.0,52.0,53.0,52.0,51.0,53.0,52.0,51.0,51.0,52.0,51.0,52.0,54.0,54.0,51.0,53.0,51.0,52.0,52.0,52.0,52.0,51.0,52.0,52.0,53.0,53.0,52.0,53.0,53.0,51.0,52.0,52.0,52.0,50.0,52.0,54.0,53.0,49.0,53.0,53.0,50.0,52.0
1807,51.0,54.0,53.0,52.0,54.0,53.0,55.0,52.0,53.0,53.0,52.0,53.0,52.0,53.0,54.0,54.0,52.0,53.0,55.0,52.0,52.0,54.0,51.0,52.0,51.0,53.0,51.0,53.0,52.0,53.0,52.0,53.0,53.0,54.0,51.0,52.0,53.0,51.0,52.0,50.0,54.0,54.0,53.0,53.0,52.0,51.0,51.0,52.0,53.0,53.0,52.0
1808,54.0,54.0,52.0,53.0,50.0,53.0,52.0,52.0,51.0,50.0,52.0,50.0,51.0,53.0,51.0,53.0,53.0,50.0,49.0,53.0,52.0,50.0,52.0,52.0,53.0,54.0,54.0,52.0,52.0,53.0,52.0,53.0,53.0,55.0,53.0,52.0,53.0,52.0,54.0,52.0,54.0,52.0,55.0,52.0,47.0,52.0,54.0,52.0,51.0,54.0,53.0
