,peak_X0,peak_Y0
event_0,104.0,49.60000000000001
event_1,104.0,48.0
event_2,104.0,68.0
event_3,105.0,101.6
event_4,103.0,22.4
event_5,104.0,53.6
event_6,104.0,39.2
event_7,104.0,92.8
event_8,104.0,95.2
event_10,104.0,52.8
event_11,104.0,106.4
event_12,105.0,108.0
event_13,105.0,104.0
event_14,104.0,71.2
event_15,104.0,27.200000000000003
event_16,104.0,83.20000000000002
event_17,104.0,78.39999999999999
event_20,105.0,95.2
event_21,104.0,44.00000000000001
event_23,104.0,141.6
event_24,105.0,81.60000000000001
event_25,105.0,141.6
event_26,104.0,71.2
event_27,103.0,19.200000000000003
event_28,104.0,141.6
event_29,104.0,96.0
event_30,104.0,95.2
event_31,104.0,31.200000000000003
event_32,104.0,31.200000000000003
event_33,104.0,77.60000000000001
event_34,104.0,79.2
event_35,105.0,141.6
event_36,104.0,37.6
event_37,104.0,60.8
event_38,104.0,68.0
event_39,104.0,55.2
event_40,104.0,106.4
event_41,104.0,71.2
event_42,104.0,67.2
event_43,104.0,77.60000000000001
event_44,104.0,20.0
event_45,103.0,21.6
event_48,103.0,21.6
event_49,104.0,46.400000000000006
event_51,104.0,68.8
event_52,105.0,81.60000000000001
event_53,104.0,80.80000000000001
event_54,104.0,83.20000000000002
event_55,104.0,84.8
event_56,104.0,56.0
event_58,104.0,44.00000000000001
event_59,104.0,57.60000000000001
event_61,104.0,126.4
event_62,104.0,23.200000000000003
event_63,104.0,39.2
event_65,105.0,111.2
event_66,103.0,27.200000000000003
event_67,104.0,141.6
event_68,104.0,132.0
event_69,104.0,64.0
event_70,104.0,67.2
event_72,104.0,100.0
event_73,103.0,17.6
event_74,103.0,32.0
event_75,104.0,107.2
event_76,105.0,97.6
event_77,104.0,141.6
event_78,104.0,60.00000000000001
event_80,104.0,49.60000000000001
event_81,104.0,40.8
event_82,105.0,100.0
event_83,104.0,71.2
event_84,104.0,67.2
event_85,104.0,141.6
event_87,103.0,41.60000000000001
event_88,105.0,116.8
event_89,104.0,98.4
event_90,104.0,69.60000000000001
event_91,104.0,46.400000000000006
event_92,104.0,45.6
event_93,104.0,108.8
event_94,104.0,60.00000000000001
event_95,104.0,51.2
event_96,104.0,54.400000000000006
event_97,104.0,80.0
event_98,105.0,138.4
event_99,104.0,80.0
