,0
event_0,-196.4497469326481
event_1,-357.5164135993148
event_2,-184.04974693264813
event_3,-266.71641359931476
event_4,-312.4497469326481
event_5,-222.44974693264808
event_6,-293.3830802659814
event_7,-143.38308026598145
event_8,-256.3164135993148
event_9,-201.51641359931483
event_10,-199.78308026598143
event_11,-277.1164135993148
event_12,-248.84974693264815
event_13,-252.0497469326481
event_14,-280.18308026598146
event_15,-153.64974693264816
event_16,-230.4497469326481
event_17,-206.5830802659815
event_18,-305.5164135993148
event_19,-199.64974693264816
event_20,-279.11641359931474
event_21,-332.44974693264817
event_22,-263.5164135993148
event_23,-264.4497469326481
event_24,-170.84974693264815
event_25,-302.3164135993148
event_26,-260.0497469326482
event_27,-264.98308026598147
event_28,-404.5830802659814
event_29,-143.24974693264812
event_30,-303.6497469326481
event_31,-259.5164135993148
event_32,-328.8497469326481
event_33,-314.04974693264813
event_34,-277.7830802659815
event_35,-252.1830802659815
event_36,-153.24974693264815
event_37,-297.1164135993148
event_38,-276.5830802659815
event_39,-310.4497469326481
event_40,-266.8497469326481
event_41,-261.3830802659815
event_42,-298.5830802659814
event_43,-245.38308026598145
event_44,-153.64974693264818
event_45,-146.9830802659815
event_46,-249.11641359931474
event_47,-335.38308026598145
event_48,-184.98308026598147
event_49,-246.58308026598147
event_50,-255.78308026598143
event_51,-403.249746932648
event_52,-156.71641359931482
event_53,-161.11641359931485
event_54,-274.58308026598144
event_55,-261.9164135993148
event_56,-253.2497469326481
event_57,-199.9164135993148
event_58,-228.84974693264812
event_59,-145.1164135993148
event_60,-257.5164135993148
event_61,-269.7830802659814
event_62,-375.9164135993148
event_63,-331.3830802659815
event_64,-338.1830802659814
event_65,-180.31641359931479
event_66,-288.0497469326482
event_67,-200.98308026598144
event_68,-238.31641359931479
event_69,-215.1164135993148
event_70,-190.3164135993148
event_71,-255.24974693264815
event_72,-288.04974693264813
event_73,-213.51641359931477
event_74,-164.3164135993148
event_75,-286.98308026598147
event_76,-182.84974693264815
event_77,-232.31641359931479
event_78,-178.31641359931479
event_79,-187.24974693264815
event_80,-313.5164135993148
event_81,-289.7830802659815
event_82,-369.1164135993148
event_83,-213.7830802659815
event_84,-278.31641359931484
event_85,-142.18308026598146
event_86,-185.24974693264815
event_87,-215.38308026598148
event_88,-210.98308026598144
event_89,-180.04974693264816
event_90,-195.51641359931483
event_91,-221.1164135993148
event_92,-292.44974693264817
event_93,-307.78308026598137
event_94,-223.91641359931475
event_95,-236.1830802659814
event_96,-262.3164135993148
event_97,-290.58308026598144
event_98,-230.84974693264812
event_99,-193.24974693264815
event_100,-313.38308026598145
event_101,-274.1830802659815
event_102,-308.04974693264813
event_103,-211.24974693264812
event_104,-297.249746932648
event_105,-369.9164135993147
event_106,-142.04974693264813
event_107,-279.7830802659814
event_108,-242.31641359931479
event_109,-288.0497469326481
event_110,-223.64974693264813
event_111,-156.31641359931479
event_112,-309.38308026598133
event_113,-167.24974693264818
event_114,-318.3164135993148
