,0
event_0,-190.7164135993148
event_1,-340.44974693264805
event_2,-186.18308026598143
event_3,-247.6497469326481
event_4,-144.84974693264815
event_5,-398.5830802659815
event_6,-471.78308026598137
event_7,-217.51641359931486
event_8,-203.91641359931484
event_9,-282.44974693264805
event_10,-148.84974693264815
event_11,-234.31641359931479
event_12,-224.58308026598147
event_13,-202.0497469326481
event_14,-179.51641359931483
event_15,-299.1164135993148
event_16,-310.44974693264805
event_17,-268.5830802659815
event_18,-286.18308026598146
event_19,-123.64974693264813
event_20,-180.84974693264817
event_21,-287.5164135993148
event_22,-312.3164135993148
event_23,-294.84974693264803
event_24,-265.38308026598145
event_25,-338.3164135993147
event_26,-170.18308026598143
event_27,-258.9830802659814
event_28,-370.58308026598144
event_29,-289.6497469326481
event_30,-322.7164135993148
event_31,-154.5830802659815
event_32,-176.8497469326481
event_33,-307.78308026598137
event_34,-277.64974693264816
event_35,-163.3830802659815
event_36,-264.58308026598144
event_37,-346.58308026598144
event_38,-288.8497469326481
event_39,-264.9830802659814
event_40,-307.7830802659814
event_41,-264.44974693264805
event_42,-348.7164135993147
event_43,-341.7830802659814
event_44,-397.9164135993147
event_45,-346.0497469326481
event_46,-211.24974693264815
event_47,-208.58308026598147
event_48,-234.04974693264813
event_49,-254.18308026598143
event_50,-215.24974693264812
event_51,-247.24974693264812
event_52,-218.84974693264817
event_53,-407.6497469326481
event_54,-281.5164135993148
event_55,-289.64974693264816
event_56,-301.2497469326481
event_57,-303.64974693264816
event_58,-253.51641359931477
event_59,-197.38308026598145
event_60,-310.71641359931476
event_61,-294.58308026598144
event_62,-161.9164135993148
event_63,-273.3830802659815
event_64,-379.9164135993148
event_65,-144.31641359931484
event_66,-348.4497469326482
event_67,-238.84974693264812
event_68,-182.84974693264817
event_69,-266.18308026598146
event_70,-242.18308026598146
event_71,-277.38308026598145
event_72,-202.98308026598147
event_73,-226.18308026598146
event_74,-184.18308026598146
event_75,-158.18308026598146
event_76,-241.91641359931478
event_77,-208.04974693264813
event_78,-158.44974693264814
event_79,-279.11641359931474
event_80,-282.5830802659814
event_81,-249.24974693264812
event_82,-158.04974693264813
event_83,-296.44974693264817
event_84,-260.44974693264817
event_85,-230.44974693264817
event_86,-220.31641359931484
event_87,-260.98308026598147
event_88,-139.11641359931482
event_89,-281.1164135993148
event_90,-343.3830802659814
event_91,-267.9164135993148
event_92,-205.11641359931477
event_93,-184.4497469326481
event_94,-307.78308026598137
event_95,-264.84974693264815
event_96,-239.78308026598145
event_97,-251.51641359931477
event_98,-232.44974693264814
event_99,-178.84974693264815
event_100,-248.71641359931476
event_101,-243.38308026598142
event_102,-345.7830802659814
event_103,-369.3830802659814
event_104,-288.44974693264805
event_105,-226.98308026598144
event_106,-292.5830802659814
event_107,-146.9830802659815
event_108,-429.64974693264816
event_109,-216.71641359931482
event_110,-184.71641359931476
event_111,-331.2497469326481
event_112,-232.04974693264808
event_113,-279.2497469326481
event_114,-331.64974693264816
event_115,-142.84974693264815
event_116,-210.7164135993148
event_117,-305.7830802659814
event_118,-290.0497469326481
event_119,-187.6497469326481
event_120,-319.6497469326481
event_121,-156.98308026598144
event_122,-232.7164135993148
event_123,-203.5164135993148
event_124,-255.11641359931482
event_125,-232.04974693264816
event_126,-351.1164135993147
event_127,-318.58308026598144
event_128,-199.78308026598145
event_129,-350.8497469326481
event_130,-376.9830802659814
event_131,-203.91641359931484
event_132,-248.5830802659815
event_133,-294.7164135993147
event_134,-238.98308026598144
event_135,-247.91641359931478
event_136,-288.58308026598144
event_137,-166.71641359931482
event_138,-253.11641359931477
event_139,-324.3164135993147
event_140,-347.2497469326481
event_141,-186.98308026598147
event_142,-184.31641359931479
event_143,-156.1830802659815
event_144,-186.7164135993148
event_145,-316.84974693264803
event_146,-247.1164135993148
event_147,-179.78308026598143
event_148,-252.04974693264813
event_149,-331.24974693264807
event_150,-297.5164135993148
event_151,-350.44974693264805
event_152,-336.04974693264813
event_153,-170.7164135993148
event_154,-243.24974693264812
event_155,-174.58308026598147
event_156,-239.24974693264812
event_157,-285.24974693264807
event_158,-323.7830802659814
event_159,-218.9830802659815
event_160,-232.98308026598147
event_161,-226.7164135993148
event_162,-386.71641359931476
event_163,-292.84974693264815
event_164,-325.24974693264807
event_165,-277.2497469326481
event_166,-291.78308026598154
event_167,-245.78308026598143
event_168,-181.64974693264813
event_169,-228.71641359931476
event_170,-263.51641359931483
event_171,-287.91641359931486
event_172,-167.1164135993148
event_173,-248.44974693264808
event_174,-277.38308026598145
event_175,-146.5830802659815
event_176,-138.58308026598147
event_177,-187.78308026598145
event_178,-157.78308026598148
event_179,-289.91641359931486
event_180,-197.24974693264812
event_181,-327.6497469326481
event_182,-324.1830802659814
event_183,-164.84974693264817
event_184,-220.9830802659815
event_185,-158.04974693264813
