,peak_X0,peak_Y0
event_0,105.0,65.99999999999999
event_1,104.0,38.4
event_2,103.0,27.599999999999994
event_3,105.0,57.6
event_4,104.0,30.0
event_5,104.0,43.2
event_6,104.0,41.99999999999999
event_7,105.0,73.19999999999999
event_8,104.0,34.8
event_9,105.0,45.6
event_10,104.0,50.39999999999999
event_11,104.0,40.8
event_12,105.0,47.99999999999999
event_13,103.0,26.399999999999995
event_14,105.0,109.2
event_15,105.0,52.79999999999999
event_16,105.0,57.6
event_17,103.0,24.0
event_18,104.0,33.6
event_19,104.0,51.6
event_20,104.0,70.79999999999998
event_21,104.0,44.39999999999999
event_22,105.0,45.6
event_23,104.0,68.39999999999999
event_24,104.0,25.2
event_25,105.0,56.39999999999999
event_26,104.0,50.39999999999999
event_27,104.0,39.6
event_28,104.0,72.0
event_29,104.0,57.6
event_30,104.0,69.6
event_31,104.0,50.39999999999999
event_32,104.0,34.8
event_33,104.0,45.6
event_34,102.0,19.2
event_35,105.0,72.0
event_36,105.0,68.39999999999999
event_37,105.0,103.2
event_38,104.0,92.4
event_39,105.0,80.4
event_40,104.0,34.8
event_41,105.0,92.4
event_42,104.0,60.0
event_43,104.0,36.0
event_44,105.0,88.79999999999998
event_45,104.0,103.2
event_46,104.0,38.4
event_47,104.0,98.4
event_48,104.0,40.8
event_49,104.0,46.8
event_50,105.0,88.79999999999998
event_51,102.0,21.6
event_52,105.0,57.6
event_53,105.0,118.79999999999998
event_54,105.0,65.99999999999999
event_55,105.0,57.6
event_56,103.0,24.0
event_57,104.0,38.4
event_58,103.0,33.6
event_59,105.0,120.0
event_60,105.0,76.8
event_61,104.0,28.8
event_62,105.0,44.39999999999999
event_63,105.0,49.2
event_64,105.0,73.19999999999999
event_65,105.0,50.39999999999999
event_66,104.0,40.8
event_67,105.0,74.39999999999999
event_68,105.0,70.79999999999998
event_69,104.0,36.0
event_70,104.0,51.6
event_71,104.0,49.2
event_72,105.0,44.39999999999999
event_73,104.0,55.19999999999999
event_74,105.0,62.4
event_75,105.0,41.99999999999999
event_76,104.0,44.39999999999999
event_77,104.0,55.19999999999999
event_78,105.0,65.99999999999999
event_79,105.0,57.6
event_80,103.0,34.8
event_81,103.0,22.8
event_82,103.0,21.6
event_83,105.0,96.0
event_84,105.0,105.59999999999998
event_85,105.0,76.8
event_86,104.0,33.6
event_87,105.0,47.99999999999999
event_88,103.0,39.6
event_89,105.0,104.4
event_90,105.0,86.39999999999999
event_91,105.0,62.4
event_92,103.0,26.399999999999995
event_93,105.0,86.39999999999999
event_94,103.0,36.0
event_95,104.0,47.99999999999999
event_96,104.0,44.39999999999999
event_97,104.0,36.0
event_98,105.0,73.19999999999999
event_99,104.0,34.8
event_100,105.0,131.99999999999997
event_101,105.0,147.6
event_102,104.0,74.39999999999999
event_103,105.0,56.39999999999999
event_104,105.0,69.6
event_105,104.0,67.2
event_106,103.0,36.0
event_107,105.0,45.6
event_108,105.0,60.0
event_109,104.0,33.6
event_110,104.0,28.8
event_111,105.0,69.6
event_112,104.0,34.8
event_113,105.0,72.0
event_114,105.0,65.99999999999999
event_115,102.0,22.8
event_116,103.0,26.399999999999995
event_117,104.0,34.8
event_118,104.0,70.79999999999998
event_119,103.0,25.2
event_120,103.0,21.6
event_121,105.0,78.0
event_122,105.0,74.39999999999999
event_123,104.0,57.6
event_124,105.0,47.99999999999999
event_125,104.0,61.2
event_126,103.0,28.8
event_127,104.0,50.39999999999999
event_128,105.0,49.2
event_129,105.0,46.8
event_130,105.0,82.8
event_131,105.0,51.6
event_132,105.0,117.6
event_133,105.0,114.0
event_134,104.0,22.8
event_135,104.0,47.99999999999999
event_136,101.0,24.0
event_137,104.0,63.59999999999999
event_138,104.0,45.6
event_139,104.0,53.99999999999999
event_140,105.0,51.6
event_141,104.0,56.39999999999999
event_142,105.0,52.79999999999999
event_143,105.0,61.2
event_144,105.0,114.0
event_145,104.0,36.0
event_146,104.0,49.2
event_147,104.0,37.2
event_148,104.0,58.8
event_149,103.0,24.0
event_150,105.0,98.4
event_151,104.0,49.2
event_152,105.0,67.2
event_153,105.0,99.6
event_154,105.0,69.6
event_155,103.0,22.8
event_156,105.0,92.4
event_157,104.0,72.0
event_158,105.0,58.8
event_159,104.0,41.99999999999999
event_160,105.0,78.0
event_161,104.0,44.39999999999999
event_162,105.0,67.2
event_163,104.0,43.2
event_164,104.0,45.6
event_165,105.0,41.99999999999999
event_166,104.0,72.0
event_167,104.0,37.2
event_168,103.0,32.4
event_169,105.0,72.0
event_170,104.0,40.8
event_171,102.0,21.6
event_172,104.0,43.2
event_173,103.0,25.2
event_174,104.0,44.39999999999999
event_175,104.0,41.99999999999999
event_176,103.0,24.0
event_177,103.0,25.2
event_178,104.0,56.39999999999999
event_179,104.0,44.39999999999999
event_180,104.0,24.0
event_181,104.0,60.0
event_182,105.0,79.19999999999999
event_183,104.0,64.8
event_184,104.0,30.0
event_185,104.0,47.99999999999999
event_186,105.0,55.19999999999999
event_187,104.0,36.0
event_188,103.0,24.0
event_189,104.0,67.2
event_190,104.0,60.0
event_191,105.0,67.2
event_192,104.0,60.0
event_193,104.0,63.59999999999999
event_194,103.0,37.2
event_195,104.0,52.79999999999999
