,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99,event_100
10,-52.79999999999999,-57.6,-43.2,-31.2,-79.19999999999999,-62.4,-94.8,-28.8,-55.19999999999999,-52.79999999999999,-61.2,-96.0,-96.0,-80.4,-73.19999999999999,-26.399999999999995,-116.4,-103.2,-98.4,-105.59999999999998,-45.6,-116.4,-43.2,-88.79999999999998,-79.19999999999999,-50.39999999999999,-37.2,-90.0,-147.6,-27.599999999999994,-114.0,-146.39999999999998,-57.6,-86.39999999999999,-135.6,-79.19999999999999,-104.4,-106.8,-109.2,-58.8,-56.39999999999999,-92.4,-96.0,-97.2,-27.599999999999994,-72.0,-120.0,-96.0,-60.0,-64.8,-78.0,-38.4,-126.0,-80.4,-109.2,-53.99999999999999,-110.39999999999998,-41.99999999999999,-80.4,-99.6,-41.99999999999999,-122.4,-166.79999999999998,-75.59999999999998,-154.79999999999998,-70.79999999999998,-111.6,-73.19999999999999,-123.6,-118.79999999999998,-123.6,-44.39999999999999,-106.8,-67.2,-47.99999999999999,-83.99999999999999,-91.2,-65.99999999999999,-63.59999999999999,-50.39999999999999,-55.19999999999999,-32.4,-98.4,-41.99999999999999,-68.39999999999999,-133.2,-31.2,-108.0,-167.99999999999997,-72.0,-93.6,-105.59999999999998,-83.99999999999999,-64.8,-32.4,-127.19999999999996,-87.6,-37.2,-53.99999999999999,-60.0,-127.19999999999996
11,-34.8,-28.8,-43.2,-22.8,-58.8,-33.6,-45.6,-16.8,-51.6,-25.2,-43.2,-55.19999999999999,-86.39999999999999,-65.99999999999999,-45.6,-15.6,-80.4,-81.6,-91.2,-104.4,-33.6,-68.39999999999999,-40.8,-51.6,-51.6,-27.599999999999994,-26.399999999999995,-72.0,-82.8,-26.399999999999995,-97.2,-108.0,-52.79999999999999,-82.8,-117.6,-75.59999999999998,-64.8,-78.0,-94.8,-36.0,-44.39999999999999,-46.8,-68.39999999999999,-85.2,-24.0,-57.6,-98.4,-56.39999999999999,-55.19999999999999,-41.99999999999999,-41.99999999999999,-24.0,-111.6,-46.8,-62.4,-49.2,-64.8,-25.2,-61.2,-74.39999999999999,-21.6,-65.99999999999999,-97.2,-73.19999999999999,-102.0,-38.4,-111.6,-55.19999999999999,-65.99999999999999,-53.99999999999999,-102.0,-30.0,-68.39999999999999,-37.2,-45.6,-39.6,-85.2,-65.99999999999999,-38.4,-28.8,-33.6,-26.399999999999995,-93.6,-24.0,-41.99999999999999,-76.8,-22.8,-70.79999999999998,-122.4,-60.0,-78.0,-90.0,-64.8,-32.4,-19.2,-99.6,-82.8,-33.6,-30.0,-28.8,-104.4
12,-16.8,-13.199999999999998,-15.6,-11.999999999999998,-21.6,-14.4,-13.199999999999998,-4.8,-28.8,-8.4,-19.2,-22.8,-36.0,-27.599999999999994,-16.8,-7.2,-30.0,-32.4,-41.99999999999999,-52.79999999999999,-19.2,-30.0,-16.8,-24.0,-18.0,-7.2,-11.999999999999998,-33.6,-33.6,-11.999999999999998,-46.8,-39.6,-26.399999999999995,-41.99999999999999,-52.79999999999999,-28.8,-24.0,-33.6,-44.39999999999999,-16.8,-22.8,-13.199999999999998,-28.8,-36.0,-14.4,-26.399999999999995,-37.2,-19.2,-26.399999999999995,-15.6,-11.999999999999998,-9.6,-46.8,-19.2,-19.2,-26.399999999999995,-21.6,-13.199999999999998,-25.2,-31.2,-9.6,-28.8,-33.6,-31.2,-39.6,-14.4,-50.39999999999999,-20.4,-26.399999999999995,-15.6,-46.8,-11.999999999999998,-22.8,-15.6,-27.599999999999994,-18.0,-44.39999999999999,-31.2,-19.2,-10.8,-10.8,-13.199999999999998,-45.6,-10.8,-20.4,-32.4,-15.6,-30.0,-50.39999999999999,-20.4,-36.0,-44.39999999999999,-28.8,-10.8,-7.2,-34.8,-41.99999999999999,-15.6,-7.2,-13.199999999999998,-47.99999999999999
13,-9.6,-2.4,-7.2,-5.999999999999999,-8.4,-5.999999999999999,-8.4,-2.4,-18.0,-2.4,-9.6,-8.4,-7.2,-10.8,-7.2,-1.2,-14.4,-15.6,-15.6,-20.4,-5.999999999999999,-13.199999999999998,-4.8,-8.4,-7.2,-3.6,-3.6,-10.8,-14.4,-4.8,-16.8,-15.6,-7.2,-16.8,-19.2,-9.6,-14.4,-9.6,-20.4,-7.2,-9.6,-5.999999999999999,-10.8,-10.8,-1.2,-10.8,-18.0,-10.8,-10.8,-8.4,-5.999999999999999,-4.8,-14.4,-10.8,-7.2,-4.8,-11.999999999999998,-5.999999999999999,-8.4,-11.999999999999998,-5.999999999999999,-13.199999999999998,-14.4,-10.8,-18.0,-7.2,-15.6,-8.4,-11.999999999999998,-9.6,-18.0,-5.999999999999999,-11.999999999999998,-8.4,-10.8,-8.4,-16.8,-11.999999999999998,-8.4,-3.6,-4.8,-5.999999999999999,-18.0,-2.4,-5.999999999999999,-11.999999999999998,-7.2,-10.8,-24.0,-4.8,-13.199999999999998,-15.6,-8.4,-5.999999999999999,-3.6,-14.4,-15.6,-8.4,-4.8,-4.8,-16.8
14,0.0,0.0,-4.8,-1.2,-5.999999999999999,-1.2,1.2,1.2,-9.6,-1.2,-1.2,-3.6,-3.6,-8.4,-1.2,-1.2,-8.4,-7.2,-7.2,-11.999999999999998,-1.2,-3.6,-4.8,-4.8,-5.999999999999999,4.8,0.0,-4.8,-5.999999999999999,-1.2,-10.8,-9.6,-4.8,-5.999999999999999,-9.6,-4.8,-3.6,-4.8,-10.8,-2.4,-4.8,0.0,-8.4,-8.4,-1.2,-5.999999999999999,-9.6,-2.4,-4.8,-1.2,0.0,1.2,-9.6,-2.4,-2.4,-3.6,-7.2,-4.8,-2.4,-4.8,-1.2,-4.8,-7.2,-7.2,-8.4,-2.4,-9.6,-3.6,-5.999999999999999,-3.6,-10.8,-2.4,-3.6,-3.6,-4.8,0.0,-9.6,-5.999999999999999,-2.4,-2.4,-3.6,-3.6,-10.8,1.2,-1.2,-4.8,-1.2,-4.8,-18.0,-2.4,-5.999999999999999,-10.8,-7.2,0.0,0.0,-8.4,-4.8,-3.6,1.2,-4.8,-10.8
15,1.2,-1.2,-1.2,1.2,1.2,2.4,-1.2,3.6,-3.6,2.4,-1.2,0.0,-3.6,-4.8,0.0,2.4,-2.4,-1.2,-1.2,-2.4,-3.6,2.4,0.0,0.0,-1.2,2.4,-1.2,-2.4,3.6,1.2,1.2,-3.6,-5.999999999999999,-1.2,-4.8,-1.2,-1.2,-1.2,-2.4,1.2,0.0,1.2,-1.2,0.0,0.0,-2.4,-2.4,0.0,1.2,1.2,1.2,0.0,0.0,-1.2,1.2,0.0,-1.2,1.2,-2.4,-1.2,2.4,0.0,-2.4,2.4,-1.2,0.0,-2.4,-1.2,-5.999999999999999,4.8,-1.2,0.0,3.6,1.2,-1.2,1.2,-3.6,-5.999999999999999,0.0,1.2,0.0,0.0,-1.2,0.0,1.2,-1.2,1.2,-1.2,-9.6,2.4,0.0,-1.2,-2.4,-1.2,3.6,0.0,-2.4,-1.2,-1.2,-2.4,-7.2
16,0.0,1.2,0.0,1.2,-2.4,0.0,-1.2,1.2,1.2,1.2,-1.2,-3.6,-2.4,0.0,-3.6,1.2,-1.2,-2.4,0.0,-2.4,-1.2,-5.999999999999999,2.4,-3.6,-2.4,-1.2,0.0,0.0,-5.999999999999999,2.4,0.0,-1.2,-4.8,3.6,1.2,2.4,-2.4,5.999999999999999,-3.6,-1.2,2.4,-1.2,-1.2,1.2,1.2,-1.2,0.0,-4.8,2.4,-1.2,-1.2,0.0,1.2,0.0,-1.2,1.2,-2.4,-1.2,0.0,-3.6,0.0,-3.6,-7.2,1.2,-3.6,-2.4,1.2,2.4,-5.999999999999999,-4.8,-1.2,-1.2,0.0,-4.8,2.4,-2.4,0.0,-1.2,1.2,-1.2,-1.2,2.4,-2.4,1.2,1.2,-5.999999999999999,0.0,-1.2,-2.4,2.4,0.0,0.0,1.2,-3.6,1.2,0.0,2.4,1.2,-2.4,0.0,-3.6
17,-1.2,-1.2,0.0,-2.4,0.0,-1.2,-8.4,1.2,-4.8,-2.4,-2.4,-4.8,-3.6,-4.8,-3.6,0.0,-7.2,-2.4,-3.6,-5.999999999999999,-3.6,-5.999999999999999,-2.4,-5.999999999999999,-2.4,-1.2,-1.2,-3.6,-8.4,0.0,-4.8,-8.4,-2.4,-3.6,-7.2,-3.6,-5.999999999999999,-2.4,-8.4,-3.6,-1.2,-5.999999999999999,-4.8,-3.6,1.2,-4.8,-7.2,-4.8,-1.2,-3.6,-4.8,-1.2,-5.999999999999999,-3.6,-4.8,0.0,-4.8,-2.4,-3.6,-3.6,-1.2,-7.2,-8.4,-2.4,-7.2,-3.6,-3.6,-3.6,-5.999999999999999,-7.2,-5.999999999999999,-1.2,-2.4,-3.6,-2.4,-7.2,-4.8,-1.2,-2.4,-3.6,-3.6,-3.6,-7.2,-1.2,-1.2,-8.4,0.0,-4.8,-7.2,-1.2,-2.4,-7.2,-2.4,-4.8,0.0,-5.999999999999999,-3.6,0.0,-2.4,-3.6,-7.2
18,-1.2,-2.4,-1.2,-1.2,-4.8,1.2,-2.4,1.2,-1.2,-2.4,-3.6,-2.4,-4.8,-2.4,-1.2,3.6,-4.8,-3.6,-5.999999999999999,-7.2,-1.2,-3.6,-2.4,-2.4,-4.8,-3.6,0.0,-3.6,-2.4,-1.2,-4.8,-8.4,-3.6,-4.8,-4.8,-4.8,-4.8,-2.4,-4.8,1.2,-1.2,-2.4,-1.2,-3.6,1.2,-3.6,-4.8,-3.6,-2.4,0.0,-1.2,-1.2,-8.4,-3.6,-3.6,0.0,-4.8,1.2,-4.8,-4.8,0.0,-7.2,-2.4,-2.4,-7.2,-3.6,-7.2,-5.999999999999999,-4.8,-2.4,-8.4,0.0,-2.4,-1.2,-1.2,-1.2,-3.6,-4.8,-2.4,-1.2,-2.4,-3.6,-3.6,0.0,1.2,-3.6,1.2,-4.8,-5.999999999999999,-3.6,-4.8,-4.8,-2.4,0.0,1.2,-7.2,-7.2,-2.4,-1.2,0.0,-4.8
19,2.4,-1.2,2.4,1.2,-3.6,0.0,0.0,0.0,-1.2,-1.2,-1.2,-1.2,0.0,-3.6,0.0,0.0,-2.4,-1.2,-1.2,-2.4,-2.4,-1.2,0.0,-2.4,-1.2,1.2,0.0,-2.4,-1.2,4.8,-4.8,-1.2,-2.4,-1.2,-2.4,-4.8,-3.6,-2.4,-4.8,-2.4,-3.6,-4.8,2.4,-1.2,0.0,-4.8,-3.6,-5.999999999999999,-1.2,-2.4,-3.6,-2.4,-2.4,-1.2,-2.4,2.4,-2.4,1.2,0.0,-1.2,-1.2,-5.999999999999999,-3.6,-1.2,-4.8,-3.6,-3.6,-2.4,-4.8,-3.6,-3.6,-1.2,-4.8,0.0,-1.2,-2.4,-1.2,-4.8,-1.2,-1.2,-1.2,0.0,-1.2,-1.2,0.0,-5.999999999999999,0.0,-1.2,-3.6,-2.4,-5.999999999999999,-2.4,-2.4,0.0,1.2,-2.4,1.2,-2.4,-1.2,-1.2,-3.6
20,0.0,-2.4,1.2,0.0,1.2,-1.2,-1.2,-2.4,-1.2,-1.2,-1.2,-3.6,0.0,-2.4,-1.2,3.6,-2.4,1.2,-5.999999999999999,-3.6,-1.2,-5.999999999999999,2.4,-3.6,-1.2,-1.2,1.2,-2.4,-3.6,4.8,0.0,-4.8,0.0,-2.4,-1.2,0.0,-3.6,0.0,-1.2,1.2,-2.4,-1.2,0.0,-3.6,0.0,-3.6,0.0,-1.2,-3.6,-2.4,-1.2,2.4,-7.2,-2.4,-2.4,-3.6,-3.6,2.4,-4.8,0.0,1.2,-2.4,0.0,0.0,0.0,-1.2,-3.6,-3.6,-1.2,-1.2,-3.6,1.2,-2.4,0.0,-3.6,2.4,-1.2,-2.4,1.2,0.0,0.0,1.2,-5.999999999999999,-1.2,0.0,-1.2,1.2,-1.2,-7.2,-1.2,-3.6,0.0,0.0,-1.2,1.2,-4.8,1.2,-2.4,0.0,0.0,-5.999999999999999
21,1.2,2.4,0.0,0.0,1.2,3.6,1.2,1.2,-1.2,0.0,2.4,1.2,0.0,1.2,1.2,1.2,-1.2,0.0,0.0,0.0,1.2,0.0,-2.4,1.2,0.0,3.6,2.4,-1.2,3.6,-1.2,-1.2,-2.4,0.0,-1.2,-1.2,-1.2,0.0,-2.4,-3.6,1.2,3.6,0.0,0.0,0.0,0.0,0.0,-1.2,1.2,0.0,0.0,1.2,0.0,-2.4,3.6,2.4,0.0,3.6,-1.2,3.6,0.0,2.4,0.0,0.0,-1.2,0.0,3.6,0.0,1.2,0.0,2.4,-2.4,-1.2,-1.2,1.2,0.0,1.2,-3.6,0.0,1.2,1.2,1.2,0.0,-1.2,2.4,1.2,1.2,3.6,2.4,-1.2,0.0,0.0,-1.2,3.6,0.0,0.0,1.2,1.2,3.6,1.2,2.4,1.2
22,2.4,0.0,2.4,1.2,2.4,2.4,1.2,1.2,-1.2,-2.4,0.0,2.4,1.2,2.4,1.2,3.6,0.0,-1.2,1.2,0.0,1.2,1.2,1.2,3.6,2.4,2.4,2.4,2.4,1.2,4.8,1.2,1.2,0.0,2.4,4.8,2.4,1.2,2.4,1.2,2.4,0.0,1.2,4.8,3.6,0.0,2.4,5.999999999999999,0.0,1.2,2.4,1.2,1.2,-1.2,-1.2,0.0,1.2,1.2,-1.2,0.0,1.2,2.4,1.2,3.6,3.6,-1.2,2.4,3.6,2.4,0.0,2.4,1.2,2.4,2.4,2.4,1.2,1.2,2.4,1.2,0.0,0.0,1.2,-2.4,-1.2,-2.4,1.2,2.4,1.2,1.2,1.2,2.4,2.4,2.4,-1.2,0.0,2.4,3.6,2.4,2.4,2.4,1.2,1.2
23,1.2,0.0,3.6,3.6,0.0,0.0,1.2,0.0,3.6,-1.2,-2.4,2.4,3.6,3.6,2.4,1.2,-1.2,-1.2,-1.2,1.2,-1.2,2.4,1.2,2.4,0.0,1.2,1.2,0.0,1.2,0.0,1.2,0.0,1.2,2.4,-2.4,1.2,2.4,2.4,1.2,1.2,0.0,1.2,1.2,3.6,2.4,2.4,0.0,2.4,-1.2,-1.2,-1.2,1.2,0.0,-1.2,-1.2,3.6,1.2,0.0,-2.4,0.0,1.2,1.2,-2.4,2.4,1.2,0.0,0.0,0.0,3.6,-1.2,0.0,2.4,-1.2,1.2,2.4,2.4,1.2,1.2,0.0,3.6,0.0,2.4,-1.2,3.6,0.0,2.4,3.6,0.0,0.0,1.2,0.0,0.0,1.2,1.2,0.0,-1.2,0.0,0.0,-1.2,-2.4,-1.2
24,4.8,2.4,2.4,0.0,1.2,0.0,2.4,1.2,1.2,2.4,0.0,0.0,3.6,4.8,1.2,0.0,1.2,2.4,0.0,1.2,0.0,1.2,1.2,2.4,1.2,1.2,0.0,1.2,0.0,1.2,-1.2,-1.2,2.4,1.2,-1.2,-1.2,0.0,0.0,0.0,-1.2,0.0,0.0,2.4,3.6,0.0,0.0,-1.2,1.2,2.4,2.4,1.2,1.2,-2.4,1.2,1.2,0.0,-1.2,1.2,-1.2,2.4,1.2,0.0,2.4,2.4,3.6,1.2,-1.2,2.4,0.0,1.2,-1.2,1.2,3.6,1.2,0.0,2.4,2.4,3.6,1.2,1.2,2.4,1.2,0.0,0.0,1.2,-1.2,2.4,2.4,1.2,3.6,1.2,2.4,0.0,2.4,3.6,1.2,-1.2,2.4,4.8,1.2,-1.2
