,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99,event_100
0,2.4,0.0,1.2,2.4,3.6,-1.2,3.6,1.2,3.6,2.4,2.4,2.4,2.4,1.2,3.6,2.4,1.2,0.0,1.2,3.6,0.0,2.4,3.6,1.2,2.4,0.0,2.4,1.2,0.0,0.0,2.4,1.2,4.8,0.0,3.6,2.4,1.2,0.0,2.4,1.2,3.6,3.6,-1.2,2.4,2.4,2.4,3.6,0.0,1.2,2.4,1.2,3.6,0.0,1.2,2.4,-1.2,2.4,2.4,0.0,1.2,2.4,0.0,4.8,3.6,1.2,1.2,2.4,4.8,0.0,2.4,0.0,0.0,2.4,1.2,1.2,0.0,2.4,3.6,0.0,2.4,2.4,2.4,1.2,2.4,2.4,2.4,1.2,1.2,1.2,3.6,2.4,1.2,2.4,1.2,0.0,1.2,1.2,1.2,1.2,1.2,2.4
1,0.0,1.2,1.2,1.2,3.6,5.999999999999999,1.2,3.6,1.2,1.2,0.0,0.0,2.4,2.4,1.2,2.4,-2.4,-1.2,1.2,0.0,2.4,1.2,1.2,1.2,2.4,2.4,1.2,-1.2,2.4,-1.2,0.0,2.4,2.4,1.2,2.4,1.2,2.4,2.4,1.2,3.6,1.2,4.8,1.2,1.2,1.2,2.4,1.2,1.2,1.2,0.0,3.6,1.2,0.0,1.2,2.4,3.6,1.2,2.4,1.2,1.2,0.0,1.2,2.4,-1.2,3.6,4.8,3.6,2.4,2.4,0.0,2.4,1.2,1.2,2.4,2.4,0.0,1.2,3.6,2.4,2.4,0.0,2.4,0.0,3.6,0.0,1.2,3.6,3.6,1.2,2.4,2.4,2.4,-1.2,0.0,1.2,0.0,1.2,3.6,0.0,2.4,3.6
2,3.6,0.0,3.6,1.2,3.6,1.2,2.4,2.4,1.2,1.2,3.6,2.4,3.6,2.4,4.8,-2.4,0.0,1.2,1.2,0.0,1.2,0.0,2.4,2.4,1.2,3.6,0.0,2.4,1.2,1.2,1.2,1.2,1.2,1.2,-1.2,3.6,2.4,1.2,1.2,4.8,1.2,0.0,0.0,1.2,2.4,2.4,0.0,3.6,1.2,1.2,2.4,0.0,2.4,2.4,3.6,1.2,-1.2,2.4,1.2,2.4,0.0,1.2,3.6,2.4,2.4,3.6,0.0,1.2,0.0,3.6,1.2,2.4,2.4,2.4,1.2,3.6,1.2,3.6,1.2,0.0,1.2,2.4,-1.2,3.6,1.2,1.2,-1.2,0.0,3.6,3.6,3.6,2.4,0.0,-1.2,2.4,3.6,1.2,2.4,2.4,-1.2,1.2
3,1.2,0.0,2.4,1.2,0.0,0.0,1.2,2.4,0.0,1.2,1.2,-1.2,0.0,2.4,0.0,1.2,2.4,3.6,1.2,-1.2,-1.2,2.4,3.6,2.4,1.2,-2.4,3.6,1.2,3.6,2.4,4.8,3.6,3.6,4.8,0.0,2.4,0.0,0.0,3.6,2.4,3.6,2.4,0.0,3.6,1.2,1.2,1.2,0.0,0.0,1.2,1.2,3.6,3.6,2.4,2.4,3.6,-1.2,3.6,0.0,3.6,0.0,1.2,2.4,1.2,3.6,1.2,-1.2,1.2,0.0,0.0,2.4,1.2,1.2,1.2,0.0,1.2,1.2,-1.2,0.0,3.6,2.4,1.2,3.6,2.4,1.2,5.999999999999999,1.2,1.2,2.4,2.4,0.0,1.2,0.0,3.6,2.4,1.2,0.0,0.0,0.0,1.2,3.6
4,2.4,1.2,1.2,3.6,1.2,3.6,2.4,2.4,4.8,1.2,1.2,0.0,1.2,2.4,1.2,1.2,1.2,3.6,0.0,1.2,2.4,3.6,2.4,1.2,2.4,1.2,0.0,1.2,1.2,2.4,2.4,3.6,2.4,0.0,2.4,3.6,3.6,1.2,2.4,2.4,1.2,0.0,3.6,1.2,1.2,0.0,1.2,2.4,1.2,1.2,1.2,0.0,1.2,2.4,1.2,1.2,2.4,0.0,3.6,0.0,2.4,1.2,1.2,3.6,0.0,2.4,0.0,4.8,3.6,0.0,1.2,1.2,0.0,-1.2,0.0,0.0,3.6,3.6,3.6,-1.2,2.4,2.4,3.6,1.2,2.4,1.2,0.0,1.2,3.6,3.6,1.2,1.2,2.4,1.2,2.4,3.6,2.4,3.6,2.4,3.6,0.0
5,2.4,-1.2,1.2,3.6,3.6,2.4,0.0,3.6,1.2,0.0,3.6,0.0,0.0,2.4,3.6,1.2,2.4,1.2,1.2,0.0,2.4,-1.2,2.4,2.4,5.999999999999999,0.0,3.6,2.4,1.2,2.4,4.8,2.4,4.8,0.0,1.2,3.6,3.6,2.4,3.6,3.6,1.2,4.8,1.2,1.2,1.2,3.6,2.4,1.2,1.2,2.4,3.6,0.0,1.2,0.0,0.0,3.6,1.2,2.4,0.0,3.6,1.2,1.2,1.2,3.6,0.0,2.4,1.2,1.2,1.2,0.0,3.6,0.0,1.2,2.4,1.2,1.2,-1.2,1.2,0.0,1.2,-1.2,1.2,2.4,0.0,1.2,2.4,1.2,1.2,1.2,1.2,2.4,1.2,3.6,1.2,0.0,2.4,0.0,0.0,2.4,2.4,5.999999999999999
6,1.2,1.2,2.4,2.4,0.0,3.6,4.8,0.0,1.2,1.2,3.6,3.6,2.4,1.2,2.4,0.0,2.4,1.2,0.0,0.0,3.6,2.4,2.4,2.4,0.0,1.2,-1.2,2.4,2.4,2.4,2.4,1.2,3.6,2.4,0.0,1.2,1.2,2.4,3.6,4.8,1.2,1.2,0.0,1.2,3.6,1.2,3.6,1.2,0.0,2.4,1.2,-1.2,-1.2,4.8,3.6,3.6,0.0,-1.2,-1.2,1.2,1.2,1.2,2.4,1.2,-1.2,0.0,0.0,0.0,2.4,0.0,1.2,1.2,2.4,3.6,1.2,1.2,3.6,0.0,2.4,1.2,0.0,-1.2,4.8,1.2,1.2,2.4,2.4,0.0,1.2,2.4,2.4,2.4,1.2,3.6,2.4,3.6,1.2,1.2,1.2,2.4,1.2
7,2.4,-1.2,3.6,1.2,0.0,2.4,1.2,2.4,1.2,-1.2,1.2,1.2,0.0,1.2,0.0,-1.2,2.4,3.6,1.2,-1.2,2.4,4.8,0.0,3.6,1.2,2.4,0.0,2.4,0.0,4.8,3.6,1.2,1.2,3.6,1.2,2.4,1.2,1.2,1.2,0.0,0.0,-1.2,1.2,2.4,2.4,2.4,1.2,1.2,2.4,0.0,2.4,2.4,0.0,-1.2,0.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,-1.2,1.2,2.4,2.4,1.2,1.2,3.6,1.2,3.6,1.2,2.4,1.2,1.2,-2.4,1.2,3.6,1.2,2.4,0.0,0.0,2.4,-1.2,1.2,2.4,0.0,0.0,1.2,2.4,2.4,2.4,1.2,2.4,2.4,0.0,2.4,2.4,1.2,2.4,1.2
8,-7.2,-15.6,2.4,-2.4,-4.8,-4.8,-25.2,-2.4,1.2,-11.999999999999998,-1.2,-13.199999999999998,2.4,1.2,-14.4,-4.8,-7.2,-3.6,-1.2,0.0,-4.8,-20.4,1.2,-10.8,-7.2,-8.4,-1.2,0.0,-27.599999999999994,1.2,1.2,-5.999999999999999,1.2,1.2,-3.6,3.6,-13.199999999999998,-1.2,1.2,-13.199999999999998,2.4,-13.199999999999998,-3.6,0.0,2.4,1.2,-2.4,-8.4,-1.2,-8.4,-13.199999999999998,-10.8,1.2,-9.6,-8.4,0.0,-13.199999999999998,-5.999999999999999,-2.4,-2.4,-7.2,-32.4,-32.4,0.0,-10.8,-7.2,0.0,0.0,-24.0,-20.4,0.0,-7.2,-5.999999999999999,-5.999999999999999,1.2,-26.399999999999995,1.2,2.4,-4.8,-8.4,-8.4,0.0,0.0,-4.8,0.0,-24.0,-3.6,-7.2,-3.6,1.2,1.2,-2.4,1.2,-21.6,-2.4,0.0,-3.6,-1.2,-11.999999999999998,-14.4,-1.2
9,-34.8,-56.39999999999999,-10.8,-19.2,-41.99999999999999,-40.8,-87.6,-11.999999999999998,-22.8,-41.99999999999999,-37.2,-72.0,-30.0,-36.0,-64.8,-20.4,-69.6,-50.39999999999999,-36.0,-33.6,-26.399999999999995,-97.2,-15.6,-70.79999999999998,-52.79999999999999,-47.99999999999999,-27.599999999999994,-36.0,-126.0,-9.6,-47.99999999999999,-70.79999999999998,-21.6,-27.599999999999994,-52.79999999999999,-20.4,-70.79999999999998,-57.6,-39.6,-50.39999999999999,-25.2,-74.39999999999999,-47.99999999999999,-32.4,-9.6,-33.6,-50.39999999999999,-69.6,-26.399999999999995,-44.39999999999999,-70.79999999999998,-36.0,-41.99999999999999,-61.2,-78.0,-18.0,-78.0,-37.2,-34.8,-47.99999999999999,-31.2,-117.6,-141.59999999999997,-20.4,-90.0,-55.19999999999999,-36.0,-30.0,-115.2,-105.59999999999998,-55.19999999999999,-31.2,-63.59999999999999,-55.19999999999999,-10.8,-82.8,-32.4,-16.8,-44.39999999999999,-49.2,-40.8,-19.2,-31.2,-39.6,-40.8,-110.39999999999998,-24.0,-68.39999999999999,-86.39999999999999,-28.8,-38.4,-45.6,-38.4,-61.2,-24.0,-49.2,-24.0,-11.999999999999998,-51.6,-56.39999999999999,-49.2
