,0
event_0,-192.5634688930783
event_1,-314.56346889307827
event_2,-125.36346889307829
event_3,-167.7634688930783
event_4,-123.7634688930783
event_5,-329.3634688930784
event_6,-250.56346889307832
event_7,-248.56346889307832
event_8,-80.56346889307831
event_9,-296.9634688930783
event_10,-204.96346889307824
event_11,-162.56346889307827
event_12,-177.36346889307833
event_13,-257.7634688930783
event_14,-171.76346889307828
event_15,-122.96346889307833
event_16,-234.56346889307832
event_17,-221.36346889307825
event_18,-439.76346889307825
event_19,-92.16346889307829
event_20,-328.9634688930784
event_21,-86.96346889307829
event_22,-74.96346889307831
event_23,-71.76346889307831
event_24,-328.16346889307835
event_25,-125.36346889307829
event_26,-130.9634688930783
event_27,-147.76346889307828
event_28,-168.16346889307832
event_29,-118.56346889307831
event_30,-62.9634688930783
event_31,-338.1634688930783
event_32,-342.5634688930783
event_33,-207.3634688930783
event_34,-270.9634688930783
event_35,-190.5634688930783
event_36,-90.96346889307829
event_37,-383.3634688930784
event_38,-283.7634688930783
event_39,-129.76346889307828
event_40,-250.5634688930783
event_41,-354.5634688930783
event_42,-339.36346889307833
event_43,-114.16346889307832
event_44,-101.76346889307833
event_45,-183.7634688930783
event_46,-196.1634688930783
event_47,-138.56346889307835
event_48,-128.56346889307832
event_49,-135.3634688930783
event_50,-167.36346889307833
event_51,-231.36346889307825
event_52,-100.16346889307832
event_53,-255.76346889307828
event_54,-419.7634688930783
event_55,-284.56346889307827
event_56,-202.96346889307833
event_57,-112.1634688930783
event_58,-200.9634688930783
event_59,-159.76346889307834
event_60,-266.1634688930783
event_61,-226.96346889307833
event_62,-108.96346889307831
event_63,-151.3634688930783
event_64,-479.36346889307816
event_65,-362.96346889307836
event_66,-92.56346889307832
event_67,-186.5634688930783
event_68,-196.9634688930783
event_69,-248.96346889307827
event_70,-329.3634688930783
event_71,-372.5634688930783
event_72,-118.96346889307831
event_73,-140.9634688930783
event_74,-287.3634688930782
event_75,-287.76346889307837
event_76,-80.96346889307831
event_77,-371.7634688930783
event_78,-423.3634688930782
event_79,-68.96346889307831
event_80,-236.56346889307832
event_81,-246.16346889307826
event_82,-111.36346889307829
event_83,-258.96346889307836
event_84,-205.76346889307828
event_85,-471.3634688930783
event_86,-470.56346889307815
event_87,-103.7634688930783
event_88,-264.16346889307835
event_89,-243.36346889307828
event_90,-204.56346889307835
event_91,-236.56346889307832
event_92,-312.96346889307824
event_93,-142.9634688930783
event_94,-100.56346889307832
event_95,-98.1634688930783
event_96,-175.3634688930783
event_97,-126.16346889307827
event_98,-204.96346889307824
event_99,-220.1634688930783
event_100,-104.56346889307832
event_101,-296.9634688930783
event_102,-202.9634688930783
event_103,-174.1634688930783
event_104,-371.3634688930783
event_105,-253.3634688930783
event_106,-95.36346889307833
event_107,-121.76346889307828
event_108,-119.76346889307833
event_109,-120.96346889307829
event_110,-393.76346889307837
event_111,-96.56346889307831
event_112,-424.96346889307824
event_113,-124.96346889307831
event_114,-386.56346889307827
event_115,-100.5634688930783
event_116,-290.1634688930783
event_117,-226.9634688930783
event_118,-315.7634688930783
event_119,-274.96346889307824
event_120,-356.1634688930783
event_121,-131.3634688930783
event_122,-307.7634688930783
event_123,-134.56346889307832
event_124,-243.7634688930783
event_125,-290.56346889307827
event_126,-246.96346889307827
event_127,-115.76346889307833
event_128,-325.36346889307833
event_129,-145.76346889307828
event_130,-72.56346889307828
event_131,-176.56346889307827
event_132,-314.16346889307823
event_133,-450.96346889307836
event_134,-86.1634688930783
event_135,-178.16346889307832
event_136,-138.16346889307832
event_137,-279.76346889307825
event_138,-395.3634688930782
event_139,-204.96346889307833
event_140,-157.7634688930783
event_141,-83.7634688930783
event_142,-272.5634688930783
event_143,-145.7634688930783
event_144,-377.76346889307825
event_145,-97.76346889307828
event_146,-158.16346889307832
event_147,-250.5634688930783
event_148,-170.96346889307827
event_149,-268.9634688930783
event_150,-403.7634688930783
event_151,-184.1634688930783
event_152,-142.16346889307835
event_153,-80.16346889307832
event_154,-319.3634688930783
event_155,-91.76346889307831
event_156,-86.9634688930783
event_157,-224.56346889307827
