,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99,event_100,event_101,event_102,event_103,event_104,event_105,event_106,event_107,event_108,event_109,event_110,event_111,event_112,event_113,event_114,event_115,event_116,event_117,event_118,event_119,event_120,event_121,event_122,event_123,event_124,event_125,event_126,event_127,event_128,event_129,event_130,event_131,event_132,event_133,event_134,event_135,event_136,event_137,event_138,event_139,event_140,event_141,event_142,event_143,event_144,event_145,event_146,event_147,event_148,event_149,event_150,event_151,event_152,event_153,event_154,event_155,event_156,event_157
10,-57.6,-91.2,-34.8,-53.99999999999999,-34.8,-111.6,-78.0,-82.8,-30.0,-86.39999999999999,-63.59999999999999,-55.19999999999999,-55.19999999999999,-82.8,-50.39999999999999,-33.6,-78.0,-70.79999999999998,-147.6,-30.0,-109.2,-27.599999999999994,-25.2,-21.6,-104.4,-32.4,-39.6,-46.8,-46.8,-38.4,-20.4,-111.6,-94.8,-67.2,-83.99999999999999,-56.39999999999999,-26.399999999999995,-124.8,-98.4,-40.8,-72.0,-117.6,-105.59999999999998,-37.2,-32.4,-53.99999999999999,-62.4,-41.99999999999999,-39.6,-43.2,-61.2,-64.8,-30.0,-82.8,-129.6,-85.2,-70.79999999999998,-34.8,-57.6,-57.6,-83.99999999999999,-70.79999999999998,-33.6,-51.6,-144.0,-120.0,-26.399999999999995,-61.2,-57.6,-74.39999999999999,-102.0,-121.2,-34.8,-41.99999999999999,-88.79999999999998,-92.4,-26.399999999999995,-118.79999999999998,-128.39999999999998,-22.8,-72.0,-73.19999999999999,-33.6,-73.19999999999999,-61.2,-150.0,-150.0,-32.4,-76.8,-79.19999999999999,-65.99999999999999,-68.39999999999999,-104.4,-39.6,-31.2,-26.399999999999995,-49.2,-46.8,-60.0,-70.79999999999998,-30.0,-85.2,-60.0,-50.39999999999999,-112.79999999999998,-80.4,-30.0,-40.8,-37.2,-40.8,-133.2,-33.6,-141.59999999999997,-36.0,-110.39999999999998,-33.6,-90.0,-70.79999999999998,-93.6,-85.2,-112.79999999999998,-41.99999999999999,-91.2,-41.99999999999999,-83.99999999999999,-90.0,-81.6,-34.8,-92.4,-47.99999999999999,-24.0,-58.8,-106.8,-147.6,-27.599999999999994,-56.39999999999999,-44.39999999999999,-81.6,-117.6,-64.8,-50.39999999999999,-22.8,-94.8,-44.39999999999999,-117.6,-34.8,-44.39999999999999,-78.0,-56.39999999999999,-81.6,-121.2,-57.6,-46.8,-24.0,-105.59999999999998,-28.8,-24.0,-70.79999999999998
11,-41.99999999999999,-47.99999999999999,-31.2,-34.8,-28.8,-88.79999999999998,-58.8,-61.2,-19.2,-86.39999999999999,-41.99999999999999,-44.39999999999999,-41.99999999999999,-72.0,-26.399999999999995,-31.2,-45.6,-51.6,-105.59999999999998,-27.599999999999994,-90.0,-15.6,-16.8,-10.8,-61.2,-15.6,-16.8,-31.2,-43.2,-24.0,-20.4,-91.2,-52.79999999999999,-50.39999999999999,-57.6,-45.6,-14.4,-91.2,-53.99999999999999,-18.0,-50.39999999999999,-86.39999999999999,-94.8,-26.399999999999995,-25.2,-53.99999999999999,-53.99999999999999,-24.0,-37.2,-24.0,-39.6,-47.99999999999999,-25.2,-58.8,-109.2,-49.2,-49.2,-22.8,-32.4,-25.2,-65.99999999999999,-51.6,-21.6,-38.4,-73.19999999999999,-83.99999999999999,-18.0,-32.4,-34.8,-39.6,-98.4,-68.39999999999999,-31.2,-34.8,-81.6,-75.59999999999998,-18.0,-60.0,-128.39999999999998,-16.8,-62.4,-69.6,-16.8,-72.0,-34.8,-87.6,-127.19999999999996,-24.0,-38.4,-63.59999999999999,-49.2,-46.8,-58.8,-37.2,-30.0,-24.0,-44.39999999999999,-27.599999999999994,-52.79999999999999,-40.8,-28.8,-45.6,-53.99999999999999,-33.6,-105.59999999999998,-53.99999999999999,-16.8,-24.0,-24.0,-28.8,-81.6,-20.4,-111.6,-19.2,-94.8,-19.2,-73.19999999999999,-38.4,-76.8,-69.6,-67.2,-21.6,-55.19999999999999,-21.6,-53.99999999999999,-56.39999999999999,-49.2,-32.4,-45.6,-27.599999999999994,-24.0,-55.19999999999999,-73.19999999999999,-121.2,-26.399999999999995,-45.6,-20.4,-80.4,-67.2,-31.2,-46.8,-13.199999999999998,-62.4,-24.0,-108.0,-30.0,-44.39999999999999,-62.4,-32.4,-78.0,-64.8,-53.99999999999999,-32.4,-14.4,-55.19999999999999,-20.4,-20.4,-67.2
12,-16.8,-16.8,-14.4,-14.4,-13.199999999999998,-34.8,-26.399999999999995,-27.599999999999994,-5.999999999999999,-41.99999999999999,-15.6,-15.6,-15.6,-33.6,-7.2,-14.4,-15.6,-24.0,-43.2,-15.6,-37.2,-3.6,-5.999999999999999,-1.2,-22.8,-4.8,-10.8,-11.999999999999998,-20.4,-7.2,-9.6,-38.4,-22.8,-22.8,-25.2,-18.0,-8.4,-38.4,-16.8,-9.6,-22.8,-34.8,-41.99999999999999,-10.8,-10.8,-25.2,-27.599999999999994,-8.4,-15.6,-9.6,-14.4,-21.6,-13.199999999999998,-25.2,-51.6,-19.2,-20.4,-7.2,-9.6,-8.4,-28.8,-21.6,-7.2,-14.4,-22.8,-31.2,-8.4,-10.8,-14.4,-10.8,-51.6,-27.599999999999994,-13.199999999999998,-13.199999999999998,-41.99999999999999,-34.8,-4.8,-19.2,-63.59999999999999,-2.4,-30.0,-36.0,-5.999999999999999,-40.8,-10.8,-31.2,-57.6,-13.199999999999998,-16.8,-26.399999999999995,-22.8,-19.2,-15.6,-16.8,-18.0,-15.6,-22.8,-10.8,-31.2,-20.4,-19.2,-16.8,-26.399999999999995,-14.4,-55.19999999999999,-20.4,-5.999999999999999,-5.999999999999999,-9.6,-11.999999999999998,-32.4,-9.6,-45.6,-10.8,-50.39999999999999,-7.2,-31.2,-18.0,-36.0,-27.599999999999994,-22.8,-4.8,-24.0,-5.999999999999999,-20.4,-27.599999999999994,-19.2,-14.4,-15.6,-9.6,-11.999999999999998,-24.0,-26.399999999999995,-53.99999999999999,-11.999999999999998,-16.8,-10.8,-41.99999999999999,-28.8,-10.8,-21.6,-5.999999999999999,-19.2,-10.8,-50.39999999999999,-10.8,-24.0,-25.2,-7.2,-32.4,-25.2,-26.399999999999995,-18.0,-4.8,-19.2,-7.2,-9.6,-30.0
13,-4.8,-11.999999999999998,-4.8,-4.8,-7.2,-11.999999999999998,-9.6,-9.6,-1.2,-16.8,-3.6,-5.999999999999999,-3.6,-13.199999999999998,-1.2,-5.999999999999999,-8.4,-8.4,-11.999999999999998,-7.2,-11.999999999999998,-3.6,0.0,-3.6,-8.4,-2.4,-4.8,-4.8,-7.2,-3.6,-3.6,-10.8,-10.8,-8.4,-10.8,-3.6,-3.6,-16.8,-3.6,-5.999999999999999,-9.6,-14.4,-14.4,-5.999999999999999,-3.6,-8.4,-8.4,-1.2,-5.999999999999999,-2.4,-3.6,-8.4,-2.4,-10.8,-21.6,-8.4,-7.2,-5.999999999999999,-4.8,-4.8,-10.8,-7.2,-2.4,-5.999999999999999,-9.6,-7.2,-4.8,-2.4,-4.8,-4.8,-15.6,-11.999999999999998,-8.4,-4.8,-14.4,-10.8,-2.4,-9.6,-21.6,-4.8,-13.199999999999998,-14.4,-2.4,-14.4,-7.2,-13.199999999999998,-24.0,-5.999999999999999,-7.2,-8.4,-8.4,-8.4,-9.6,-5.999999999999999,-1.2,-5.999999999999999,-10.8,-3.6,-13.199999999999998,-4.8,-4.8,-9.6,-8.4,-3.6,-24.0,-5.999999999999999,-3.6,-2.4,-2.4,-5.999999999999999,-13.199999999999998,-1.2,-16.8,-2.4,-21.6,0.0,-11.999999999999998,-7.2,-15.6,-9.6,-10.8,-2.4,-9.6,-2.4,-4.8,-9.6,-5.999999999999999,-4.8,-10.8,-7.2,-2.4,-7.2,-5.999999999999999,-16.8,-8.4,-4.8,-5.999999999999999,-13.199999999999998,-13.199999999999998,-3.6,-4.8,-1.2,-7.2,-3.6,-18.0,-5.999999999999999,-7.2,-11.999999999999998,-4.8,-9.6,-10.8,-5.999999999999999,-5.999999999999999,-1.2,-8.4,0.0,-1.2,-9.6
14,-2.4,-3.6,-5.999999999999999,-3.6,-1.2,-9.6,-3.6,-2.4,1.2,-7.2,-3.6,-2.4,-2.4,-5.999999999999999,-2.4,-1.2,-2.4,-2.4,-7.2,-3.6,-8.4,0.0,1.2,0.0,-2.4,0.0,-1.2,-3.6,-4.8,3.6,-1.2,-7.2,0.0,-3.6,-7.2,-2.4,-1.2,-7.2,0.0,-1.2,-2.4,-11.999999999999998,-5.999999999999999,-1.2,-1.2,-4.8,-4.8,-1.2,-1.2,0.0,-2.4,-4.8,-2.4,-2.4,-9.6,-1.2,-3.6,-3.6,0.0,-1.2,-5.999999999999999,-3.6,1.2,-2.4,-4.8,-4.8,-3.6,2.4,-1.2,-4.8,-9.6,-5.999999999999999,-3.6,-2.4,-5.999999999999999,-4.8,-1.2,-5.999999999999999,-7.2,-1.2,-8.4,-7.2,0.0,-5.999999999999999,-3.6,-7.2,-11.999999999999998,-1.2,-2.4,-4.8,-5.999999999999999,-2.4,-4.8,-2.4,-1.2,-1.2,-7.2,-2.4,-4.8,-2.4,-1.2,-7.2,-2.4,0.0,-13.199999999999998,-7.2,1.2,-1.2,-1.2,-2.4,-4.8,0.0,-8.4,0.0,-14.4,0.0,-3.6,-2.4,-10.8,-2.4,0.0,1.2,-2.4,-2.4,-3.6,-4.8,-4.8,-3.6,-2.4,-2.4,-3.6,-2.4,-2.4,-8.4,-1.2,-4.8,-2.4,-5.999999999999999,0.0,-2.4,-1.2,-1.2,-4.8,-1.2,-9.6,-2.4,-4.8,-7.2,-2.4,-7.2,-2.4,-3.6,-2.4,-1.2,-3.6,1.2,-1.2,-4.8
15,2.4,0.0,-2.4,1.2,1.2,0.0,-1.2,0.0,1.2,-2.4,-1.2,0.0,0.0,-1.2,0.0,1.2,3.6,0.0,-1.2,1.2,-4.8,2.4,1.2,1.2,0.0,1.2,0.0,-2.4,-3.6,2.4,0.0,-2.4,0.0,-3.6,-3.6,2.4,2.4,-2.4,-1.2,2.4,-1.2,-1.2,-2.4,1.2,0.0,-1.2,-1.2,2.4,-1.2,2.4,1.2,-4.8,-2.4,1.2,-3.6,1.2,3.6,1.2,0.0,1.2,-2.4,0.0,0.0,1.2,1.2,-2.4,2.4,1.2,2.4,2.4,-2.4,-2.4,-1.2,0.0,-1.2,0.0,1.2,-2.4,-1.2,1.2,-1.2,-1.2,0.0,-2.4,-1.2,1.2,-2.4,2.4,-1.2,0.0,-1.2,-1.2,-1.2,-1.2,1.2,0.0,-2.4,0.0,1.2,1.2,2.4,-1.2,-2.4,0.0,-3.6,0.0,2.4,1.2,-1.2,0.0,1.2,0.0,-3.6,1.2,-1.2,1.2,-1.2,1.2,-4.8,0.0,0.0,2.4,-2.4,2.4,1.2,1.2,-1.2,-1.2,-1.2,0.0,0.0,0.0,-1.2,-4.8,1.2,0.0,1.2,-1.2,-1.2,1.2,2.4,-1.2,-1.2,1.2,1.2,-1.2,0.0,-2.4,1.2,-3.6,-2.4,1.2,2.4,0.0,0.0,1.2,2.4,0.0
16,-2.4,-4.8,-1.2,-2.4,1.2,0.0,-1.2,1.2,3.6,-1.2,-2.4,1.2,1.2,1.2,-2.4,1.2,-2.4,-2.4,-2.4,0.0,0.0,1.2,1.2,1.2,-2.4,-2.4,-1.2,1.2,1.2,0.0,1.2,0.0,-2.4,0.0,-1.2,0.0,0.0,-2.4,-1.2,-1.2,-2.4,1.2,1.2,1.2,-1.2,2.4,-2.4,-1.2,1.2,0.0,0.0,-2.4,0.0,-1.2,0.0,-2.4,0.0,1.2,-1.2,0.0,0.0,0.0,1.2,-1.2,-7.2,-1.2,3.6,-4.8,-1.2,-4.8,3.6,-1.2,3.6,1.2,-2.4,0.0,0.0,-5.999999999999999,-2.4,2.4,0.0,3.6,1.2,0.0,-4.8,-3.6,-2.4,0.0,-3.6,2.4,1.2,-1.2,0.0,-1.2,1.2,-2.4,-1.2,0.0,0.0,0.0,0.0,-1.2,1.2,-1.2,1.2,-2.4,2.4,0.0,1.2,1.2,-2.4,1.2,2.4,0.0,-2.4,0.0,1.2,-1.2,-3.6,-1.2,-3.6,-1.2,-2.4,1.2,-1.2,-1.2,1.2,-1.2,-4.8,3.6,1.2,2.4,-1.2,-2.4,3.6,-1.2,-1.2,-1.2,-2.4,-3.6,3.6,1.2,-1.2,-1.2,0.0,0.0,-1.2,-2.4,-2.4,-1.2,-2.4,-3.6,1.2,1.2,-2.4,-1.2,-1.2,1.2
17,-2.4,-5.999999999999999,-1.2,0.0,-1.2,-5.999999999999999,-4.8,-1.2,-2.4,-7.2,-3.6,0.0,-3.6,-3.6,-2.4,0.0,-2.4,-3.6,-8.4,0.0,-2.4,1.2,0.0,0.0,-8.4,-2.4,-2.4,-4.8,-1.2,-1.2,1.2,-3.6,-5.999999999999999,-4.8,-4.8,-3.6,-1.2,-7.2,-4.8,-2.4,-4.8,-5.999999999999999,-2.4,1.2,0.0,-1.2,1.2,0.0,-2.4,-2.4,-1.2,-1.2,0.0,-7.2,-8.4,-3.6,-1.2,0.0,-3.6,-3.6,-3.6,-3.6,1.2,0.0,-7.2,-8.4,0.0,-2.4,-3.6,-3.6,-7.2,-4.8,-1.2,-1.2,-4.8,-4.8,0.0,-5.999999999999999,-8.4,-2.4,-3.6,-3.6,0.0,-5.999999999999999,-2.4,-8.4,-7.2,0.0,0.0,-3.6,-1.2,-3.6,-7.2,-3.6,-1.2,-3.6,-2.4,1.2,-4.8,-5.999999999999999,-1.2,-2.4,-2.4,-3.6,-5.999999999999999,-4.8,-1.2,0.0,-3.6,-1.2,-5.999999999999999,0.0,-7.2,-1.2,-7.2,-1.2,-5.999999999999999,-3.6,-4.8,-5.999999999999999,-4.8,-2.4,-5.999999999999999,-2.4,-3.6,-3.6,-3.6,0.0,-3.6,-3.6,0.0,-1.2,-5.999999999999999,-7.2,0.0,-1.2,-1.2,-2.4,-7.2,-5.999999999999999,0.0,0.0,-3.6,-2.4,-5.999999999999999,1.2,-1.2,-3.6,-1.2,-1.2,-8.4,-1.2,-2.4,0.0,-5.999999999999999,-1.2,1.2,-1.2
18,-2.4,-1.2,-1.2,1.2,0.0,-4.8,-4.8,-1.2,0.0,-7.2,-1.2,-2.4,-1.2,-2.4,-2.4,-1.2,-2.4,-3.6,-5.999999999999999,0.0,-7.2,-1.2,0.0,2.4,-5.999999999999999,0.0,2.4,-2.4,-3.6,0.0,1.2,-4.8,-5.999999999999999,-1.2,-3.6,-2.4,1.2,-4.8,-3.6,1.2,-5.999999999999999,-4.8,-3.6,0.0,-1.2,-1.2,-1.2,1.2,-1.2,1.2,-1.2,-3.6,-1.2,-3.6,-4.8,-1.2,-1.2,-1.2,-4.8,2.4,-4.8,-2.4,-1.2,2.4,-3.6,-5.999999999999999,2.4,-2.4,-1.2,-2.4,-5.999999999999999,-2.4,-4.8,1.2,-1.2,-5.999999999999999,0.0,-2.4,-8.4,1.2,-3.6,-5.999999999999999,1.2,-2.4,-2.4,-2.4,-5.999999999999999,-2.4,-2.4,-3.6,-4.8,-1.2,-2.4,-2.4,-2.4,3.6,0.0,-1.2,-1.2,-2.4,-1.2,-2.4,-2.4,0.0,-4.8,-2.4,0.0,-1.2,-1.2,-1.2,-3.6,1.2,-4.8,-1.2,-4.8,0.0,-2.4,-3.6,-4.8,-5.999999999999999,-2.4,-2.4,-4.8,1.2,-3.6,-3.6,-4.8,0.0,-4.8,0.0,1.2,-3.6,-1.2,-7.2,0.0,-1.2,-1.2,-4.8,-2.4,0.0,-1.2,1.2,-3.6,-1.2,-7.2,0.0,-2.4,-3.6,-2.4,-4.8,-4.8,-1.2,-1.2,0.0,-1.2,-2.4,0.0,-3.6
19,-1.2,-1.2,2.4,-1.2,0.0,-2.4,-1.2,-1.2,2.4,-1.2,-2.4,-1.2,-1.2,-1.2,2.4,0.0,-1.2,-2.4,-3.6,2.4,0.0,1.2,2.4,0.0,-2.4,0.0,1.2,0.0,-1.2,0.0,1.2,-3.6,-7.2,0.0,-2.4,-4.8,-1.2,-2.4,-2.4,1.2,-3.6,-3.6,-4.8,0.0,1.2,-1.2,-1.2,0.0,2.4,2.4,0.0,-1.2,1.2,0.0,-3.6,-1.2,-2.4,1.2,-4.8,-1.2,-2.4,-2.4,0.0,0.0,-3.6,0.0,1.2,-1.2,-3.6,-4.8,0.0,-2.4,-1.2,-2.4,0.0,-2.4,-1.2,-3.6,-2.4,2.4,-1.2,-2.4,0.0,-2.4,0.0,-7.2,1.2,1.2,-2.4,-2.4,-1.2,-1.2,-1.2,3.6,0.0,0.0,-2.4,2.4,1.2,-1.2,1.2,-1.2,-1.2,-2.4,-2.4,-2.4,1.2,0.0,2.4,2.4,-3.6,-1.2,-4.8,0.0,-4.8,1.2,-2.4,1.2,-2.4,0.0,-2.4,1.2,-3.6,-1.2,-2.4,-2.4,-2.4,0.0,-3.6,-2.4,2.4,1.2,0.0,-3.6,0.0,-2.4,-1.2,-3.6,-3.6,0.0,-2.4,2.4,-3.6,0.0,-5.999999999999999,1.2,-1.2,-1.2,0.0,-1.2,-2.4,0.0,-1.2,-1.2,0.0,2.4,-1.2,0.0
20,-1.2,-1.2,2.4,0.0,-1.2,-5.999999999999999,-1.2,-1.2,0.0,-2.4,2.4,0.0,-1.2,-2.4,-1.2,3.6,1.2,-1.2,-4.8,-1.2,-1.2,3.6,3.6,1.2,1.2,2.4,2.4,0.0,-1.2,2.4,1.2,-3.6,-3.6,-2.4,-1.2,-4.8,-1.2,-4.8,1.2,3.6,0.0,-1.2,-2.4,-1.2,2.4,-1.2,-3.6,-2.4,0.0,1.2,-1.2,-2.4,0.0,-1.2,-5.999999999999999,-1.2,-2.4,2.4,-3.6,0.0,0.0,0.0,1.2,-3.6,-1.2,-2.4,2.4,-2.4,1.2,-1.2,-3.6,0.0,-1.2,-1.2,-3.6,-1.2,0.0,-2.4,-4.8,-1.2,-3.6,-1.2,1.2,-2.4,0.0,-4.8,-7.2,1.2,0.0,-2.4,-3.6,0.0,-3.6,-3.6,-2.4,0.0,0.0,0.0,-3.6,-2.4,-2.4,-2.4,-2.4,-1.2,-5.999999999999999,-1.2,1.2,-2.4,-2.4,1.2,-1.2,0.0,-4.8,1.2,-3.6,0.0,-3.6,0.0,-3.6,-1.2,-3.6,2.4,-2.4,-2.4,0.0,0.0,-1.2,-1.2,-2.4,0.0,3.6,0.0,-2.4,-4.8,3.6,-1.2,-1.2,-3.6,-2.4,-1.2,-2.4,0.0,-2.4,1.2,-4.8,0.0,0.0,-1.2,-1.2,-1.2,-4.8,-1.2,-1.2,1.2,0.0,2.4,2.4,0.0
21,-1.2,1.2,2.4,0.0,-1.2,2.4,1.2,2.4,1.2,-2.4,2.4,0.0,1.2,1.2,1.2,-1.2,1.2,-1.2,3.6,0.0,-1.2,1.2,1.2,1.2,-1.2,1.2,3.6,2.4,3.6,1.2,4.8,-1.2,0.0,0.0,2.4,0.0,2.4,2.4,2.4,2.4,1.2,0.0,-1.2,0.0,1.2,2.4,1.2,1.2,1.2,1.2,4.8,3.6,3.6,0.0,-1.2,0.0,1.2,1.2,2.4,2.4,2.4,2.4,1.2,4.8,0.0,1.2,0.0,2.4,0.0,2.4,1.2,2.4,3.6,1.2,-1.2,2.4,0.0,3.6,-2.4,1.2,2.4,0.0,1.2,2.4,2.4,3.6,-2.4,0.0,3.6,0.0,0.0,0.0,2.4,0.0,0.0,0.0,1.2,3.6,2.4,2.4,1.2,3.6,0.0,1.2,0.0,-1.2,0.0,1.2,2.4,0.0,1.2,2.4,0.0,1.2,1.2,2.4,0.0,3.6,-3.6,-1.2,0.0,2.4,-1.2,2.4,3.6,-1.2,2.4,0.0,1.2,2.4,2.4,0.0,-1.2,-3.6,-1.2,0.0,1.2,0.0,0.0,2.4,1.2,-1.2,2.4,1.2,-1.2,3.6,-1.2,-1.2,2.4,-3.6,-1.2,-2.4,1.2,3.6,0.0,0.0,0.0,0.0
22,0.0,2.4,2.4,2.4,2.4,3.6,-1.2,2.4,2.4,2.4,2.4,2.4,1.2,1.2,2.4,3.6,3.6,2.4,1.2,3.6,3.6,2.4,2.4,3.6,0.0,1.2,-1.2,2.4,0.0,1.2,0.0,2.4,1.2,2.4,3.6,3.6,1.2,2.4,3.6,-1.2,1.2,2.4,1.2,4.8,2.4,1.2,1.2,2.4,2.4,2.4,3.6,3.6,1.2,3.6,1.2,3.6,0.0,0.0,2.4,1.2,-1.2,3.6,4.8,4.8,-1.2,1.2,1.2,1.2,3.6,1.2,1.2,-1.2,2.4,1.2,2.4,3.6,1.2,-1.2,3.6,1.2,1.2,4.8,-1.2,2.4,3.6,2.4,2.4,3.6,2.4,2.4,2.4,2.4,-1.2,1.2,0.0,3.6,0.0,0.0,2.4,2.4,2.4,1.2,4.8,0.0,2.4,1.2,4.8,0.0,2.4,1.2,0.0,1.2,2.4,0.0,2.4,3.6,2.4,3.6,1.2,1.2,1.2,3.6,3.6,0.0,3.6,1.2,1.2,4.8,1.2,3.6,1.2,1.2,2.4,0.0,3.6,1.2,2.4,1.2,0.0,0.0,2.4,0.0,0.0,2.4,1.2,2.4,-1.2,0.0,1.2,1.2,1.2,3.6,2.4,3.6,2.4,3.6,0.0,3.6
23,0.0,1.2,1.2,-1.2,0.0,2.4,1.2,0.0,2.4,1.2,-1.2,2.4,1.2,2.4,2.4,2.4,-1.2,1.2,0.0,0.0,2.4,-1.2,0.0,2.4,-1.2,1.2,1.2,3.6,-1.2,1.2,1.2,1.2,1.2,0.0,0.0,0.0,2.4,-1.2,0.0,3.6,-1.2,-1.2,-1.2,2.4,1.2,-1.2,1.2,0.0,4.8,3.6,0.0,0.0,-1.2,-1.2,0.0,-1.2,3.6,-1.2,0.0,-1.2,-1.2,-2.4,1.2,1.2,-1.2,0.0,1.2,2.4,0.0,0.0,0.0,0.0,1.2,1.2,2.4,0.0,2.4,0.0,1.2,0.0,2.4,2.4,2.4,2.4,-1.2,-2.4,-1.2,1.2,1.2,0.0,1.2,-2.4,0.0,2.4,3.6,3.6,0.0,0.0,0.0,0.0,2.4,-1.2,-1.2,1.2,0.0,0.0,1.2,2.4,0.0,2.4,0.0,2.4,-1.2,1.2,1.2,-2.4,1.2,0.0,-1.2,2.4,1.2,1.2,1.2,0.0,2.4,-1.2,-1.2,3.6,2.4,1.2,2.4,1.2,-1.2,2.4,1.2,2.4,2.4,2.4,1.2,1.2,1.2,0.0,-2.4,1.2,1.2,1.2,1.2,0.0,1.2,-2.4,1.2,1.2,2.4,1.2,2.4,1.2,0.0,-1.2
24,-1.2,3.6,0.0,1.2,-1.2,2.4,1.2,1.2,2.4,0.0,0.0,2.4,1.2,0.0,3.6,-1.2,-1.2,0.0,1.2,2.4,-1.2,4.8,1.2,2.4,-1.2,3.6,2.4,4.8,2.4,3.6,1.2,-1.2,1.2,3.6,1.2,1.2,2.4,0.0,2.4,2.4,-2.4,1.2,-1.2,1.2,3.6,1.2,0.0,2.4,1.2,0.0,2.4,0.0,1.2,3.6,1.2,0.0,2.4,0.0,1.2,2.4,0.0,0.0,-1.2,2.4,2.4,1.2,3.6,0.0,2.4,1.2,-1.2,-1.2,3.6,0.0,-1.2,0.0,1.2,2.4,0.0,2.4,2.4,-1.2,1.2,1.2,1.2,0.0,-2.4,0.0,0.0,3.6,-1.2,0.0,2.4,3.6,-1.2,1.2,1.2,2.4,1.2,-2.4,2.4,2.4,0.0,0.0,3.6,0.0,0.0,1.2,2.4,3.6,0.0,1.2,0.0,0.0,1.2,0.0,1.2,1.2,0.0,-1.2,2.4,3.6,1.2,0.0,-1.2,0.0,0.0,-2.4,1.2,3.6,1.2,1.2,2.4,0.0,3.6,2.4,2.4,0.0,0.0,1.2,0.0,-1.2,2.4,1.2,2.4,2.4,2.4,1.2,1.2,2.4,1.2,1.2,0.0,0.0,1.2,2.4,1.2,-1.2
