,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22
143,52.0,52.0,52.0,49.0,50.0,54.0,51.0,53.0,51.0,51.0,53.0,52.0,48.0,53.0,52.0,52.0,52.0,45.0,51.0,51.0,51.0,49.0,53.0
144,52.0,54.0,54.0,54.0,53.0,51.0,52.0,55.0,54.0,55.0,53.0,55.0,53.0,52.0,53.0,55.0,53.0,52.0,55.0,54.0,52.0,50.0,52.0
145,50.0,53.0,53.0,53.0,51.0,51.0,48.0,52.0,51.0,53.0,53.0,54.0,53.0,52.0,53.0,54.0,53.0,55.0,51.0,54.0,53.0,52.0,51.0
146,49.0,52.0,46.0,48.0,53.0,53.0,50.0,50.0,50.0,52.0,48.0,50.0,50.0,49.0,51.0,51.0,52.0,51.0,50.0,50.0,52.0,50.0,52.0
147,49.0,48.0,49.0,45.0,51.0,50.0,51.0,48.0,52.0,51.0,49.0,48.0,50.0,48.0,54.0,47.0,49.0,44.0,49.0,46.0,48.0,48.0,54.0
148,55.0,52.0,55.0,52.0,52.0,54.0,56.0,53.0,54.0,50.0,57.0,54.0,54.0,55.0,55.0,51.0,55.0,50.0,55.0,52.0,51.0,53.0,53.0
149,54.0,56.0,50.0,54.0,54.0,54.0,53.0,54.0,51.0,56.0,54.0,54.0,53.0,51.0,52.0,52.0,54.0,57.0,52.0,54.0,55.0,56.0,54.0
150,46.0,53.0,47.0,50.0,49.0,51.0,48.0,48.0,50.0,51.0,49.0,50.0,48.0,47.0,51.0,48.0,48.0,45.0,48.0,48.0,49.0,51.0,53.0
151,51.0,52.0,52.0,51.0,52.0,51.0,52.0,52.0,52.0,52.0,51.0,50.0,50.0,50.0,54.0,52.0,52.0,42.0,53.0,49.0,48.0,49.0,54.0
152,55.0,53.0,51.0,54.0,53.0,53.0,55.0,53.0,54.0,54.0,52.0,51.0,52.0,50.0,53.0,54.0,54.0,51.0,51.0,52.0,54.0,52.0,52.0
153,52.0,54.0,48.0,52.0,49.0,55.0,55.0,52.0,54.0,53.0,53.0,51.0,54.0,51.0,54.0,53.0,52.0,53.0,51.0,51.0,54.0,53.0,51.0
154,48.0,52.0,49.0,51.0,51.0,53.0,50.0,50.0,52.0,53.0,51.0,51.0,53.0,51.0,53.0,53.0,49.0,50.0,50.0,51.0,50.0,50.0,53.0
155,50.0,51.0,47.0,52.0,50.0,52.0,51.0,50.0,51.0,52.0,48.0,52.0,50.0,49.0,54.0,50.0,50.0,48.0,50.0,50.0,49.0,49.0,53.0
156,55.0,51.0,51.0,52.0,52.0,51.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0,54.0,52.0,52.0,49.0,52.0,51.0,48.0,49.0,53.0
157,54.0,51.0,55.0,52.0,52.0,51.0,54.0,52.0,54.0,53.0,53.0,51.0,53.0,53.0,53.0,53.0,52.0,55.0,53.0,52.0,50.0,52.0,53.0
158,51.0,51.0,49.0,54.0,53.0,51.0,51.0,52.0,53.0,52.0,52.0,51.0,52.0,49.0,53.0,51.0,52.0,51.0,49.0,50.0,51.0,53.0,52.0
159,52.0,51.0,49.0,51.0,54.0,50.0,50.0,54.0,51.0,54.0,49.0,48.0,52.0,52.0,51.0,53.0,52.0,49.0,53.0,51.0,52.0,53.0,53.0
160,52.0,50.0,45.0,49.0,51.0,51.0,51.0,51.0,50.0,52.0,51.0,52.0,51.0,51.0,51.0,50.0,52.0,52.0,50.0,53.0,52.0,52.0,53.0
161,54.0,51.0,50.0,50.0,52.0,52.0,54.0,54.0,50.0,49.0,55.0,51.0,50.0,52.0,52.0,50.0,51.0,50.0,51.0,48.0,51.0,50.0,53.0
162,55.0,51.0,54.0,52.0,53.0,51.0,55.0,54.0,52.0,53.0,53.0,51.0,53.0,52.0,51.0,52.0,54.0,53.0,53.0,52.0,53.0,53.0,51.0
163,50.0,52.0,51.0,51.0,50.0,52.0,53.0,50.0,51.0,51.0,49.0,53.0,51.0,51.0,52.0,52.0,51.0,53.0,50.0,50.0,50.0,53.0,51.0
164,48.0,49.0,50.0,50.0,51.0,51.0,52.0,49.0,49.0,51.0,48.0,50.0,53.0,52.0,51.0,52.0,52.0,48.0,52.0,49.0,47.0,52.0,54.0
165,53.0,49.0,53.0,50.0,51.0,52.0,52.0,48.0,53.0,52.0,53.0,51.0,52.0,51.0,51.0,53.0,51.0,50.0,51.0,51.0,51.0,53.0,53.0
166,53.0,50.0,52.0,51.0,53.0,49.0,51.0,52.0,51.0,53.0,53.0,51.0,54.0,54.0,54.0,55.0,53.0,53.0,52.0,51.0,53.0,53.0,55.0
167,52.0,52.0,53.0,53.0,53.0,52.0,50.0,52.0,53.0,54.0,51.0,53.0,55.0,52.0,52.0,55.0,54.0,56.0,52.0,52.0,53.0,54.0,53.0
168,49.0,51.0,49.0,53.0,50.0,52.0,49.0,48.0,51.0,54.0,50.0,52.0,50.0,52.0,52.0,53.0,53.0,54.0,50.0,51.0,54.0,52.0,51.0
169,51.0,52.0,51.0,51.0,50.0,50.0,51.0,49.0,50.0,52.0,51.0,50.0,50.0,53.0,53.0,50.0,50.0,49.0,53.0,51.0,51.0,50.0,51.0
170,52.0,54.0,53.0,52.0,51.0,53.0,53.0,53.0,52.0,52.0,52.0,54.0,52.0,52.0,50.0,50.0,54.0,53.0,52.0,54.0,54.0,52.0,52.0
171,52.0,52.0,51.0,51.0,52.0,51.0,52.0,53.0,49.0,55.0,53.0,53.0,53.0,52.0,54.0,54.0,53.0,52.0,51.0,53.0,53.0,51.0,53.0
172,50.0,51.0,51.0,51.0,53.0,50.0,52.0,50.0,52.0,51.0,51.0,52.0,54.0,50.0,51.0,51.0,52.0,51.0,51.0,50.0,51.0,51.0,53.0
173,52.0,53.0,51.0,53.0,52.0,51.0,53.0,51.0,51.0,52.0,50.0,51.0,52.0,51.0,52.0,50.0,51.0,52.0,53.0,50.0,51.0,51.0,55.0
174,52.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0,51.0,50.0,52.0,51.0,55.0,51.0,52.0,52.0,52.0,51.0,54.0,50.0,50.0,53.0,54.0
175,52.0,52.0,50.0,52.0,50.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,51.0,53.0,53.0,53.0,52.0,54.0,53.0,52.0,51.0
176,54.0,52.0,52.0,53.0,53.0,53.0,52.0,54.0,52.0,53.0,50.0,52.0,52.0,51.0,51.0,54.0,52.0,54.0,52.0,52.0,52.0,52.0,52.0
177,52.0,51.0,50.0,52.0,51.0,51.0,51.0,50.0,52.0,54.0,52.0,51.0,52.0,50.0,51.0,52.0,52.0,51.0,51.0,53.0,50.0,51.0,53.0
178,51.0,49.0,49.0,53.0,50.0,53.0,51.0,52.0,53.0,53.0,53.0,50.0,53.0,51.0,51.0,52.0,51.0,51.0,53.0,52.0,52.0,53.0,52.0
179,51.0,51.0,52.0,51.0,51.0,52.0,51.0,52.0,51.0,54.0,52.0,52.0,53.0,53.0,51.0,52.0,50.0,52.0,52.0,51.0,52.0,52.0,53.0
180,51.0,53.0,54.0,53.0,51.0,53.0,51.0,54.0,52.0,51.0,55.0,55.0,51.0,52.0,53.0,53.0,51.0,52.0,53.0,51.0,53.0,52.0,52.0
181,52.0,52.0,50.0,51.0,51.0,52.0,52.0,52.0,51.0,54.0,52.0,53.0,54.0,53.0,54.0,52.0,51.0,52.0,53.0,52.0,52.0,51.0,54.0
182,52.0,53.0,51.0,51.0,52.0,51.0,51.0,51.0,50.0,51.0,51.0,54.0,52.0,50.0,51.0,52.0,51.0,52.0,52.0,54.0,52.0,51.0,51.0
183,52.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,51.0,52.0,50.0,53.0,50.0,53.0,53.0,50.0,50.0,51.0,48.0,52.0,53.0,52.0
184,51.0,53.0,55.0,51.0,53.0,51.0,52.0,52.0,52.0,53.0,54.0,52.0,54.0,52.0,53.0,52.0,54.0,55.0,52.0,51.0,51.0,55.0,53.0
185,51.0,55.0,52.0,53.0,54.0,51.0,51.0,52.0,50.0,54.0,54.0,52.0,51.0,51.0,50.0,53.0,53.0,53.0,53.0,50.0,53.0,53.0,52.0
186,49.0,53.0,49.0,52.0,53.0,52.0,51.0,50.0,51.0,51.0,50.0,49.0,50.0,50.0,53.0,53.0,54.0,52.0,51.0,50.0,52.0,54.0,53.0
187,50.0,52.0,53.0,52.0,53.0,52.0,52.0,49.0,52.0,48.0,51.0,52.0,51.0,48.0,53.0,51.0,53.0,50.0,52.0,51.0,52.0,51.0,54.0
188,51.0,50.0,52.0,52.0,52.0,53.0,54.0,53.0,52.0,54.0,53.0,51.0,52.0,53.0,54.0,54.0,53.0,52.0,53.0,51.0,52.0,52.0,54.0
189,52.0,53.0,50.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,55.0,51.0,55.0,52.0,53.0,52.0,54.0,55.0,52.0,53.0,53.0,53.0,53.0
190,49.0,52.0,50.0,51.0,52.0,53.0,51.0,51.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,53.0,55.0,50.0,52.0,53.0,54.0,54.0
191,52.0,51.0,51.0,51.0,51.0,51.0,50.0,52.0,53.0,52.0,51.0,52.0,52.0,53.0,53.0,52.0,50.0,51.0,52.0,51.0,53.0,54.0,52.0
192,51.0,53.0,53.0,50.0,51.0,52.0,53.0,51.0,50.0,50.0,52.0,54.0,52.0,51.0,52.0,54.0,53.0,51.0,54.0,53.0,53.0,52.0,51.0
193,54.0,53.0,52.0,51.0,52.0,52.0,51.0,53.0,54.0,53.0,52.0,53.0,51.0,55.0,51.0,53.0,50.0,53.0,52.0,53.0,50.0,52.0,52.0
194,51.0,53.0,52.0,51.0,53.0,53.0,50.0,51.0,51.0,54.0,52.0,53.0,53.0,54.0,52.0,50.0,53.0,51.0,53.0,52.0,53.0,52.0,54.0
195,50.0,52.0,52.0,53.0,52.0,52.0,51.0,51.0,52.0,53.0,52.0,55.0,53.0,50.0,52.0,50.0,51.0,49.0,51.0,51.0,55.0,53.0,53.0
196,51.0,53.0,49.0,54.0,53.0,51.0,52.0,53.0,53.0,51.0,53.0,51.0,52.0,52.0,54.0,53.0,53.0,50.0,51.0,51.0,52.0,51.0,53.0
197,52.0,54.0,52.0,49.0,53.0,54.0,51.0,54.0,54.0,52.0,52.0,54.0,53.0,53.0,52.0,53.0,53.0,49.0,51.0,54.0,50.0,53.0,53.0
198,52.0,51.0,52.0,53.0,51.0,54.0,53.0,52.0,53.0,56.0,54.0,51.0,52.0,52.0,51.0,52.0,54.0,51.0,52.0,51.0,53.0,51.0,50.0
199,52.0,51.0,50.0,52.0,51.0,51.0,53.0,52.0,51.0,54.0,52.0,51.0,54.0,53.0,51.0,50.0,52.0,47.0,50.0,51.0,55.0,53.0,51.0
200,52.0,52.0,51.0,51.0,51.0,53.0,51.0,52.0,54.0,52.0,52.0,52.0,53.0,52.0,53.0,50.0,53.0,52.0,50.0,52.0,49.0,53.0,52.0
201,52.0,51.0,51.0,52.0,52.0,51.0,50.0,52.0,53.0,54.0,53.0,51.0,54.0,52.0,53.0,51.0,52.0,52.0,51.0,51.0,46.0,51.0,53.0
202,54.0,49.0,51.0,53.0,51.0,51.0,51.0,51.0,53.0,53.0,54.0,50.0,54.0,51.0,53.0,52.0,51.0,50.0,52.0,51.0,53.0,53.0,54.0
203,51.0,51.0,51.0,53.0,51.0,52.0,50.0,52.0,52.0,52.0,54.0,52.0,50.0,52.0,54.0,53.0,52.0,52.0,52.0,50.0,52.0,53.0,54.0
204,50.0,53.0,52.0,51.0,51.0,51.0,50.0,52.0,52.0,51.0,53.0,52.0,53.0,52.0,55.0,52.0,52.0,50.0,51.0,52.0,52.0,51.0,51.0
205,50.0,51.0,51.0,50.0,53.0,52.0,51.0,53.0,52.0,52.0,52.0,53.0,52.0,51.0,53.0,52.0,53.0,51.0,51.0,50.0,52.0,53.0,53.0
206,51.0,53.0,52.0,50.0,51.0,51.0,52.0,53.0,53.0,53.0,52.0,51.0,51.0,51.0,54.0,52.0,52.0,51.0,52.0,51.0,52.0,53.0,54.0
207,51.0,52.0,51.0,52.0,55.0,51.0,48.0,53.0,50.0,51.0,51.0,54.0,51.0,52.0,53.0,54.0,51.0,51.0,51.0,53.0,54.0,52.0,52.0
208,52.0,51.0,51.0,52.0,53.0,53.0,51.0,51.0,50.0,53.0,53.0,53.0,51.0,54.0,52.0,51.0,52.0,53.0,52.0,52.0,53.0,53.0,53.0
209,53.0,52.0,53.0,51.0,51.0,50.0,51.0,55.0,52.0,52.0,51.0,51.0,54.0,50.0,54.0,53.0,53.0,49.0,52.0,52.0,53.0,52.0,53.0
210,50.0,52.0,52.0,53.0,52.0,53.0,53.0,54.0,54.0,51.0,54.0,50.0,53.0,52.0,52.0,50.0,51.0,52.0,55.0,53.0,51.0,55.0,52.0
211,52.0,52.0,49.0,53.0,53.0,52.0,54.0,52.0,53.0,52.0,53.0,52.0,52.0,51.0,51.0,53.0,52.0,51.0,54.0,52.0,52.0,53.0,52.0
212,52.0,54.0,47.0,52.0,53.0,53.0,51.0,53.0,52.0,52.0,52.0,53.0,54.0,52.0,50.0,53.0,51.0,52.0,52.0,52.0,52.0,52.0,49.0
213,50.0,52.0,50.0,51.0,51.0,54.0,54.0,52.0,51.0,52.0,51.0,49.0,52.0,53.0,53.0,52.0,55.0,52.0,50.0,52.0,51.0,53.0,53.0
214,52.0,52.0,51.0,52.0,52.0,52.0,52.0,53.0,53.0,51.0,52.0,49.0,55.0,52.0,53.0,53.0,53.0,51.0,51.0,53.0,51.0,52.0,52.0
215,52.0,50.0,51.0,53.0,51.0,54.0,53.0,51.0,53.0,54.0,51.0,55.0,51.0,53.0,52.0,52.0,49.0,53.0,53.0,50.0,53.0,54.0,51.0
216,52.0,50.0,51.0,51.0,53.0,54.0,53.0,53.0,52.0,53.0,51.0,53.0,53.0,50.0,55.0,53.0,52.0,52.0,52.0,51.0,52.0,52.0,52.0
217,51.0,53.0,54.0,53.0,53.0,52.0,51.0,52.0,51.0,53.0,53.0,51.0,53.0,53.0,53.0,51.0,50.0,50.0,52.0,52.0,53.0,52.0,51.0
218,54.0,53.0,50.0,54.0,52.0,51.0,54.0,52.0,53.0,54.0,52.0,52.0,52.0,53.0,53.0,51.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0
219,51.0,53.0,51.0,52.0,52.0,51.0,53.0,53.0,51.0,53.0,52.0,53.0,54.0,51.0,50.0,50.0,52.0,51.0,53.0,53.0,53.0,51.0,53.0
220,47.0,53.0,53.0,52.0,52.0,53.0,52.0,53.0,51.0,51.0,52.0,51.0,52.0,53.0,52.0,51.0,51.0,50.0,48.0,53.0,54.0,53.0,52.0
221,53.0,52.0,51.0,53.0,51.0,52.0,54.0,53.0,48.0,52.0,52.0,50.0,51.0,50.0,53.0,53.0,54.0,50.0,51.0,54.0,52.0,51.0,51.0
222,50.0,53.0,50.0,51.0,52.0,50.0,52.0,53.0,52.0,52.0,53.0,51.0,53.0,52.0,52.0,54.0,52.0,52.0,54.0,53.0,51.0,53.0,52.0
223,51.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,54.0,53.0,52.0,56.0,53.0,51.0,51.0,52.0,52.0,53.0,53.0
224,53.0,52.0,51.0,52.0,54.0,52.0,52.0,52.0,49.0,52.0,52.0,52.0,53.0,52.0,54.0,53.0,55.0,51.0,50.0,52.0,54.0,52.0,55.0
225,53.0,53.0,53.0,54.0,52.0,52.0,51.0,51.0,52.0,54.0,54.0,51.0,50.0,52.0,53.0,52.0,52.0,52.0,51.0,53.0,52.0,53.0,52.0
226,52.0,53.0,50.0,54.0,52.0,52.0,53.0,52.0,51.0,53.0,51.0,53.0,53.0,53.0,51.0,52.0,52.0,53.0,53.0,52.0,53.0,51.0,53.0
227,53.0,52.0,52.0,50.0,52.0,53.0,52.0,52.0,53.0,53.0,52.0,53.0,52.0,54.0,51.0,53.0,49.0,52.0,52.0,54.0,51.0,53.0,53.0
228,52.0,49.0,53.0,54.0,52.0,52.0,54.0,52.0,52.0,55.0,53.0,51.0,53.0,53.0,54.0,52.0,52.0,52.0,51.0,53.0,52.0,51.0,51.0
229,54.0,52.0,52.0,54.0,52.0,52.0,53.0,54.0,52.0,53.0,52.0,51.0,52.0,51.0,53.0,53.0,54.0,51.0,52.0,52.0,53.0,51.0,52.0
230,53.0,51.0,52.0,52.0,52.0,53.0,50.0,53.0,53.0,53.0,52.0,50.0,51.0,51.0,51.0,52.0,50.0,51.0,51.0,52.0,53.0,54.0,53.0
231,50.0,53.0,52.0,51.0,52.0,51.0,51.0,52.0,52.0,54.0,52.0,51.0,53.0,52.0,53.0,53.0,51.0,52.0,52.0,50.0,54.0,53.0,51.0
232,53.0,54.0,53.0,52.0,51.0,51.0,51.0,52.0,52.0,51.0,53.0,50.0,51.0,52.0,52.0,51.0,49.0,49.0,53.0,51.0,53.0,51.0,52.0
233,53.0,52.0,53.0,53.0,52.0,53.0,52.0,53.0,53.0,52.0,53.0,52.0,55.0,54.0,52.0,53.0,51.0,51.0,53.0,49.0,54.0,54.0,53.0
234,51.0,52.0,50.0,53.0,52.0,54.0,51.0,52.0,52.0,51.0,53.0,53.0,53.0,51.0,53.0,54.0,49.0,51.0,52.0,54.0,52.0,51.0,53.0
235,52.0,52.0,52.0,53.0,51.0,53.0,52.0,50.0,53.0,52.0,52.0,51.0,50.0,52.0,54.0,50.0,49.0,52.0,52.0,51.0,52.0,53.0,52.0
236,52.0,50.0,53.0,51.0,52.0,53.0,51.0,55.0,52.0,50.0,51.0,51.0,53.0,52.0,53.0,53.0,53.0,50.0,53.0,49.0,52.0,52.0,53.0
237,50.0,50.0,52.0,53.0,52.0,53.0,51.0,52.0,53.0,53.0,51.0,51.0,51.0,51.0,52.0,52.0,50.0,52.0,50.0,50.0,51.0,52.0,53.0
238,51.0,53.0,52.0,52.0,53.0,51.0,53.0,51.0,53.0,52.0,52.0,51.0,53.0,51.0,52.0,53.0,53.0,55.0,52.0,53.0,54.0,54.0,54.0
239,51.0,53.0,52.0,52.0,54.0,52.0,52.0,53.0,52.0,54.0,54.0,51.0,52.0,54.0,51.0,53.0,52.0,51.0,54.0,52.0,52.0,51.0,53.0
240,48.0,53.0,53.0,51.0,54.0,54.0,52.0,52.0,54.0,54.0,53.0,52.0,51.0,53.0,54.0,53.0,52.0,55.0,52.0,51.0,54.0,52.0,52.0
241,50.0,52.0,52.0,52.0,55.0,52.0,53.0,51.0,51.0,53.0,52.0,53.0,52.0,52.0,50.0,54.0,52.0,52.0,53.0,52.0,53.0,51.0,51.0
242,51.0,52.0,53.0,53.0,53.0,52.0,51.0,52.0,51.0,53.0,52.0,52.0,51.0,55.0,52.0,54.0,53.0,50.0,52.0,53.0,51.0,52.0,52.0
243,51.0,50.0,51.0,52.0,52.0,52.0,52.0,53.0,51.0,54.0,51.0,51.0,52.0,52.0,53.0,54.0,52.0,51.0,53.0,51.0,52.0,53.0,52.0
244,52.0,52.0,52.0,51.0,53.0,51.0,50.0,53.0,51.0,55.0,53.0,50.0,52.0,50.0,51.0,54.0,52.0,50.0,55.0,51.0,52.0,51.0,53.0
245,53.0,53.0,52.0,52.0,52.0,52.0,54.0,51.0,51.0,52.0,54.0,51.0,53.0,51.0,53.0,54.0,51.0,51.0,52.0,51.0,52.0,54.0,54.0
246,53.0,50.0,54.0,50.0,52.0,53.0,52.0,54.0,53.0,51.0,53.0,51.0,52.0,51.0,54.0,53.0,52.0,51.0,54.0,50.0,52.0,53.0,53.0
247,51.0,52.0,53.0,52.0,54.0,53.0,53.0,52.0,52.0,51.0,52.0,50.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,54.0,52.0,52.0,53.0
248,50.0,52.0,50.0,52.0,51.0,54.0,51.0,53.0,52.0,52.0,53.0,50.0,53.0,54.0,53.0,53.0,54.0,53.0,52.0,52.0,53.0,53.0,53.0
249,53.0,52.0,51.0,52.0,53.0,52.0,51.0,52.0,51.0,53.0,54.0,49.0,52.0,50.0,51.0,51.0,52.0,50.0,51.0,50.0,53.0,53.0,54.0
250,52.0,52.0,52.0,53.0,53.0,52.0,53.0,52.0,52.0,52.0,55.0,54.0,52.0,52.0,53.0,52.0,53.0,52.0,50.0,53.0,52.0,52.0,55.0
251,52.0,54.0,51.0,52.0,53.0,50.0,53.0,52.0,52.0,51.0,52.0,51.0,53.0,53.0,54.0,54.0,53.0,53.0,51.0,51.0,52.0,53.0,53.0
252,52.0,52.0,52.0,53.0,54.0,52.0,53.0,50.0,53.0,52.0,54.0,51.0,52.0,52.0,53.0,52.0,52.0,55.0,51.0,52.0,53.0,52.0,50.0
253,50.0,52.0,50.0,52.0,53.0,54.0,54.0,52.0,51.0,54.0,52.0,51.0,54.0,52.0,51.0,54.0,53.0,52.0,51.0,52.0,54.0,52.0,53.0
254,52.0,53.0,52.0,51.0,54.0,52.0,54.0,53.0,51.0,55.0,52.0,52.0,54.0,53.0,54.0,51.0,52.0,51.0,53.0,52.0,53.0,53.0,55.0
255,52.0,52.0,52.0,53.0,52.0,52.0,54.0,53.0,51.0,52.0,52.0,51.0,51.0,51.0,54.0,51.0,51.0,51.0,53.0,54.0,53.0,52.0,53.0
256,50.0,52.0,51.0,51.0,52.0,53.0,51.0,52.0,50.0,52.0,52.0,52.0,52.0,53.0,54.0,53.0,53.0,51.0,53.0,52.0,54.0,51.0,53.0
257,51.0,53.0,53.0,51.0,52.0,53.0,54.0,52.0,52.0,53.0,53.0,54.0,53.0,54.0,52.0,51.0,54.0,52.0,50.0,53.0,54.0,50.0,53.0
258,52.0,52.0,53.0,51.0,54.0,51.0,55.0,51.0,52.0,52.0,51.0,53.0,54.0,51.0,53.0,51.0,54.0,53.0,52.0,53.0,53.0,51.0,51.0
259,51.0,52.0,51.0,51.0,54.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,51.0,52.0,52.0,52.0,49.0,53.0,53.0,51.0,51.0,54.0
260,51.0,52.0,50.0,52.0,52.0,53.0,54.0,53.0,53.0,51.0,53.0,53.0,52.0,52.0,52.0,53.0,53.0,52.0,52.0,52.0,53.0,53.0,52.0
261,52.0,50.0,51.0,52.0,52.0,52.0,53.0,52.0,54.0,52.0,50.0,51.0,55.0,52.0,53.0,55.0,54.0,51.0,52.0,50.0,53.0,51.0,53.0
262,52.0,51.0,52.0,50.0,53.0,53.0,54.0,52.0,57.0,55.0,53.0,53.0,53.0,51.0,51.0,52.0,49.0,50.0,50.0,52.0,53.0,51.0,54.0
263,53.0,51.0,49.0,53.0,54.0,53.0,52.0,51.0,54.0,54.0,51.0,54.0,51.0,53.0,51.0,53.0,52.0,53.0,51.0,52.0,53.0,55.0,53.0
264,54.0,51.0,52.0,52.0,53.0,54.0,50.0,52.0,54.0,54.0,52.0,52.0,53.0,51.0,52.0,50.0,52.0,51.0,54.0,53.0,52.0,52.0,53.0
265,52.0,53.0,49.0,51.0,52.0,54.0,51.0,51.0,51.0,52.0,51.0,51.0,52.0,52.0,53.0,52.0,53.0,52.0,51.0,52.0,54.0,51.0,54.0
266,52.0,53.0,51.0,51.0,53.0,52.0,50.0,52.0,52.0,54.0,51.0,51.0,54.0,52.0,37.0,53.0,54.0,50.0,52.0,51.0,52.0,51.0,53.0
267,51.0,53.0,51.0,52.0,54.0,54.0,51.0,51.0,53.0,52.0,52.0,51.0,52.0,52.0,-42.0,52.0,51.0,52.0,52.0,54.0,54.0,55.0,52.0
268,52.0,52.0,50.0,52.0,52.0,50.0,52.0,50.0,52.0,54.0,51.0,51.0,51.0,51.0,-82.0,51.0,54.0,52.0,53.0,51.0,54.0,51.0,55.0
269,52.0,52.0,53.0,52.0,53.0,52.0,53.0,53.0,50.0,52.0,51.0,51.0,51.0,52.0,-36.0,52.0,52.0,52.0,51.0,52.0,52.0,52.0,54.0
270,51.0,52.0,54.0,51.0,51.0,51.0,53.0,53.0,54.0,52.0,53.0,53.0,50.0,50.0,15.0,54.0,53.0,51.0,51.0,53.0,53.0,53.0,52.0
271,51.0,50.0,52.0,51.0,54.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,49.0,37.0,54.0,53.0,51.0,53.0,52.0,53.0,49.0,55.0
272,52.0,53.0,53.0,50.0,53.0,53.0,53.0,51.0,51.0,53.0,53.0,51.0,53.0,51.0,44.0,52.0,51.0,52.0,51.0,52.0,51.0,51.0,51.0
273,51.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,49.0,51.0,52.0,52.0,53.0,51.0,48.0,52.0,54.0,53.0,52.0,51.0,51.0,52.0,51.0
274,50.0,51.0,51.0,51.0,54.0,52.0,52.0,52.0,50.0,53.0,53.0,54.0,51.0,51.0,51.0,54.0,52.0,52.0,52.0,54.0,53.0,52.0,54.0
275,53.0,51.0,52.0,51.0,52.0,53.0,51.0,51.0,52.0,54.0,52.0,52.0,52.0,51.0,42.0,52.0,53.0,51.0,51.0,52.0,53.0,54.0,53.0
276,53.0,52.0,54.0,51.0,51.0,53.0,52.0,52.0,52.0,54.0,52.0,50.0,52.0,50.0,45.0,52.0,52.0,52.0,49.0,53.0,51.0,52.0,52.0
277,47.0,50.0,52.0,52.0,51.0,54.0,53.0,51.0,52.0,52.0,54.0,52.0,55.0,51.0,46.0,51.0,52.0,53.0,49.0,53.0,55.0,51.0,50.0
278,50.0,52.0,52.0,53.0,51.0,52.0,52.0,51.0,51.0,56.0,52.0,52.0,54.0,51.0,50.0,54.0,52.0,51.0,52.0,51.0,53.0,53.0,52.0
279,54.0,52.0,53.0,51.0,54.0,53.0,53.0,52.0,50.0,53.0,53.0,53.0,52.0,52.0,53.0,54.0,53.0,52.0,52.0,53.0,51.0,53.0,54.0
280,51.0,52.0,52.0,53.0,52.0,53.0,53.0,50.0,52.0,53.0,52.0,53.0,51.0,53.0,52.0,51.0,53.0,52.0,52.0,54.0,53.0,51.0,53.0
281,52.0,52.0,49.0,49.0,52.0,51.0,51.0,51.0,51.0,54.0,52.0,52.0,53.0,53.0,50.0,50.0,52.0,50.0,50.0,53.0,52.0,52.0,52.0
282,49.0,51.0,49.0,53.0,53.0,55.0,52.0,53.0,52.0,53.0,55.0,49.0,52.0,50.0,50.0,52.0,53.0,51.0,52.0,54.0,54.0,53.0,53.0
283,51.0,52.0,49.0,51.0,51.0,53.0,53.0,53.0,52.0,53.0,54.0,52.0,50.0,51.0,52.0,52.0,52.0,52.0,54.0,51.0,52.0,53.0,53.0
284,51.0,54.0,53.0,52.0,52.0,52.0,55.0,53.0,53.0,51.0,53.0,53.0,53.0,50.0,50.0,51.0,53.0,51.0,54.0,52.0,50.0,52.0,53.0
285,51.0,52.0,53.0,52.0,51.0,54.0,53.0,54.0,52.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,49.0,49.0,52.0,52.0,52.0,53.0
286,53.0,51.0,51.0,50.0,52.0,53.0,53.0,51.0,51.0,52.0,52.0,51.0,50.0,52.0,53.0,53.0,52.0,51.0,52.0,49.0,52.0,51.0,54.0
287,50.0,50.0,50.0,52.0,52.0,53.0,53.0,52.0,53.0,52.0,53.0,53.0,51.0,51.0,52.0,53.0,54.0,51.0,51.0,49.0,50.0,53.0,54.0
288,51.0,52.0,49.0,52.0,51.0,53.0,53.0,51.0,51.0,52.0,52.0,53.0,52.0,51.0,51.0,53.0,53.0,52.0,51.0,47.0,51.0,51.0,52.0
289,54.0,53.0,49.0,50.0,49.0,52.0,53.0,52.0,51.0,52.0,52.0,52.0,53.0,52.0,54.0,53.0,49.0,51.0,53.0,51.0,53.0,52.0,53.0
