,0
event_0,-98.53459308060627
event_1,-268.2679264139396
event_2,-242.13459308060624
event_3,-170.40125974727295
event_4,-245.73459308060623
event_5,-160.26792641393962
event_6,-152.66792641393957
event_7,-250.00125974727297
event_8,-189.86792641393959
event_9,-256.40125974727295
event_10,-83.73459308060627
event_11,-308.6679264139396
event_12,-202.80125974727292
event_13,-284.93459308060625
event_14,-139.4679264139396
event_15,-296.40125974727295
event_16,-82.00125974727294
event_17,-194.1345930806063
event_18,-164.40125974727295
event_19,-190.26792641393962
event_20,-290.40125974727295
event_21,-195.86792641393953
event_22,-260.9345930806063
event_23,-101.06792641393959
event_24,-254.40125974727297
event_25,-334.13459308060624
event_26,-313.8679264139396
event_27,-300.80125974727287
event_28,-148.0012597472729
event_29,-285.86792641393953
event_30,-131.46792641393964
event_31,-171.0679264139396
event_32,-280.2679264139395
event_33,-201.06792641393957
event_34,-303.7345930806062
event_35,-216.93459308060625
event_36,-371.33459308060617
event_37,-258.80125974727287
event_38,-281.73459308060626
event_39,-233.20125974727296
event_40,-264.00125974727297
event_41,-270.26792641393956
event_42,-257.20125974727296
event_43,-368.00125974727297
event_44,-218.53459308060627
event_45,-171.33459308060628
event_46,-108.66792641393961
event_47,-305.7345930806063
event_48,-117.86792641393959
event_49,-94.26792641393959
event_50,-361.0679264139396
event_51,-132.40125974727292
event_52,22.932073586060405
event_53,-214.6679264139396
event_54,-284.26792641393956
event_55,-222.80125974727295
event_56,-206.26792641393962
event_57,-268.93459308060625
event_58,-102.53459308060629
event_59,-123.8679264139396
event_60,-165.4679264139396
event_61,-326.9345930806063
event_62,-186.00125974727294
event_63,-10.534593080606264
event_64,-154.66792641393963
event_65,-209.86792641393959
event_66,-192.53459308060624
event_67,-213.46792641393958
event_68,-198.80125974727295
event_69,-134.93459308060628
event_70,-238.8012597472729
event_71,-75.20125974727293
event_72,-234.13459308060624
event_73,-288.80125974727287
event_74,-297.46792641393967
event_75,-79.4679264139396
event_76,-237.73459308060632
event_77,-216.5345930806063
event_78,-265.0679264139396
event_79,-105.73459308060626
event_80,-251.46792641393967
event_81,-250.13459308060627
event_82,-294.13459308060635
event_83,-284.93459308060625
event_84,-77.73459308060627
event_85,-145.7345930806063
event_86,-284.4012597472729
event_87,-146.00125974727294
event_88,-112.6679264139396
event_89,-92.13459308060625
event_90,-154.13459308060627
event_91,-254.66792641393963
event_92,-238.40125974727292
event_93,-206.00125974727294
event_94,-6.801259747272937
event_95,-388.2679264139396
event_96,-276.9345930806063
event_97,-319.6012597472729
event_98,-371.3345930806063
event_99,-191.06792641393957
event_100,-91.73459308060626
event_101,-288.00125974727297
event_102,-72.40125974727295
event_103,-113.06792641393959
event_104,-168.6679264139396
event_105,-106.40125974727292
event_106,-236.9345930806063
event_107,-207.6012597472729
event_108,-331.20125974727296
event_109,-298.40125974727295
event_110,-254.40125974727292
event_111,-197.60125974727293
event_112,-272.13459308060624
event_113,-194.2679264139396
event_114,-144.1345930806063
event_115,-178.8012597472729
event_116,-289.4679264139396
event_117,-321.2012597472729
event_118,-263.20125974727296
event_119,-246.1345930806063
event_120,-358.8012597472729
event_121,-279.0679264139396
event_122,-178.80125974727295
event_123,-177.60125974727296
event_124,-237.2012597472729
event_125,-110.53459308060627
event_126,-263.20125974727296
event_127,-291.2012597472729
event_128,-231.60125974727293
event_129,-244.40125974727295
event_130,-280.5345930806063
event_131,-275.20125974727284
event_132,-314.2679264139396
event_133,-95.46792641393961
event_134,-81.60125974727293
event_135,-82.00125974727294
event_136,-263.4679264139396
event_137,-232.13459308060627
event_138,-88.93459308060626
event_139,-95.0679264139396
event_140,-86.40125974727295
event_141,-187.60125974727293
event_142,-343.73459308060615
event_143,-87.0679264139396
event_144,-251.20125974727293
event_145,-127.33459308060628
event_146,-122.00125974727294
event_147,-138.53459308060627
event_148,-276.401259747273
event_149,-218.66792641393957
event_150,-261.0679264139395
event_151,-343.4679264139396
event_152,-333.73459308060626
event_153,-303.0679264139397
event_154,-73.33459308060628
event_155,-84.2679264139396
event_156,-246.66792641393963
event_157,-205.4679264139396
event_158,-143.06792641393957
event_159,-272.6679264139396
event_160,-215.06792641393963
event_161,-201.86792641393959
event_162,-86.53459308060627
event_163,-284.66792641393965
event_164,-171.46792641393967
event_165,-331.3345930806063
event_166,-300.6679264139396
event_167,-316.6679264139396
event_168,-354.93459308060625
event_169,-168.53459308060624
event_170,-260.66792641393954
event_171,-108.40125974727293
event_172,-222.5345930806063
event_173,-286.13459308060624
event_174,-372.001259747273
event_175,-240.4012597472729
event_176,-359.33459308060634
event_177,-308.2679264139395
event_178,-351.7345930806062
event_179,-291.7345930806062
event_180,-175.86792641393959
event_181,-291.06792641393963
event_182,-108.53459308060629
event_183,-166.00125974727294
event_184,-169.46792641393964
event_185,-170.93459308060625
event_186,-285.8679264139396
event_187,-123.73459308060626
event_188,-310.53459308060627
event_189,-243.46792641393964
event_190,-240.26792641393962
event_191,-219.86792641393959
event_192,-220.40125974727295
event_193,-281.0679264139396
event_194,-123.0679264139396
event_195,-255.86792641393964
event_196,-238.80125974727295
