,peak_X0,peak_Y0
event_0,103.0,-28.0
event_1,105.0,-70.8
event_2,103.0,-70.8
event_3,104.0,-52.00000000000001
event_4,104.0,-70.8
event_5,104.0,-44.4
event_6,104.0,-49.60000000000001
event_7,104.0,-70.8
event_8,104.0,-55.2
event_9,104.0,-70.8
event_10,103.0,-26.000000000000004
event_11,104.0,-70.8
event_12,104.0,-59.6
event_13,104.0,-70.8
event_14,104.0,-40.0
event_15,104.0,-70.8
event_16,103.0,-26.000000000000004
event_17,104.0,-56.800000000000004
event_18,104.0,-52.400000000000006
event_19,104.0,-55.2
event_20,104.0,-70.8
event_21,104.0,-55.6
event_22,105.0,-70.8
event_23,104.0,-28.400000000000002
event_24,105.0,-70.8
event_25,105.0,-70.8
event_26,105.0,-70.8
event_27,104.0,-70.8
event_28,104.0,-44.8
event_29,104.0,-70.8
event_30,104.0,-37.6
event_31,103.0,-47.199999999999996
event_32,104.0,-70.8
event_33,104.0,-59.2
event_34,104.0,-70.8
event_35,104.0,-63.2
event_36,105.0,-70.8
event_37,104.0,-70.8
event_38,104.0,-70.8
event_39,104.0,-70.8
event_40,104.0,-70.8
event_41,104.0,-70.8
event_42,104.0,-70.8
event_43,104.0,-70.8
event_44,104.0,-65.60000000000001
event_45,103.0,-48.0
event_46,104.0,-31.6
event_47,104.0,-70.8
event_48,104.0,-34.4
event_49,103.0,-25.6
event_50,104.0,-70.8
event_51,103.0,-37.6
event_52,103.0,-24.800000000000004
event_53,104.0,-66.0
event_54,104.0,-70.8
event_55,105.0,-62.400000000000006
event_56,104.0,-61.2
event_57,104.0,-70.8
event_58,103.0,-33.6
event_59,104.0,-36.00000000000001
event_60,104.0,-46.0
event_61,104.0,-70.8
event_62,104.0,-56.0
event_63,103.0,-20.0
event_64,104.0,-44.00000000000001
event_65,104.0,-62.0
event_66,103.0,-51.6
event_67,104.0,-63.2
event_68,104.0,-64.8
event_69,103.0,-39.199999999999996
event_70,104.0,-70.8
event_71,103.0,-24.0
event_72,104.0,-70.0
event_73,104.0,-70.8
event_74,104.0,-70.8
event_75,103.0,-24.400000000000002
event_76,105.0,-68.0
event_77,104.0,-63.6
event_78,104.0,-70.8
event_79,104.0,-30.000000000000004
event_80,104.0,-70.8
event_81,104.0,-70.8
event_82,104.0,-70.8
event_83,104.0,-70.8
event_84,103.0,-23.200000000000003
event_85,103.0,-42.800000000000004
event_86,104.0,-70.8
event_87,104.0,-42.0
event_88,103.0,-37.2
event_89,103.0,-27.6
event_90,104.0,-45.6
event_91,104.0,-70.8
event_92,104.0,-70.8
event_93,104.0,-58.800000000000004
event_94,103.0,-22.000000000000004
event_95,105.0,-70.8
event_96,103.0,-70.8
event_97,104.0,-70.8
event_98,105.0,-70.8
event_99,104.0,-59.6
event_100,103.0,-25.2
event_101,104.0,-70.8
event_102,102.0,-22.4
event_103,104.0,-34.4
event_104,104.0,-51.2
event_105,103.0,-34.800000000000004
event_106,104.0,-70.0
event_107,104.0,-66.0
event_108,104.0,-70.8
event_109,104.0,-70.8
event_110,105.0,-70.8
event_111,104.0,-58.4
event_112,104.0,-70.8
event_113,104.0,-57.60000000000001
event_114,104.0,-50.800000000000004
event_115,104.0,-53.2
event_116,104.0,-70.8
event_117,104.0,-70.8
event_118,104.0,-70.8
event_119,104.0,-70.8
event_120,105.0,-70.8
event_121,104.0,-70.8
event_122,104.0,-51.6
event_123,103.0,-51.2
event_124,104.0,-70.8
event_125,103.0,-32.0
event_126,103.0,-70.8
event_127,104.0,-70.8
event_128,104.0,-70.8
event_129,104.0,-70.8
event_130,105.0,-70.8
event_131,104.0,-70.8
event_132,104.0,-70.8
event_133,103.0,-26.8
event_134,103.0,-24.400000000000002
event_135,103.0,-27.6
event_136,103.0,-70.8
event_137,104.0,-70.0
event_138,104.0,-27.6
event_139,104.0,-29.6
event_140,103.0,-29.2
event_141,104.0,-50.0
event_142,105.0,-70.8
event_143,103.0,-23.599999999999998
event_144,104.0,-70.8
event_145,104.0,-35.6
event_146,104.0,-36.8
event_147,103.0,-40.800000000000004
event_148,103.0,-70.8
event_149,104.0,-66.8
event_150,104.0,-70.8
event_151,105.0,-70.8
event_152,104.0,-70.8
event_153,104.0,-70.8
event_154,103.0,-24.800000000000004
event_155,103.0,-25.2
event_156,105.0,-70.0
event_157,104.0,-70.0
event_158,104.0,-44.4
event_159,104.0,-70.8
event_160,104.0,-64.0
event_161,104.0,-63.6
event_162,103.0,-29.6
event_163,104.0,-70.8
event_164,104.0,-51.2
event_165,104.0,-70.8
event_166,104.0,-70.8
event_167,104.0,-70.8
event_168,104.0,-70.8
event_169,104.0,-50.800000000000004
event_170,104.0,-70.8
event_171,104.0,-32.0
event_172,104.0,-70.4
event_173,104.0,-70.8
event_174,104.0,-70.8
event_175,104.0,-70.8
event_176,104.0,-70.8
event_177,104.0,-70.8
event_178,105.0,-70.8
event_179,104.0,-70.8
event_180,104.0,-56.0
event_181,104.0,-70.8
event_182,104.0,-34.0
event_183,104.0,-49.2
event_184,104.0,-49.60000000000001
event_185,104.0,-48.800000000000004
event_186,104.0,-70.8
event_187,104.0,-38.800000000000004
event_188,104.0,-70.8
event_189,104.0,-70.8
event_190,104.0,-70.8
event_191,104.0,-66.4
event_192,104.0,-69.60000000000001
event_193,103.0,-70.8
event_194,104.0,-41.2
event_195,104.0,-70.8
event_196,104.0,-70.8
