,peak_X0,peak_Y0
event_0,104.0,-62.0
event_1,104.0,-43.0
event_2,104.0,-79.0
event_3,104.0,-79.0
event_4,104.0,-104.0
event_5,104.0,-51.00000000000001
event_6,104.0,-56.0
event_7,104.0,-55.0
event_8,103.0,-44.0
event_9,104.0,-46.0
event_10,104.0,-67.0
event_11,103.0,-53.0
event_12,104.0,-41.0
event_13,103.0,-26.000000000000004
event_14,104.0,-137.0
event_15,103.0,-32.0
event_16,104.0,-52.00000000000001
event_17,104.0,-40.0
event_18,104.0,-44.0
event_19,104.0,-96.0
event_20,104.0,-62.0
event_21,104.0,-75.0
event_22,104.0,-44.0
event_23,104.0,-83.0
event_24,104.0,-37.0
event_25,104.0,-101.0
event_26,104.0,-66.0
event_27,104.0,-65.0
event_28,103.0,-31.0
event_29,104.0,-34.0
event_30,104.0,-80.0
event_31,104.0,-81.0
event_32,104.0,-75.0
event_33,104.0,-39.0
event_34,104.0,-83.0
event_35,104.0,-54.0
event_36,104.0,-78.0
event_37,104.0,-71.00000000000001
event_38,104.0,-110.0
event_39,104.0,-94.0
event_40,103.0,-34.0
event_41,104.0,-42.0
event_42,103.0,-26.000000000000004
event_43,104.0,-60.0
event_44,103.0,-41.0
event_45,104.0,-52.00000000000001
event_46,104.0,-61.0
event_47,102.0,-22.0
event_48,103.0,-29.0
event_49,103.0,-41.0
event_50,104.0,-57.0
event_51,104.0,-58.0
event_52,104.0,-55.0
event_53,105.0,-94.0
event_54,104.0,-58.0
event_55,104.0,-38.0
event_56,104.0,-70.0
event_57,104.0,-54.0
event_58,104.0,-83.0
event_59,103.0,-34.0
event_60,104.0,-35.0
event_61,103.0,-35.0
event_62,104.0,-53.0
event_63,103.0,-53.0
event_64,104.0,-47.0
event_65,104.0,-80.0
event_66,104.0,-57.0
event_67,104.0,-48.0
event_68,104.0,-85.0
event_69,103.0,-33.0
event_70,104.0,-32.0
event_71,104.0,-74.0
event_72,103.0,-27.0
event_73,104.0,-78.0
event_74,104.0,-49.0
event_75,104.0,-80.0
event_76,103.0,-39.0
event_77,103.0,-26.000000000000004
event_78,103.0,-36.00000000000001
event_79,104.0,-100.0
event_80,104.0,-58.0
event_81,103.0,-57.0
event_82,104.0,-61.0
event_83,104.0,-101.0
event_84,104.0,-53.0
event_85,103.0,-39.0
event_86,104.0,-47.0
event_87,102.0,-23.0
event_88,104.0,-60.0
event_89,103.0,-45.0
event_90,103.0,-25.0
event_91,104.0,-58.0
event_92,103.0,-37.0
event_93,104.0,-113.0
event_94,104.0,-37.0
event_95,103.0,-25.0
event_96,103.0,-43.0
event_97,103.0,-31.0
event_98,104.0,-64.0
event_99,103.0,-43.0
event_100,104.0,-106.0
event_101,104.0,-59.00000000000001
event_102,104.0,-78.0
event_103,103.0,-44.0
event_104,104.0,-63.0
event_105,103.0,-24.0
event_106,103.0,-41.0
event_107,103.0,-41.0
event_108,104.0,-113.0
event_109,104.0,-82.0
event_110,104.0,-61.0
event_111,104.0,-42.0
event_112,104.0,-63.0
event_113,104.0,-37.0
event_114,104.0,-86.0
event_115,104.0,-72.00000000000001
event_116,104.0,-62.0
