,0
event_0,-189.38308026598145
event_1,-296.84974693264803
event_2,-143.7830802659815
event_3,-235.38308026598145
event_4,-229.24974693264815
event_5,-123.11641359931481
event_6,-91.9164135993148
event_7,-269.24974693264807
event_8,-254.1830802659814
event_9,-342.4497469326481
event_10,-236.8497469326481
event_11,-263.51641359931466
event_12,-107.51641359931482
event_13,-265.6497469326481
event_14,-195.1164135993148
event_15,-264.98308026598147
event_16,-287.51641359931466
event_17,-271.7830802659815
event_18,-324.8497469326481
event_19,-166.18308026598146
event_20,-100.31641359931481
event_21,-188.5830802659815
event_22,-314.04974693264813
event_23,-257.7830802659815
event_24,-235.5164135993148
event_25,-112.98308026598146
event_26,-267.11641359931474
event_27,-230.84974693264812
event_28,-114.9830802659815
event_29,-119.78308026598147
event_30,-267.2497469326482
event_31,-151.38308026598148
event_32,-291.3830802659815
event_33,-342.58308026598144
event_34,-173.78308026598148
event_35,-247.24974693264812
event_36,-247.1164135993148
event_37,-245.2497469326481
event_38,-196.4497469326481
event_39,-240.7164135993148
event_40,-278.18308026598146
event_41,-206.71641359931476
event_42,-101.51641359931479
event_43,-136.7164135993148
event_44,-269.11641359931474
event_45,-326.7164135993147
event_46,-226.84974693264812
event_47,-228.58308026598144
event_48,-254.9830802659814
event_49,-148.44974693264817
event_50,-271.6497469326481
event_51,-146.18308026598146
event_52,-95.78308026598147
event_53,-142.18308026598146
event_54,-81.91641359931481
event_55,-241.64974693264813
event_56,-133.3830802659815
event_57,-374.58308026598144
event_58,-259.5164135993148
event_59,-185.3830802659815
event_60,-137.9164135993148
event_61,-380.71641359931476
event_62,-228.4497469326481
event_63,-128.04974693264813
event_64,-275.7830802659814
event_65,-74.58308026598148
event_66,-282.58308026598144
event_67,-136.44974693264814
event_68,-287.5164135993147
event_69,-280.44974693264817
event_70,-278.0497469326481
event_71,-169.78308026598148
event_72,-309.91641359931475
event_73,-247.24974693264815
event_74,-81.24974693264814
event_75,-323.11641359931474
event_76,-218.04974693264813
event_77,-196.18308026598146
event_78,-230.04974693264813
event_79,-242.18308026598146
event_80,-267.5164135993148
event_81,-235.5164135993148
event_82,-317.2497469326481
event_83,-158.98308026598144
event_84,-275.3830802659814
event_85,-380.8497469326481
event_86,-227.64974693264816
event_87,-136.9830802659815
event_88,-277.7830802659814
event_89,-145.5164135993148
event_90,-243.24974693264807
event_91,-242.18308026598146
event_92,-342.0497469326481
event_93,-233.24974693264812
event_94,-76.98308026598147
event_95,-140.44974693264814
event_96,-252.18308026598152
event_97,-212.84974693264817
event_98,-235.91641359931478
event_99,-74.58308026598148
event_100,-232.9830802659814
event_101,-181.78308026598145
event_102,-150.84974693264817
event_103,-284.04974693264813
event_104,-165.38308026598148
event_105,-103.78308026598147
event_106,-179.51641359931477
event_107,-153.11641359931477
event_108,-255.11641359931477
event_109,-311.9164135993147
event_110,-210.31641359931484
event_111,-76.58308026598148
event_112,-150.7164135993148
event_113,-239.64974693264813
event_114,-171.91641359931478
event_115,-293.51641359931483
event_116,-267.38308026598145
event_117,-134.04974693264813
event_118,-292.8497469326481
event_119,-332.71641359931476
event_120,-302.9830802659814
event_121,-146.4497469326482
event_122,-235.38308026598145
event_123,-99.9164135993148
event_124,-207.1164135993148
event_125,-276.8497469326481
event_126,-284.58308026598144
event_127,-138.0497469326481
event_128,-259.2497469326481
event_129,-241.78308026598143
event_130,-281.51641359931483
event_131,-152.3164135993148
event_132,-85.78308026598148
event_133,-335.649746932648
event_134,-178.04974693264816
event_135,-97.5164135993148
event_136,-459.38308026598145
event_137,-131.24974693264812
event_138,-244.98308026598147
event_139,-185.5164135993148
event_140,-290.4497469326482
event_141,-293.64974693264804
event_142,-357.5164135993148
event_143,-85.38308026598146
event_144,-312.98308026598136
event_145,-308.9830802659814
event_146,-104.71641359931482
event_147,-188.84974693264815
event_148,-124.31641359931481
