,peak_X0,peak_Y0
event_0,104.0,-66.0
event_1,104.0,-100.0
event_2,103.0,-38.0
event_3,104.0,-60.0
event_4,104.0,-54.0
event_5,104.0,-106.0
event_6,105.0,-78.0
event_7,104.0,-62.0
event_8,103.0,-48.0
event_9,103.0,-32.0
event_10,103.0,-26.000000000000004
event_11,104.0,-94.0
event_12,102.0,-30.0
event_13,104.0,-82.0
event_14,103.0,-60.0
event_15,104.0,-106.0
event_16,104.0,-90.0
event_17,104.0,-76.0
event_18,104.0,-68.0
event_19,103.0,-32.0
event_20,104.0,-32.0
event_21,104.0,-66.0
event_22,104.0,-126.0
event_23,105.0,-88.0
event_24,104.0,-70.0
event_25,104.0,-70.0
event_26,104.0,-70.0
event_27,103.0,-40.0
event_28,103.0,-38.0
event_29,103.0,-28.0
event_30,103.0,-62.0
event_31,103.0,-44.0
event_32,104.0,-66.0
event_33,105.0,-92.0
event_34,104.0,-96.0
event_35,104.0,-84.0
event_36,104.0,-116.0
event_37,104.0,-46.0
event_38,104.0,-72.00000000000001
event_39,104.0,-60.0
event_40,103.0,-40.0
event_41,104.0,-70.0
event_42,104.0,-54.0
event_43,104.0,-58.0
event_44,104.0,-48.0
event_45,104.0,-88.0
event_46,103.0,-28.0
event_47,104.0,-58.0
event_48,103.0,-28.0
event_49,102.0,-26.000000000000004
event_50,104.0,-72.00000000000001
event_51,104.0,-58.0
event_52,104.0,-34.0
event_53,104.0,-52.00000000000001
event_54,103.0,-48.0
event_55,103.0,-60.0
event_56,104.0,-54.0
event_57,103.0,-52.00000000000001
event_58,104.0,-58.0
event_59,104.0,-86.0
event_60,102.0,-24.0
event_61,104.0,-58.0
event_62,104.0,-118.00000000000001
event_63,104.0,-62.0
event_64,104.0,-50.0
event_65,104.0,-74.0
event_66,103.0,-32.0
event_67,104.0,-72.00000000000001
event_68,104.0,-86.0
event_69,103.0,-32.0
event_70,104.0,-38.0
event_71,104.0,-64.0
event_72,104.0,-110.0
event_73,103.0,-26.000000000000004
event_74,104.0,-64.0
event_75,104.0,-90.0
event_76,104.0,-84.0
event_77,104.0,-106.0
event_78,103.0,-42.0
event_79,104.0,-34.0
event_80,103.0,-32.0
event_81,103.0,-32.0
event_82,103.0,-30.0
event_83,104.0,-44.0
event_84,104.0,-86.0
event_85,104.0,-32.0
event_86,103.0,-28.0
event_87,104.0,-100.0
event_88,103.0,-42.0
event_89,104.0,-74.0
event_90,103.0,-52.00000000000001
event_91,103.0,-36.00000000000001
event_92,104.0,-52.00000000000001
event_93,104.0,-126.0
event_94,104.0,-48.0
event_95,104.0,-50.0
event_96,103.0,-32.0
event_97,104.0,-78.0
event_98,104.0,-58.0
event_99,104.0,-50.0
event_100,104.0,-44.0
event_101,103.0,-46.0
event_102,104.0,-44.0
event_103,104.0,-82.0
event_104,103.0,-62.0
event_105,103.0,-32.0
event_106,104.0,-46.0
event_107,103.0,-32.0
event_108,104.0,-82.0
event_109,104.0,-110.0
event_110,104.0,-112.0
event_111,104.0,-82.0
event_112,103.0,-56.0
event_113,104.0,-100.0
event_114,103.0,-60.0
event_115,104.0,-48.0
event_116,104.0,-48.0
event_117,104.0,-60.0
event_118,104.0,-54.0
event_119,104.0,-88.0
event_120,104.0,-60.0
event_121,104.0,-68.0
event_122,104.0,-44.0
event_123,104.0,-78.0
event_124,104.0,-102.00000000000001
event_125,103.0,-36.00000000000001
event_126,104.0,-68.0
event_127,103.0,-42.0
event_128,104.0,-34.0
event_129,103.0,-44.0
event_130,103.0,-34.0
event_131,103.0,-50.0
event_132,104.0,-94.0
event_133,103.0,-30.0
event_134,104.0,-76.0
event_135,104.0,-76.0
event_136,103.0,-34.0
event_137,104.0,-78.0
event_138,103.0,-76.0
event_139,104.0,-78.0
event_140,103.0,-30.0
event_141,104.0,-76.0
event_142,104.0,-48.0
event_143,104.0,-86.0
event_144,103.0,-30.0
event_145,104.0,-84.0
event_146,104.0,-78.0
event_147,104.0,-52.00000000000001
event_148,104.0,-96.0
event_149,103.0,-58.0
event_150,104.0,-62.0
event_151,104.0,-68.0
event_152,104.0,-80.0
event_153,104.0,-82.0
event_154,103.0,-40.0
event_155,103.0,-68.0
event_156,104.0,-46.0
event_157,102.0,-28.0
event_158,104.0,-46.0
event_159,104.0,-80.0
event_160,104.0,-68.0
event_161,104.0,-74.0
event_162,103.0,-52.00000000000001
event_163,103.0,-32.0
event_164,103.0,-36.00000000000001
event_165,104.0,-60.0
event_166,104.0,-42.0
event_167,104.0,-70.0
event_168,104.0,-76.0
event_169,103.0,-42.0
event_170,104.0,-46.0
event_171,104.0,-86.0
event_172,104.0,-98.0
event_173,104.0,-60.0
event_174,104.0,-82.0
event_175,103.0,-84.0
event_176,103.0,-28.0
event_177,104.0,-80.0
event_178,104.0,-66.0
event_179,104.0,-64.0
event_180,103.0,-34.0
event_181,103.0,-26.000000000000004
event_182,104.0,-70.0
event_183,104.0,-60.0
event_184,104.0,-38.0
event_185,104.0,-100.0
event_186,104.0,-50.0
event_187,104.0,-68.0
event_188,104.0,-106.0
event_189,103.0,-32.0
event_190,103.0,-56.0
event_191,104.0,-72.00000000000001
event_192,104.0,-60.0
event_193,104.0,-88.0
event_194,104.0,-64.0
event_195,104.0,-92.0
event_196,104.0,-60.0
event_197,103.0,-46.0
event_198,103.0,-50.0
event_199,103.0,-54.0
event_200,103.0,-42.0
event_201,104.0,-64.0
event_202,104.0,-78.0
event_203,104.0,-56.0
event_204,104.0,-104.00000000000001
event_205,104.0,-56.0
event_206,104.0,-44.0
event_207,104.0,-36.00000000000001
event_208,103.0,-58.0
event_209,104.0,-76.0
event_210,104.0,-104.00000000000001
event_211,104.0,-36.00000000000001
event_212,104.0,-84.0
event_213,104.0,-66.0
event_214,104.0,-58.0
event_215,104.0,-74.0
event_216,104.0,-54.0
event_217,103.0,-38.0
event_218,104.0,-80.0
event_219,104.0,-128.0
event_220,104.0,-32.0
event_221,103.0,-40.0
event_222,104.0,-64.0
event_223,104.0,-74.0
event_224,104.0,-38.0
event_225,103.0,-38.0
event_226,103.0,-58.0
event_227,104.0,-74.0
event_228,103.0,-52.00000000000001
event_229,104.0,-64.0
event_230,103.0,-36.00000000000001
event_231,104.0,-66.0
event_232,104.0,-54.0
event_233,104.0,-46.0
event_234,104.0,-84.0
event_235,104.0,-72.00000000000001
event_236,105.0,-94.0
event_237,102.0,-28.0
event_238,103.0,-28.0
event_239,104.0,-72.00000000000001
event_240,104.0,-92.0
event_241,104.0,-112.0
event_242,104.0,-62.0
event_243,104.0,-40.0
event_244,103.0,-30.0
event_245,104.0,-98.0
event_246,104.0,-88.0
event_247,104.0,-100.0
event_248,104.0,-108.0
event_249,103.0,-42.0
event_250,103.0,-42.0
event_251,104.0,-116.0
event_252,104.0,-126.0
event_253,104.0,-78.0
event_254,104.0,-52.00000000000001
event_255,104.0,-80.0
event_256,103.0,-38.0
event_257,103.0,-44.0
event_258,104.0,-96.0
event_259,103.0,-32.0
event_260,103.0,-26.000000000000004
event_261,103.0,-30.0
event_262,103.0,-60.0
event_263,103.0,-48.0
event_264,104.0,-76.0
event_265,104.0,-82.0
event_266,102.0,-26.000000000000004
event_267,104.0,-66.0
event_268,104.0,-80.0
event_269,103.0,-34.0
event_270,103.0,-48.0
event_271,104.0,-54.0
event_272,104.0,-46.0
event_273,103.0,-40.0
event_274,104.0,-70.0
event_275,104.0,-86.0
event_276,104.0,-80.0
event_277,104.0,-100.0
event_278,104.0,-48.0
event_279,104.0,-66.0
event_280,103.0,-36.00000000000001
event_281,103.0,-54.0
event_282,103.0,-66.0
event_283,104.0,-114.0
event_284,103.0,-36.00000000000001
event_285,103.0,-28.0
event_286,104.0,-104.00000000000001
event_287,104.0,-76.0
event_288,103.0,-48.0
event_289,105.0,-118.00000000000001
event_290,104.0,-124.0
event_291,102.0,-30.0
event_292,103.0,-50.0
event_293,104.0,-92.0
event_294,104.0,-88.0
event_295,104.0,-54.0
event_296,104.0,-56.0
event_297,104.0,-90.0
event_298,103.0,-46.0
event_299,104.0,-56.0
event_300,104.0,-104.00000000000001
event_301,104.0,-32.0
event_302,103.0,-42.0
event_303,104.0,-90.0
event_304,102.0,-28.0
event_305,103.0,-22.0
event_306,103.0,-52.00000000000001
event_307,104.0,-58.0
event_308,104.0,-44.0
event_309,104.0,-142.00000000000003
event_310,104.0,-82.0
event_311,104.0,-82.0
event_312,104.0,-110.0
event_313,104.0,-58.0
event_314,103.0,-22.0
event_315,103.0,-28.0
event_316,104.0,-88.0
event_317,104.0,-40.0
event_318,104.0,-62.0
event_319,104.0,-88.0
event_320,104.0,-80.0
event_321,104.0,-66.0
event_322,105.0,-100.0
event_323,104.0,-60.0
event_324,103.0,-66.0
event_325,104.0,-54.0
event_326,104.0,-58.0
event_327,104.0,-46.0
event_328,103.0,-34.0
event_329,104.0,-66.0
event_330,104.0,-42.0
event_331,104.0,-90.0
event_332,104.0,-78.0
event_333,104.0,-94.0
event_334,104.0,-64.0
event_335,104.0,-40.0
event_336,103.0,-40.0
event_337,104.0,-88.0
event_338,103.0,-32.0
event_339,104.0,-72.00000000000001
event_340,103.0,-56.0
event_341,104.0,-40.0
event_342,104.0,-88.0
event_343,104.0,-60.0
event_344,104.0,-64.0
event_345,104.0,-68.0
event_346,103.0,-32.0
event_347,104.0,-82.0
event_348,103.0,-56.0
event_349,104.0,-70.0
event_350,103.0,-36.00000000000001
event_351,103.0,-36.00000000000001
event_352,104.0,-50.0
event_353,104.0,-94.0
event_354,104.0,-72.00000000000001
event_355,104.0,-40.0
event_356,104.0,-58.0
event_357,103.0,-34.0
event_358,104.0,-74.0
event_359,105.0,-96.0
event_360,103.0,-42.0
event_361,102.0,-30.0
event_362,104.0,-116.0
event_363,104.0,-44.0
event_364,105.0,-84.0
event_365,104.0,-70.0
event_366,103.0,-54.0
event_367,104.0,-114.0
event_368,104.0,-38.0
event_369,104.0,-44.0
