,peak_X0,peak_Y0
event_0,104.0,-60.400000000000006
event_1,104.0,-38.400000000000006
event_2,104.0,-28.800000000000004
event_3,103.0,-24.0
event_4,104.0,-70.4
event_5,104.0,-70.8
event_6,104.0,-70.8
event_7,104.0,-70.8
event_8,104.0,-45.2
event_9,104.0,-46.800000000000004
event_10,104.0,-70.8
event_11,104.0,-70.8
event_12,104.0,-70.0
event_13,105.0,-70.8
event_14,104.0,-70.8
event_15,104.0,-67.60000000000001
event_16,104.0,-70.8
event_17,103.0,-36.8
event_18,104.0,-60.00000000000001
event_19,105.0,-70.8
event_20,104.0,-70.8
event_21,104.0,-70.8
event_22,105.0,-70.8
event_23,103.0,-23.599999999999998
event_24,104.0,-70.8
event_25,104.0,-57.60000000000001
event_26,104.0,-39.199999999999996
event_27,104.0,-27.200000000000003
event_28,104.0,-41.2
event_29,104.0,-30.4
event_30,104.0,-70.8
event_31,104.0,-70.8
event_32,104.0,-70.8
event_33,104.0,-47.6
event_34,104.0,-70.8
event_35,104.0,-70.8
event_36,104.0,-42.800000000000004
event_37,104.0,-70.8
event_38,104.0,-52.8
event_39,104.0,-49.2
event_40,104.0,-70.8
event_41,103.0,-28.0
event_42,104.0,-58.800000000000004
event_43,104.0,-70.8
event_44,104.0,-52.400000000000006
event_45,104.0,-70.8
event_46,104.0,-66.8
event_47,104.0,-70.8
event_48,104.0,-70.8
event_49,104.0,-56.800000000000004
event_50,104.0,-60.00000000000001
event_51,104.0,-70.8
event_52,104.0,-70.8
event_53,104.0,-63.6
event_54,104.0,-55.6
event_55,104.0,-70.8
event_56,104.0,-70.8
event_57,104.0,-31.6
event_58,105.0,-70.8
event_59,104.0,-70.8
event_60,104.0,-60.400000000000006
event_61,103.0,-30.4
event_62,104.0,-50.0
event_63,104.0,-49.2
event_64,103.0,-36.4
event_65,104.0,-70.8
event_66,104.0,-70.8
event_67,104.0,-41.60000000000001
event_68,105.0,-70.8
event_69,105.0,-70.8
event_70,105.0,-70.8
event_71,104.0,-70.8
event_72,103.0,-46.400000000000006
event_73,104.0,-50.0
event_74,104.0,-55.2
event_75,104.0,-57.60000000000001
event_76,104.0,-26.8
event_77,104.0,-70.8
event_78,104.0,-70.8
event_79,104.0,-70.8
event_80,104.0,-63.2
event_81,104.0,-62.400000000000006
event_82,104.0,-60.8
event_83,103.0,-29.2
