,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9,event_10,event_11,event_12,event_13,event_14,event_15,event_16,event_17,event_18,event_19,event_20,event_21,event_22,event_23,event_24,event_25,event_26,event_27,event_28,event_29,event_30,event_31,event_32,event_33,event_34,event_35,event_36,event_37,event_38,event_39,event_40,event_41,event_42,event_43,event_44,event_45,event_46,event_47,event_48,event_49,event_50,event_51,event_52,event_53,event_54,event_55,event_56,event_57,event_58,event_59,event_60,event_61,event_62,event_63,event_64,event_65,event_66,event_67,event_68,event_69,event_70,event_71,event_72,event_73,event_74,event_75,event_76,event_77,event_78,event_79,event_80,event_81,event_82,event_83,event_84,event_85,event_86,event_87,event_88,event_89,event_90,event_91,event_92,event_93,event_94,event_95,event_96,event_97,event_98,event_99,event_100,event_101,event_102,event_103,event_104,event_105,event_106,event_107,event_108,event_109,event_110,event_111,event_112,event_113,event_114,event_115,event_116,event_117,event_118,event_119,event_120,event_121,event_122,event_123,event_124,event_125,event_126,event_127,event_128,event_129,event_130,event_131,event_132,event_133,event_134,event_135,event_136,event_137,event_138,event_139,event_140,event_141,event_142,event_143,event_144,event_145,event_146,event_147,event_148,event_149,event_150,event_151,event_152,event_153,event_154,event_155,event_156,event_157,event_158,event_159,event_160,event_161,event_162,event_163,event_164,event_165,event_166,event_167,event_168,event_169,event_170,event_171,event_172
10,-41.99999999999999,-22.8,-87.6,-110.39999999999998,-83.99999999999999,-25.2,-36.0,-38.4,-32.4,-39.6,-50.39999999999999,-62.4,-58.8,-79.19999999999999,-25.2,-25.2,-91.2,-53.99999999999999,-44.39999999999999,-80.4,-73.19999999999999,-60.0,-43.2,-114.0,-73.19999999999999,-81.6,-64.8,-88.79999999999998,-90.0,-124.8,-100.79999999999998,-61.2,-128.39999999999998,-50.39999999999999,-25.2,-72.0,-27.599999999999994,-105.59999999999998,-106.8,-50.39999999999999,-28.8,-20.4,-91.2,-91.2,-82.8,-140.4,-44.39999999999999,-94.8,-65.99999999999999,-32.4,-128.39999999999998,-41.99999999999999,-73.19999999999999,-58.8,-96.0,-38.4,-76.8,-37.2,-24.0,-99.6,-47.99999999999999,-45.6,-61.2,-98.4,-106.8,-99.6,-50.39999999999999,-24.0,-82.8,-51.6,-91.2,-116.4,-44.39999999999999,-144.0,-105.59999999999998,-51.6,-45.6,-79.19999999999999,-50.39999999999999,-45.6,-55.19999999999999,-102.0,-65.99999999999999,-51.6,-38.4,-79.19999999999999,-75.59999999999998,-85.2,-24.0,-28.8,-99.6,-73.19999999999999,-79.19999999999999,-69.6,-61.2,-61.2,-83.99999999999999,-63.59999999999999,-79.19999999999999,-140.4,-43.2,-148.79999999999998,-91.2,-124.8,-82.8,-44.39999999999999,-79.19999999999999,-55.19999999999999,-45.6,-24.0,-45.6,-38.4,-25.2,-46.8,-93.6,-53.99999999999999,-64.8,-24.0,-52.79999999999999,-41.99999999999999,-94.8,-45.6,-33.6,-64.8,-99.6,-136.79999999999998,-110.39999999999998,-90.0,-82.8,-65.99999999999999,-88.79999999999998,-93.6,-60.0,-40.8,-55.19999999999999,-25.2,-109.2,-75.59999999999998,-85.2,-122.4,-24.0,-100.79999999999998,-122.4,-61.2,-26.399999999999995,-53.99999999999999,-26.399999999999995,-145.2,-60.0,-70.79999999999998,-62.4,-53.99999999999999,-37.2,-49.2,-62.4,-45.6,-74.39999999999999,-52.79999999999999,-83.99999999999999,-73.19999999999999,-28.8,-118.79999999999998,-41.99999999999999,-37.2,-69.6,-22.8,-31.2,-110.39999999999998,-57.6,-41.99999999999999,-81.6,-98.4,-61.2
11,-39.6,-10.8,-50.39999999999999,-91.2,-51.6,-25.2,-24.0,-33.6,-21.6,-26.399999999999995,-46.8,-60.0,-51.6,-49.2,-19.2,-21.6,-55.19999999999999,-49.2,-25.2,-61.2,-68.39999999999999,-43.2,-26.399999999999995,-72.0,-43.2,-49.2,-38.4,-58.8,-70.79999999999998,-100.79999999999998,-86.39999999999999,-37.2,-74.39999999999999,-27.599999999999994,-22.8,-33.6,-27.599999999999994,-50.39999999999999,-78.0,-27.599999999999994,-20.4,-20.4,-85.2,-39.6,-51.6,-96.0,-41.99999999999999,-65.99999999999999,-61.2,-18.0,-105.59999999999998,-18.0,-49.2,-47.99999999999999,-46.8,-30.0,-51.6,-31.2,-10.8,-81.6,-28.8,-30.0,-46.8,-75.59999999999998,-60.0,-65.99999999999999,-49.2,-11.999999999999998,-72.0,-50.39999999999999,-58.8,-99.6,-44.39999999999999,-136.79999999999998,-88.79999999999998,-38.4,-28.8,-37.2,-27.599999999999994,-37.2,-53.99999999999999,-68.39999999999999,-45.6,-37.2,-34.8,-74.39999999999999,-73.19999999999999,-61.2,-18.0,-16.8,-73.19999999999999,-46.8,-63.59999999999999,-45.6,-37.2,-60.0,-40.8,-56.39999999999999,-64.8,-117.6,-30.0,-127.19999999999996,-43.2,-82.8,-45.6,-30.0,-70.79999999999998,-37.2,-22.8,-10.8,-34.8,-24.0,-18.0,-24.0,-72.0,-30.0,-31.2,-16.8,-32.4,-21.6,-51.6,-26.399999999999995,-18.0,-36.0,-78.0,-97.2,-62.4,-61.2,-70.79999999999998,-33.6,-87.6,-52.79999999999999,-46.8,-33.6,-45.6,-14.4,-97.2,-74.39999999999999,-40.8,-62.4,-18.0,-69.6,-62.4,-46.8,-20.4,-25.2,-25.2,-105.59999999999998,-37.2,-47.99999999999999,-32.4,-33.6,-16.8,-31.2,-47.99999999999999,-32.4,-63.59999999999999,-39.6,-75.59999999999998,-46.8,-18.0,-73.19999999999999,-40.8,-25.2,-39.6,-14.4,-13.199999999999998,-91.2,-38.4,-34.8,-60.0,-91.2,-47.99999999999999
12,-20.4,-4.8,-18.0,-44.39999999999999,-21.6,-15.6,-11.999999999999998,-16.8,-4.8,-9.6,-24.0,-25.2,-22.8,-16.8,-10.8,-8.4,-21.6,-20.4,-13.199999999999998,-24.0,-30.0,-15.6,-5.999999999999999,-27.599999999999994,-20.4,-20.4,-11.999999999999998,-19.2,-30.0,-39.6,-31.2,-14.4,-25.2,-13.199999999999998,-9.6,-11.999999999999998,-13.199999999999998,-19.2,-30.0,-11.999999999999998,-10.8,-9.6,-41.99999999999999,-11.999999999999998,-21.6,-43.2,-21.6,-25.2,-25.2,-7.2,-46.8,-7.2,-21.6,-24.0,-10.8,-13.199999999999998,-20.4,-10.8,-1.2,-39.6,-10.8,-13.199999999999998,-20.4,-30.0,-18.0,-25.2,-21.6,-3.6,-37.2,-25.2,-25.2,-50.39999999999999,-22.8,-67.2,-43.2,-14.4,-11.999999999999998,-7.2,-13.199999999999998,-14.4,-25.2,-25.2,-15.6,-14.4,-16.8,-36.0,-33.6,-22.8,-3.6,-9.6,-30.0,-16.8,-27.599999999999994,-16.8,-10.8,-25.2,-11.999999999999998,-32.4,-28.8,-55.19999999999999,-14.4,-56.39999999999999,-14.4,-27.599999999999994,-13.199999999999998,-11.999999999999998,-27.599999999999994,-20.4,-8.4,-1.2,-11.999999999999998,-8.4,-4.8,-9.6,-28.8,-13.199999999999998,-14.4,-3.6,-13.199999999999998,-9.6,-20.4,-10.8,-7.2,-8.4,-28.8,-39.6,-26.399999999999995,-21.6,-30.0,-11.999999999999998,-44.39999999999999,-15.6,-22.8,-19.2,-20.4,-1.2,-47.99999999999999,-41.99999999999999,-13.199999999999998,-21.6,-5.999999999999999,-28.8,-18.0,-22.8,-4.8,-11.999999999999998,-14.4,-40.8,-14.4,-20.4,-14.4,-10.8,-5.999999999999999,-14.4,-20.4,-14.4,-30.0,-18.0,-32.4,-16.8,-5.999999999999999,-25.2,-22.8,-9.6,-20.4,-3.6,-7.2,-43.2,-19.2,-14.4,-27.599999999999994,-37.2,-20.4
13,-7.2,-1.2,-9.6,-13.199999999999998,-9.6,-2.4,-4.8,-7.2,-1.2,-3.6,-8.4,-5.999999999999999,-7.2,-4.8,-4.8,-3.6,-11.999999999999998,-11.999999999999998,-3.6,-4.8,-7.2,-8.4,0.0,-11.999999999999998,-11.999999999999998,-7.2,-4.8,-7.2,-14.4,-14.4,-11.999999999999998,-3.6,-14.4,-5.999999999999999,-2.4,-3.6,-2.4,-8.4,-10.8,-4.8,-2.4,-2.4,-14.4,-7.2,-9.6,-16.8,-7.2,-5.999999999999999,-5.999999999999999,-2.4,-16.8,-1.2,-5.999999999999999,-14.4,-7.2,-8.4,-8.4,-4.8,-2.4,-20.4,-3.6,-2.4,-8.4,-13.199999999999998,-9.6,-10.8,-5.999999999999999,-1.2,-8.4,-8.4,-9.6,-16.8,-8.4,-21.6,-14.4,-7.2,-4.8,-4.8,-4.8,-8.4,-8.4,-10.8,-7.2,-4.8,-9.6,-15.6,-11.999999999999998,-8.4,-2.4,-4.8,-11.999999999999998,-3.6,-14.4,-8.4,-2.4,-10.8,-10.8,-13.199999999999998,-11.999999999999998,-18.0,-8.4,-18.0,-3.6,-9.6,-10.8,-7.2,-5.999999999999999,-9.6,-3.6,-1.2,-1.2,-2.4,-2.4,-3.6,-9.6,-5.999999999999999,-7.2,-1.2,-7.2,-3.6,-8.4,-7.2,-3.6,-5.999999999999999,-11.999999999999998,-14.4,-11.999999999999998,-7.2,-11.999999999999998,-7.2,-14.4,-8.4,-8.4,-9.6,-7.2,0.0,-13.199999999999998,-11.999999999999998,-8.4,-11.999999999999998,-2.4,-11.999999999999998,-7.2,-8.4,-2.4,-4.8,-4.8,-13.199999999999998,-5.999999999999999,-8.4,-7.2,-3.6,-3.6,-4.8,-4.8,-9.6,-10.8,-4.8,-11.999999999999998,-5.999999999999999,0.0,-8.4,-8.4,-5.999999999999999,-8.4,-1.2,-5.999999999999999,-16.8,-3.6,-4.8,-7.2,-13.199999999999998,-8.4
14,-1.2,1.2,-5.999999999999999,-7.2,-4.8,-3.6,-4.8,-3.6,0.0,0.0,-2.4,-4.8,-4.8,-3.6,-1.2,0.0,-7.2,-4.8,-4.8,-1.2,-4.8,-1.2,-1.2,-5.999999999999999,-2.4,-2.4,-3.6,-1.2,-5.999999999999999,-7.2,-5.999999999999999,-2.4,-3.6,-2.4,-2.4,0.0,-1.2,-4.8,-7.2,-1.2,0.0,0.0,-3.6,0.0,-1.2,-11.999999999999998,-5.999999999999999,-2.4,-3.6,-1.2,-4.8,2.4,-2.4,-4.8,-2.4,0.0,-4.8,-2.4,-1.2,-8.4,1.2,0.0,-2.4,-7.2,0.0,-3.6,-2.4,1.2,-5.999999999999999,-5.999999999999999,-1.2,-7.2,-8.4,-10.8,-7.2,-2.4,-1.2,-2.4,-1.2,-2.4,-4.8,-8.4,-3.6,0.0,-5.999999999999999,-7.2,0.0,-7.2,0.0,-4.8,-7.2,-4.8,-5.999999999999999,-3.6,2.4,-7.2,-1.2,-7.2,-4.8,-7.2,-3.6,-8.4,-1.2,-2.4,-4.8,-3.6,-2.4,-2.4,-2.4,-2.4,-4.8,0.0,0.0,0.0,-3.6,-2.4,-2.4,-1.2,-1.2,0.0,-4.8,-1.2,-1.2,-3.6,-8.4,-7.2,-3.6,-3.6,-8.4,-4.8,-8.4,-3.6,-5.999999999999999,-2.4,-4.8,0.0,-8.4,-9.6,-1.2,-5.999999999999999,1.2,-5.999999999999999,-2.4,-1.2,1.2,-1.2,-1.2,-5.999999999999999,-3.6,-4.8,-4.8,-1.2,1.2,0.0,-4.8,-1.2,-3.6,-5.999999999999999,-3.6,-2.4,3.6,-3.6,-1.2,0.0,-4.8,-1.2,0.0,-4.8,-2.4,-3.6,-3.6,-8.4,-1.2
15,0.0,-1.2,-1.2,-4.8,2.4,-2.4,0.0,1.2,1.2,1.2,0.0,0.0,0.0,-1.2,0.0,-1.2,2.4,0.0,2.4,1.2,-1.2,-1.2,-1.2,-1.2,3.6,5.999999999999999,1.2,0.0,0.0,-4.8,-3.6,2.4,1.2,1.2,0.0,0.0,0.0,0.0,1.2,3.6,1.2,1.2,2.4,0.0,0.0,-3.6,1.2,1.2,-2.4,0.0,-1.2,3.6,3.6,-1.2,0.0,-1.2,0.0,-1.2,-1.2,-1.2,1.2,0.0,-1.2,-2.4,0.0,0.0,1.2,3.6,-3.6,-2.4,3.6,0.0,-2.4,-1.2,-2.4,1.2,-1.2,1.2,1.2,0.0,-1.2,-2.4,-1.2,0.0,-2.4,-5.999999999999999,-1.2,2.4,2.4,0.0,-2.4,-1.2,1.2,2.4,2.4,0.0,1.2,-1.2,-1.2,-2.4,1.2,0.0,1.2,-2.4,0.0,-2.4,-2.4,1.2,4.8,1.2,4.8,0.0,3.6,-2.4,1.2,1.2,2.4,1.2,-1.2,3.6,0.0,0.0,-1.2,1.2,-1.2,1.2,1.2,-1.2,-1.2,2.4,1.2,-2.4,1.2,2.4,1.2,2.4,-1.2,-1.2,-1.2,2.4,1.2,-2.4,0.0,3.6,-2.4,3.6,2.4,2.4,2.4,-1.2,3.6,0.0,3.6,0.0,-2.4,0.0,-1.2,0.0,0.0,0.0,-1.2,-3.6,1.2,0.0,1.2,-1.2,-1.2,-1.2,1.2,-1.2,1.2,-2.4,0.0
16,0.0,2.4,-1.2,-2.4,-1.2,1.2,0.0,-1.2,1.2,-1.2,0.0,2.4,0.0,1.2,2.4,1.2,1.2,-1.2,0.0,0.0,2.4,-1.2,1.2,-4.8,-4.8,-2.4,1.2,4.8,2.4,-3.6,-1.2,1.2,-4.8,1.2,2.4,-2.4,3.6,-3.6,0.0,0.0,1.2,-2.4,1.2,-3.6,0.0,-1.2,0.0,-1.2,0.0,-2.4,1.2,-1.2,0.0,1.2,-3.6,0.0,-1.2,0.0,1.2,-4.8,0.0,1.2,-1.2,-2.4,-4.8,1.2,1.2,1.2,-1.2,0.0,-2.4,-3.6,1.2,-2.4,3.6,0.0,0.0,-1.2,-1.2,1.2,0.0,-1.2,3.6,0.0,-2.4,-1.2,2.4,2.4,1.2,1.2,-1.2,0.0,2.4,2.4,-1.2,-1.2,-1.2,1.2,2.4,-2.4,-1.2,-1.2,-3.6,-3.6,-1.2,-1.2,1.2,2.4,-1.2,-2.4,3.6,-2.4,-1.2,-1.2,0.0,1.2,0.0,2.4,-1.2,1.2,-4.8,-1.2,0.0,-2.4,-2.4,-2.4,-4.8,-1.2,0.0,-3.6,-1.2,-2.4,0.0,0.0,-2.4,2.4,1.2,2.4,-4.8,-7.2,1.2,0.0,-4.8,1.2,0.0,-1.2,4.8,-3.6,-2.4,-1.2,-2.4,0.0,-1.2,0.0,1.2,1.2,0.0,0.0,2.4,0.0,-1.2,-1.2,0.0,0.0,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.4
17,1.2,-1.2,-4.8,-4.8,-3.6,1.2,-1.2,-3.6,3.6,1.2,-2.4,1.2,0.0,-2.4,-1.2,0.0,-5.999999999999999,0.0,-1.2,-4.8,-2.4,-4.8,-1.2,-7.2,-3.6,-2.4,-3.6,-5.999999999999999,-2.4,-8.4,-4.8,-4.8,-7.2,-3.6,-1.2,-2.4,0.0,-7.2,-3.6,-2.4,-1.2,1.2,-3.6,-4.8,-3.6,-8.4,0.0,-4.8,-2.4,0.0,-5.999999999999999,-1.2,-3.6,-4.8,-4.8,-2.4,-3.6,2.4,0.0,-5.999999999999999,0.0,-1.2,1.2,-3.6,-5.999999999999999,-4.8,-2.4,0.0,-3.6,-1.2,-4.8,-7.2,0.0,-2.4,-5.999999999999999,-1.2,0.0,-5.999999999999999,-3.6,-2.4,-1.2,-5.999999999999999,-1.2,-3.6,-3.6,-3.6,-1.2,-5.999999999999999,2.4,1.2,-4.8,-4.8,-2.4,-1.2,-4.8,-2.4,-4.8,-4.8,-3.6,-7.2,-1.2,-5.999999999999999,-2.4,-5.999999999999999,-4.8,-2.4,-4.8,-3.6,-1.2,-1.2,0.0,-1.2,1.2,1.2,-4.8,0.0,-3.6,-3.6,-3.6,0.0,-3.6,-3.6,-2.4,-3.6,-4.8,-8.4,-7.2,-1.2,-3.6,-5.999999999999999,-3.6,-4.8,-1.2,-1.2,-3.6,0.0,-4.8,-2.4,-3.6,-7.2,0.0,-4.8,-8.4,-1.2,0.0,-3.6,2.4,-5.999999999999999,-4.8,-3.6,-4.8,-2.4,-1.2,-3.6,-2.4,-3.6,-3.6,-1.2,-1.2,-3.6,-2.4,-4.8,-2.4,1.2,1.2,0.0,0.0,-3.6,-1.2,-1.2,-4.8,-2.4,-1.2
18,0.0,1.2,-2.4,-4.8,-3.6,2.4,-1.2,-1.2,-1.2,1.2,-4.8,-3.6,0.0,-4.8,1.2,0.0,-3.6,-1.2,0.0,-4.8,-3.6,-2.4,-2.4,-3.6,-3.6,-3.6,-3.6,-2.4,-5.999999999999999,-7.2,-5.999999999999999,-1.2,-3.6,-2.4,2.4,2.4,0.0,1.2,-4.8,0.0,1.2,2.4,-4.8,-2.4,-1.2,-5.999999999999999,-1.2,-5.999999999999999,-2.4,1.2,-7.2,1.2,-2.4,-3.6,-1.2,0.0,-2.4,-1.2,0.0,-4.8,0.0,2.4,-4.8,-5.999999999999999,-3.6,-4.8,-1.2,-1.2,-4.8,-1.2,0.0,-4.8,0.0,-7.2,-5.999999999999999,0.0,0.0,0.0,-1.2,0.0,0.0,-4.8,-2.4,0.0,-1.2,-5.999999999999999,-1.2,-1.2,0.0,0.0,-3.6,-2.4,-4.8,-1.2,-1.2,-1.2,-3.6,-4.8,-2.4,-5.999999999999999,1.2,-5.999999999999999,-3.6,-3.6,1.2,0.0,-4.8,1.2,1.2,0.0,-1.2,0.0,1.2,-1.2,-2.4,-1.2,-2.4,-1.2,1.2,-1.2,-3.6,-1.2,1.2,-2.4,-7.2,-5.999999999999999,-2.4,-2.4,-4.8,-2.4,-5.999999999999999,-2.4,-2.4,1.2,-5.999999999999999,1.2,-3.6,-3.6,0.0,-3.6,0.0,-4.8,-3.6,-2.4,0.0,-1.2,2.4,-7.2,-1.2,-1.2,-1.2,-1.2,-1.2,-2.4,0.0,-3.6,-2.4,0.0,-3.6,-1.2,0.0,-1.2,-1.2,2.4,0.0,2.4,-1.2,-3.6,-2.4,-2.4,-2.4,-3.6,0.0
19,-2.4,1.2,-2.4,-4.8,-2.4,2.4,1.2,-1.2,0.0,-2.4,1.2,-1.2,0.0,-2.4,1.2,1.2,-1.2,-1.2,0.0,-1.2,-2.4,-3.6,-2.4,-4.8,0.0,-1.2,-1.2,-1.2,1.2,-2.4,-1.2,-3.6,-3.6,-1.2,-1.2,-2.4,0.0,-3.6,1.2,0.0,1.2,-1.2,1.2,-2.4,-2.4,-1.2,1.2,-1.2,1.2,-1.2,-3.6,0.0,-2.4,-1.2,-2.4,0.0,2.4,-1.2,-1.2,-2.4,-2.4,-1.2,-2.4,-2.4,-1.2,-1.2,-2.4,-1.2,-5.999999999999999,0.0,-3.6,-2.4,-1.2,-1.2,-4.8,1.2,1.2,-1.2,2.4,-1.2,0.0,-1.2,0.0,0.0,-1.2,-2.4,-3.6,-2.4,0.0,0.0,-1.2,-2.4,0.0,1.2,-1.2,-1.2,-4.8,-2.4,1.2,-4.8,2.4,0.0,-3.6,-2.4,0.0,0.0,-3.6,1.2,1.2,0.0,1.2,-2.4,2.4,-1.2,0.0,-3.6,-3.6,0.0,-1.2,1.2,1.2,-1.2,2.4,-1.2,-1.2,-3.6,-3.6,-1.2,-2.4,-1.2,0.0,-2.4,0.0,-2.4,2.4,1.2,-1.2,-3.6,-1.2,-3.6,2.4,1.2,-5.999999999999999,0.0,-1.2,1.2,2.4,1.2,0.0,-1.2,-1.2,-1.2,1.2,-1.2,0.0,-1.2,1.2,0.0,-2.4,-2.4,-2.4,-3.6,-1.2,0.0,1.2,-1.2,0.0,-1.2,-2.4,3.6,0.0,-2.4,0.0
20,-1.2,0.0,-2.4,-1.2,-1.2,2.4,0.0,-2.4,0.0,0.0,0.0,-2.4,0.0,-2.4,-3.6,1.2,-2.4,-1.2,0.0,-3.6,0.0,0.0,-2.4,-3.6,-5.999999999999999,-3.6,1.2,0.0,-3.6,-1.2,-2.4,-2.4,-1.2,1.2,-1.2,-1.2,0.0,-1.2,0.0,1.2,1.2,1.2,-1.2,1.2,-3.6,-2.4,0.0,-4.8,-2.4,0.0,-4.8,-1.2,-1.2,0.0,-1.2,0.0,-1.2,1.2,0.0,-3.6,-1.2,1.2,-3.6,-2.4,0.0,-1.2,0.0,1.2,-5.999999999999999,0.0,-1.2,-2.4,1.2,-7.2,-2.4,0.0,1.2,-1.2,1.2,1.2,0.0,0.0,-2.4,-2.4,1.2,-2.4,-1.2,-2.4,1.2,-2.4,-3.6,-2.4,2.4,-1.2,-2.4,-1.2,1.2,-3.6,-1.2,-7.2,0.0,-4.8,0.0,-4.8,-3.6,0.0,-2.4,0.0,0.0,0.0,0.0,0.0,1.2,-1.2,-2.4,0.0,-2.4,2.4,1.2,2.4,0.0,-2.4,0.0,-2.4,-1.2,-3.6,-2.4,-1.2,-2.4,1.2,-2.4,-1.2,-2.4,-2.4,-2.4,1.2,-2.4,-1.2,-1.2,-1.2,2.4,-3.6,-2.4,-3.6,1.2,0.0,-1.2,-3.6,0.0,-1.2,0.0,-2.4,0.0,1.2,1.2,-2.4,-2.4,-1.2,-1.2,-1.2,-1.2,-2.4,-1.2,2.4,-3.6,-1.2,-1.2,-3.6,0.0,-2.4,0.0,-1.2,0.0
21,0.0,-1.2,2.4,1.2,0.0,4.8,1.2,0.0,2.4,1.2,1.2,1.2,3.6,3.6,1.2,-1.2,1.2,-1.2,3.6,2.4,1.2,1.2,0.0,0.0,0.0,0.0,2.4,0.0,1.2,1.2,1.2,2.4,1.2,0.0,0.0,2.4,2.4,2.4,3.6,1.2,1.2,1.2,-1.2,1.2,1.2,0.0,2.4,-1.2,0.0,2.4,-1.2,1.2,1.2,0.0,0.0,0.0,2.4,1.2,1.2,-2.4,1.2,3.6,3.6,-1.2,1.2,2.4,1.2,2.4,0.0,1.2,2.4,-1.2,1.2,-1.2,-1.2,1.2,-1.2,2.4,1.2,2.4,-2.4,3.6,3.6,-1.2,3.6,0.0,0.0,1.2,3.6,3.6,-1.2,3.6,0.0,1.2,0.0,0.0,1.2,1.2,0.0,1.2,2.4,-2.4,2.4,2.4,2.4,-1.2,1.2,1.2,2.4,0.0,0.0,4.8,2.4,1.2,2.4,0.0,1.2,0.0,1.2,1.2,3.6,2.4,2.4,2.4,0.0,1.2,1.2,1.2,1.2,-1.2,-1.2,-1.2,0.0,1.2,0.0,3.6,-1.2,0.0,0.0,2.4,0.0,0.0,3.6,1.2,0.0,0.0,0.0,0.0,2.4,2.4,2.4,3.6,1.2,3.6,1.2,1.2,2.4,-1.2,-1.2,1.2,-1.2,1.2,3.6,1.2,2.4,1.2,-1.2,-2.4,2.4,-1.2,1.2,-3.6,0.0
22,4.8,-3.6,-1.2,2.4,-1.2,1.2,2.4,1.2,0.0,3.6,3.6,0.0,2.4,1.2,3.6,0.0,2.4,0.0,0.0,-1.2,3.6,1.2,1.2,0.0,1.2,1.2,2.4,1.2,2.4,2.4,5.999999999999999,3.6,4.8,2.4,1.2,-2.4,1.2,1.2,0.0,0.0,0.0,3.6,2.4,2.4,1.2,1.2,1.2,2.4,3.6,0.0,3.6,0.0,0.0,3.6,3.6,1.2,1.2,2.4,1.2,1.2,2.4,1.2,2.4,2.4,3.6,0.0,1.2,0.0,0.0,-1.2,2.4,2.4,3.6,1.2,2.4,1.2,-1.2,-1.2,2.4,2.4,1.2,2.4,0.0,0.0,2.4,3.6,1.2,2.4,3.6,1.2,2.4,1.2,3.6,3.6,0.0,1.2,3.6,1.2,3.6,2.4,2.4,1.2,1.2,4.8,3.6,2.4,2.4,3.6,1.2,2.4,1.2,-1.2,4.8,3.6,2.4,0.0,2.4,0.0,1.2,2.4,0.0,2.4,0.0,3.6,4.8,4.8,0.0,4.8,1.2,2.4,2.4,2.4,1.2,1.2,2.4,2.4,-1.2,0.0,1.2,2.4,2.4,2.4,1.2,1.2,1.2,1.2,2.4,2.4,1.2,1.2,2.4,-1.2,3.6,2.4,2.4,0.0,1.2,2.4,3.6,1.2,0.0,2.4,2.4,2.4,1.2,1.2,2.4,0.0,1.2,1.2,2.4,1.2,2.4
23,1.2,0.0,-1.2,1.2,2.4,0.0,3.6,1.2,2.4,-1.2,1.2,0.0,1.2,1.2,0.0,3.6,0.0,0.0,0.0,2.4,0.0,1.2,1.2,2.4,-1.2,1.2,2.4,1.2,-1.2,-1.2,0.0,0.0,0.0,1.2,0.0,2.4,0.0,1.2,-1.2,2.4,1.2,2.4,0.0,2.4,2.4,-2.4,1.2,2.4,1.2,1.2,0.0,2.4,-1.2,1.2,0.0,2.4,0.0,1.2,1.2,0.0,2.4,3.6,0.0,1.2,2.4,1.2,2.4,3.6,2.4,1.2,1.2,-1.2,1.2,-1.2,3.6,0.0,-1.2,-1.2,3.6,-1.2,1.2,1.2,1.2,1.2,1.2,-1.2,1.2,0.0,1.2,-1.2,0.0,2.4,0.0,-1.2,-2.4,1.2,1.2,2.4,2.4,-2.4,2.4,3.6,-1.2,-1.2,-1.2,0.0,1.2,0.0,1.2,2.4,1.2,0.0,-1.2,0.0,3.6,-1.2,0.0,1.2,1.2,0.0,-1.2,2.4,1.2,0.0,-1.2,0.0,0.0,0.0,1.2,2.4,2.4,1.2,2.4,1.2,2.4,1.2,-1.2,0.0,2.4,-1.2,0.0,0.0,0.0,2.4,1.2,2.4,2.4,-1.2,2.4,0.0,1.2,0.0,-1.2,2.4,2.4,2.4,2.4,0.0,1.2,1.2,1.2,-1.2,1.2,1.2,0.0,1.2,3.6,1.2,1.2,1.2,-1.2,1.2,1.2
24,2.4,0.0,0.0,1.2,1.2,0.0,3.6,2.4,3.6,0.0,4.8,0.0,1.2,0.0,2.4,2.4,0.0,1.2,2.4,0.0,2.4,0.0,2.4,-1.2,1.2,2.4,1.2,1.2,-1.2,1.2,1.2,2.4,0.0,2.4,1.2,1.2,0.0,2.4,1.2,2.4,-1.2,0.0,-2.4,1.2,1.2,0.0,-1.2,2.4,0.0,0.0,1.2,0.0,0.0,2.4,4.8,1.2,-1.2,2.4,3.6,-1.2,0.0,2.4,3.6,1.2,1.2,2.4,0.0,1.2,2.4,3.6,1.2,1.2,1.2,-2.4,-1.2,2.4,2.4,0.0,1.2,3.6,-2.4,2.4,2.4,3.6,-1.2,0.0,3.6,1.2,2.4,-1.2,0.0,1.2,2.4,0.0,2.4,-1.2,3.6,0.0,0.0,1.2,2.4,1.2,2.4,3.6,-1.2,1.2,1.2,2.4,1.2,1.2,1.2,1.2,3.6,2.4,1.2,1.2,0.0,3.6,3.6,2.4,0.0,2.4,2.4,1.2,1.2,1.2,1.2,0.0,2.4,-1.2,0.0,0.0,1.2,-1.2,3.6,1.2,0.0,1.2,1.2,0.0,0.0,1.2,1.2,0.0,1.2,4.8,0.0,2.4,2.4,-1.2,3.6,2.4,1.2,2.4,1.2,3.6,1.2,2.4,0.0,3.6,1.2,1.2,1.2,1.2,2.4,1.2,3.6,-1.2,1.2,1.2,0.0,3.6,0.0
