,peak_X0,peak_X1,peak_Y0,peak_Y1
event_613,105.0,574.0,78.0,86.39999999999999
event_614,104.0,295.0,57.6,18.0
event_615,105.0,781.0,68.39999999999999,9.6
event_616,104.0,1100.0,108.0,15.6
event_617,105.0,1080.0,61.2,30.0
event_618,105.0,708.0,94.8,22.8
event_619,105.0,1626.0,157.2,30.0
event_620,105.0,1720.0,61.2,78.0
event_621,105.0,567.0,61.2,33.6
event_622,105.0,372.0,151.19999999999996,39.6
event_623,104.0,1556.0,81.6,30.0
event_624,105.0,576.0,109.2,37.2
event_625,103.0,489.0,26.399999999999995,15.6
event_626,103.0,1793.0,26.399999999999995,13.199999999999998
event_627,105.0,1273.0,114.0,70.79999999999998
event_628,105.0,604.0,82.8,57.6
event_629,105.0,1081.0,72.0,21.6
event_630,103.0,874.0,32.4,11.999999999999998
event_631,105.0,835.0,88.79999999999998,30.0
event_632,105.0,852.0,78.0,11.999999999999998
event_633,104.0,457.0,62.4,82.8
event_634,104.0,1182.0,33.6,36.0
event_635,105.0,758.0,60.0,16.8
event_636,103.0,1307.0,21.6,93.6
event_637,104.0,476.0,83.99999999999999,41.99999999999999
event_638,104.0,780.0,32.4,65.99999999999999
event_639,104.0,260.0,65.99999999999999,30.0
event_640,105.0,262.0,90.0,41.99999999999999
event_641,105.0,1628.0,76.8,20.4
event_642,105.0,946.0,61.2,50.39999999999999
event_643,105.0,424.0,73.19999999999999,26.399999999999995
event_644,104.0,1212.0,67.2,74.39999999999999
event_645,105.0,416.0,55.19999999999999,10.8
event_646,105.0,449.0,78.0,78.0
event_647,105.0,1485.0,76.8,49.2
event_648,104.0,280.0,79.19999999999999,33.6
event_649,105.0,1320.0,129.6,15.6
event_650,104.0,1699.0,58.8,57.6
event_651,105.0,468.0,94.8,58.8
event_652,105.0,746.0,47.99999999999999,14.4
event_653,105.0,547.0,111.6,86.39999999999999
event_654,105.0,1427.0,111.6,47.99999999999999
event_655,105.0,675.0,72.0,19.2
event_656,104.0,713.0,44.39999999999999,24.0
event_657,105.0,1408.0,97.2,50.39999999999999
event_658,105.0,799.0,105.59999999999998,16.8
event_659,105.0,342.0,80.4,51.6
event_660,105.0,965.0,114.0,21.6
event_661,105.0,1792.0,65.99999999999999,13.199999999999998
event_662,104.0,1016.0,47.99999999999999,27.599999999999994
event_663,105.0,352.0,64.8,34.8
event_664,105.0,648.0,64.8,13.199999999999998
event_665,104.0,686.0,70.79999999999998,60.0
event_666,104.0,436.0,45.6,38.4
event_667,105.0,399.0,98.4,19.2
event_668,105.0,803.0,118.79999999999998,34.8
event_669,105.0,763.0,124.8,15.6
event_670,104.0,2450.0,65.99999999999999,16.8
event_671,104.0,1191.0,44.39999999999999,55.19999999999999
event_672,104.0,639.0,83.99999999999999,53.99999999999999
event_673,104.0,599.0,45.6,15.6
event_674,105.0,914.0,92.4,25.2
event_675,105.0,1479.0,81.6,34.8
event_676,105.0,341.0,78.0,27.599999999999994
event_677,105.0,475.0,86.39999999999999,31.2
event_678,103.0,700.0,21.6,46.8
event_679,105.0,648.0,82.8,19.2
event_680,102.0,653.0,21.6,13.199999999999998
event_681,105.0,271.0,134.4,31.2
event_682,104.0,298.0,40.8,32.4
event_683,105.0,823.0,104.4,43.2
event_684,104.0,583.0,81.6,30.0
event_685,105.0,651.0,87.6,82.8
event_686,105.0,1315.0,91.2,16.8
event_687,105.0,1598.0,142.79999999999998,56.39999999999999
event_688,104.0,1493.0,104.4,46.8
event_689,104.0,1111.0,57.6,18.0
event_690,105.0,1666.0,53.99999999999999,37.2
event_691,103.0,2029.0,30.0,86.39999999999999
event_692,105.0,1099.0,85.2,41.99999999999999
event_693,104.0,853.0,34.8,10.8
event_694,105.0,353.0,57.6,60.0
event_695,104.0,285.0,68.39999999999999,15.6
event_696,104.0,386.0,37.2,21.6
event_697,105.0,384.0,91.2,20.4
event_698,103.0,261.0,24.0,64.8
event_699,105.0,1093.0,124.8,22.8
event_700,104.0,1638.0,46.8,16.8
event_701,103.0,346.0,27.599999999999994,38.4
event_702,105.0,1074.0,97.2,32.4
event_703,105.0,459.0,106.8,45.6
event_704,105.0,825.0,83.99999999999999,33.6
event_705,105.0,294.0,136.79999999999998,50.39999999999999
event_706,104.0,443.0,90.0,24.0
event_707,104.0,332.0,31.2,38.4
event_708,105.0,293.0,127.19999999999996,28.8
event_709,105.0,257.0,78.0,27.599999999999994
event_710,104.0,717.0,98.4,22.8
event_711,104.0,1199.0,50.39999999999999,34.8
event_712,105.0,379.0,128.39999999999998,39.6
event_713,103.0,457.0,24.0,41.99999999999999
event_714,104.0,1050.0,43.2,39.6
event_715,105.0,595.0,118.79999999999998,49.2
event_716,104.0,388.0,43.2,61.2
event_717,104.0,1333.0,36.0,27.599999999999994
event_718,105.0,1153.0,109.2,64.8
event_719,104.0,709.0,45.6,62.4
event_720,105.0,534.0,102.0,57.6
event_721,104.0,449.0,31.2,58.8
event_722,106.0,265.0,236.4,76.8
event_723,104.0,368.0,47.99999999999999,16.8
event_724,105.0,263.0,65.99999999999999,25.2
event_725,103.0,645.0,31.2,36.0
event_726,104.0,650.0,49.2,11.999999999999998
event_727,105.0,1747.0,65.99999999999999,44.39999999999999
event_728,105.0,510.0,140.4,38.4
event_729,105.0,790.0,104.4,30.0
event_730,105.0,613.0,79.19999999999999,22.8
event_731,104.0,956.0,49.2,53.99999999999999
event_732,104.0,270.0,37.2,13.199999999999998
event_733,105.0,704.0,112.79999999999998,41.99999999999999
event_734,104.0,432.0,26.399999999999995,31.2
event_735,105.0,357.0,64.8,28.8
event_736,104.0,663.0,60.0,52.79999999999999
event_737,105.0,877.0,46.8,38.4
event_738,104.0,466.0,46.8,25.2
event_739,105.0,1441.0,76.8,27.599999999999994
event_740,105.0,468.0,55.19999999999999,69.6
event_741,104.0,581.0,32.4,9.6
event_742,104.0,350.0,36.0,38.4
event_743,104.0,572.0,62.4,49.2
event_744,105.0,1350.0,52.79999999999999,93.6
event_745,105.0,465.0,86.39999999999999,14.4
event_746,104.0,365.0,58.8,41.99999999999999
event_747,105.0,260.0,91.2,74.39999999999999
event_748,105.0,889.0,156.0,24.0
event_749,105.0,375.0,79.19999999999999,33.6
event_750,104.0,284.0,40.8,10.8
event_751,104.0,1203.0,52.79999999999999,69.6
event_752,104.0,2255.0,70.79999999999998,70.79999999999998
event_753,105.0,380.0,88.79999999999998,24.0
event_754,105.0,735.0,62.4,67.2
event_755,105.0,894.0,74.39999999999999,18.0
event_756,105.0,704.0,91.2,16.8
event_757,104.0,825.0,85.2,14.4
event_758,105.0,1116.0,131.99999999999997,14.4
event_759,105.0,286.0,75.59999999999998,27.599999999999994
event_760,104.0,1811.0,41.99999999999999,61.2
event_761,104.0,265.0,43.2,74.39999999999999
event_762,104.0,1040.0,73.19999999999999,14.4
event_763,105.0,1040.0,72.0,61.2
event_764,105.0,461.0,80.4,52.79999999999999
event_765,104.0,1303.0,44.39999999999999,25.2
event_766,105.0,519.0,133.2,33.6
event_767,105.0,602.0,82.8,21.6
event_768,103.0,740.0,25.2,79.19999999999999
event_769,102.0,343.0,25.2,32.4
event_770,103.0,530.0,21.6,9.6
event_771,105.0,949.0,99.6,25.2
event_772,104.0,322.0,74.39999999999999,58.8
event_773,105.0,1387.0,115.2,53.99999999999999
event_774,105.0,1535.0,104.4,62.4
event_775,105.0,851.0,80.4,20.4
event_776,105.0,387.0,97.2,19.2
event_777,105.0,1183.0,115.2,50.39999999999999
event_778,104.0,521.0,55.19999999999999,13.199999999999998
event_779,105.0,371.0,73.19999999999999,10.8
event_780,105.0,859.0,91.2,52.79999999999999
event_781,104.0,768.0,122.4,33.6
event_782,103.0,447.0,32.4,10.8
event_783,103.0,1261.0,34.8,44.39999999999999
event_784,105.0,662.0,76.8,40.8
event_785,104.0,263.0,85.2,39.6
event_786,105.0,329.0,49.2,36.0
event_787,104.0,476.0,62.4,94.8
event_788,105.0,313.0,55.19999999999999,40.8
event_789,105.0,445.0,105.59999999999998,26.399999999999995
event_790,105.0,571.0,90.0,40.8
event_791,105.0,377.0,117.6,32.4
event_792,104.0,846.0,87.6,24.0
event_793,105.0,1000.0,74.39999999999999,47.99999999999999
event_794,102.0,985.0,25.2,51.6
event_795,104.0,391.0,79.19999999999999,14.4
event_796,105.0,804.0,49.2,11.999999999999998
event_797,105.0,382.0,118.79999999999998,31.2
event_798,104.0,574.0,56.39999999999999,25.2
event_799,105.0,346.0,92.4,78.0
event_800,105.0,416.0,91.2,22.8
event_801,105.0,453.0,141.59999999999997,30.0
event_802,105.0,1803.0,45.6,61.2
event_803,105.0,612.0,63.59999999999999,20.4
event_804,105.0,669.0,75.59999999999998,10.8
event_805,105.0,599.0,99.6,50.39999999999999
event_806,105.0,260.0,83.99999999999999,63.59999999999999
event_807,104.0,1743.0,78.0,47.99999999999999
event_808,102.0,284.0,25.2,83.99999999999999
event_809,104.0,632.0,56.39999999999999,38.4
event_810,105.0,465.0,83.99999999999999,37.2
event_811,105.0,575.0,111.6,13.199999999999998
event_812,105.0,297.0,76.8,30.0
event_813,104.0,397.0,98.4,34.8
event_814,104.0,824.0,76.8,46.8
event_815,105.0,385.0,85.2,37.2
event_816,105.0,445.0,70.79999999999998,18.0
event_817,105.0,360.0,76.8,74.39999999999999
event_818,104.0,425.0,49.2,30.0
event_819,105.0,307.0,108.0,33.6
event_820,105.0,494.0,133.2,67.2
event_821,105.0,557.0,51.6,81.6
event_822,105.0,412.0,91.2,25.2
event_823,105.0,419.0,46.8,15.6
event_824,104.0,1312.0,70.79999999999998,39.6
event_825,105.0,355.0,109.2,15.6
event_826,103.0,391.0,32.4,114.0
event_827,104.0,1147.0,57.6,10.8
event_828,105.0,879.0,106.8,37.2
event_829,105.0,566.0,86.39999999999999,19.2
event_830,105.0,1302.0,43.2,38.4
event_831,104.0,429.0,36.0,11.999999999999998
event_832,105.0,265.0,83.99999999999999,13.199999999999998
event_833,104.0,691.0,45.6,80.4
event_834,104.0,1301.0,61.2,47.99999999999999
event_835,104.0,1066.0,79.19999999999999,21.6
event_836,105.0,341.0,50.39999999999999,15.6
event_837,104.0,2061.0,74.39999999999999,27.599999999999994
event_838,104.0,1479.0,47.99999999999999,18.0
event_839,105.0,610.0,151.19999999999996,62.4
event_840,104.0,960.0,27.599999999999994,10.8
event_841,104.0,694.0,118.79999999999998,44.39999999999999
event_842,105.0,364.0,103.2,14.4
event_843,105.0,479.0,91.2,18.0
event_844,104.0,529.0,74.39999999999999,10.8
event_845,105.0,447.0,92.4,43.2
event_846,104.0,299.0,79.19999999999999,67.2
event_847,104.0,401.0,94.8,25.2
event_848,102.0,377.0,21.6,116.4
event_849,104.0,1002.0,51.6,18.0
event_850,105.0,1396.0,55.19999999999999,14.4
event_851,105.0,299.0,62.4,10.8
event_852,105.0,1588.0,104.4,51.6
event_853,103.0,1021.0,24.0,24.0
event_854,105.0,464.0,102.0,32.4
event_855,106.0,278.0,169.2,34.8
event_856,105.0,451.0,142.79999999999998,58.8
event_857,105.0,625.0,56.39999999999999,33.6
event_858,104.0,595.0,49.2,11.999999999999998
event_859,104.0,278.0,67.2,16.8
event_860,105.0,264.0,70.79999999999998,43.2
event_861,105.0,1244.0,94.8,24.0
event_862,105.0,636.0,49.2,43.2
event_863,105.0,790.0,99.6,14.4
event_864,104.0,1764.0,56.39999999999999,27.599999999999994
event_865,104.0,366.0,32.4,44.39999999999999
event_866,104.0,281.0,40.8,39.6
event_867,105.0,1605.0,40.8,9.6
event_868,104.0,659.0,56.39999999999999,31.2
event_869,104.0,385.0,58.8,16.8
event_870,105.0,571.0,136.79999999999998,44.39999999999999
event_871,104.0,374.0,36.0,98.4
event_872,105.0,1393.0,72.0,32.4
event_873,105.0,891.0,52.79999999999999,34.8
event_874,104.0,476.0,80.4,21.6
event_875,104.0,965.0,44.39999999999999,36.0
event_876,105.0,835.0,124.8,47.99999999999999
event_877,104.0,511.0,76.8,39.6
event_878,104.0,696.0,105.59999999999998,16.8
event_879,105.0,784.0,55.19999999999999,10.8
event_880,104.0,1202.0,45.6,11.999999999999998
event_881,104.0,614.0,30.0,14.4
event_882,103.0,2052.0,24.0,41.99999999999999
event_883,104.0,503.0,78.0,26.399999999999995
event_884,105.0,826.0,62.4,67.2
event_885,104.0,1736.0,34.8,24.0
event_886,105.0,1829.0,44.39999999999999,61.2
event_887,104.0,470.0,68.39999999999999,20.4
event_888,105.0,290.0,85.2,22.8
event_889,105.0,529.0,96.0,31.2
event_890,105.0,649.0,75.59999999999998,16.8
event_891,104.0,518.0,39.6,11.999999999999998
event_892,105.0,901.0,83.99999999999999,9.6
event_893,105.0,1009.0,63.59999999999999,9.6
event_894,105.0,476.0,96.0,65.99999999999999
event_895,104.0,851.0,91.2,61.2
event_896,105.0,328.0,128.39999999999998,32.4
event_897,104.0,1158.0,57.6,13.199999999999998
event_898,103.0,351.0,32.4,20.4
event_899,105.0,975.0,108.0,11.999999999999998
event_900,104.0,945.0,40.8,26.399999999999995
event_901,105.0,602.0,75.59999999999998,14.4
event_902,105.0,527.0,70.79999999999998,36.0
event_903,105.0,678.0,74.39999999999999,92.4
event_904,105.0,350.0,63.59999999999999,20.4
event_905,105.0,737.0,75.59999999999998,36.0
event_906,105.0,938.0,70.79999999999998,15.6
event_907,105.0,359.0,81.6,18.0
event_908,105.0,593.0,79.19999999999999,21.6
event_909,105.0,321.0,114.0,43.2
event_910,104.0,1553.0,82.8,28.8
event_911,104.0,1003.0,65.99999999999999,44.39999999999999
event_912,104.0,1390.0,79.19999999999999,46.8
event_913,105.0,444.0,47.99999999999999,19.2
event_914,105.0,270.0,70.79999999999998,47.99999999999999
event_915,105.0,881.0,78.0,13.199999999999998
event_916,105.0,414.0,72.0,37.2
event_917,104.0,1660.0,45.6,13.199999999999998
event_918,104.0,382.0,26.399999999999995,39.6
event_919,104.0,616.0,68.39999999999999,40.8
event_920,105.0,321.0,73.19999999999999,10.8
