,0
event_0,-241.91641359931475
event_1,-156.1830802659815
event_2,-107.91641359931481
event_3,-67.24974693264814
event_4,-260.18308026598146
event_5,-315.91641359931475
event_6,-141.64974693264816
event_7,-153.51641359931477
event_8,-242.0497469326481
event_9,-273.3830802659814
event_10,-325.7830802659814
event_11,-250.7164135993148
event_12,-221.64974693264813
event_13,-76.98308026598147
event_14,-176.71641359931482
event_15,-173.11641359931482
event_16,-292.98308026598147
event_17,-87.11641359931481
event_18,-213.5164135993148
event_19,-254.7164135993148
event_20,-124.98308026598149
event_21,-236.1830802659815
event_22,-177.51641359931477
event_23,-265.5164135993148
event_24,-329.64974693264804
event_25,-288.0497469326481
event_26,-258.58308026598144
event_27,-233.11641359931474
event_28,-322.9830802659814
event_29,-244.58308026598144
event_30,-286.71641359931476
event_31,-196.31641359931479
event_32,-336.18308026598146
event_33,-108.84974693264815
event_34,-114.18308026598145
event_35,-163.64974693264813
event_36,-259.7830802659815
event_37,-349.24974693264807
event_38,-278.049746932648
event_39,29.816919734018526
event_40,-162.4497469326481
event_41,-283.2497469326481
event_42,-225.78308026598145
event_43,-202.5830802659815
event_44,-218.44974693264814
event_45,-220.18308026598146
event_46,-129.9164135993148
event_47,-112.84974693264816
event_48,-136.31641359931479
event_49,-284.0497469326482
event_50,-123.38308026598146
event_51,-325.51641359931483
event_52,-92.0497469326481
event_53,-191.78308026598148
event_54,-257.64974693264816
event_55,-153.64974693264813
event_56,-113.78308026598145
event_57,-164.04974693264813
event_58,-83.78308026598147
event_59,-149.38308026598145
event_60,-308.3164135993148
event_61,-226.3164135993148
event_62,-168.98308026598147
event_63,-315.6497469326481
event_64,-70.04974693264812
event_65,-262.3164135993148
event_66,-79.24974693264814
event_67,-177.24974693264812
event_68,-198.18308026598152
event_69,-360.3164135993148
event_70,-155.1164135993148
event_71,-247.91641359931478
event_72,-207.24974693264812
event_73,-252.04974693264813
event_74,-92.18308026598147
event_75,-355.7830802659814
event_76,-115.9164135993148
event_77,-253.78308026598145
event_78,-194.4497469326481
event_79,-89.5164135993148
event_80,-266.18308026598146
event_81,-151.38308026598148
event_82,-96.31641359931481
event_83,-284.71641359931476
event_84,-364.18308026598146
event_85,-184.5830802659814
event_86,-120.71641359931479
event_87,-186.44974693264817
event_88,-76.3164135993148
event_89,-258.5830802659815
event_90,-344.4497469326481
event_91,-84.31641359931481
event_92,-176.31641359931479
event_93,-302.31641359931484
event_94,-332.98308026598147
event_95,-144.84974693264812
event_96,-80.04974693264815
event_97,-177.38308026598148
event_98,-210.58308026598147
event_99,-260.71641359931476
event_100,-235.38308026598145
event_101,-202.9830802659815
event_102,-110.44974693264813
event_103,-175.5164135993148
event_104,-232.3164135993148
event_105,-198.18308026598152
event_106,-93.78308026598147
event_107,-100.18308026598147
event_108,-170.84974693264812
event_109,-262.3164135993147
event_110,-82.84974693264813
event_111,-171.64974693264813
event_112,-305.64974693264816
event_113,-208.98308026598144
event_114,-299.91641359931475
event_115,-355.1164135993148
event_116,-143.64974693264816
event_117,-75.78308026598147
event_118,-279.2497469326481
event_119,-143.78308026598145
event_120,-232.1830802659815
event_121,-237.24974693264812
event_122,-220.3164135993148
event_123,-221.51641359931483
event_124,-335.11641359931474
event_125,-308.3164135993148
event_126,-326.71641359931465
event_127,-335.24974693264807
event_128,-178.84974693264815
event_129,-261.9164135993148
event_130,-297.2497469326481
event_131,-211.64974693264816
event_132,-303.1164135993148
event_133,-235.38308026598145
event_134,-70.58308026598147
event_135,-276.18308026598146
event_136,-372.849746932648
event_137,-247.24974693264812
event_138,-251.64974693264813
event_139,-201.64974693264807
event_140,-317.5164135993148
event_141,-61.24974693264812
event_142,-239.3830802659815
event_143,-277.6497469326481
event_144,-132.31641359931479
event_145,-72.98308026598147
event_146,-211.11641359931482
event_147,-170.84974693264812
event_148,-329.1164135993148
event_149,-376.84974693264815
event_150,-322.4497469326481
event_151,-86.71641359931478
event_152,-248.98308026598139
event_154,-261.9164135993148
event_155,-301.38308026598145
event_156,-254.04974693264816
event_157,-227.78308026598143
event_158,-259.1164135993148
event_159,-223.9164135993148
event_160,-200.9830802659814
event_161,-312.04974693264813
event_162,-117.51641359931479
event_163,-293.24974693264807
event_164,-246.71641359931482
event_165,-303.2497469326481
event_166,-280.3164135993148
event_167,-281.2497469326481
event_168,-116.31641359931483
event_169,-312.9830802659814
event_170,-216.1830802659815
event_171,-105.5164135993148
event_172,-96.04974693264812
event_173,-150.84974693264812
event_174,-56.04974693264814
event_175,-117.9164135993148
event_176,-276.8497469326481
event_177,-141.5164135993148
event_178,-202.98308026598147
event_179,-165.64974693264816
event_180,-198.71641359931482
event_181,-124.04974693264815
event_182,-354.58308026598144
event_183,-108.18308026598146
event_184,-301.64974693264804
event_185,-96.58308026598147
event_186,-154.71641359931482
event_187,-103.91641359931478
event_188,-373.7830802659814
event_189,-216.9830802659815
event_190,-338.1830802659815
event_191,-296.98308026598147
event_192,-275.5164135993148
event_193,-197.91641359931484
event_194,-315.64974693264804
event_195,-184.0497469326481
event_196,-290.5830802659814
event_197,-296.7164135993147
event_198,-255.51641359931475
event_199,-197.38308026598142
event_200,15.950253067351852
event_201,-300.98308026598147
event_202,-297.3830802659814
event_203,-168.5830802659814
event_204,-76.71641359931482
event_205,-292.84974693264803
event_206,-194.18308026598146
event_207,-279.11641359931485
event_208,-150.84974693264812
event_209,-106.98308026598149
event_210,-108.71641359931479
event_211,-234.71641359931488
event_212,-330.98308026598147
event_213,-155.24974693264815
event_214,-242.84974693264815
event_215,-316.3164135993148
event_216,-141.24974693264812
event_217,-338.5830802659815
event_218,-309.1164135993148
event_219,-251.11641359931474
event_220,-290.8497469326481
event_221,-276.8497469326481
event_222,-150.58308026598147
event_223,-108.31641359931481
event_224,-153.9164135993148
event_225,-324.7164135993149
event_226,-343.2497469326481
event_227,-73.91641359931478
event_228,-276.3164135993147
event_229,-86.98308026598149
event_230,-345.6497469326481
event_231,-262.58308026598144
event_232,-281.38308026598145
event_233,-329.11641359931485
event_234,-93.51641359931482
event_235,-0.1830802659814701
event_237,-111.78308026598147
event_238,-160.98308026598147
event_239,-173.64974693264813
event_240,-168.71641359931482
event_241,-216.44974693264814
event_242,-309.2497469326481
event_243,-68.58308026598147
event_244,-241.9164135993148
event_245,-308.98308026598147
event_246,-232.04974693264813
event_247,-188.84974693264812
event_248,-313.3830802659814
event_249,-301.6497469326481
event_250,-211.5164135993148
event_251,-340.58308026598144
event_252,-217.5164135993148
event_253,-243.38308026598148
event_254,-129.78308026598148
event_255,-263.1164135993148
event_256,-186.8497469326481
event_257,-243.78308026598145
event_258,-280.58308026598144
event_259,-70.04974693264815
event_261,-342.9830802659814
event_262,-77.64974693264811
event_263,-150.5830802659815
event_264,-94.98308026598146
event_265,-138.58308026598147
event_266,-235.1164135993148
event_267,-245.5164135993148
event_268,-120.44974693264813
event_269,-233.6497469326481
event_270,-209.3830802659815
event_271,-308.98308026598147
event_272,-128.44974693264817
event_273,-265.6497469326481
event_274,-258.4497469326481
event_275,-139.91641359931478
event_276,-292.3164135993148
event_277,-72.7164135993148
event_278,-190.18308026598146
event_279,-186.18308026598152
event_280,-79.5164135993148
event_281,-271.3830802659815
event_282,-284.0497469326481
event_283,-293.7830802659814
event_284,-261.64974693264804
event_285,-144.31641359931484
event_286,-246.98308026598147
event_287,-320.8497469326481
event_288,-254.71641359931473
event_289,-176.44974693264814
event_290,-212.7164135993148
event_291,-178.9830802659815
event_292,-204.5830802659815
event_293,-275.5164135993148
event_294,-238.9830802659815
event_295,-213.78308026598148
event_296,-73.11641359931481
event_297,-197.91641359931484
event_298,-253.24974693264812
event_299,-172.71641359931485
event_300,-119.64974693264813
event_301,-142.84974693264815
event_302,-120.18308026598147
event_303,-277.5164135993148
event_304,-250.04974693264813
event_305,-80.3164135993148
event_306,-69.24974693264814
event_307,-251.38308026598145
event_308,-123.9164135993148
event_309,-113.1164135993148
event_310,-337.1164135993148
event_311,-231.38308026598148
event_312,-129.78308026598148
event_313,-149.91641359931478
event_314,-257.38308026598145
event_315,-237.64974693264813
event_316,-385.91641359931475
event_317,-110.7164135993148
event_318,-177.64974693264813
event_319,-352.8497469326481
event_320,-223.1164135993148
event_321,-286.18308026598146
event_322,-319.11641359931474
event_323,-209.64974693264813
event_324,-204.44974693264817
event_325,-199.51641359931483
event_326,-292.3164135993148
event_327,-247.51641359931477
event_328,-66.44974693264813
event_329,-108.44974693264813
event_330,-100.58308026598145
event_331,-215.91641359931484
event_332,-144.98308026598147
event_333,-72.71641359931479
event_334,-138.04974693264808
event_335,-232.18308026598146
event_336,-218.3164135993148
event_337,-266.98308026598147
event_338,-250.98308026598147
event_339,-170.18308026598146
event_340,-74.84974693264812
event_341,-318.0497469326481
event_342,-182.1830802659815
event_343,-288.18308026598146
event_344,-167.5164135993148
event_345,-95.24974693264814
event_346,-211.9164135993148
event_347,-271.1164135993148
event_348,-98.44974693264813
event_349,-293.91641359931475
event_350,-226.0497469326481
event_351,-273.9164135993148
event_352,-251.64974693264804
event_353,-269.11641359931474
event_354,-283.11641359931474
event_355,-106.58308026598145
event_356,-169.64974693264813
event_357,-246.31641359931484
event_358,-315.1164135993148
event_359,-210.1830802659814
event_360,-266.31641359931484
event_361,-130.84974693264815
event_362,-82.3164135993148
event_363,-306.71641359931476
event_364,-282.31641359931484
event_365,-201.78308026598145
event_366,-179.3830802659815
event_367,-79.5164135993148
event_368,-241.11641359931477
event_369,-80.71641359931482
event_370,-140.3164135993148
event_371,-315.64974693264804
event_372,-249.2497469326481
event_373,-113.7830802659815
event_374,-148.3164135993148
event_375,-263.1164135993148
event_376,-253.6497469326481
event_377,-106.84974693264815
event_378,-166.58308026598147
event_379,-183.11641359931482
event_380,-94.98308026598149
event_381,-225.91641359931478
event_382,-257.1164135993148
event_383,-194.04974693264816
event_384,-185.91641359931484
event_385,-238.71641359931485
event_386,-147.51641359931477
event_387,-264.04974693264813
event_388,-301.1164135993147
event_389,-338.04974693264813
event_390,-369.6497469326481
event_391,-268.4497469326481
event_392,-102.98308026598146
event_393,-351.9164135993147
event_394,-155.64974693264813
event_395,-258.3164135993148
event_396,-177.5164135993148
event_397,-218.04974693264813
event_398,-81.51641359931479
event_399,-335.7830802659814
event_400,-309.24974693264807
event_401,-318.5830802659814
event_402,-78.31641359931483
event_403,-259.9164135993148
event_404,-156.5830802659815
event_405,-238.44974693264814
event_406,-278.0497469326482
event_407,-109.11641359931481
event_408,-181.24974693264818
event_409,-391.5164135993148
event_410,-70.84974693264816
event_411,-179.24974693264812
event_412,-248.98308026598147
event_413,-69.51641359931482
event_414,-262.58308026598144
event_415,-379.38308026598145
event_416,-132.84974693264815
event_417,-258.1830802659814
event_418,-95.78308026598148
event_419,-122.58308026598147
event_420,-235.38308026598142
event_421,-306.4497469326481
event_422,-67.38308026598146
event_423,-372.1830802659814
event_424,-119.51641359931482
event_425,-97.11641359931481
event_426,-203.5164135993148
