,delta_x,integrais_muon,integrais_eletron,x_pico_muon,y_pico_muon,x_pico_eletron,y_pico_eletron
1538,745.0,572.1878594438343,552.1878594438343,94,-179.27678966421792,839,-179.27678966421792
1539,745.0,572.1878594438343,552.1878594438343,94,-179.27678966421792,839,-179.27678966421792
1540,684.0,192.18785944383063,298.1878594438306,93,-63.27678966421793,777,-99.27678966421793
1541,684.0,192.18785944383063,298.1878594438306,93,-63.27678966421793,777,-99.27678966421793
1542,74.0,215.18785944383063,451.1878594438306,93,-68.27678966421793,167,-141.27678966421792
1543,74.0,215.18785944383063,451.1878594438306,93,-68.27678966421793,167,-141.27678966421792
1544,74.0,215.18785944383063,451.1878594438306,93,-68.27678966421793,167,-141.27678966421792
1545,1067.0,642.1878594438344,178.18785944383063,94,-179.27678966421792,1161,-76.27678966421793
1546,230.0,779.1878594438344,580.1878594438343,94,-179.27678966421792,324,-179.27678966421792
1547,230.0,779.1878594438344,580.1878594438343,94,-179.27678966421792,324,-179.27678966421792
1548,534.0,917.1878594438346,244.18785944383063,94,-179.27678966421792,628,-70.27678966421793
1549,534.0,917.1878594438346,244.18785944383063,94,-179.27678966421792,628,-70.27678966421793
1550,943.0,706.1878594438344,360.1878594438306,94,-179.27678966421792,1037,-104.27678966421793
1551,934.0,888.1878594438346,736.1878594438344,95,-179.27678966421792,1029,-179.27678966421792
1552,934.0,888.1878594438346,736.1878594438344,95,-179.27678966421792,1029,-179.27678966421792
1553,293.0,819.1878594438346,470.1878594438306,95,-179.27678966421792,388,-133.27678966421792
1554,291.0,279.1878594438306,560.1878594438342,94,-86.27678966421793,385,-179.27678966421792
1555,291.0,279.1878594438306,560.1878594438342,94,-86.27678966421793,385,-179.27678966421792
1556,291.0,279.1878594438306,560.1878594438342,94,-86.27678966421793,385,-179.27678966421792
1557,291.0,279.1878594438306,560.1878594438342,94,-86.27678966421793,385,-179.27678966421792
1558,308.0,707.1878594438344,317.1878594438306,93,-179.27678966421792,401,-94.27678966421793
1559,126.0,725.1878594438344,351.1878594438306,94,-179.27678966421792,220,-108.27678966421793
1560,139.0,774.1878594438346,652.1878594438344,94,-179.27678966421792,233,-179.27678966421792
1561,139.0,774.1878594438346,652.1878594438344,94,-179.27678966421792,233,-179.27678966421792
1562,309.0,534.1878594438342,258.18785944383063,94,-170.27678966421792,403,-90.27678966421793
1563,309.0,534.1878594438342,258.18785944383063,94,-170.27678966421792,403,-90.27678966421793
1564,1110.0,785.1878594438344,257.1878594438306,94,-179.27678966421792,1204,-92.27678966421793
1565,139.0,689.1878594438344,587.1878594438343,94,-179.27678966421792,233,-170.27678966421792
1566,426.0,510.18785944383217,660.1878594438344,94,-159.27678966421792,520,-179.27678966421792
1567,417.0,762.1878594438346,496.1878594438307,94,-179.27678966421792,511,-153.27678966421792
1568,1002.0,782.1878594438344,585.1878594438344,94,-179.27678966421792,1096,-179.27678966421792
1569,468.0,259.1878594438306,766.1878594438346,94,-83.27678966421793,562,-179.27678966421792
1570,159.0,281.1878594438306,347.1878594438306,94,-104.27678966421793,253,-114.27678966421793
1571,159.0,281.1878594438306,347.1878594438306,94,-104.27678966421793,253,-114.27678966421793
1572,133.0,839.1878594438346,353.1878594438306,94,-179.27678966421792,227,-87.27678966421793
1573,816.0,853.1878594438346,689.1878594438344,94,-179.27678966421792,910,-179.27678966421792
1574,699.0,638.1878594438344,354.1878594438306,94,-179.27678966421792,793,-116.27678966421793
1575,699.0,638.1878594438344,354.1878594438306,94,-179.27678966421792,793,-116.27678966421793
1576,579.0,284.1878594438306,609.1878594438344,93,-82.27678966421793,672,-175.27678966421792
1577,1322.0,262.1878594438306,712.1878594438344,94,-84.27678966421793,1416,-179.27678966421792
1578,1322.0,262.1878594438306,712.1878594438344,94,-84.27678966421793,1416,-179.27678966421792
1579,43.0,1042.1878594438313,514.187859443834,94,-132.27678966421792,137,-161.27678966421792
1580,1023.0,613.1878594438343,496.1878594438306,94,-170.27678966421792,1117,-142.27678966421792
1581,1023.0,613.1878594438343,496.1878594438306,94,-170.27678966421792,1117,-142.27678966421792
1582,1023.0,613.1878594438343,496.1878594438306,94,-170.27678966421792,1117,-142.27678966421792
1583,1023.0,613.1878594438343,496.1878594438306,94,-170.27678966421792,1117,-142.27678966421792
1584,1023.0,613.1878594438343,496.1878594438306,94,-170.27678966421792,1117,-142.27678966421792
1585,561.0,790.1878594438344,283.1878594438306,94,-179.27678966421792,655,-99.27678966421793
1586,278.0,715.1878594438344,487.1878594438306,94,-179.27678966421792,372,-154.27678966421792
1587,278.0,715.1878594438344,487.1878594438306,94,-179.27678966421792,372,-154.27678966421792
1588,278.0,715.1878594438344,487.1878594438306,94,-179.27678966421792,372,-154.27678966421792
1589,1028.0,372.1878594438306,705.1878594438344,93,-102.27678966421793,1121,-179.27678966421792
1590,319.0,676.1878594438344,240.18785944383063,94,-179.27678966421792,413,-73.27678966421793
1591,319.0,676.1878594438344,240.18785944383063,94,-179.27678966421792,413,-73.27678966421793
1592,879.0,746.1878594438344,582.1878594438343,94,-179.27678966421792,973,-156.27678966421792
1593,879.0,746.1878594438344,582.1878594438343,94,-179.27678966421792,973,-156.27678966421792
1594,394.0,673.1878594438344,786.1878594438344,94,-179.27678966421792,488,-179.27678966421792
1595,1978.0,216.18785944383058,316.1878594438306,94,-85.27678966421793,2072,-97.27678966421793
1596,410.0,663.1878594438344,466.1878594438306,94,-178.27678966421792,504,-131.27678966421792
1597,27.0,996.1878594438344,266.18785944383063,94,-179.27678966421792,121,-61.27678966421793
1598,27.0,996.1878594438344,266.18785944383063,94,-179.27678966421792,121,-61.27678966421793
1599,102.0,780.1878594438346,473.1878594438306,94,-179.27678966421792,196,-154.27678966421792
1600,231.0,872.1878594438346,244.18785944383058,94,-179.27678966421792,325,-59.27678966421793
1601,720.0,375.1878594438306,459.1878594438306,94,-119.27678966421793,814,-146.27678966421792
1602,720.0,375.1878594438306,459.1878594438306,94,-119.27678966421793,814,-146.27678966421792
1603,720.0,375.1878594438306,459.1878594438306,94,-119.27678966421793,814,-146.27678966421792
1604,270.0,424.1878594438306,162.18785944383063,94,-144.27678966421792,364,-73.27678966421793
1605,270.0,424.1878594438306,162.18785944383063,94,-144.27678966421792,364,-73.27678966421793
1606,1539.0,819.1878594438346,268.1878594438306,94,-179.27678966421792,1633,-82.27678966421793
1607,90.0,800.1878594438344,707.1878594438344,94,-179.27678966421792,184,-179.27678966421792
1608,90.0,800.1878594438344,707.1878594438344,94,-179.27678966421792,184,-179.27678966421792
1609,1170.0,778.1878594438344,326.1878594438306,94,-179.27678966421792,1264,-107.27678966421793
1610,1170.0,778.1878594438344,326.1878594438306,94,-179.27678966421792,1264,-107.27678966421793
1611,1170.0,778.1878594438344,326.1878594438306,94,-179.27678966421792,1264,-107.27678966421793
1612,1170.0,778.1878594438344,326.1878594438306,94,-179.27678966421792,1264,-107.27678966421793
1613,866.0,810.1878594438344,563.1878594438344,94,-179.27678966421792,960,-178.27678966421792
1614,866.0,810.1878594438344,563.1878594438344,94,-179.27678966421792,960,-178.27678966421792
1615,450.0,830.1878594438344,166.18785944383063,94,-179.27678966421792,544,-67.27678966421793
1616,45.0,1115.1878594438317,502.18785944383217,94,-179.27678966421792,139,-158.27678966421792
1617,499.0,708.1878594438344,442.1878594438306,94,-179.27678966421792,593,-136.27678966421792
1618,83.0,652.1878594438344,200.18785944383063,94,-179.27678966421792,177,-76.27678966421793
1619,496.0,779.1878594438344,415.1878594438306,94,-179.27678966421792,590,-124.27678966421793
1620,217.0,410.1878594438306,710.1878594438344,94,-125.27678966421793,311,-179.27678966421792
1621,105.0,872.1878594438346,350.18785944383063,94,-179.27678966421792,199,-94.27678966421793
1622,105.0,872.1878594438346,350.18785944383063,94,-179.27678966421792,199,-94.27678966421793
1623,105.0,872.1878594438346,350.18785944383063,94,-179.27678966421792,199,-94.27678966421793
1624,692.0,711.1878594438344,647.1878594438344,94,-179.27678966421792,786,-179.27678966421792
1625,679.0,774.1878594438344,602.1878594438343,94,-179.27678966421792,773,-179.27678966421792
1626,113.0,694.1878594438344,320.1878594438306,94,-179.27678966421792,207,-111.27678966421793
1627,492.0,599.1878594438343,674.1878594438344,94,-166.27678966421792,586,-179.27678966421792
1628,492.0,599.1878594438343,674.1878594438344,94,-166.27678966421792,586,-179.27678966421792
1629,492.0,599.1878594438343,674.1878594438344,94,-166.27678966421792,586,-179.27678966421792
1630,1150.0,832.1878594438344,217.18785944383058,94,-179.27678966421792,1244,-73.27678966421793
1631,1150.0,832.1878594438344,217.18785944383058,94,-179.27678966421792,1244,-73.27678966421793
1632,1150.0,832.1878594438344,217.18785944383058,94,-179.27678966421792,1244,-73.27678966421793
1633,1150.0,832.1878594438344,217.18785944383058,94,-179.27678966421792,1244,-73.27678966421793
1634,201.0,833.1878594438346,169.18785944383063,94,-179.27678966421792,295,-60.27678966421793
1635,50.0,1035.1878594438326,212.18785944383063,94,-179.27678966421792,144,-72.27678966421793
1636,29.0,1061.1878594438292,759.1878594438346,94,-93.27678966421793,123,-179.27678966421792
1637,301.0,812.1878594438344,654.1878594438344,94,-179.27678966421792,395,-176.27678966421792
1638,1190.0,533.187859443834,212.18785944383058,94,-161.27678966421792,1284,-73.27678966421793
1639,217.0,450.1878594438306,328.1878594438306,94,-146.27678966421792,311,-110.27678966421793
1640,69.0,1066.1878594438344,464.1878594438306,94,-179.27678966421792,163,-123.27678966421793
1641,421.0,742.1878594438344,443.1878594438306,94,-179.27678966421792,515,-139.27678966421792
1642,421.0,742.1878594438344,443.1878594438306,94,-179.27678966421792,515,-139.27678966421792
1643,421.0,742.1878594438344,443.1878594438306,94,-179.27678966421792,515,-139.27678966421792
1644,2098.0,851.1878594438344,272.1878594438306,94,-179.27678966421792,2192,-86.27678966421793
1645,2098.0,851.1878594438344,272.1878594438306,94,-179.27678966421792,2192,-86.27678966421793
1646,2098.0,851.1878594438344,272.1878594438306,94,-179.27678966421792,2192,-86.27678966421793
1647,707.0,863.1878594438346,397.1878594438306,94,-179.27678966421792,801,-129.27678966421792
1648,144.0,835.1878594438346,446.1878594438306,94,-179.27678966421792,238,-126.27678966421793
1649,144.0,835.1878594438346,446.1878594438306,94,-179.27678966421792,238,-126.27678966421793
1650,144.0,835.1878594438346,446.1878594438306,94,-179.27678966421792,238,-126.27678966421793
1651,645.0,369.1878594438306,656.1878594438344,94,-122.27678966421793,739,-179.27678966421792
1652,151.0,983.1878594438344,321.18785944383063,94,-179.27678966421792,245,-91.27678966421793
1653,151.0,983.1878594438344,321.18785944383063,94,-179.27678966421792,245,-91.27678966421793
1654,34.0,1419.1878594438303,778.1878594438344,94,-179.27678966421792,128,-179.27678966421792
1655,180.0,565.1878594438343,869.1878594438344,94,-179.27678966421792,274,-179.27678966421792
1656,924.0,688.1878594438344,865.1878594438346,94,-179.27678966421792,1018,-179.27678966421792
1657,924.0,688.1878594438344,865.1878594438346,94,-179.27678966421792,1018,-179.27678966421792
1658,924.0,688.1878594438344,865.1878594438346,94,-179.27678966421792,1018,-179.27678966421792
1659,458.0,254.18785944383058,408.1878594438306,94,-78.27678966421793,552,-125.27678966421793
1660,458.0,254.18785944383058,408.1878594438306,94,-78.27678966421793,552,-125.27678966421793
1661,466.0,837.1878594438346,234.18785944383063,94,-179.27678966421792,560,-65.27678966421793
1662,1002.0,728.1878594438344,191.18785944383058,94,-179.27678966421792,1096,-79.27678966421793
1663,197.0,310.1878594438306,784.1878594438346,93,-101.27678966421793,290,-179.27678966421792
1664,137.0,663.1878594438344,855.1878594438344,94,-179.27678966421792,231,-179.27678966421792
1665,137.0,663.1878594438344,855.1878594438344,94,-179.27678966421792,231,-179.27678966421792
1666,137.0,663.1878594438344,855.1878594438344,94,-179.27678966421792,231,-179.27678966421792
1667,1783.0,363.1878594438306,162.18785944383063,94,-114.27678966421793,1877,-71.27678966421793
1668,318.0,320.1878594438306,647.1878594438344,94,-95.27678966421793,412,-179.27678966421792
1669,130.0,207.18785944383063,117.18785944383082,93,-78.27678966421793,223,-54.27678966421793
1670,130.0,207.18785944383063,117.18785944383082,93,-78.27678966421793,223,-54.27678966421793
1671,312.0,848.1878594438346,124.1878594438311,95,-179.27678966421792,407,-55.27678966421793
1672,312.0,848.1878594438346,124.1878594438311,95,-179.27678966421792,407,-55.27678966421793
1673,312.0,848.1878594438346,124.1878594438311,95,-179.27678966421792,407,-55.27678966421793
1674,282.0,871.1878594438346,734.1878594438344,94,-179.27678966421792,376,-179.27678966421792
1675,207.0,762.1878594438344,800.1878594438346,93,-179.27678966421792,300,-179.27678966421792
1676,504.0,872.1878594438346,284.1878594438306,95,-179.27678966421792,599,-99.27678966421793
1677,578.0,771.1878594438344,601.1878594438343,94,-179.27678966421792,672,-179.27678966421792
1678,578.0,771.1878594438344,601.1878594438343,94,-179.27678966421792,672,-179.27678966421792
1679,1425.0,471.1878594438306,273.1878594438306,94,-149.27678966421792,1519,-111.27678966421793
1680,732.0,896.1878594438344,395.1878594438306,94,-179.27678966421792,826,-121.27678966421793
1681,732.0,896.1878594438344,395.1878594438306,94,-179.27678966421792,826,-121.27678966421793
1682,102.0,819.1878594438346,773.1878594438344,94,-179.27678966421792,196,-179.27678966421792
1683,894.0,829.1878594438344,559.1878594438343,94,-179.27678966421792,988,-178.27678966421792
1684,894.0,829.1878594438344,559.1878594438343,94,-179.27678966421792,988,-178.27678966421792
1685,894.0,829.1878594438344,559.1878594438343,94,-179.27678966421792,988,-178.27678966421792
1686,91.0,884.1878594438344,343.1878594438306,94,-179.27678966421792,185,-94.27678966421793
1687,91.0,884.1878594438344,343.1878594438306,94,-179.27678966421792,185,-94.27678966421793
1688,91.0,884.1878594438344,343.1878594438306,94,-179.27678966421792,185,-94.27678966421793
1689,365.0,250.18785944383058,321.1878594438306,94,-78.27678966421793,459,-100.27678966421793
1690,130.0,665.1878594438344,211.18785944383063,94,-179.27678966421792,224,-70.27678966421793
1691,764.0,407.1878594438306,350.1878594438306,94,-123.27678966421793,858,-110.27678966421793
1692,764.0,407.1878594438306,350.1878594438306,94,-123.27678966421793,858,-110.27678966421793
1693,523.0,755.1878594438344,236.18785944383063,94,-179.27678966421792,617,-59.27678966421793
1694,1008.0,809.1878594438346,701.1878594438344,94,-179.27678966421792,1102,-179.27678966421792
1695,372.0,361.1878594438306,183.18785944383063,94,-112.27678966421793,466,-62.27678966421793
1696,825.0,638.1878594438344,288.1878594438306,94,-179.27678966421792,919,-93.27678966421793
1697,472.0,857.1878594438346,385.1878594438306,94,-179.27678966421792,566,-132.27678966421792
1698,472.0,857.1878594438346,385.1878594438306,94,-179.27678966421792,566,-132.27678966421792
1699,472.0,857.1878594438346,385.1878594438306,94,-179.27678966421792,566,-132.27678966421792
1700,111.0,649.1878594438344,335.1878594438306,94,-179.27678966421792,205,-91.27678966421793
1701,1059.0,493.1878594438306,494.1878594438306,94,-155.27678966421792,1153,-135.27678966421792
1702,76.0,713.1878594438344,454.1878594438306,94,-179.27678966421792,170,-124.27678966421793
1703,1593.0,467.1878594438306,475.1878594438306,93,-141.27678966421792,1686,-155.27678966421792
1704,2012.0,833.1878594438346,513.1878594438338,94,-179.27678966421792,2106,-153.27678966421792
1705,593.0,652.1878594438344,941.1878594438346,94,-179.27678966421792,687,-179.27678966421792
1706,26.0,478.1878594438306,217.18785944383063,94,-84.27678966421793,120,-65.27678966421793
1707,839.0,239.18785944383063,185.18785944383063,93,-73.27678966421793,932,-57.27678966421793
1708,978.0,592.1878594438343,459.1878594438306,94,-179.27678966421792,1072,-167.27678966421792
1709,50.0,914.1878594438344,175.18785944383063,94,-179.27678966421792,144,-57.27678966421793
1710,50.0,914.1878594438344,175.18785944383063,94,-179.27678966421792,144,-57.27678966421793
1711,567.0,774.1878594438346,640.1878594438344,94,-179.27678966421792,661,-179.27678966421792
1712,567.0,774.1878594438346,640.1878594438344,94,-179.27678966421792,661,-179.27678966421792
1713,567.0,774.1878594438346,640.1878594438344,94,-179.27678966421792,661,-179.27678966421792
1714,84.0,290.1878594438306,552.1878594438343,94,-107.27678966421793,178,-179.27678966421792
1715,474.0,632.1878594438344,543.1878594438334,94,-179.27678966421792,568,-147.27678966421792
1716,775.0,678.1878594438344,293.1878594438306,94,-179.27678966421792,869,-95.27678966421793
1717,95.0,830.1878594438346,546.1878594438339,94,-179.27678966421792,189,-147.27678966421792
1718,95.0,830.1878594438346,546.1878594438339,94,-179.27678966421792,189,-147.27678966421792
1719,404.0,749.1878594438344,708.1878594438344,94,-179.27678966421792,498,-179.27678966421792
1720,404.0,749.1878594438344,708.1878594438344,94,-179.27678966421792,498,-179.27678966421792
1721,176.0,440.1878594438306,170.18785944383063,94,-130.27678966421792,270,-58.27678966421793
1722,272.0,536.1878594438342,364.1878594438306,94,-166.27678966421792,366,-108.27678966421793
1723,406.0,817.1878594438344,366.1878594438306,94,-179.27678966421792,500,-123.27678966421793
1724,385.0,715.1878594438344,228.18785944383063,94,-179.27678966421792,479,-74.27678966421793
1725,385.0,715.1878594438344,228.18785944383063,94,-179.27678966421792,479,-74.27678966421793
1726,385.0,715.1878594438344,228.18785944383063,94,-179.27678966421792,479,-74.27678966421793
1727,77.0,911.1878594438346,358.1878594438306,94,-179.27678966421792,171,-114.27678966421793
1728,220.0,846.1878594438344,698.1878594438344,94,-179.27678966421792,314,-179.27678966421792
1729,165.0,372.1878594438306,307.1878594438306,94,-91.27678966421793,259,-83.27678966421793
1730,152.0,868.1878594438346,703.1878594438344,95,-179.27678966421792,247,-179.27678966421792
1731,202.0,827.1878594438346,389.1878594438306,94,-179.27678966421792,296,-114.27678966421793
1732,239.0,765.1878594438344,736.1878594438344,94,-179.27678966421792,333,-179.27678966421792
1733,1735.0,525.1878594438343,327.1878594438306,94,-179.27678966421792,1829,-99.27678966421793
1734,145.0,762.1878594438346,318.1878594438306,94,-179.27678966421792,239,-83.27678966421793
1735,145.0,762.1878594438346,318.1878594438306,94,-179.27678966421792,239,-83.27678966421793
1736,145.0,762.1878594438346,318.1878594438306,94,-179.27678966421792,239,-83.27678966421793
1737,151.0,834.1878594438346,878.1878594438346,95,-179.27678966421792,246,-179.27678966421792
1738,151.0,834.1878594438346,878.1878594438346,95,-179.27678966421792,246,-179.27678966421792
1739,324.0,669.1878594438344,392.1878594438306,94,-179.27678966421792,418,-118.27678966421793
1740,831.0,263.18785944383063,342.1878594438306,93,-82.27678966421793,924,-108.27678966421793
1741,831.0,263.18785944383063,342.1878594438306,93,-82.27678966421793,924,-108.27678966421793
1742,1136.0,589.1878594438344,616.1878594438344,94,-176.27678966421792,1230,-179.27678966421792
1743,1918.0,618.1878594438344,645.1878594438344,94,-179.27678966421792,2012,-179.27678966421792
1744,63.0,1478.1878594438335,672.1878594438344,94,-179.27678966421792,157,-179.27678966421792
1745,63.0,1478.1878594438335,672.1878594438344,94,-179.27678966421792,157,-179.27678966421792
1746,92.0,861.1878594438344,229.18785944383063,94,-179.27678966421792,186,-81.27678966421793
1747,198.0,711.1878594438344,743.1878594438344,94,-179.27678966421792,292,-179.27678966421792
1748,198.0,711.1878594438344,743.1878594438344,94,-179.27678966421792,292,-179.27678966421792
1749,681.0,758.1878594438344,766.1878594438346,94,-179.27678966421792,775,-179.27678966421792
1750,194.0,317.1878594438306,428.1878594438306,94,-97.27678966421793,288,-124.27678966421793
1751,194.0,317.1878594438306,428.1878594438306,94,-97.27678966421793,288,-124.27678966421793
1752,194.0,317.1878594438306,428.1878594438306,94,-97.27678966421793,288,-124.27678966421793
1753,699.0,331.1878594438306,595.1878594438343,93,-88.27678966421793,792,-179.27678966421792
1754,1503.0,270.18785944383063,576.1878594438343,93,-96.27678966421793,1596,-173.27678966421792
1755,137.0,162.18785944383063,613.1878594438343,92,-56.27678966421793,229,-177.27678966421792
1756,137.0,162.18785944383063,613.1878594438343,92,-56.27678966421793,229,-177.27678966421792
1757,137.0,162.18785944383063,613.1878594438343,92,-56.27678966421793,229,-177.27678966421792
1758,137.0,162.18785944383063,613.1878594438343,92,-56.27678966421793,229,-177.27678966421792
1759,724.0,780.1878594438344,613.1878594438344,94,-179.27678966421792,818,-179.27678966421792
1760,724.0,780.1878594438344,613.1878594438344,94,-179.27678966421792,818,-179.27678966421792
1761,724.0,780.1878594438344,613.1878594438344,94,-179.27678966421792,818,-179.27678966421792
1762,724.0,780.1878594438344,613.1878594438344,94,-179.27678966421792,818,-179.27678966421792
1763,111.0,773.1878594438346,384.1878594438306,94,-179.27678966421792,205,-123.27678966421793
1764,286.0,409.1878594438306,215.18785944383063,94,-136.27678966421792,380,-67.27678966421793
1765,286.0,409.1878594438306,215.18785944383063,94,-136.27678966421792,380,-67.27678966421793
1766,221.0,338.1878594438306,570.1878594438343,94,-99.27678966421793,315,-159.27678966421792
1767,221.0,338.1878594438306,570.1878594438343,94,-99.27678966421793,315,-159.27678966421792
1768,221.0,338.1878594438306,570.1878594438343,94,-99.27678966421793,315,-159.27678966421792
1769,221.0,338.1878594438306,570.1878594438343,94,-99.27678966421793,315,-159.27678966421792
1770,131.0,219.18785944383063,781.1878594438346,93,-64.27678966421793,224,-179.27678966421792
1771,131.0,219.18785944383063,781.1878594438346,93,-64.27678966421793,224,-179.27678966421792
1772,131.0,219.18785944383063,781.1878594438346,93,-64.27678966421793,224,-179.27678966421792
1773,131.0,219.18785944383063,781.1878594438346,93,-64.27678966421793,224,-179.27678966421792
1774,463.0,863.1878594438346,853.1878594438346,94,-179.27678966421792,557,-179.27678966421792
1775,463.0,863.1878594438346,853.1878594438346,94,-179.27678966421792,557,-179.27678966421792
1776,501.0,675.1878594438344,553.1878594438343,94,-179.27678966421792,595,-169.27678966421792
1777,887.0,689.1878594438344,515.1878594438317,94,-179.27678966421792,981,-167.27678966421792
1778,214.0,750.1878594438344,290.18785944383063,94,-179.27678966421792,308,-86.27678966421793
1779,951.0,557.1878594438343,283.1878594438306,94,-163.27678966421792,1045,-82.27678966421793
1780,957.0,776.1878594438344,213.18785944383063,94,-179.27678966421792,1051,-71.27678966421793
1781,957.0,776.1878594438344,213.18785944383063,94,-179.27678966421792,1051,-71.27678966421793
1782,957.0,776.1878594438344,213.18785944383063,94,-179.27678966421792,1051,-71.27678966421793
1783,96.0,523.1878594438339,344.1878594438306,94,-169.27678966421792,190,-115.27678966421793
1784,642.0,987.1878594438344,731.1878594438344,94,-179.27678966421792,736,-179.27678966421792
1785,995.0,483.1878594438306,608.1878594438342,94,-129.27678966421792,1089,-160.27678966421792
1786,51.0,879.1878594438344,186.18785944383063,94,-179.27678966421792,145,-54.27678966421793
1787,51.0,879.1878594438344,186.18785944383063,94,-179.27678966421792,145,-54.27678966421793
1788,416.0,222.18785944383058,425.1878594438306,94,-79.27678966421793,510,-116.27678966421793
1789,704.0,509.1878594438335,349.1878594438306,94,-155.27678966421792,798,-121.27678966421793
1790,408.0,903.1878594438346,449.1878594438306,94,-179.27678966421792,502,-154.27678966421792
1791,93.0,872.1878594438346,398.1878594438306,94,-179.27678966421792,187,-120.27678966421793
1792,93.0,872.1878594438346,398.1878594438306,94,-179.27678966421792,187,-120.27678966421793
1793,892.0,644.1878594438344,381.1878594438306,94,-179.27678966421792,986,-109.27678966421793
1794,892.0,644.1878594438344,381.1878594438306,94,-179.27678966421792,986,-109.27678966421793
1795,253.0,563.1878594438343,868.1878594438346,94,-164.27678966421792,347,-179.27678966421792
1796,269.0,745.1878594438344,428.1878594438306,94,-179.27678966421792,363,-129.27678966421792
1797,243.0,770.1878594438344,326.1878594438306,94,-179.27678966421792,337,-114.27678966421793
1798,276.0,771.1878594438346,791.1878594438346,94,-179.27678966421792,370,-179.27678966421792
1799,1788.0,431.1878594438306,238.18785944383063,94,-129.27678966421792,1882,-53.27678966421793
1800,34.0,1533.1878594438303,708.1878594438344,94,-179.27678966421792,128,-179.27678966421792
1801,34.0,1533.1878594438303,708.1878594438344,94,-179.27678966421792,128,-179.27678966421792
1802,153.0,648.1878594438344,221.18785944383058,94,-179.27678966421792,247,-56.27678966421793
1803,153.0,648.1878594438344,221.18785944383058,94,-179.27678966421792,247,-56.27678966421793
1804,476.0,553.1878594438343,700.1878594438344,94,-179.27678966421792,570,-179.27678966421792
1805,476.0,553.1878594438343,700.1878594438344,94,-179.27678966421792,570,-179.27678966421792
1806,329.0,407.1878594438306,199.18785944383063,94,-123.27678966421793,423,-68.27678966421793
1807,488.0,722.1878594438344,302.18785944383063,94,-179.27678966421792,582,-76.27678966421793
1808,763.0,912.1878594438346,208.18785944383058,95,-179.27678966421792,858,-71.27678966421793
1809,242.0,769.1878594438344,269.18785944383063,94,-179.27678966421792,336,-85.27678966421793
1810,242.0,769.1878594438344,269.18785944383063,94,-179.27678966421792,336,-85.27678966421793
1811,242.0,769.1878594438344,269.18785944383063,94,-179.27678966421792,336,-85.27678966421793
1812,242.0,769.1878594438344,269.18785944383063,94,-179.27678966421792,336,-85.27678966421793
1813,2285.0,194.18785944383063,685.1878594438346,93,-78.27678966421793,2378,-179.27678966421792
1814,2285.0,194.18785944383063,685.1878594438346,93,-78.27678966421793,2378,-179.27678966421792
1815,2285.0,194.18785944383063,685.1878594438346,93,-78.27678966421793,2378,-179.27678966421792
1816,2285.0,194.18785944383063,685.1878594438346,93,-78.27678966421793,2378,-179.27678966421792
1817,91.0,287.18785944383063,592.1878594438343,93,-86.27678966421793,184,-172.27678966421792
1818,91.0,287.18785944383063,592.1878594438343,93,-86.27678966421793,184,-172.27678966421792
1819,91.0,287.18785944383063,592.1878594438343,93,-86.27678966421793,184,-172.27678966421792
1820,56.0,700.1878594438314,529.187859443833,93,-58.27678966421793,149,-153.27678966421792
1821,2359.0,724.1878594438344,618.5449075026031,94,-179.27678966421792,2453,-179.27678966421792
1822,370.0,510.18785944383404,824.1878594438344,95,-152.27678966421792,465,-179.27678966421792
1823,370.0,510.18785944383404,824.1878594438344,95,-152.27678966421792,465,-179.27678966421792
1824,1404.0,743.1878594438344,522.1878594438333,94,-179.27678966421792,1498,-159.27678966421792
1825,1600.0,817.1878594438346,538.1878594438342,94,-179.27678966421792,1694,-167.27678966421792
1826,214.0,877.1878594438344,399.1878594438306,94,-179.27678966421792,308,-114.27678966421793
1827,214.0,877.1878594438344,399.1878594438306,94,-179.27678966421792,308,-114.27678966421793
1828,367.0,873.1878594438346,507.1878594438306,95,-179.27678966421792,462,-160.27678966421792
1829,367.0,873.1878594438346,507.1878594438306,95,-179.27678966421792,462,-160.27678966421792
1830,126.0,481.1878594438306,328.1878594438306,94,-160.27678966421792,220,-110.27678966421793
1831,160.0,583.1878594438343,482.1878594438306,94,-179.27678966421792,254,-139.27678966421792
1832,160.0,583.1878594438343,482.1878594438306,94,-179.27678966421792,254,-139.27678966421792
1833,112.0,896.1878594438346,658.1878594438344,95,-179.27678966421792,207,-179.27678966421792
1834,227.0,648.1878594438344,201.18785944383063,94,-179.27678966421792,321,-66.27678966421793
1835,1271.0,799.1878594438344,621.1878594438344,94,-179.27678966421792,1365,-179.27678966421792
1836,1271.0,799.1878594438344,621.1878594438344,94,-179.27678966421792,1365,-179.27678966421792
1837,1271.0,799.1878594438344,621.1878594438344,94,-179.27678966421792,1365,-179.27678966421792
1838,466.0,622.1878594438344,229.18785944383063,94,-179.27678966421792,560,-70.27678966421793
1839,466.0,622.1878594438344,229.18785944383063,94,-179.27678966421792,560,-70.27678966421793
1840,47.0,906.1878594438319,705.1878594438344,93,-63.27678966421793,140,-179.27678966421792
1841,47.0,906.1878594438319,705.1878594438344,93,-63.27678966421793,140,-179.27678966421792
1842,47.0,906.1878594438319,705.1878594438344,93,-63.27678966421793,140,-179.27678966421792
1843,132.0,826.1878594438344,799.1878594438344,93,-179.27678966421792,225,-179.27678966421792
1844,185.0,892.1878594438344,250.18785944383058,94,-179.27678966421792,279,-91.27678966421793
