,peak_X0,peak_Y0
event_0,102.0,19.200000000000003
event_1,104.0,56.0
event_2,105.0,79.2
event_3,104.0,48.8
event_4,104.0,42.4
event_5,104.0,52.8
event_6,104.0,29.6
event_7,103.0,18.4
event_8,104.0,30.4
event_9,105.0,85.60000000000001
event_10,105.0,138.4
event_11,105.0,141.6
event_12,104.0,23.200000000000003
event_13,104.0,27.200000000000003
event_14,103.0,19.200000000000003
event_15,105.0,87.2
event_16,104.0,56.0
event_17,104.0,120.0
event_18,104.0,36.00000000000001
event_19,104.0,88.00000000000001
event_20,104.0,75.2
event_21,105.0,73.6
event_22,105.0,68.8
event_23,105.0,74.4
event_24,104.0,52.8
event_25,104.0,52.00000000000001
event_26,105.0,107.2
event_27,104.0,26.4
event_28,104.0,40.0
event_29,104.0,124.0
event_30,104.0,91.2
event_31,104.0,87.2
event_32,104.0,58.4
event_33,104.0,43.2
event_34,104.0,74.4
event_35,104.0,45.6
event_36,103.0,20.0
event_37,105.0,98.4
event_38,103.0,27.200000000000003
event_39,104.0,99.20000000000002
event_40,105.0,107.2
event_41,103.0,34.4
event_42,104.0,48.8
event_43,104.0,89.6
event_44,104.0,84.0
event_45,103.0,20.0
event_46,105.0,76.0
event_47,103.0,27.200000000000003
event_48,104.0,48.8
event_49,105.0,68.8
event_50,104.0,43.2
event_51,104.0,124.0
event_52,105.0,141.6
event_53,105.0,93.6
event_54,105.0,141.6
event_55,104.0,141.6
event_56,104.0,65.60000000000001
event_57,104.0,141.6
event_58,104.0,56.8
event_59,104.0,141.6
event_60,104.0,63.2
event_61,104.0,63.2
event_62,105.0,119.2
event_63,104.0,60.00000000000001
event_64,104.0,127.2
event_65,104.0,67.2
event_66,103.0,20.0
event_67,104.0,141.6
event_68,103.0,23.200000000000003
event_69,104.0,141.6
event_70,103.0,20.0
event_71,104.0,104.8
event_72,105.0,68.8
event_73,104.0,52.00000000000001
event_74,104.0,92.8
event_75,105.0,76.80000000000001
event_76,105.0,62.400000000000006
event_77,103.0,26.4
event_78,103.0,28.0
event_79,104.0,34.4
event_80,104.0,55.2
event_81,104.0,105.6
event_82,104.0,50.4
event_83,104.0,51.2
event_84,104.0,55.2
event_85,104.0,79.2
event_86,105.0,67.2
event_87,104.0,125.60000000000002
event_88,104.0,88.00000000000001
event_89,105.0,92.0
event_90,104.0,25.6
event_91,104.0,75.2
event_92,105.0,141.6
event_93,104.0,41.60000000000001
event_94,104.0,63.2
event_95,104.0,62.400000000000006
event_96,105.0,141.6
event_97,104.0,41.60000000000001
event_98,104.0,77.60000000000001
event_99,104.0,63.2
event_100,104.0,82.4
event_101,104.0,70.4
event_102,104.0,35.2
event_103,105.0,141.6
event_104,104.0,26.4
event_105,104.0,105.6
event_106,105.0,99.20000000000002
event_107,104.0,52.00000000000001
event_108,104.0,52.8
event_109,105.0,100.8
event_110,104.0,32.0
event_111,104.0,64.8
event_112,104.0,66.4
event_113,104.0,58.4
event_114,105.0,75.2
event_115,104.0,101.6
event_116,104.0,31.200000000000003
event_117,104.0,30.4
event_118,104.0,115.20000000000002
event_119,104.0,32.0
event_120,104.0,32.800000000000004
event_121,105.0,71.2
event_122,104.0,141.6
event_123,105.0,125.60000000000002
event_124,102.0,19.200000000000003
event_125,104.0,56.0
event_126,103.0,38.400000000000006
event_127,105.0,102.4
event_128,104.0,43.2
event_129,104.0,44.00000000000001
event_130,104.0,105.6
event_131,104.0,65.60000000000001
event_132,105.0,141.6
event_133,104.0,53.6
event_134,103.0,24.800000000000004
event_135,105.0,110.4
event_136,104.0,51.2
event_137,104.0,108.8
event_138,104.0,90.4
event_139,104.0,54.400000000000006
event_140,103.0,25.6
event_141,104.0,32.800000000000004
event_142,104.0,136.8
event_143,104.0,42.4
event_144,104.0,92.8
event_145,104.0,69.60000000000001
event_146,105.0,141.6
event_147,104.0,79.2
event_148,104.0,35.2
event_149,104.0,54.400000000000006
event_150,104.0,32.0
event_151,104.0,79.2
event_152,105.0,101.6
event_153,105.0,85.60000000000001
event_154,104.0,39.2
event_155,104.0,51.2
event_156,105.0,97.6
event_157,104.0,113.6
event_158,104.0,29.6
event_159,104.0,60.8
event_160,104.0,64.8
event_161,104.0,57.60000000000001
event_162,105.0,108.8
event_163,104.0,52.00000000000001
event_164,105.0,141.6
event_165,104.0,46.400000000000006
event_166,104.0,113.6
event_167,105.0,100.0
event_168,103.0,28.800000000000004
event_169,104.0,30.4
event_170,104.0,56.8
event_171,104.0,49.60000000000001
event_172,105.0,57.60000000000001
event_173,104.0,58.4
event_174,105.0,102.4
event_175,103.0,24.0
event_176,104.0,136.8
event_177,104.0,95.2
event_178,104.0,56.8
event_179,105.0,73.6
event_180,104.0,54.400000000000006
event_181,104.0,59.2
event_182,104.0,56.0
event_183,104.0,71.2
event_184,104.0,87.2
event_185,104.0,40.8
event_186,104.0,36.8
event_187,104.0,53.6
event_188,103.0,23.200000000000003
event_189,104.0,95.2
event_190,104.0,57.60000000000001
event_191,104.0,132.0
event_192,104.0,49.60000000000001
event_193,103.0,49.60000000000001
event_194,104.0,32.800000000000004
event_195,104.0,39.2
event_196,105.0,82.4
event_197,104.0,45.6
event_198,103.0,24.800000000000004
event_199,104.0,48.8
event_200,104.0,55.2
event_201,104.0,111.2
event_202,104.0,67.2
event_203,104.0,38.400000000000006
event_204,105.0,80.80000000000001
event_205,104.0,72.8
event_206,105.0,96.0
event_207,105.0,91.2
event_208,104.0,92.8
event_209,104.0,84.8
event_210,104.0,92.8
event_211,103.0,24.800000000000004
event_212,105.0,72.8
event_213,105.0,77.60000000000001
event_214,104.0,108.8
event_215,105.0,88.8
event_216,104.0,56.8
event_217,104.0,63.2
event_218,103.0,32.800000000000004
event_219,104.0,91.2
event_220,104.0,54.400000000000006
event_221,104.0,54.400000000000006
event_222,104.0,41.60000000000001
event_223,104.0,141.6
event_224,104.0,38.400000000000006
event_225,104.0,76.80000000000001
event_226,104.0,43.2
event_227,103.0,48.0
event_228,104.0,95.2
event_229,104.0,141.6
event_230,104.0,80.80000000000001
event_231,104.0,80.0
event_232,105.0,141.6
event_233,104.0,37.6
event_234,104.0,38.400000000000006
event_235,103.0,26.4
event_236,104.0,79.2
event_237,104.0,60.00000000000001
event_238,104.0,75.2
event_239,105.0,92.8
event_240,103.0,20.800000000000004
event_241,104.0,64.8
event_242,104.0,88.00000000000001
event_243,104.0,49.60000000000001
event_244,104.0,80.80000000000001
event_245,104.0,76.80000000000001
event_246,104.0,66.4
event_247,104.0,72.00000000000001
event_248,104.0,40.8
event_249,104.0,84.8
event_250,104.0,52.8
event_251,105.0,141.6
event_252,104.0,128.0
event_253,104.0,49.60000000000001
event_254,104.0,116.8
event_255,104.0,60.8
event_256,103.0,26.4
event_257,104.0,102.4
event_258,104.0,68.8
event_259,104.0,36.8
event_260,105.0,78.39999999999999
event_261,104.0,29.6
event_262,103.0,22.4
event_263,104.0,56.0
event_264,105.0,92.0
event_265,104.0,66.4
event_266,104.0,82.4
event_267,104.0,79.2
event_268,104.0,40.8
event_269,104.0,40.8
event_270,105.0,141.6
event_271,104.0,64.8
event_272,104.0,120.0
event_273,104.0,83.20000000000002
event_274,105.0,111.2
event_275,104.0,42.4
event_276,104.0,94.4
event_277,104.0,96.8
event_278,105.0,95.2
event_279,104.0,35.2
event_280,104.0,76.80000000000001
event_281,105.0,81.60000000000001
event_282,104.0,97.6
event_283,104.0,76.0
event_284,105.0,111.2
event_285,104.0,51.2
event_286,104.0,44.8
event_287,103.0,33.6
event_288,104.0,89.6
event_289,102.0,18.4
event_290,103.0,42.4
event_291,105.0,64.0
event_292,104.0,62.400000000000006
event_293,104.0,53.6
event_294,104.0,44.8
event_295,104.0,58.4
event_296,103.0,35.2
