,peak_X0,peak_Y0
event_0,104.0,46.0
event_1,104.0,14.0
event_2,103.0,70.0
event_3,104.0,62.0
event_4,103.0,76.0
event_5,103.0,65.0
event_6,103.0,86.0
event_7,104.0,77.0
event_8,104.0,32.0
event_9,104.0,86.0
event_10,103.0,82.0
event_11,103.0,82.0
event_12,104.0,1.0
event_13,104.0,45.0
event_14,103.0,88.0
event_15,103.0,72.0
event_16,104.0,51.0
event_17,104.0,82.0
event_18,104.0,16.0
event_19,104.0,39.0
event_20,104.0,54.0
event_21,104.0,42.0
event_22,104.0,82.0
event_23,102.0,94.0
event_24,104.0,60.0
event_25,104.0,67.0
event_26,104.0,20.0
event_27,104.0,56.0
event_28,104.0,21.0
event_29,104.0,39.0
event_30,104.0,41.0
event_31,104.0,61.0
event_32,104.0,39.0
event_33,104.0,76.0
event_34,104.0,29.0
event_35,103.0,57.0
event_36,104.0,49.0
event_37,104.0,52.0
event_38,104.0,72.0
event_39,104.0,45.0
event_40,104.0,40.0
event_41,104.0,35.0
event_42,104.0,84.0
event_43,104.0,18.0
event_44,102.0,93.0
event_45,104.0,48.0
event_46,104.0,65.0
event_47,103.0,87.0
event_48,104.0,44.0
event_49,104.0,14.0
event_50,104.0,29.0
event_51,103.0,90.0
event_52,104.0,69.0
event_53,104.0,71.0
event_54,103.0,44.0
event_55,104.0,32.0
event_56,104.0,74.0
event_57,104.0,59.0
event_58,104.0,54.0
event_59,104.0,27.0
event_60,104.0,58.0
event_61,104.0,36.0
event_62,104.0,71.0
event_63,103.0,90.0
event_64,104.0,10.0
event_65,104.0,54.0
event_66,104.0,79.0
event_67,104.0,20.0
event_68,104.0,83.0
event_69,104.0,71.0
event_70,103.0,73.0
event_71,103.0,90.0
event_72,104.0,40.0
event_73,104.0,41.0
event_74,104.0,84.0
event_75,104.0,85.0
event_76,103.0,95.0
event_77,103.0,81.0
event_78,104.0,62.0
event_79,104.0,32.0
event_80,104.0,61.0
event_81,104.0,17.0
event_82,103.0,74.0
event_83,103.0,87.0
event_84,104.0,67.0
event_85,104.0,41.0
event_86,104.0,65.0
event_87,104.0,31.0
event_88,104.0,56.0
event_89,104.0,71.0
event_90,104.0,-2.0
event_91,104.0,67.0
event_92,104.0,36.0
event_93,103.0,88.0
event_94,104.0,30.0
event_95,104.0,8.0
event_96,104.0,52.0
event_97,104.0,64.0
event_98,103.0,81.0
event_99,104.0,38.0
event_100,103.0,55.0
event_101,104.0,62.0
event_102,104.0,32.0
event_103,104.0,57.0
event_104,104.0,61.0
event_105,104.0,5.0
event_106,104.0,62.0
event_107,104.0,90.0
event_108,104.0,32.0
event_109,104.0,53.0
event_110,104.0,79.0
event_111,104.0,61.0
event_112,103.0,88.0
event_113,103.0,75.0
event_114,104.0,52.0
event_115,103.0,78.0
event_116,104.0,33.0
event_117,104.0,84.0
event_118,103.0,86.0
event_119,103.0,92.0
event_120,104.0,37.0
event_121,104.0,68.0
event_122,104.0,73.0
event_123,104.0,15.0
event_124,104.0,4.0
event_125,104.0,40.0
event_126,103.0,95.0
event_127,104.0,58.0
event_128,104.0,15.0
event_129,104.0,49.0
event_130,104.0,27.0
event_131,103.0,88.0
event_132,104.0,74.0
event_133,102.0,90.0
event_134,104.0,44.0
event_135,104.0,71.0
event_136,104.0,42.0
event_137,104.0,60.0
event_138,104.0,4.0
event_139,104.0,61.0
event_140,104.0,66.0
event_141,105.0,28.0
event_142,103.0,78.0
event_143,104.0,34.0
event_144,103.0,85.0
event_145,104.0,71.0
event_146,104.0,71.0
event_147,104.0,48.0
event_148,104.0,58.0
event_149,104.0,33.0
event_150,104.0,44.0
event_151,104.0,47.0
event_152,104.0,46.0
event_153,104.0,53.0
event_154,103.0,88.0
event_155,103.0,71.0
event_156,104.0,60.0
event_157,103.0,81.0
event_158,102.0,95.0
event_159,103.0,85.0
event_160,103.0,69.0
event_161,105.0,15.0
